case_id,mode,state_family,harmonic_packet_A,harmonic_packet_B,harmonic_packet_A_weights,harmonic_packet_B_weights,harmonic_packet_A_phases,harmonic_packet_B_phases,harmonic_packet_A_shift,harmonic_packet_B_shift,N_A,N_B,R_input,R,T,Delta_F,collision,channel,L,N_eff,N_eff_2,p_chi,origin_A,origin_B,sim_to_A0,sim_to_B0
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,0,A_channel,0.00018310546875000033,1.0,1.4142135623730951,1.0000000000000009,1.0,6.169849793202085e-34,0.9999999999999998,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,0,B_channel,0.00018310546875329543,1.0000000000090001,1.414213562382641,-0.9999999999999989,6.169849793202085e-34,1.0,0.9999999999999999,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,1,A_channel,0.00018310546875329543,1.0000000000090001,1.414213562382641,-0.9999999999999989,6.169849793202085e-34,1.0,0.9999999999999999,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,1,B_channel,0.00018310546875000033,1.0,1.4142135623730951,1.0000000000000009,1.0,6.169849793202085e-34,0.9999999999999998,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,2,A_channel,0.00018310546875000033,1.0,1.4142135623730951,1.0000000000000009,1.0,6.169849793202085e-34,0.9999999999999998,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,2,B_channel,0.00018310546875329543,1.0000000000090001,1.414213562382641,-0.9999999999999989,6.169849793202085e-34,1.0,0.9999999999999999,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,3,A_channel,0.00018310546875329543,1.0000000000090001,1.414213562382641,-0.9999999999999989,6.169849793202085e-34,1.0,0.9999999999999999,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,3,B_channel,0.00018310546875000033,1.0,1.4142135623730951,1.0000000000000009,1.0,6.169849793202085e-34,0.9999999999999998,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,4,A_channel,0.00018310546875000033,1.0,1.4142135623730951,1.0000000000000009,1.0,6.169849793202085e-34,0.9999999999999998,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,4,B_channel,0.00018310546875329543,1.0000000000090001,1.414213562382641,-0.9999999999999989,6.169849793202085e-34,1.0,0.9999999999999999,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,5,A_channel,0.00018310546875329543,1.0000000000090001,1.414213562382641,-0.9999999999999989,6.169849793202085e-34,1.0,0.9999999999999999,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,5,B_channel,0.00018310546875000033,1.0,1.4142135623730951,1.0000000000000009,1.0,6.169849793202085e-34,0.9999999999999998,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,6,A_channel,0.00018310546875000033,1.0,1.4142135623730951,1.0000000000000009,1.0,6.169849793202085e-34,0.9999999999999998,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,6,B_channel,0.00018310546875329543,1.0000000000090001,1.414213562382641,-0.9999999999999989,6.169849793202085e-34,1.0,0.9999999999999999,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,7,A_channel,0.00018310546875329543,1.0000000000090001,1.414213562382641,-0.9999999999999989,6.169849793202085e-34,1.0,0.9999999999999999,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,7,B_channel,0.00018310546875000033,1.0,1.4142135623730951,1.0000000000000009,1.0,6.169849793202085e-34,0.9999999999999998,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,8,A_channel,0.00018310546875000033,1.0,1.4142135623730951,1.0000000000000009,1.0,6.169849793202085e-34,0.9999999999999998,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,8,B_channel,0.00018310546875329543,1.0000000000090001,1.414213562382641,-0.9999999999999989,6.169849793202085e-34,1.0,0.9999999999999999,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,9,A_channel,0.00018310546875329543,1.0000000000090001,1.414213562382641,-0.9999999999999989,6.169849793202085e-34,1.0,0.9999999999999999,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,9,B_channel,0.00018310546875000033,1.0,1.4142135623730951,1.0000000000000009,1.0,6.169849793202085e-34,0.9999999999999998,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,10,A_channel,0.00018310546875000033,1.0,1.4142135623730951,1.0000000000000009,1.0,6.169849793202085e-34,0.9999999999999998,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,10,B_channel,0.00018310546875329543,1.0000000000090001,1.414213562382641,-0.9999999999999989,6.169849793202085e-34,1.0,0.9999999999999999,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,11,A_channel,0.00018310546875329543,1.0000000000090001,1.414213562382641,-0.9999999999999989,6.169849793202085e-34,1.0,0.9999999999999999,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,11,B_channel,0.00018310546875000033,1.0,1.4142135623730951,1.0000000000000009,1.0,6.169849793202085e-34,0.9999999999999998,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,12,A_channel,0.00018310546875000033,1.0,1.4142135623730951,1.0000000000000009,1.0,6.169849793202085e-34,0.9999999999999998,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,12,B_channel,0.00018310546875329543,1.0000000000090001,1.414213562382641,-0.9999999999999989,6.169849793202085e-34,1.0,0.9999999999999999,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,13,A_channel,0.00018310546875329543,1.0000000000090001,1.414213562382641,-0.9999999999999989,6.169849793202085e-34,1.0,0.9999999999999999,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,13,B_channel,0.00018310546875000033,1.0,1.4142135623730951,1.0000000000000009,1.0,6.169849793202085e-34,0.9999999999999998,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,14,A_channel,0.00018310546875000033,1.0,1.4142135623730951,1.0000000000000009,1.0,6.169849793202085e-34,0.9999999999999998,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,14,B_channel,0.00018310546875329543,1.0000000000090001,1.414213562382641,-0.9999999999999989,6.169849793202085e-34,1.0,0.9999999999999999,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,15,A_channel,0.00018310546875329543,1.0000000000090001,1.414213562382641,-0.9999999999999989,6.169849793202085e-34,1.0,0.9999999999999999,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,15,B_channel,0.00018310546875000033,1.0,1.4142135623730951,1.0000000000000009,1.0,6.169849793202085e-34,0.9999999999999998,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,16,A_channel,0.00018310546875000033,1.0,1.4142135623730951,1.0000000000000009,1.0,6.169849793202085e-34,0.9999999999999998,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,16,B_channel,0.00018310546875329543,1.0000000000090001,1.414213562382641,-0.9999999999999989,6.169849793202085e-34,1.0,0.9999999999999999,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,17,A_channel,0.00018310546875329543,1.0000000000090001,1.414213562382641,-0.9999999999999989,6.169849793202085e-34,1.0,0.9999999999999999,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,17,B_channel,0.00018310546875000033,1.0,1.4142135623730951,1.0000000000000009,1.0,6.169849793202085e-34,0.9999999999999998,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,18,A_channel,0.00018310546875000033,1.0,1.4142135623730951,1.0000000000000009,1.0,6.169849793202085e-34,0.9999999999999998,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,18,B_channel,0.00018310546875329543,1.0000000000090001,1.414213562382641,-0.9999999999999989,6.169849793202085e-34,1.0,0.9999999999999999,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,19,A_channel,0.00018310546875329543,1.0000000000090001,1.414213562382641,-0.9999999999999989,6.169849793202085e-34,1.0,0.9999999999999999,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,19,B_channel,0.00018310546875000033,1.0,1.4142135623730951,1.0000000000000009,1.0,6.169849793202085e-34,0.9999999999999998,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,20,A_channel,0.00018310546875000033,1.0,1.4142135623730951,1.0000000000000009,1.0,6.169849793202085e-34,0.9999999999999998,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,20,B_channel,0.00018310546875329543,1.0000000000090001,1.414213562382641,-0.9999999999999989,6.169849793202085e-34,1.0,0.9999999999999999,0.9999999999999999
"custom_packet|A=1|B=1,2;w=1,3e-06",custom_packet,explicit_packet,1,"1,2",1,"1,3e-06",0,"0,0",0.0,0.0,1,2,0.0,0.0,1.0,0.0,21,A_channel,0.00018310546875329543,1.0000000000090001,1.414213562382641,-0.9999999999999989,6.169849793202085e-34,1.0,0.9999999999999999,0.9999999999999999
