step,plane0_sigma0.085965,plane1_sigma0.085965,plane2_sigma0.085965,plane3_sigma0.085965,plane4_sigma0.343860
31380,2.3935293817768245e-20,6.284995456020936e-21,5.887293850288378e-21,3.566281402573192e-21,1.0
31400,2.404353507372679e-20,6.312315809461528e-21,5.913776162602237e-21,3.5818904644879326e-21,1.0
31420,2.4152257955810554e-20,6.3397872397831445e-21,5.940429459925367e-21,3.597522087527115e-21,1.0000000000000002
31440,2.4261239337967534e-20,6.3672486667487525e-21,5.9673235305701615e-21,3.613348578520342e-21,0.9999999999999997
31460,2.4370773321029458e-20,6.394810263197197e-21,5.994236215474928e-21,3.6291367342129045e-21,0.9999999999999997
31480,2.4480773529373317e-20,6.422447436711905e-21,6.021302530534817e-21,3.645021886246105e-21,0.9999999999999997
31500,2.4591321446909488e-20,6.450149998031565e-21,6.04846053020937e-21,3.6609591832358624e-21,0.9999999999999999
31520,2.4702386810003327e-20,6.4779173437504804e-21,6.075647539555467e-21,3.677025730577379e-21,0.9999999999999999
31540,2.4813953927239098e-20,6.50577706607846e-21,6.1029222999049666e-21,3.6929517731088146e-21,0.9999999999999998
31560,2.4926022733083052e-20,6.53376625250833e-21,6.130144027412311e-21,3.709029731903085e-21,0.9999999999999999
31580,2.503856227935654e-20,6.56185120869438e-21,6.157724548779418e-21,3.725175857870751e-21,0.9999999999999999
31600,2.5151598637723966e-20,6.59001824078789e-21,6.1852634305060484e-21,3.7412473727532466e-21,0.9999999999999994
31620,2.52652077770691e-20,6.6183139342374604e-21,6.212918406752366e-21,3.757465878735145e-21,1.0
31640,2.5379464087066658e-20,6.646706890542716e-21,6.240736988967222e-21,3.773853196718312e-21,0.9999999999999997
31660,2.549411236187682e-20,6.6752535730988366e-21,6.2685508966368685e-21,3.7901347022465376e-21,0.9999999999999999
31680,2.5609331874122492e-20,6.703788098358729e-21,6.296763989156446e-21,3.806613537424583e-21,0.9999999999999999
31700,2.5725268737538048e-20,6.732626681202693e-21,6.3249550515351e-21,3.823229823403493e-21,0.9999999999999999
31720,2.584181802571921e-20,6.761595633992332e-21,6.353183025883395e-21,3.839639401433381e-21,1.0
31740,2.5958901609591434e-20,6.790696076741362e-21,6.381579512881904e-21,3.856244324887372e-21,0.9999999999999994
31760,2.607657491493642e-20,6.81995324883675e-21,6.4101766530758304e-21,3.873048297934177e-21,0.9999999999999999
31780,2.6194753905886734e-20,6.849419465927816e-21,6.4388297492112625e-21,3.8897127591592575e-21,1.0000000000000002
31800,2.631355176299405e-20,6.878985301957517e-21,6.4677919464197475e-21,3.906629573813914e-21,0.9999999999999999
31820,2.6433020850642263e-20,6.908766772046772e-21,6.4968727913868105e-21,3.92359487144576e-21,0.9999999999999997
31840,2.6553001502542793e-20,6.938710192948148e-21,6.526139967418178e-21,3.9406229428804014e-21,0.9999999999999997
31860,2.6673559446629404e-20,6.968936570790803e-21,6.555511508169512e-21,3.957641303227761e-21,1.0
31880,2.6794844588996627e-20,6.999302765145972e-21,6.584822587055422e-21,3.9748000216004955e-21,0.9999999999999997
31900,2.6916691365561787e-20,7.029834849640282e-21,6.614424416580674e-21,3.992133279582165e-21,0.9999999999999998
31920,2.703909689431541e-20,7.060615726417198e-21,6.644136393029795e-21,4.009383068390906e-21,0.9999999999999999
31940,2.71623124507923e-20,7.091491143219336e-21,6.6741176332249774e-21,4.026828830448347e-21,0.9999999999999999
31960,2.728605681493021e-20,7.122556577529084e-21,6.704301539378563e-21,4.044453838434738e-21,0.9999999999999998
31980,2.741026126505909e-20,7.15378743108752e-21,6.734484094855229e-21,4.0621356223037194e-21,0.9999999999999997
32000,2.753527632544925e-20,7.185182179026663e-21,6.764789928095328e-21,4.079916353035447e-21,0.9999999999999998
32020,2.7660683671666655e-20,7.21678528070374e-21,6.795324483258257e-21,4.097752849714458e-21,0.9999999999999998
32040,2.778663766492646e-20,7.248526043506227e-21,6.825918819713664e-21,4.115702568085631e-21,1.0
32060,2.7913314617722475e-20,7.280364858152695e-21,6.856581767783403e-21,4.1336663467945766e-21,1.0000000000000002
32080,2.804049703833413e-20,7.312348384267975e-21,6.887584223659122e-21,4.151750582295819e-21,0.9999999999999999
32100,2.8168246746057454e-20,7.344406192655671e-21,6.918687229933715e-21,4.170064050860342e-21,1.0
32120,2.8296598924818623e-20,7.376659670743992e-21,6.949834817364093e-21,4.18846886711123e-21,0.9999999999999997
32140,2.8425504171983036e-20,7.40905255929213e-21,6.98112392914541e-21,4.206866358195966e-21,0.9999999999999998
32160,2.855494385820682e-20,7.441518149998093e-21,7.012644729775701e-21,4.225456061028426e-21,1.0
32180,2.868501588611571e-20,7.474054935448742e-21,7.044209222331542e-21,4.24406126434898e-21,0.9999999999999998
32200,2.8815722341987426e-20,7.50670570271113e-21,7.075649874822814e-21,4.2627051702213916e-21,0.9999999999999999
32220,2.894700331392649e-20,7.539422366719073e-21,7.107370310603103e-21,4.281430375723902e-21,0.9999999999999994
32240,2.907884406444977e-20,7.572316878958534e-21,7.139092465292515e-21,4.300140470856811e-21,0.9999999999999999
32260,2.921121530478616e-20,7.605317683457915e-21,7.171052146066222e-21,4.318814872496441e-21,0.9999999999999997
32280,2.934418189560495e-20,7.638387119460455e-21,7.202988680129166e-21,4.337704793414471e-21,0.9999999999999994
32300,2.947766694112089e-20,7.671556026550992e-21,7.23500650334965e-21,4.356497974174969e-21,0.9999999999999999
32320,2.961169962668689e-20,7.704833886191918e-21,7.267288075657609e-21,4.375487097598367e-21,0.9999999999999998
32340,2.974644546806588e-20,7.73828250389426e-21,7.299503984062409e-21,4.39432538534676e-21,0.9999999999999998
32360,2.988169993962991e-20,7.771861196060532e-21,7.331747661866988e-21,4.413290356400169e-21,1.0
32380,3.001758722730486e-20,7.805531089767506e-21,7.364440037954005e-21,4.432369017196663e-21,0.9999999999999997
32400,3.015407743506065e-20,7.839314697411852e-21,7.397176587361403e-21,4.451423029845411e-21,0.9999999999999998
32420,3.029119458719612e-20,7.873251014956385e-21,7.430284869777739e-21,4.470655829729788e-21,0.9999999999999994
32440,3.042874579320956e-20,7.907403734989416e-21,7.463259472118602e-21,4.4898302643478036e-21,0.9999999999999997
32460,3.0566715848081677e-20,7.941638131912603e-21,7.49632782218046e-21,4.509169358782628e-21,0.9999999999999999
32480,3.070552759937296e-20,7.97612264966115e-21,7.529547851262617e-21,4.528576122697723e-21,0.9999999999999998
32500,3.0844721217574934e-20,8.010776233061484e-21,7.563185120995723e-21,4.548112204622392e-21,0.9999999999999998
32520,3.0984266714086356e-20,8.045624239038104e-21,7.596825129188895e-21,4.5676478535772155e-21,0.9999999999999998
32540,3.112476136665565e-20,8.080680228146293e-21,7.63074045730138e-21,4.5873647395372775e-21,1.0
32560,3.126551569550839e-20,8.115954988651448e-21,7.664756909552072e-21,4.607081751573419e-21,0.9999999999999997
32580,3.140691059867986e-20,8.151373038907455e-21,7.698912483662971e-21,4.6270321700584564e-21,0.9999999999999999
32600,3.154904566228819e-20,8.187062610858596e-21,7.733073054516126e-21,4.646925532544791e-21,1.0000000000000002
32620,3.169199461647804e-20,8.222897552906569e-21,7.767521007048538e-21,4.666976308321927e-21,0.9999999999999999
32640,3.183557425597538e-20,8.258880073052638e-21,7.802068508486622e-21,4.6870012688489474e-21,0.9999999999999998
32660,3.197954541464036e-20,8.294998208886224e-21,7.83679213165243e-21,4.707084805091536e-21,1.0
32680,3.2124242072171317e-20,8.331301269733236e-21,7.871670441410442e-21,4.7272900437671394e-21,0.9999999999999998
32700,3.226962791071615e-20,8.367765679001056e-21,7.90673903507324e-21,4.747669549019687e-21,1.0
32720,3.2415341343064124e-20,8.40445136820435e-21,7.941938719489502e-21,4.76822198110339e-21,1.0000000000000002
32740,3.256166478248355e-20,8.44128025934361e-21,7.977447841208933e-21,4.788802630476159e-21,0.9999999999999999
32760,3.270868215473796e-20,8.478362749229846e-21,8.012842831220959e-21,4.8094267839227796e-21,1.0
32780,3.2856150931266546e-20,8.515565916255003e-21,8.048451749133799e-21,4.830198806700061e-21,1.0
32800,3.300417892257251e-20,8.552953245532057e-21,8.08433630697065e-21,4.851122538521521e-21,1.0
32820,3.315292271081945e-20,8.590523656390097e-21,8.120247444449274e-21,4.872191776384624e-21,0.9999999999999998
32840,3.330249095244092e-20,8.628239801812836e-21,8.15651611521742e-21,4.893517825565041e-21,0.9999999999999997
32860,3.345247430913546e-20,8.666090313565812e-21,8.192808051386794e-21,4.914813564457644e-21,1.0000000000000002
32880,3.360319509242388e-20,8.704151449968078e-21,8.229262129949831e-21,4.936244528874515e-21,0.9999999999999998
32900,3.3754640283183075e-20,8.742319657216708e-21,8.26581622065801e-21,4.9576382662639685e-21,0.9999999999999998
32920,3.390656934070674e-20,8.780600734282094e-21,8.302608031459451e-21,4.9792184569637464e-21,1.0
32940,3.405918585646994e-20,8.819016359879566e-21,8.339748767730912e-21,5.000863144098006e-21,1.0
32960,3.4212518848951064e-20,8.857693786766567e-21,8.376700313558878e-21,5.022483738182177e-21,0.9999999999999998
32980,3.436631251052902e-20,8.896497080967145e-21,8.413675220679418e-21,5.044129691474404e-21,1.0
33000,3.452059009220633e-20,8.935413368484172e-21,8.451030836861444e-21,5.065981560272691e-21,1.0
33020,3.4675702468911015e-20,8.97445497341253e-21,8.488290072646269e-21,5.08791755301367e-21,0.9999999999999999
33040,3.483152250406705e-20,9.013584686464089e-21,8.525784225584462e-21,5.109930070249128e-21,1.0
33060,3.498777050998637e-20,9.052804209589822e-21,8.563549309960341e-21,5.132098651119325e-21,0.9999999999999997
33080,3.514484229339044e-20,9.09225796239847e-21,8.601332214558925e-21,5.154376437935252e-21,0.9999999999999999
33100,3.530249054178401e-20,9.13189423927541e-21,8.639365519043368e-21,5.176739571401946e-21,0.9999999999999999
33120,3.5460738729817335e-20,9.17169228596705e-21,8.677460313474741e-21,5.199004824729171e-21,0.9999999999999999
33140,3.5619421007446476e-20,9.211543321906617e-21,8.715785566775182e-21,5.221287700364044e-21,0.9999999999999998
33160,3.5778392008778915e-20,9.251513841608565e-21,8.754163136762912e-21,5.243664752563727e-21,0.9999999999999998
33180,3.593812083369439e-20,9.291701343034974e-21,8.792647456717853e-21,5.266186629451443e-21,0.9999999999999997
33200,3.60985360461779e-20,9.332049624614021e-21,8.831221826468563e-21,5.288500756206313e-21,0.9999999999999994
33220,3.625939368158862e-20,9.372568257864921e-21,8.869870113134084e-21,5.310968582211691e-21,0.9999999999999999
33240,3.6420993873954224e-20,9.41322284980445e-21,8.908604346646239e-21,5.333500367110959e-21,0.9999999999999999
33260,3.658305669333434e-20,9.454009622172327e-21,8.94776082284076e-21,5.356234984589836e-21,0.9999999999999998
33280,3.674576784116891e-20,9.49496461228422e-21,8.986668905773224e-21,5.37895431474362e-21,0.9999999999999994
33300,3.690883260383442e-20,9.536128297393715e-21,9.026187584182879e-21,5.401618673664752e-21,0.9999999999999994
33320,3.7072816703106454e-20,9.577436270811462e-21,9.065903473753625e-21,5.424401797811066e-21,1.0
33340,3.723756467111446e-20,9.61893008743076e-21,9.105946965373667e-21,5.44751183944127e-21,1.0000000000000002
33360,3.7402802772847494e-20,9.660655331204011e-21,9.145886820354827e-21,5.4706057630221275e-21,0.9999999999999997
33380,3.7568594071816634e-20,9.702522288606061e-21,9.186028349048147e-21,5.493907470148198e-21,1.0000000000000002
33400,3.773490958595496e-20,9.744612478137809e-21,9.226534890446297e-21,5.517075302784107e-21,0.9999999999999998
33420,3.7901838593579213e-20,9.786894761877158e-21,9.267092157579957e-21,5.540576343383731e-21,0.9999999999999999
33440,3.8069298676214296e-20,9.829385278850698e-21,9.307891115211511e-21,5.564181331990729e-21,0.9999999999999997
33460,3.8237340457154504e-20,9.872146847929043e-21,9.348777835965164e-21,5.587788933291796e-21,0.9999999999999999
33480,3.8405979074658344e-20,9.915035971559081e-21,9.390019961823472e-21,5.611702125039014e-21,0.9999999999999998
33500,3.857516015358174e-20,9.958103029123458e-21,9.43142434522043e-21,5.635626004397944e-21,1.0000000000000002
33520,3.8745033618608744e-20,1.0001326494129415e-20,9.473345908580906e-21,5.6599624193906266e-21,0.9999999999999998
33540,3.891556783710845e-20,1.0044801362066609e-20,9.514995867945073e-21,5.684147565600889e-21,1.0
33560,3.908659680056442e-20,1.0088442068385857e-20,9.557056659428807e-21,5.708576211218065e-21,1.0000000000000002
33580,3.925803179113144e-20,1.0132263984060371e-20,9.599204944880203e-21,5.733208608145713e-21,0.9999999999999999
33600,3.942995067742383e-20,1.0176271010677342e-20,9.641774119725619e-21,5.757885661575685e-21,0.9999999999999998
33620,3.9602437679289054e-20,1.0220374282222249e-20,9.6843267140389e-21,5.782760538168405e-21,1.0
33640,3.977575132258228e-20,1.0264646305878657e-20,9.726862419373454e-21,5.807488819528892e-21,0.9999999999999997
33660,3.9949534223235544e-20,1.0309015933596093e-20,9.769370135233247e-21,5.832235950068718e-21,0.9999999999999994
33680,4.012377789053367e-20,1.0353479538515225e-20,9.812333937303396e-21,5.85711713840616e-21,0.9999999999999998
33700,4.029859335783786e-20,1.0398159165492349e-20,9.855331731292749e-21,5.88207624719542e-21,0.9999999999999994
33720,4.0474281476832156e-20,1.0442914779918243e-20,9.898330297795086e-21,5.907166795540389e-21,0.9999999999999998
33740,4.065065676957059e-20,1.048780621843668e-20,9.941343857366412e-21,5.932221086453889e-21,0.9999999999999999
33760,4.082761398365691e-20,1.0532787102187036e-20,9.984438500687423e-21,5.957423360059804e-21,0.9999999999999999
33780,4.1005473194733273e-20,1.0577785879835843e-20,1.0027645245565626e-20,5.982658547461639e-21,1.0
33800,4.118374797720856e-20,1.062303811834221e-20,1.007102610665894e-20,6.007923008517735e-21,0.9999999999999997
33820,4.136267676338322e-20,1.0668437789047142e-20,1.0114319468144216e-20,6.033227172133461e-21,0.9999999999999999
33840,4.1542404137537494e-20,1.0713875259462087e-20,1.0157789851116265e-20,6.058554920228044e-21,0.9999999999999997
33860,4.172287624221359e-20,1.0759517685330083e-20,1.0201585567765897e-20,6.083917667177955e-21,0.9999999999999998
33880,4.190412326227471e-20,1.0805301090914237e-20,1.0245632485508861e-20,6.109578125728343e-21,0.9999999999999998
33900,4.2085877613488445e-20,1.0851345392894781e-20,1.0289987271129423e-20,6.135400528028813e-21,1.0000000000000002
33920,4.226843721459086e-20,1.0897670475827182e-20,1.0334055012091162e-20,6.160944160584068e-21,1.0
33940,4.2451697775862824e-20,1.0944051424850167e-20,1.0378663640734798e-20,6.1866562338934656e-21,0.9999999999999999
33960,4.263587999719659e-20,1.0990712517075678e-20,1.0423702425183978e-20,6.21266720319304e-21,0.9999999999999997
33980,4.282043747040354e-20,1.1037713381069269e-20,1.0468955355807366e-20,6.23878920860589e-21,0.9999999999999994
34000,4.3005996871959813e-20,1.1084874055559564e-20,1.0514467791197294e-20,6.2649759767979465e-21,0.9999999999999998
34020,4.319209759055148e-20,1.1132321117808984e-20,1.0559977562215141e-20,6.291177814855852e-21,0.9999999999999997
34040,4.337911562240666e-20,1.1179964341838865e-20,1.0605809827934942e-20,6.317509424870732e-21,0.9999999999999999
34060,4.356699327512447e-20,1.1227870311189784e-20,1.0651957228092676e-20,6.34422174705339e-21,0.9999999999999999
34080,4.375543058650021e-20,1.1275978204848613e-20,1.0698545818879974e-20,6.370877406512245e-21,0.9999999999999999
34100,4.3944873041656704e-20,1.1324411723871825e-20,1.0745229981496422e-20,6.3978752562425155e-21,1.0000000000000002
34120,4.413508890066386e-20,1.1372977201343915e-20,1.0792344276343417e-20,6.425038597359861e-21,0.9999999999999999
34140,4.432615762761162e-20,1.1421905319443991e-20,1.0839296179145242e-20,6.4522868191706846e-21,0.9999999999999993
34160,4.4517823122508736e-20,1.1471101082012779e-20,1.08865876499762e-20,6.479580808697683e-21,0.9999999999999999
34180,4.470995106955112e-20,1.1520457284854943e-20,1.093422066916037e-20,6.507058227179094e-21,0.9999999999999999
34200,4.490297038001763e-20,1.1570143489298068e-20,1.098198207149012e-20,6.5346612254616204e-21,0.9999999999999999
34220,4.5096805875306785e-20,1.162007107697723e-20,1.1029989172489864e-20,6.5625935461816166e-21,0.9999999999999998
34240,4.529144253300584e-20,1.167003044341804e-20,1.1077997102725428e-20,6.59052722365378e-21,0.9999999999999999
34260,4.548681023260909e-20,1.1720173583212136e-20,1.1126257924284211e-20,6.618559891970348e-21,0.9999999999999993
34280,4.568298420970494e-20,1.1770435877700895e-20,1.1174699247409702e-20,6.646699998933827e-21,0.9999999999999997
34300,4.587982168453484e-20,1.1821000408600367e-20,1.122345721629564e-20,6.674913352729572e-21,1.0
34320,4.6077487899490206e-20,1.1871684295028526e-20,1.1272011902804458e-20,6.703241484980135e-21,0.9999999999999997
34340,4.627560826129027e-20,1.1922581034523358e-20,1.1320953215767637e-20,6.731597230244633e-21,1.0000000000000002
34360,4.647441745415736e-20,1.1973579110835298e-20,1.1370023137013618e-20,6.760210652115742e-21,0.9999999999999999
34380,4.6673952510387783e-20,1.2024789478557886e-20,1.1419184858071069e-20,6.788733970768502e-21,1.0
34400,4.687435182668022e-20,1.2076131888543264e-20,1.1468563821673107e-20,6.817467250553345e-21,0.9999999999999999
34420,4.7075355096638956e-20,1.2127557115446209e-20,1.1518156591879577e-20,6.846287835694968e-21,1.0
34440,4.727684557945614e-20,1.2179162569941123e-20,1.1567630953560017e-20,6.87508893459573e-21,0.9999999999999998
34460,4.7479156452138877e-20,1.2230933293891028e-20,1.1617586534002307e-20,6.9042928094785e-21,1.0
34480,4.768233978085932e-20,1.2282798030150825e-20,1.1667463107910753e-20,6.93356018741704e-21,0.9999999999999994
34500,4.7886278960308196e-20,1.2334887668353495e-20,1.1717765298980135e-20,6.962701283461144e-21,0.9999999999999999
34520,4.8091088829890795e-20,1.2387166221660135e-20,1.1768012649790678e-20,6.992133831424227e-21,0.9999999999999998
34540,4.8296686191689765e-20,1.2439615461397552e-20,1.1818425391503373e-20,7.021510464385267e-21,0.9999999999999998
34560,4.850275464395774e-20,1.249225649169204e-20,1.1868732656712315e-20,7.050773105657135e-21,1.0000000000000002
34580,4.8709870516216964e-20,1.2545162877182549e-20,1.1919294067379984e-20,7.080233619374998e-21,0.9999999999999999
34600,4.8918032010271957e-20,1.2598085146357674e-20,1.1970382908260365e-20,7.109861548824438e-21,0.9999999999999999
34620,4.912685213736373e-20,1.2651302497584892e-20,1.2021499802103368e-20,7.139462390027735e-21,0.9999999999999998
34640,4.933635177568598e-20,1.2704813274861702e-20,1.2072773846219757e-20,7.16918409124228e-21,0.9999999999999997
34660,4.95470257866406e-20,1.27585241670903e-20,1.2124538908290758e-20,7.199062304474726e-21,0.9999999999999999
34680,4.975841085464719e-20,1.28124783383855e-20,1.2176532588837526e-20,7.229102128657512e-21,0.9999999999999998
34700,4.9971024230715266e-20,1.286673653515738e-20,1.2228878826661093e-20,7.259199701578495e-21,0.9999999999999999
34720,5.0184400131537985e-20,1.292131356583636e-20,1.2281386227910827e-20,7.289420491900064e-21,0.9999999999999999
34740,5.039866402169022e-20,1.2976069569850499e-20,1.2334329198569762e-20,7.31987908963212e-21,1.0
34760,5.0613825102243187e-20,1.3031243848297068e-20,1.2387345501291278e-20,7.350209837501146e-21,0.9999999999999998
34780,5.082999301713307e-20,1.3086779438103818e-20,1.244069677929437e-20,7.380867519307375e-21,0.9999999999999999
34800,5.104692156206349e-20,1.3142532857754526e-20,1.2494759202317805e-20,7.4118339697662e-21,0.9999999999999999
34820,5.126475674730678e-20,1.3198533868481191e-20,1.2548863407710735e-20,7.442839323322975e-21,0.9999999999999994
34840,5.148379074968563e-20,1.3254764730876309e-20,1.2603227049053364e-20,7.474078946758634e-21,1.0
34860,5.170325457967829e-20,1.3311405115655531e-20,1.2657712792121355e-20,7.50542262262992e-21,1.0
34880,5.192392469132769e-20,1.3368128643485127e-20,1.2712794915181406e-20,7.537142889438284e-21,0.9999999999999997
34900,5.214553665146312e-20,1.342524571975755e-20,1.2767951646685974e-20,7.568946981222903e-21,1.0
34920,5.2367973228436744e-20,1.3482578700525026e-20,1.2823138644927832e-20,7.600723508209784e-21,1.0000000000000002
34940,5.259145671298964e-20,1.354009600958508e-20,1.2878631114408255e-20,7.632857870834871e-21,0.9999999999999998
34960,5.2815800971168844e-20,1.3598022000196612e-20,1.2934122379388857e-20,7.664827864977578e-21,0.9999999999999998
34980,5.304094154937325e-20,1.3656123142249456e-20,1.2989978992416794e-20,7.697004913229472e-21,1.0
35000,5.326715776860604e-20,1.371437866958094e-20,1.3046165585249043e-20,7.729470848179534e-21,0.9999999999999997
35020,5.349445892575507e-20,1.3772856733264134e-20,1.3102663659371748e-20,7.762321345836764e-21,1.0000000000000002
35040,5.372257210728459e-20,1.3831574227266005e-20,1.3159148621143875e-20,7.795143091113266e-21,0.9999999999999998
35060,5.3951425953379025e-20,1.3890440287784286e-20,1.3215637086634025e-20,7.827895288686198e-21,0.9999999999999994
35080,5.4181393438773005e-20,1.3949449961882396e-20,1.327249828234668e-20,7.860951947864789e-21,0.9999999999999999
35100,5.4412149646353e-20,1.4008705325550924e-20,1.3329451628931527e-20,7.894041842966856e-21,0.9999999999999999
35120,5.464375931064373e-20,1.4068075352457105e-20,1.3386514457720006e-20,7.92720737227967e-21,0.9999999999999999
35140,5.487650881902543e-20,1.412761921147289e-20,1.3443913190964878e-20,7.960684066029034e-21,0.9999999999999997
35160,5.511004520584516e-20,1.4187307151938645e-20,1.3501376718414823e-20,7.994180450875942e-21,0.9999999999999998
35180,5.534482953311505e-20,1.4247281544333413e-20,1.3559008323814046e-20,8.027713884948514e-21,0.9999999999999998
35200,5.558070564643869e-20,1.43074154690221e-20,1.3617061876141172e-20,8.061474611626699e-21,0.9999999999999999
35220,5.581733876051135e-20,1.4367752836773203e-20,1.3675340235610485e-20,8.095349661235079e-21,0.9999999999999999
35240,5.605475549646219e-20,1.442830052398203e-20,1.3733941536092636e-20,8.129391051879158e-21,0.9999999999999999
35260,5.629317085999473e-20,1.4489009136505157e-20,1.379276986717321e-20,8.163549049112286e-21,1.0
35280,5.65329264398902e-20,1.4549967381852414e-20,1.3851858994339812e-20,8.197836171115829e-21,1.0
35300,5.677354608936304e-20,1.4611155659717107e-20,1.3911133774508415e-20,8.232113198067985e-21,0.9999999999999999
35320,5.701487598282374e-20,1.4672567005253004e-20,1.3970690497402146e-20,8.26654187322312e-21,0.9999999999999998
35340,5.725719146477097e-20,1.473420514716394e-20,1.4030721778885958e-20,8.301156114594453e-21,1.0000000000000002
35360,5.750035474130324e-20,1.4796166521155316e-20,1.4090915836293945e-20,8.335850587752903e-21,1.0
35380,5.774448176698685e-20,1.4858444652569987e-20,1.4151043626730974e-20,8.370710795688571e-21,0.9999999999999999
35400,5.798964053658659e-20,1.492084308410081e-20,1.4211650755241367e-20,8.405714485794324e-21,0.9999999999999999
35420,5.823550523838037e-20,1.4983445587621542e-20,1.427268740092547e-20,8.440907099198677e-21,0.9999999999999998
35440,5.848261835452723e-20,1.5046286242686358e-20,1.433411732995958e-20,8.476188589835814e-21,0.9999999999999998
35460,5.873023716091665e-20,1.510936455667118e-20,1.4395655520928773e-20,8.511337700331984e-21,0.9999999999999994
35480,5.897908540943412e-20,1.5172756930560005e-20,1.4457444716479735e-20,8.54686804400732e-21,1.0000000000000002
35500,5.92285413010303e-20,1.523637708987206e-20,1.451977506114808e-20,8.582510932230994e-21,1.0000000000000002
35520,5.94788438666858e-20,1.530019766836254e-20,1.4581972803005238e-20,8.618453207460139e-21,0.9999999999999999
35540,5.97302765560827e-20,1.5364353556932778e-20,1.4644584668721162e-20,8.65425489169905e-21,0.9999999999999999
35560,5.998268099467119e-20,1.542859614255663e-20,1.47074755557308e-20,8.690373756813987e-21,0.9999999999999993
35580,6.023613307122857e-20,1.5493197435122726e-20,1.4770806405667112e-20,8.726731966353522e-21,0.9999999999999998
35600,6.049031692930012e-20,1.555804428127163e-20,1.4834097008961574e-20,8.762994559193951e-21,0.9999999999999999
35620,6.074564004165303e-20,1.562317886256158e-20,1.489770104886452e-20,8.799685618144197e-21,0.9999999999999999
35640,6.100204396915529e-20,1.568854639304497e-20,1.4961664346341556e-20,8.836523122105988e-21,0.9999999999999998
35660,6.125924252586885e-20,1.5754144159992286e-20,1.5025597583162866e-20,8.873428462420898e-21,1.0000000000000002
35680,6.151725159256619e-20,1.5819929165606268e-20,1.5089951618948475e-20,8.910670766327565e-21,1.0000000000000002
35700,6.177645216911344e-20,1.5886116495329952e-20,1.5154348190705426e-20,8.947806871669058e-21,0.9999999999999999
35720,6.203677875355027e-20,1.5952474982964768e-20,1.521910953008269e-20,8.984971575227721e-21,0.9999999999999999
35740,6.229848561770701e-20,1.6019058153086686e-20,1.5284269854051392e-20,9.022515489126722e-21,0.9999999999999994
35760,6.256074368641993e-20,1.608589479007357e-20,1.5349419715475557e-20,9.060011014201535e-21,0.9999999999999998
35780,6.282423318914462e-20,1.6153068682690175e-20,1.5414958741200402e-20,9.097842467045071e-21,0.9999999999999999
35800,6.308827960427243e-20,1.6220388146500887e-20,1.548105583043269e-20,9.135802932951275e-21,0.9999999999999994
35820,6.335366305298506e-20,1.6287925800605628e-20,1.554708720926165e-20,9.17390180385787e-21,1.0000000000000002
35840,6.362004557449665e-20,1.6355733834340196e-20,1.5613483757528093e-20,9.212262784922536e-21,0.9999999999999999
35860,6.388718390475909e-20,1.6423908126423387e-20,1.567983428083587e-20,9.250672601019098e-21,0.9999999999999999
35880,6.415532981865251e-20,1.6492287642205683e-20,1.5746622964369198e-20,9.28938976100901e-21,0.9999999999999998
35900,6.442465001687482e-20,1.656089158251966e-20,1.5813620918636224e-20,9.328268583394506e-21,0.9999999999999999
35920,6.469479200232907e-20,1.662978296168158e-20,1.5880972432644897e-20,9.367185331286017e-21,0.9999999999999993
35940,6.49662519567801e-20,1.6698963193039147e-20,1.594873095649622e-20,9.406601072581606e-21,1.0000000000000002
35960,6.523891282463204e-20,1.6768427844646184e-20,1.6016586985666078e-20,9.445941044517555e-21,0.9999999999999998
35980,6.551270153540396e-20,1.6838108733612735e-20,1.6084647968828394e-20,9.485473468601702e-21,0.9999999999999999
36000,6.578752694949101e-20,1.6908001820721307e-20,1.615324930638822e-20,9.525025446136265e-21,1.0
36020,6.606327764596019e-20,1.6978222516343646e-20,1.622189951663103e-20,9.564592793214471e-21,0.9999999999999998
36040,6.634032183555425e-20,1.7048682271418124e-20,1.6291440994881957e-20,9.60453312171904e-21,0.9999999999999997
36060,6.661831124472626e-20,1.7119252606610127e-20,1.6361185127729208e-20,9.644760332478749e-21,0.9999999999999997
36080,6.689740786370323e-20,1.7190174106893007e-20,1.643116116986872e-20,9.685043887206129e-21,0.9999999999999997
36100,6.71774295676393e-20,1.7261370903983195e-20,1.650103644607674e-20,9.725339487596051e-21,1.0000000000000002
36120,6.745873727647369e-20,1.733289934760992e-20,1.6570962341654118e-20,9.765790902776964e-21,0.9999999999999998
36140,6.774078421889062e-20,1.7404524515162993e-20,1.6641173134096168e-20,9.80623528047723e-21,0.9999999999999999
36160,6.802399361486149e-20,1.7476385847275038e-20,1.6711660607426656e-20,9.846840971240566e-21,0.9999999999999998
36180,6.830825554607765e-20,1.754849926502868e-20,1.6782887411581654e-20,9.887742588452143e-21,0.9999999999999998
36200,6.859370712848401e-20,1.7620953314918176e-20,1.6854444845198508e-20,9.929018350765983e-21,0.9999999999999999
36220,6.888018247967402e-20,1.7693620789753382e-20,1.6926089997877015e-20,9.970077825446867e-21,0.9999999999999998
36240,6.916803790646976e-20,1.7766572559909098e-20,1.699815186568655e-20,1.001167124191407e-20,1.0
36260,6.94568457919657e-20,1.783971876310915e-20,1.7070411052025885e-20,1.0053293252987144e-20,1.0
36280,6.974665623703696e-20,1.7913309261729276e-20,1.7143077790203973e-20,1.0094977927918445e-20,0.9999999999999999
