step,R_v0,R_v1,R_v2,R_v3,R_v4,nulldev_v0,nulldev_v1,nulldev_v2,nulldev_v3,nulldev_v4
10080,0.27728940310622463,0.277289403106227,0.27728940310619093,0.2772894031062086,0.27728940310613825,3.141810535476672e-13,3.4623498408083327e-13,3.8548749260010866e-13,8.410875405800958e-13,9.708044106899764e-14
10120,0.27728940310622224,0.2772894031062242,0.27728940310618727,0.27728940310620576,0.27728940310613387,2.4565657997629517e-13,4.4835710003801407e-13,4.81533297128035e-13,7.832246193505764e-13,1.8676967820415295e-13
10160,0.2772894031062251,0.2772894031062275,0.2772894031061898,0.27728940310620837,0.2772894031061357,1.6882964694766156e-13,5.119629510256396e-13,5.595629989764725e-13,7.186766758837827e-13,2.4087599178488174e-13
10200,0.2772894031062267,0.277289403106229,0.2772894031061915,0.2772894031062096,0.2772894031061374,2.3299221615484545e-13,4.534924279473298e-13,5.001301012949298e-13,7.82839493174093e-13,2.0428641593542518e-13
10240,0.27728940310622696,0.2772894031062299,0.27728940310619316,0.27728940310621014,0.27728940310613964,3.073164697838958e-13,3.406181612007574e-13,3.8040752176587863e-13,8.592768238151401e-13,9.983095825936019e-14
10280,0.27728940310622735,0.2772894031062305,0.2772894031061941,0.2772894031062099,0.27728940310614125,2.8281243630580563e-13,3.626901811924816e-13,3.857473944211422e-13,8.141957555008804e-13,4.4789429226429724e-14
10320,0.2772894031062273,0.27728940310623107,0.2772894031061957,0.27728940310620975,0.2772894031061433,1.601444343191785e-13,4.721867620694582e-13,4.765070674685718e-13,6.647935308830261e-13,1.2489632906232801e-13
10360,0.27728940310622635,0.2772894031062307,0.277289403106196,0.27728940310620864,0.27728940310614364,7.41188752174378e-14,4.803902496410951e-13,4.732960357399959e-13,5.983933079988935e-13,1.482346325689956e-13
10400,0.2772894031062289,0.27728940310623335,0.2772894031061996,0.27728940310621075,0.2772894031061475,1.7070104867063914e-13,3.758638780610277e-13,3.5808958526515656e-13,6.681797887445085e-13,1.3515452903528757e-13
10440,0.2772894031062264,0.27728940310623096,0.2772894031061986,0.2772894031062081,0.27728940310614614,2.1179113147115065e-13,3.0768570513642746e-13,2.717878986899977e-13,6.927022895041342e-13,1.0475413803951519e-13
10480,0.27728940310622535,0.27728940310623007,0.27728940310619854,0.2772894031062069,0.2772894031061455,1.5113777513486018e-13,4.0594573368951457e-13,3.5618365763281974e-13,5.931707461032106e-13,7.969200776734974e-14
10520,0.27728940310622496,0.27728940310622924,0.27728940310619893,0.27728940310620626,0.27728940310614536,4.0597242524382983e-14,4.917254433174043e-13,4.2052236325284115e-13,4.88347743608787e-13,4.6971889755440196e-14
10560,0.27728940310622563,0.27728940310622957,0.2772894031061992,0.2772894031062068,0.2772894031061452,1.529937382142754e-13,4.558126008625275e-13,3.6839980036321045e-13,5.566052689335893e-13,4.872879544297382e-14
10600,0.2772894031062256,0.2772894031062288,0.27728940310619865,0.2772894031062067,0.2772894031061434,2.470345969317466e-13,3.6924392996316465e-13,2.783408528535592e-13,6.721539838978032e-13,9.389222045037135e-14
10640,0.2772894031062247,0.27728940310622796,0.2772894031061976,0.2772894031062067,0.27728940310614086,2.4895825483881113e-13,4.0218649270054466e-13,3.4046533669640787e-13,6.694651625430881e-13,1.300818397989532e-13
10680,0.27728940310622546,0.2772894031062286,0.27728940310619726,0.27728940310620787,0.27728940310613887,2.0265643679448484e-13,5.029728573862831e-13,4.623437712111888e-13,6.150018572726642e-13,1.5895369483634046e-13
10720,0.2772894031062256,0.27728940310622846,0.2772894031061956,0.27728940310620864,0.2772894031061364,2.3033867476777384e-13,5.185997054208099e-13,5.167681811596238e-13,6.36292486751724e-13,1.501638415171061e-13
10760,0.27728940310622563,0.27728940310622835,0.27728940310619515,0.27728940310620986,0.277289403106135,3.4803755642912287e-13,4.4147127735352576e-13,4.675787752757742e-13,7.571168677314434e-13,1.0073947212190083e-13
10800,0.27728940310622474,0.2772894031062276,0.2772894031061927,0.27728940310620953,0.2772894031061321,4.024644168970401e-13,3.7544776820678296e-13,4.4486316862940253e-13,8.353791058824025e-13,8.066644441110319e-14
10840,0.27728940310622446,0.2772894031062277,0.2772894031061913,0.2772894031062092,0.27728940310613037,3.6442592788150423e-13,4.2535086283639224e-13,5.184822870573874e-13,8.135151840583184e-13,1.6512557667491563e-13
10880,0.2772894031062277,0.2772894031062311,0.2772894031061938,0.2772894031062119,0.2772894031061333,2.7103240054139433e-13,4.993011223193554e-13,5.916225963211268e-13,7.547527079146519e-13,2.2536233402421607e-13
10920,0.27728940310622846,0.27728940310623246,0.277289403106194,0.27728940310621253,0.27728940310613404,2.44264058675403e-13,4.822094083732026e-13,5.681089773956309e-13,7.855561861314129e-13,2.1146153170033821e-13
10960,0.277289403106228,0.2772894031062323,0.2772894031061929,0.2772894031062109,0.27728940310613365,2.8593949532100607e-13,4.010218988877997e-13,4.68914938743529e-13,8.709577971069349e-13,1.378296581285504e-13
11000,0.2772894031062293,0.27728940310623446,0.2772894031061941,0.2772894031062112,0.2772894031061358,2.69329816618317e-13,3.867439868547766e-13,4.2656639716637574e-13,8.749781341201154e-13,5.763755085674079e-14
11040,0.27728940310622935,0.27728940310623557,0.27728940310619365,0.2772894031062099,0.2772894031061361,1.8563295256415064e-13,4.632165909488204e-13,4.669922509394697e-13,7.999042612081351e-13,7.369403164333051e-14
11080,0.2772894031062293,0.2772894031062367,0.27728940310619393,0.2772894031062091,0.2772894031061366,7.489210083550631e-14,5.001366201902827e-13,4.938429123983007e-13,7.318487762823019e-13,1.0491346331272112e-13
11120,0.27728940310622907,0.27728940310623684,0.27728940310619393,0.2772894031062078,0.27728940310613687,7.501704080799311e-14,4.552732928027929e-13,4.2310976647395476e-13,7.662711242844656e-13,1.0695692569828819e-13
11160,0.27728940310622846,0.27728940310623684,0.27728940310619354,0.27728940310620687,0.27728940310613626,1.2388003020381402e-13,3.9004421059227087e-13,3.407617037066276e-13,8.151684333427327e-13,9.912286830878135e-14
11200,0.2772894031062285,0.2772894031062371,0.2772894031061936,0.2772894031062071,0.27728940310613587,9.974044588842274e-14,4.3796040322799284e-13,3.910858313859743e-13,7.722170318400514e-13,8.225702853536108e-14
11240,0.2772894031062286,0.2772894031062373,0.27728940310619454,0.2772894031062079,0.2772894031061358,5.390787114231638e-14,5.15769232239713e-13,4.843738484996384e-13,6.856748270452884e-13,5.196393827466538e-14
11280,0.277289403106229,0.2772894031062375,0.2772894031061949,0.27728940310620925,0.277289403106135,1.6521009060416512e-13,5.031453127150932e-13,4.861855158221129e-13,7.11043065532374e-13,2.0058793998927116e-14
11320,0.2772894031062301,0.2772894031062385,0.2772894031061955,0.2772894031062112,0.27728940310613415,2.7358918786067577e-13,4.1716204831578054e-13,4.359877088171507e-13,8.149488950362388e-13,4.618774379522949e-14
11360,0.27728940310623057,0.2772894031062377,0.27728940310619465,0.2772894031062119,0.2772894031061319,2.9847376160751295e-13,4.1424248432359124e-13,4.575282203857746e-13,8.440736163772702e-13,1.2015057133952533e-13
11400,0.2772894031062308,0.2772894031062369,0.27728940310619493,0.27728940310621314,0.2772894031061311,2.436527128155903e-13,5.206063256874952e-13,5.803617921330694e-13,7.709764447577105e-13,1.7649060712985682e-13
11440,0.277289403106231,0.27728940310623595,0.277289403106194,0.2772894031062138,0.27728940310612943,2.6611483876019303e-13,5.564080314099171e-13,6.30204857536046e-13,7.696734825316968e-13,1.8622280478474715e-13
11480,0.27728940310623124,0.2772894031062359,0.27728940310619393,0.2772894031062154,0.2772894031061286,3.733232355704127e-13,4.785733653523611e-13,5.727916728528046e-13,8.831371674238784e-13,1.3252478332815e-13
11520,0.2772894031062328,0.277289403106237,0.27728940310619427,0.2772894031062171,0.2772894031061286,4.389300005707575e-13,3.984921023687983e-13,5.14167806207326e-13,9.686967967187196e-13,9.660955048188989e-14
11560,0.27728940310623296,0.2772894031062374,0.27728940310619465,0.2772894031062178,0.27728940310612893,3.86314010522562e-13,4.641944062584037e-13,5.855382635124432e-13,9.226642969552605e-13,1.8800593307829061e-13
11600,0.27728940310623146,0.27728940310623584,0.277289403106192,0.27728940310621525,0.27728940310612643,2.726778020421744e-13,5.508912154117245e-13,6.641275942970374e-13,8.41311876422452e-13,2.5611602392191315e-13
11640,0.27728940310623235,0.27728940310623723,0.277289403106193,0.2772894031062157,0.27728940310612815,2.502521327819882e-13,5.218879642351165e-13,6.326144662221276e-13,8.642563912547552e-13,2.364097428052525e-13
11680,0.27728940310623085,0.2772894031062364,0.2772894031061914,0.2772894031062134,0.277289403106127,3.16968387816028e-13,4.1023985756313155e-13,5.087501043404749e-13,9.62598229494851e-13,1.383064482702287e-13
11720,0.27728940310623174,0.27728940310623784,0.27728940310619266,0.2772894031062135,0.2772894031061287,3.131978942816351e-13,3.931712445817065e-13,4.715347000801432e-13,9.55633328993064e-13,5.053064668348908e-14
11760,0.2772894031062322,0.27728940310623945,0.27728940310619327,0.27728940310621364,0.2772894031061305,2.0762702194806742e-13,4.899816745023762e-13,5.54798486003403e-13,8.327255754320014e-13,1.1668275862066893e-13
11800,0.2772894031062299,0.2772894031062381,0.2772894031061921,0.27728940310621103,0.2772894031061298,8.161551811964582e-14,5.256412610478713e-13,5.722117405895687e-13,7.636799483776966e-13,1.4482212995059816e-13
11840,0.2772894031062284,0.2772894031062379,0.27728940310619116,0.2772894031062093,0.27728940310612943,1.3578451070345982e-13,4.4569153114921076e-13,4.716764010716062e-13,8.310232530768839e-13,1.3114099057899166e-13
11880,0.277289403106226,0.2772894031062364,0.2772894031061898,0.2772894031062073,0.2772894031061282,1.803300069373807e-13,3.827205747673901e-13,3.8975702673239423e-13,8.77385749790012e-13,1.0840535866887322e-13
11920,0.27728940310622646,0.2772894031062371,0.27728940310619116,0.27728940310620764,0.27728940310612876,1.3890640053645914e-13,4.581330688580475e-13,4.633326572988599e-13,8.054463716616012e-13,8.47404914899082e-14
11960,0.27728940310622596,0.2772894031062369,0.2772894031061911,0.27728940310620753,0.2772894031061278,4.869786271903548e-14,5.428338007468868e-13,5.618443967393233e-13,7.121816784836877e-13,5.277228147048379e-14
12000,0.2772894031062274,0.2772894031062383,0.2772894031061926,0.2772894031062099,0.2772894031061282,1.6724298805304548e-13,5.158521352596939e-13,5.570280313437292e-13,7.543820877463871e-13,4.105584621087614e-14
12040,0.27728940310622935,0.2772894031062397,0.2772894031061942,0.2772894031062126,0.27728940310612915,2.8217562000274687e-13,4.1081929177439624e-13,4.749458388246332e-13,8.775632947981016e-13,6.129674764456801e-14
12080,0.27728940310623,0.2772894031062399,0.2772894031061946,0.2772894031062137,0.27728940310612826,2.9616977228001786e-13,4.131182852969297e-13,4.929071832269809e-13,9.026721664783477e-13,1.1717352610285123e-13
12120,0.277289403106231,0.2772894031062405,0.27728940310619504,0.27728940310621547,0.2772894031061272,2.4134887131123156e-13,5.160170787088712e-13,6.251582125598114e-13,8.296388852467149e-13,1.757655660985135e-13
12160,0.27728940310623074,0.2772894031062394,0.277289403106194,0.2772894031062159,0.2772894031061251,2.2849777576660303e-13,5.696336439465452e-13,6.862749178802259e-13,8.083799052370073e-13,1.8903582455848314e-13
12200,0.27728940310623096,0.2772894031062394,0.2772894031061936,0.27728940310621686,0.2772894031061238,3.397580113713588e-13,5.008725837251086e-13,6.255889521742325e-13,9.175166060632777e-13,1.3592956175222974e-13
12240,0.2772894031062305,0.2772894031062384,0.27728940310619304,0.27728940310621664,0.2772894031061232,4.176239147177692e-13,4.0851251036544193e-13,5.380671649923616e-13,1.0089295112272802e-12,6.316617011910034e-14
12280,0.2772894031062322,0.27728940310623984,0.27728940310619427,0.2772894031062185,0.27728940310612477,3.7342569414084753e-13,4.628972914677011e-13,5.959785702324665e-13,9.710077240495859e-13,1.515077400571442e-13
12320,0.2772894031062318,0.2772894031062396,0.27728940310619415,0.2772894031062185,0.27728940310612493,2.5506326569640526e-13,5.601420791466649e-13,6.963673114281018e-13,8.575607965401362e-13,2.3923595676228217e-13
12360,0.27728940310623074,0.2772894031062391,0.2772894031061937,0.2772894031062175,0.2772894031061247,2.507508439890252e-13,5.398757657652458e-13,6.653926715146461e-13,8.704894864575855e-13,2.248166305119395e-13
12400,0.2772894031062302,0.27728940310623923,0.27728940310619415,0.2772894031062172,0.27728940310612527,3.4387066208765416e-13,4.288004350444288e-13,5.406233158830502e-13,9.629427434705463e-13,1.2982559995066072e-13
12440,0.2772894031062323,0.2772894031062419,0.27728940310619643,0.27728940310621863,0.27728940310612765,3.562039033000203e-13,4.0192031650695674e-13,5.083354229483172e-13,9.618463374871735e-13,3.3997402738592607e-14
12480,0.2772894031062291,0.2772894031062394,0.27728940310619365,0.27728940310621447,0.277289403106125,2.4872570114517535e-13,5.103681432032938e-13,6.040713208906637e-13,8.369217484174917e-13,1.0793346789993613e-13
12520,0.2772894031062286,0.27728940310623973,0.2772894031061942,0.27728940310621397,0.2772894031061255,1.4693362560288475e-13,5.553732168951535e-13,6.394096657653349e-13,7.523054176010513e-13,1.5062304846515192e-13
12560,0.2772894031062294,0.27728940310624156,0.2772894031061957,0.2772894031062147,0.2772894031061267,2.2947270570685453e-13,4.725204758613557e-13,5.545171989857209e-13,8.245845948476184e-13,1.4116105166384503e-13
12600,0.27728940310622846,0.2772894031062409,0.27728940310619576,0.2772894031062135,0.2772894031061265,2.852663570713128e-13,3.939790004893491e-13,4.59182957280085e-13,8.824488444469899e-13,1.1269842752722065e-13
12640,0.2772894031062282,0.2772894031062413,0.27728940310619615,0.27728940310621336,0.2772894031061263,2.3374024711425736e-13,4.733448286640895e-13,5.301728888269615e-13,8.20436318111045e-13,7.302038465386068e-14
12680,0.27728940310622807,0.27728940310624184,0.2772894031061955,0.27728940310621303,0.2772894031061252,1.3601877195870792e-13,5.614426833598416e-13,6.296936462700354e-13,7.393576852657159e-13,4.557710912857539e-14
12720,0.2772894031062297,0.277289403106244,0.2772894031061965,0.27728940310621497,0.27728940310612615,1.843717542713179e-13,5.4023929495793e-13,6.21683162770418e-13,7.830967171018037e-13,5.79543561861655e-14
12760,0.2772894031062307,0.2772894031062451,0.2772894031061977,0.2772894031062165,0.27728940310612643,2.970613596913618e-13,4.386360952672879e-13,5.348392744187429e-13,9.086316944333799e-13,7.869573770407547e-14
12800,0.27728940310623135,0.2772894031062451,0.2772894031061977,0.27728940310621686,0.2772894031061254,3.1720303914127274e-13,4.3316947434830377e-13,5.516513415381319e-13,9.406861695949334e-13,1.0322605962233282e-13
12840,0.2772894031062294,0.27728940310624284,0.2772894031061952,0.277289403106215,0.2772894031061222,2.352287388986923e-13,5.471647476532598e-13,6.746954386500058e-13,8.658383868964697e-13,1.3049690928143202e-13
12880,0.27728940310623046,0.27728940310624356,0.2772894031061952,0.2772894031062164,0.2772894031061221,2.070093630992291e-13,5.908636155590739e-13,7.275386981495019e-13,8.483131043912214e-13,1.3645721160799535e-13
12920,0.27728940310623135,0.2772894031062442,0.27728940310619554,0.2772894031062175,0.27728940310612166,3.17429649715122e-13,5.165414952751631e-13,6.539003062506746e-13,9.646539277035707e-13,8.144405406913834e-14
12960,0.2772894031062324,0.2772894031062455,0.2772894031061968,0.2772894031062192,0.2772894031061227,3.970452579558368e-13,4.285675982099045e-13,5.803658151462816e-13,1.0459981411250751e-12,1.9185131521620902e-14
13000,0.2772894031062306,0.27728940310624345,0.2772894031061952,0.27728940310621725,0.27728940310612055,3.492240520527688e-13,4.951149718935187e-13,6.408196756360192e-13,9.906359885164065e-13,1.1880970006131964e-13
13040,0.2772894031062302,0.2772894031062431,0.27728940310619415,0.27728940310621686,0.2772894031061198,2.46140510178909e-13,5.838277283466679e-13,7.35823062267028e-13,8.924136917800824e-13,1.791731580239891e-13
13080,0.27728940310622996,0.27728940310624284,0.2772894031061936,0.27728940310621586,0.2772894031061196,2.505196428194845e-13,5.57890704648858e-13,7.117411004334497e-13,9.069683258005894e-13,1.737087505309075e-13
13120,0.27728940310622957,0.2772894031062433,0.2772894031061941,0.277289403106216,0.2772894031061208,3.3536829344974686e-13,4.4648794164702736e-13,5.933326488335085e-13,9.999709228796156e-13,9.982246023288602e-14
13160,0.27728940310623107,0.2772894031062455,0.277289403106197,0.2772894031062177,0.2772894031061239,3.4347083863391485e-13,4.2926221366534874e-13,5.623379134959754e-13,9.892188263210083e-13,7.163947557958228e-15
13200,0.27728940310622885,0.2772894031062441,0.27728940310619643,0.27728940310621564,0.2772894031061237,2.330504990318601e-13,5.311941210912476e-13,6.47121689504004e-13,8.660146998322196e-13,6.627779292804217e-14
13240,0.2772894031062279,0.27728940310624406,0.2772894031061964,0.2772894031062145,0.27728940310612366,1.5012784475692594e-13,5.709546294414355e-13,6.704112559736209e-13,7.987432255251794e-13,1.0287175517624984e-13
13280,0.2772894031062275,0.27728940310624467,0.2772894031061972,0.27728940310621464,0.2772894031061246,2.1889237278683177e-13,4.972380616815674e-13,5.877550436004801e-13,8.579887794632016e-13,1.2994988552196372e-13
13320,0.27728940310622896,0.27728940310624645,0.2772894031061993,0.2772894031062157,0.27728940310612643,2.7431744335685467e-13,4.2545862003999175e-13,5.04982598675287e-13,9.146286172776457e-13,1.3862244998541917e-13
13360,0.2772894031062279,0.2772894031062457,0.27728940310619876,0.27728940310621447,0.27728940310612493,2.2962143904469326e-13,4.922741704768321e-13,5.743788162708337e-13,8.545584935013202e-13,1.0930109798772549e-13
13400,0.2772894031062264,0.2772894031062445,0.27728940310619754,0.2772894031062135,0.27728940310612293,1.3820713332557898e-13,5.773948511367605e-13,6.802621532635223e-13,7.560068032570155e-13,4.186412549182756e-14
13440,0.2772894031062265,0.27728940310624484,0.27728940310619676,0.27728940310621386,0.27728940310612143,2.0141848967873724e-13,5.565275902638306e-13,6.83915155428884e-13,7.856334888837643e-13,4.208175312923728e-14
13480,0.2772894031062266,0.277289403106245,0.2772894031061968,0.27728940310621475,0.27728940310612094,3.203556924063157e-13,4.478173316790553e-13,5.93239318211997e-13,9.04085186920761e-13,1.0074882737636529e-13
13520,0.27728940310622624,0.2772894031062445,0.2772894031061965,0.27728940310621536,0.27728940310612027,3.3045106675054667e-13,4.3227488923800257e-13,5.921174992486212e-13,9.310012697641397e-13,1.2969907332574144e-13
13560,0.2772894031062274,0.2772894031062454,0.2772894031061965,0.2772894031062168,0.27728940310611966,2.6473166682949844e-13,5.260678066108846e-13,7.027784862319983e-13,8.694642919471836e-13,1.4081541403522854e-13
13600,0.2772894031062301,0.2772894031062473,0.2772894031061981,0.2772894031062192,0.27728940310612044,2.272623638639131e-13,5.780228374417091e-13,7.60474226735651e-13,8.489534228806835e-13,1.236790771296354e-13
13640,0.27728940310623046,0.277289403106247,0.2772894031061962,0.27728940310621863,0.27728940310611805,3.3282926095018436e-13,5.163442171525906e-13,7.069020949353905e-13,9.544963630381367e-13,7.605201948592582e-14
13680,0.27728940310623074,0.2772894031062474,0.27728940310619576,0.27728940310621925,0.2772894031061171,4.089056127743568e-13,4.42804426283961e-13,6.428920030071589e-13,1.0461107743396806e-12,2.4630970696249718e-14
13720,0.2772894031062336,0.27728940310625033,0.2772894031061976,0.27728940310622185,0.2772894031061186,3.741352120053617e-13,4.995809781802921e-13,6.909088844411309e-13,1.0205329777336108e-12,1.0884402230454482e-13
13760,0.2772894031062343,0.2772894031062514,0.2772894031061974,0.2772894031062221,0.27728940310611816,2.8178884291989653e-13,5.907682628630651e-13,7.67699678493606e-13,9.498292069212901e-13,1.6017190193973846e-13
13800,0.27728940310623634,0.2772894031062537,0.2772894031061987,0.27728940310622324,0.2772894031061194,2.7322559253582096e-13,5.813712683203736e-13,7.521231344028602e-13,9.706092845432965e-13,1.585741493668297e-13
13840,0.2772894031062368,0.2772894031062546,0.27728940310619904,0.27728940310622313,0.27728940310611994,3.296572712942627e-13,5.01191762950256e-13,6.509728683883556e-13,1.0600416369808375e-12,1.0065333321692095e-13
13880,0.27728940310623595,0.27728940310625466,0.2772894031061989,0.27728940310622185,0.27728940310612,3.2383397984116533e-13,4.884535081288083e-13,6.235324655357082e-13,1.0658651441090376e-12,2.6472652833445852e-14
13920,0.2772894031062367,0.2772894031062563,0.27728940310619926,0.27728940310622185,0.27728940310612066,2.320998741842563e-13,5.679363761977769e-13,6.980826179264132e-13,9.86795159997568e-13,3.816175083816198e-14
13960,0.2772894031062356,0.2772894031062561,0.2772894031061988,0.2772894031062206,0.2772894031061201,1.4412441207493203e-13,6.04467227523832e-13,7.365162995608084e-13,9.355849561315819e-13,8.431030475814633e-14
14000,0.2772894031062349,0.27728940310625644,0.27728940310619776,0.2772894031062193,0.2772894031061189,1.9498798667434012e-13,5.436505236802026e-13,6.766476313241223e-13,1.0021822867142535e-12,1.184062772689833e-13
14040,0.2772894031062345,0.27728940310625666,0.27728940310619815,0.27728940310621913,0.27728940310611877,2.5026525813986667e-13,4.776059025926658e-13,6.139403131877386e-13,1.0535513592068024e-12,1.2936934532996418e-13
14080,0.27728940310623457,0.2772894031062568,0.27728940310619793,0.2772894031062196,0.27728940310611816,2.0808558567013745e-13,5.400026541697768e-13,6.841308152866369e-13,1.0017460192972312e-12,1.0062070083796968e-13
14120,0.2772894031062345,0.27728940310625666,0.2772894031061979,0.2772894031062199,0.2772894031061172,1.4348844684857782e-13,6.111328485911496e-13,7.712518161006121e-13,9.239866394556542e-13,4.106689348501555e-14
14160,0.27728940310623423,0.27728940310625605,0.2772894031061972,0.2772894031062194,0.27728940310611544,2.2835090621782735e-13,5.876712532629326e-13,7.546761277548911e-13,9.659537999959543e-13,2.594617038098773e-14
14200,0.2772894031062342,0.2772894031062555,0.27728940310619604,0.27728940310621963,0.27728940310611305,3.2956538440575587e-13,5.150979724752183e-13,6.84341756821672e-13,1.0664896447997676e-12,7.272304753787401e-14
14240,0.2772894031062345,0.27728940310625516,0.2772894031061953,0.2772894031062202,0.27728940310611105,3.4422639861137724e-13,5.203354123576757e-13,7.020294857858131e-13,1.0900930825999366e-12,1.140161420160202e-13
14280,0.27728940310623507,0.27728940310625516,0.27728940310619515,0.2772894031062213,0.2772894031061105,2.7933058000255097e-13,6.17483445291007e-13,8.09047690563432e-13,1.0254680897318167e-12,1.4341256120055927e-13
14320,0.2772894031062365,0.27728940310625616,0.27728940310619543,0.27728940310622274,0.2772894031061096,2.903265057004062e-13,6.454820092960052e-13,8.463404547602933e-13,1.0361149927355437e-12,1.37008220089301e-13
14360,0.2772894031062351,0.2772894031062542,0.2772894031061929,0.2772894031062215,0.2772894031061064,3.939385802416414e-13,5.71921153607934e-13,7.859395245886609e-13,1.1447079205555445e-12,8.544621218098933e-14
14400,0.27728940310623645,0.27728940310625527,0.2772894031061932,0.2772894031062229,0.2772894031061063,4.479872204629683e-13,5.223412195838983e-13,7.480327693834905e-13,1.2129787287102674e-12,6.168872210237888e-14
14440,0.2772894031062366,0.27728940310625594,0.2772894031061926,0.27728940310622285,0.2772894031061051,4.0153623370471796e-13,5.909657326909807e-13,8.163161097666656e-13,1.171751481050211e-12,1.4233679255630155e-13
14480,0.27728940310623607,0.2772894031062559,0.27728940310619127,0.2772894031062216,0.27728940310610334,3.1444890278114375e-13,6.651084208242269e-13,8.897711527808539e-13,1.104126121088965e-12,1.9488250682178393e-13
14520,0.27728940310623507,0.2772894031062553,0.2772894031061902,0.27728940310621986,0.27728940310610245,3.130391180467761e-13,6.385084169870179e-13,8.502968756045044e-13,1.1393345763245843e-12,1.7582860462333986e-13
14560,0.27728940310623507,0.27728940310625616,0.27728940310619044,0.277289403106219,0.27728940310610295,3.7751177976315466e-13,5.400181156905257e-13,7.422164545754808e-13,1.2296427724965177e-12,1.0228876821617012e-13
14600,0.2772894031062351,0.27728940310625794,0.2772894031061913,0.277289403106219,0.27728940310610417,3.6809897750039986e-13,5.432921734096992e-13,7.469574691200938e-13,1.2142481551050879e-12,1.5532589052073076e-14
14640,0.2772894031062354,0.27728940310625916,0.277289403106192,0.27728940310621863,0.27728940310610517,2.583777522121347e-13,6.382349920965771e-13,8.264837445739066e-13,1.1067777936987907e-12,5.874034712520167e-14
14680,0.27728940310623584,0.2772894031062604,0.27728940310619304,0.2772894031062182,0.2772894031061065,1.48523744930298e-13,6.768052771000675e-13,8.380197572089647e-13,1.0605497479895598e-12,1.050486276958056e-13
14720,0.2772894031062331,0.27728940310625844,0.2772894031061908,0.27728940310621464,0.27728940310610445,1.9784124081959568e-13,6.014604136242907e-13,7.40502204101138e-13,1.135182450184496e-12,1.4274163905994557e-13
14760,0.2772894031062333,0.277289403106259,0.2772894031061913,0.27728940310621447,0.277289403106105,2.422491833710868e-13,5.37927424813673e-13,6.623570964704338e-13,1.1852836742099808e-12,1.5653097460455304e-13
14800,0.27728940310623335,0.27728940310626,0.27728940310619243,0.2772894031062152,0.2772894031061058,1.9623647703046503e-13,6.014019713062839e-13,7.347791414687922e-13,1.1212956357121767e-12,1.16977615392312e-13
14840,0.27728940310623296,0.2772894031062601,0.2772894031061928,0.27728940310621575,0.2772894031061056,1.1486346802193168e-13,6.769938898978079e-13,8.245215335792994e-13,1.0261652280347731e-12,4.376634078320287e-14
14880,0.27728940310623174,0.27728940310625844,0.27728940310619177,0.27728940310621464,0.27728940310610367,2.089553622295662e-13,6.50490371745505e-13,7.938330677840952e-13,1.0631360450864272e-12,4.600907809947862e-14
14920,0.2772894031062331,0.2772894031062596,0.27728940310619327,0.277289403106217,0.27728940310610456,3.173372832392034e-13,5.529374303655271e-13,7.139665080311368e-13,1.161655144174722e-12,1.1131150566727135e-13
14960,0.27728940310623307,0.27728940310625866,0.2772894031061932,0.27728940310621725,0.2772894031061035,3.204716963984286e-13,5.668590163715038e-13,7.434530600242986e-13,1.1624684236357977e-12,1.331201781304325e-13
15000,0.27728940310623257,0.27728940310625766,0.27728940310619327,0.2772894031062181,0.27728940310610256,2.568434576341962e-13,6.685419215340795e-13,8.554317296010801e-13,1.0730443528060314e-12,1.2576256368416703e-13
15040,0.27728940310623384,0.27728940310625805,0.2772894031061939,0.2772894031062197,0.27728940310610195,2.9135394594201123e-13,6.802505356617109e-13,8.93434146659088e-13,1.076692808451044e-12,9.455152188942739e-14
15080,0.2772894031062351,0.27728940310625877,0.277289403106195,0.2772894031062217,0.2772894031061021,4.0927366890735867e-13,6.003355084877015e-13,8.361351960876065e-13,1.1740126215277473e-12,4.4103628252478877e-14
15120,0.27728940310623684,0.2772894031062605,0.27728940310619665,0.2772894031062244,0.2772894031061028,4.69602806754778e-13,5.392205303434301e-13,8.093572321302028e-13,1.2372932291735623e-12,3.3749812885698886e-14
15160,0.2772894031062341,0.2772894031062576,0.27728940310619365,0.2772894031062218,0.2772894031060989,4.2442582533366343e-13,6.014731588793931e-13,8.888941698106444e-13,1.1827120167368244e-12,1.124883629212137e-13
15200,0.27728940310623384,0.27728940310625755,0.2772894031061929,0.2772894031062213,0.2772894031060979,3.47422050490144e-13,6.743537833112657e-13,9.620867108675917e-13,1.113291865009848e-12,1.521022771141398e-13
15240,0.27728940310623623,0.2772894031062604,0.2772894031061954,0.2772894031062241,0.27728940310610034,3.7052470454294747e-13,6.424824635810158e-13,9.401078235118646e-13,1.1442432320327871e-12,1.4219399048432992e-13
15280,0.2772894031062343,0.27728940310625927,0.2772894031061929,0.27728940310622163,0.2772894031060979,4.426642775941404e-13,5.485673702826002e-13,8.463165987011258e-13,1.233758838575323e-12,8.606809833229172e-14
15320,0.27728940310623296,0.27728940310625855,0.2772894031061917,0.2772894031062196,0.27728940310609723,4.2969856359677925e-13,5.503495130788008e-13,8.274445022555774e-13,1.2250490565666963e-12,1.674170217091111e-14
15360,0.2772894031062332,0.2772894031062602,0.2772894031061929,0.2772894031062193,0.277289403106099,3.1937607476841755e-13,6.443726476208235e-13,9.028518668372609e-13,1.1248588086903028e-12,4.6579118729246917e-14
