step,R_v0,R_v1,R_v2,R_v3,R_v4,nulldev_v0,nulldev_v1,nulldev_v2,nulldev_v3,nulldev_v4
1200,0.27728940310625594,0.2772894031062597,0.2772894031062508,0.27728940310625005,0.27728940310624506,4.6756289912586064e-14,9.441505559501238e-14,8.871384696578871e-14,1.2579644963801851e-13,3.2753961426188616e-14
1240,0.2772894031062572,0.2772894031062606,0.27728940310625216,0.2772894031062511,0.2772894031062463,5.852882137466592e-14,1.0246295096317358e-13,8.887789377290194e-14,1.0636807383653366e-13,1.2471280849246383e-14
1280,0.27728940310625544,0.2772894031062582,0.27728940310625116,0.2772894031062494,0.27728940310624506,4.376597612827185e-14,7.082712838820832e-14,4.7048803436206033e-14,1.3087811589742456e-13,4.023878188943825e-14
1320,0.2772894031062537,0.27728940310625655,0.2772894031062505,0.27728940310624856,0.2772894031062445,2.023831129120975e-14,3.0332642059305805e-14,1.6999116641288113e-14,1.3877040318716807e-13,5.413810759172511e-14
1360,0.2772894031062539,0.27728940310625655,0.27728940310625233,0.27728940310624994,0.2772894031062461,1.2984585106705144e-14,6.358890834020064e-14,6.037832314663034e-14,9.441677952868014e-14,3.62887080750799e-14
1400,0.2772894031062547,0.27728940310625744,0.27728940310625383,0.277289403106251,0.27728940310624717,3.5101857527579896e-14,8.650430623201047e-14,7.710117148719189e-14,4.0514668949944915e-14,1.1220014563907238e-14
1440,0.27728940310625444,0.277289403106257,0.27728940310625433,0.2772894031062515,0.27728940310624767,5.1453804203315697e-14,7.141292085772142e-14,6.061244503036832e-14,4.740849091176828e-14,4.308336921714706e-14
1480,0.2772894031062528,0.2772894031062552,0.2772894031062541,0.27728940310625033,0.2772894031062465,6.087406244253933e-14,3.215548241193044e-14,1.633211848581032e-14,6.706456247536256e-14,6.586704023478917e-14
1520,0.27728940310625405,0.27728940310625655,0.27728940310625566,0.27728940310625183,0.27728940310624756,5.490556719684025e-14,4.497871389911295e-14,3.27272654346035e-14,6.194193891631252e-14,5.389314526029553e-14
1560,0.2772894031062527,0.27728940310625516,0.27728940310625466,0.27728940310625055,0.27728940310624617,3.2981968254345714e-14,7.669841623408937e-14,6.675107121812702e-14,3.587281855614624e-14,2.0460651230003215e-14
1600,0.2772894031062513,0.2772894031062536,0.2772894031062534,0.27728940310624883,0.2772894031062442,3.4809428238761906e-14,8.683238332174606e-14,6.320245811667147e-14,1.157114988397425e-14,1.9740788123058126e-14
1640,0.2772894031062519,0.277289403106254,0.2772894031062532,0.2772894031062486,0.27728940310624384,5.782924171655206e-14,6.316662136506848e-14,4.5825034988430114e-14,4.918976617082276e-14,5.4715446963676835e-14
1680,0.27728940310625105,0.27728940310625333,0.2772894031062522,0.2772894031062475,0.2772894031062427,7.953716084827701e-14,4.124099120472959e-14,2.6786086290320973e-14,6.440663683306959e-14,6.753078770690584e-14
1720,0.2772894031062519,0.27728940310625455,0.277289403106253,0.277289403106248,0.2772894031062432,7.284009666527652e-14,7.943304231569477e-14,4.926765898670497e-14,5.524962006039149e-14,5.847516745927187e-14
1760,0.27728940310625055,0.2772894031062531,0.277289403106251,0.2772894031062459,0.2772894031062412,3.996306682956903e-14,1.2248947742558466e-13,7.928026541243178e-14,4.021417742971941e-14,2.5309842568350795e-14
1800,0.2772894031062521,0.27728940310625483,0.2772894031062523,0.27728940310624656,0.2772894031062425,6.9541288683387215e-15,1.1619220359296783e-13,6.352560232061357e-14,9.360695137119643e-14,5.045873398321315e-14
1840,0.27728940310625333,0.2772894031062558,0.27728940310625266,0.2772894031062465,0.2772894031062421,2.4786528855745526e-14,9.036236067435398e-14,2.6273643930990478e-14,1.3764032996846643e-13,7.702508368296724e-14
1880,0.2772894031062527,0.277289403106255,0.27728940310625105,0.277289403106245,0.27728940310624056,3.825237213745977e-14,1.1026467719624928e-13,3.473475321346244e-14,1.3757123234100043e-13,7.04100681613801e-14
1920,0.2772894031062519,0.2772894031062543,0.27728940310624883,0.27728940310624345,0.2772894031062386,4.249483585533961e-14,1.3583835122263957e-13,6.259933912178886e-14,1.2460561647314185e-13,4.466109550101692e-14
1960,0.2772894031062555,0.27728940310625727,0.2772894031062508,0.27728940310624584,0.27728940310624045,3.679487690795237e-14,1.4326059768801823e-13,5.593369610287835e-14,1.3383495902784678e-13,2.910529035862893e-14
2000,0.27728940310625716,0.2772894031062587,0.2772894031062519,0.27728940310624717,0.27728940310624106,1.65112535664971e-14,1.2193577759449868e-13,3.190785578648714e-14,1.6165589894604643e-13,4.6647699713155514e-14
2040,0.2772894031062576,0.27728940310625866,0.2772894031062515,0.27728940310624717,0.2772894031062404,3.0486385290312213e-15,1.1467279140934438e-13,2.9268600800931106e-14,1.6898137329635856e-13,4.2496905823887804e-14
2080,0.27728940310625844,0.2772894031062593,0.2772894031062521,0.2772894031062481,0.2772894031062407,9.813810170630459e-15,1.3460976259538208e-13,5.003617027273369e-14,1.58323223021308e-13,2.913619060768905e-14
2120,0.27728940310625677,0.2772894031062576,0.2772894031062504,0.27728940310624633,0.2772894031062389,1.8032948239393895e-14,1.4158176678393436e-13,5.423739771871101e-14,1.458782855412836e-13,9.404770254326336e-15
2160,0.27728940310625677,0.2772894031062573,0.2772894031062505,0.2772894031062463,0.2772894031062387,1.980949179377021e-14,1.3442084913213414e-13,4.221241969767793e-14,1.5274955182762885e-13,1.1982678125505634e-14
2200,0.27728940310625705,0.2772894031062582,0.2772894031062515,0.2772894031062471,0.2772894031062389,2.803444378086149e-14,1.275607138443097e-13,4.878312532974982e-14,1.5624290865087493e-13,2.034654372241061e-14
2240,0.2772894031062577,0.2772894031062591,0.2772894031062522,0.27728940310624817,0.2772894031062393,3.686773034537513e-14,1.232238631334189e-13,6.01962715167481e-14,1.566921539658062e-13,2.1989077756751756e-14
2280,0.27728940310625727,0.2772894031062595,0.277289403106252,0.27728940310624806,0.2772894031062389,2.864314537436976e-14,1.346560777909491e-13,7.551925575970938e-14,1.472557603823842e-13,2.3579935090321763e-14
2320,0.2772894031062565,0.2772894031062592,0.27728940310625083,0.2772894031062473,0.27728940310623745,2.309815761024043e-14,1.4352160823757912e-13,8.68803271355755e-14,1.4507889565959165e-13,3.563055510948787e-14
2360,0.27728940310625544,0.2772894031062587,0.27728940310624933,0.2772894031062465,0.2772894031062354,3.1996796355406847e-14,1.370586393423302e-13,8.993907196813582e-14,1.550274780645018e-13,5.2514747338493265e-14
2400,0.27728940310625516,0.2772894031062593,0.2772894031062498,0.27728940310624683,0.27728940310623584,3.510420503925886e-14,1.3191257343256783e-13,9.66787811869387e-14,1.5683951192401874e-13,6.292699245302226e-14
2440,0.2772894031062563,0.27728940310626027,0.27728940310625094,0.27728940310624733,0.2772894031062369,2.9597430452176015e-14,1.3479387507621274e-13,9.189530467192242e-14,1.56519950583451e-13,7.159288188952447e-14
2480,0.2772894031062543,0.27728940310625844,0.2772894031062489,0.2772894031062459,0.2772894031062353,2.8263571491771453e-14,1.3562052995227566e-13,1.0232028134812918e-13,1.561689416569722e-13,6.540236964875564e-14
2520,0.2772894031062533,0.27728940310625705,0.27728940310624717,0.2772894031062445,0.27728940310623373,2.1241080815125468e-14,1.3157785278195635e-13,9.818178323824146e-14,1.6795550945011327e-13,6.442391395762427e-14
2560,0.2772894031062537,0.27728940310625716,0.27728940310624645,0.2772894031062443,0.27728940310623323,2.463857977169999e-14,1.3059951598933746e-13,9.187362761980762e-14,1.858452551345295e-13,6.525972836827323e-14
2600,0.2772894031062558,0.2772894031062588,0.2772894031062475,0.27728940310624606,0.2772894031062346,1.8622529871048104e-14,1.186956452210382e-13,8.13480832701665e-14,2.0243320130638936e-13,6.299737360453523e-14
2640,0.2772894031062547,0.2772894031062572,0.2772894031062455,0.2772894031062447,0.2772894031062331,2.939970950034674e-14,1.215667019706617e-13,8.333901247968657e-14,2.0590671780774834e-13,5.343783573552846e-14
2680,0.27728940310625416,0.27728940310625594,0.2772894031062441,0.27728940310624395,0.2772894031062319,4.314463845476797e-14,1.309426115943071e-13,8.027738032766732e-14,2.0991609007299757e-13,4.274522529503027e-14
2720,0.27728940310625416,0.27728940310625516,0.27728940310624295,0.27728940310624395,0.27728940310623046,4.1297201091792187e-14,1.2781174988253524e-13,7.688984368020753e-14,2.2651620348358212e-13,3.512842950880509e-14
2760,0.27728940310625344,0.2772894031062539,0.2772894031062427,0.2772894031062437,0.27728940310622974,4.596351148745488e-14,1.2440443818769985e-13,7.594475596725321e-14,2.331247847065843e-13,3.7916649983813876e-14
2800,0.2772894031062529,0.2772894031062528,0.27728940310624267,0.2772894031062436,0.2772894031062292,5.341396133902615e-14,1.2502585086826727e-13,8.116425838488176e-14,2.2905682648344606e-13,4.812914212235628e-14
2840,0.2772894031062544,0.27728940310625344,0.2772894031062442,0.2772894031062451,0.2772894031062298,6.311446731363781e-14,1.3598439346706554e-13,8.700661096027884e-14,2.282874206496372e-13,5.09173492904412e-14
2880,0.2772894031062557,0.2772894031062547,0.27728940310624606,0.2772894031062469,0.2772894031062312,6.319726574370385e-14,1.5455843514958793e-13,9.914210837155927e-14,2.0808713791011418e-13,5.312662708358631e-14
2920,0.2772894031062568,0.2772894031062555,0.27728940310624794,0.27728940310624817,0.27728940310623224,7.942556592718422e-14,1.5554633299689623e-13,9.971089166514795e-14,1.960550749202202e-13,4.919079752042768e-14
2960,0.27728940310625644,0.27728940310625566,0.2772894031062481,0.2772894031062485,0.27728940310623185,9.659608986101282e-14,1.4655252730757825e-13,1.019549089556988e-13,1.9092732502406404e-13,4.424120713969162e-14
3000,0.27728940310625694,0.2772894031062566,0.27728940310624917,0.2772894031062493,0.27728940310623273,1.0540148974717255e-13,1.3482054588972668e-13,9.726284211052598e-14,1.8783475774518004e-13,2.692029957580882e-14
3040,0.27728940310625555,0.2772894031062562,0.27728940310624833,0.2772894031062484,0.27728940310623174,9.89380593312423e-14,1.3798651470469605e-13,1.1932260440673752e-13,1.6793387535797868e-13,2.5576939232751838e-14
3080,0.2772894031062564,0.2772894031062576,0.2772894031062489,0.2772894031062493,0.2772894031062328,7.966771540119826e-14,1.4913167456843283e-13,1.3277692085634518e-13,1.4762940143448411e-13,2.338832733191997e-14
3120,0.27728940310625655,0.27728940310625816,0.2772894031062489,0.27728940310624905,0.2772894031062327,6.801366506009084e-14,1.454339988710707e-13,1.2581443976836356e-13,1.4918646287773967e-13,3.628125111787877e-14
3160,0.2772894031062592,0.2772894031062614,0.2772894031062512,0.27728940310625116,0.2772894031062352,7.500484791676438e-14,1.2375880404924732e-13,1.061622489465443e-13,1.7045538611634226e-13,5.031943816767147e-14
3200,0.2772894031062575,0.2772894031062595,0.27728940310624955,0.27728940310624905,0.2772894031062337,6.437797512417177e-14,1.2853181106962831e-13,1.0258337493437586e-13,1.739474507819208e-13,4.8970989538636874e-14
3240,0.2772894031062576,0.2772894031062597,0.2772894031062487,0.27728940310624844,0.27728940310623346,5.3594565883774214e-14,1.28711780458471e-13,1.0459373069040909e-13,1.8293073489012514e-13,3.706506664632369e-14
3280,0.2772894031062589,0.2772894031062609,0.27728940310624856,0.27728940310624856,0.27728940310623373,4.223934191363738e-14,1.4386962699295384e-13,1.0180376443886715e-13,1.9833036207175138e-13,2.6352547253114953e-14
3320,0.277289403106261,0.2772894031062623,0.2772894031062499,0.2772894031062494,0.27728940310623534,2.704649205539039e-14,1.4993025540487071e-13,9.066149952892875e-14,2.1578570879602803e-13,1.4519408831028843e-14
3360,0.27728940310626143,0.2772894031062623,0.27728940310624883,0.2772894031062488,0.27728940310623446,1.6050523521816058e-14,1.4749859992124084e-13,6.891304788667484e-14,2.4876968328427535e-13,1.328723381870878e-14
3400,0.2772894031062624,0.27728940310626266,0.27728940310624844,0.2772894031062486,0.27728940310623407,1.881554377114212e-14,1.5739448204876684e-13,5.579182880361956e-14,2.723740626745079e-13,2.1893417041110138e-14
3440,0.27728940310625994,0.2772894031062606,0.2772894031062453,0.2772894031062457,0.2772894031062305,2.998240959492486e-14,1.7752499168041921e-13,6.36301095093073e-14,2.8395857435973274e-13,2.6948620158659104e-14
3480,0.27728940310625994,0.2772894031062602,0.2772894031062446,0.2772894031062452,0.27728940310622957,3.562600974015056e-14,1.9956207286543667e-13,8.334943362227372e-14,2.8568881604289235e-13,3.001579088657666e-14
3520,0.27728940310625944,0.2772894031062598,0.27728940310624406,0.27728940310624456,0.27728940310622885,4.0071107810119e-14,2.0670319628409686e-13,8.677504078596635e-14,2.955133115107859e-13,3.080292426000687e-14
3560,0.27728940310626027,0.27728940310626027,0.2772894031062448,0.2772894031062448,0.2772894031062289,3.183918576743713e-14,1.9117756135164198e-13,6.519715657832053e-14,3.291254926647091e-13,1.967713911546015e-14
3600,0.27728940310625877,0.2772894031062597,0.27728940310624356,0.2772894031062442,0.27728940310622685,1.3793202894598483e-14,1.8909030399368654e-13,9.234463142314116e-14,3.3220766878582476e-13,1.419676891186735e-14
3640,0.2772894031062585,0.2772894031062602,0.27728940310624406,0.277289403106245,0.27728940310622635,1.0000632803125336e-14,2.172177457318011e-13,1.4196392075452643e-13,2.9778514304087035e-13,7.68922506430939e-15
3680,0.2772894031062601,0.2772894031062626,0.27728940310624667,0.27728940310624756,0.2772894031062282,4.063027144320245e-14,2.1363750629878234e-13,1.567612539560963e-13,2.7719171758199723e-13,1.983612198152351e-14
3720,0.27728940310626127,0.2772894031062649,0.277289403106249,0.27728940310625033,0.2772894031062305,6.24826989043319e-14,1.8303776785345468e-13,1.4855619439725267e-13,2.82734069738977e-13,3.428165755235748e-14
3760,0.27728940310625844,0.27728940310626227,0.2772894031062475,0.27728940310624817,0.277289403106229,6.599548255632045e-14,1.5436604203454531e-13,1.4343770829878303e-13,2.737757479357225e-13,4.8343175356018696e-14
3800,0.27728940310625705,0.27728940310626077,0.2772894031062467,0.27728940310624745,0.27728940310622824,5.76163407096308e-14,1.4753797623820182e-13,1.6438504660390197e-13,2.4959140844580673e-13,4.331620175139787e-14
3840,0.27728940310625616,0.27728940310625977,0.2772894031062453,0.2772894031062465,0.2772894031062268,3.663463119735009e-14,1.644367519861017e-13,1.9249028121236947e-13,2.1402240391664007e-13,1.604752969152604e-14
3880,0.27728940310625344,0.2772894031062571,0.27728940310624184,0.27728940310624345,0.27728940310622374,3.905347764706461e-14,1.5475702754853596e-13,1.758530726660343e-13,2.1784617633592553e-13,1.9467996193678585e-14
3920,0.277289403106254,0.27728940310625716,0.2772894031062424,0.2772894031062437,0.27728940310622463,5.892331036515574e-14,1.1731235504902302e-13,1.3325182979933751e-13,2.4745350111953107e-13,4.273444462631221e-14
3960,0.27728940310625316,0.27728940310625544,0.2772894031062407,0.2772894031062418,0.277289403106223,6.136378060197024e-14,1.2404013717302803e-13,1.1606040996796208e-13,2.556478923489434e-13,5.3487105619152904e-14
4000,0.2772894031062514,0.2772894031062533,0.2772894031062385,0.2772894031062395,0.27728940310622135,4.357228015762915e-14,1.6707219909222246e-13,1.3457910925338934e-13,2.310331030589113e-13,5.475670796375615e-14
4040,0.2772894031062512,0.2772894031062523,0.2772894031062372,0.27728940310623834,0.27728940310622013,2.4083824096572702e-14,1.9346308715533322e-13,1.4045592276308152e-13,2.3287199262185483e-13,4.12797340271565e-14
4080,0.27728940310625055,0.27728940310625133,0.27728940310623534,0.2772894031062368,0.27728940310621797,2.4544866796926513e-14,1.683874239024805e-13,1.0425222047667366e-13,2.914481919879076e-13,2.175981616604205e-14
4120,0.27728940310625205,0.27728940310625244,0.2772894031062359,0.27728940310623756,0.2772894031062184,2.914497875783592e-14,1.5704858536017573e-13,4.882081827610146e-14,3.3354731600983426e-13,1.3162058715838105e-14
4160,0.27728940310625194,0.27728940310625166,0.27728940310623545,0.2772894031062366,0.27728940310621747,3.134390251434744e-14,2.029180221934157e-13,7.111452890836852e-14,3.246395951718221e-13,4.395246797186347e-14
4200,0.2772894031062516,0.27728940310625133,0.2772894031062344,0.27728940310623595,0.27728940310621597,3.5909353970459006e-14,2.568605206403173e-13,1.167951418099401e-13,2.9598302590128794e-13,6.251335039516713e-14
4240,0.2772894031062499,0.2772894031062501,0.27728940310623285,0.27728940310623507,0.2772894031062135,4.5364602802711706e-14,2.5773612680766293e-13,1.175555311475383e-13,3.093328301669504e-13,5.3105247512284174e-14
4280,0.2772894031062481,0.27728940310624933,0.2772894031062319,0.27728940310623446,0.2772894031062119,6.768997583046139e-14,2.1370189388325405e-13,9.30113866770692e-14,3.588680089175965e-13,3.472787056098105e-14
4320,0.2772894031062487,0.27728940310625005,0.27728940310623185,0.27728940310623523,0.27728940310621125,7.968740833014947e-14,1.898685466062207e-13,1.26343401675475e-13,3.730510057747391e-13,2.3465562562047016e-14
4360,0.2772894031062448,0.2772894031062465,0.2772894031062279,0.27728940310623174,0.27728940310620703,5.0170582964179156e-14,2.2403101494989593e-13,1.8877690139579757e-13,3.273607766694419e-13,4.148623425473078e-14
4400,0.27728940310624317,0.277289403106245,0.27728940310622635,0.2772894031062305,0.277289403106205,2.3460780005279322e-14,2.425208452559964e-13,2.1593482902452169e-13,2.940120856319113e-13,4.742650419389417e-14
4440,0.27728940310624195,0.27728940310624445,0.27728940310622496,0.27728940310622985,0.2772894031062032,7.699650821550972e-14,2.0153004137201323e-13,2.0051702044522463e-13,3.311080424520178e-13,3.8891765719709563e-14
4480,0.2772894031062382,0.277289403106241,0.2772894031062217,0.27728940310622696,0.2772894031061999,9.728005481150247e-14,1.5428419458262963e-13,1.7169766130066122e-13,3.6484262047898094e-13,2.93299868992885e-14
4520,0.2772894031062364,0.27728940310623923,0.2772894031062205,0.27728940310622546,0.2772894031061982,9.085419667270651e-14,1.64162531935882e-13,1.9030016053464014e-13,3.483490236752203e-13,4.170084028734583e-14
4560,0.2772894031062345,0.27728940310623773,0.2772894031062183,0.27728940310622374,0.2772894031061961,4.6595514409620176e-14,2.104375249283062e-13,2.337314473248519e-13,3.0369402849618407e-13,5.16889938882574e-14
4600,0.2772894031062336,0.27728940310623684,0.27728940310621636,0.27728940310622224,0.27728940310619465,1.830685748115458e-14,2.1811107717657253e-13,2.3822274142050403e-13,3.043869115151317e-13,4.413094948697808e-14
4640,0.277289403106234,0.2772894031062371,0.2772894031062167,0.2772894031062225,0.27728940310619454,7.030513086198744e-14,1.5719894471947925e-13,1.778631536193614e-13,3.6752731951056704e-13,2.7723253272708094e-14
4680,0.2772894031062313,0.27728940310623446,0.27728940310621353,0.2772894031062197,0.2772894031061916,8.166448770828299e-14,1.3660200145444568e-13,1.459332209854955e-13,3.92310647457444e-13,5.144642283958971e-14
4720,0.27728940310622985,0.2772894031062324,0.2772894031062113,0.2772894031062178,0.27728940310618905,5.589884141900033e-14,2.010039158170395e-13,1.9707681625699647e-13,3.478785464077269e-13,7.644189010479493e-14
4760,0.27728940310622946,0.2772894031062315,0.27728940310621064,0.27728940310621725,0.27728940310618844,1.814341430606208e-14,2.440309491074185e-13,2.3306945507873384e-13,3.0890906618191203e-13,8.561323228161029e-14
4800,0.277289403106228,0.27728940310622985,0.27728940310620853,0.27728940310621547,0.277289403106186,6.486835413282703e-14,2.146007683509389e-13,1.9822395241977975e-13,3.651163245891605e-13,5.6819851358752444e-14
4840,0.27728940310622746,0.2772894031062287,0.27728940310620614,0.2772894031062138,0.2772894031061834,1.0716213724801237e-13,1.4737315475775046e-13,1.2584028719784644e-13,4.420766996239921e-13,9.884944284769705e-15
4880,0.2772894031062263,0.2772894031062276,0.27728940310620476,0.27728940310621264,0.27728940310618194,9.513302481482371e-14,1.9588498651765766e-13,1.5654788721047196e-13,4.215617338286481e-13,7.78555340877621e-14
4920,0.27728940310622435,0.2772894031062254,0.277289403106202,0.2772894031062103,0.2772894031061789,3.3123503558303e-14,2.718627736085917e-13,2.28996834435623e-13,3.5528145734382056e-13,1.2490094695497587e-13
4960,0.2772894031062248,0.2772894031062258,0.2772894031062016,0.27728940310621064,0.2772894031061783,4.575958880218609e-14,2.6960077566631415e-13,2.3342145888546424e-13,3.745191673296779e-13,1.2395325084664687e-13
5000,0.27728940310622346,0.27728940310622474,0.2772894031062,0.27728940310620914,0.27728940310617606,1.0981409633848307e-13,1.9690100509265484e-13,1.6273380496599337e-13,4.64211099095001e-13,6.669082519040245e-14
5040,0.277289403106222,0.2772894031062232,0.2772894031061985,0.27728940310620726,0.27728940310617467,1.20390751531171e-13,1.6927546301736668e-13,1.4956738001619685e-13,4.915588050745826e-13,1.429285570936355e-14
5080,0.277289403106221,0.27728940310622313,0.27728940310619893,0.27728940310620737,0.2772894031061743,8.771051778975969e-14,2.4301899295812767e-13,2.3810633568445083e-13,4.2164868435017436e-13,8.107709966176007e-14
5120,0.27728940310621764,0.2772894031062204,0.27728940310619676,0.27728940310620476,0.2772894031061717,7.35000539810421e-15,2.8756833332740247e-13,2.9566948503445687e-13,3.5610014538214387e-13,1.1573737927957447e-13
5160,0.27728940310621586,0.2772894031062195,0.27728940310619615,0.2772894031062032,0.27728940310617045,7.362986548044561e-14,2.4566496331106455e-13,2.5464332465069907e-13,4.066039896492692e-13,1.0550394909291516e-13
5200,0.2772894031062155,0.27728940310621947,0.2772894031061967,0.2772894031062031,0.2772894031061708,1.1212299421733187e-13,1.7077407486368246e-13,1.680340420809987e-13,4.703971663073814e-13,8.47872851294732e-14
