step,screw_deviation,optimal_phase
0,0.0,0.0
40,9.29892160707992e-15,0.0
80,1.2057139103255673e-14,0.0
120,1.938703686542697e-14,0.0
160,2.4457698146546774e-14,9.389601102511183e-17
200,2.897378121008696e-14,0.0
240,3.873443115858743e-14,0.0
280,5.094195001719385e-14,0.0
320,6.601109619058682e-14,-2.3474002756278283e-17
360,8.352763786553463e-14,0.0
400,1.0524180519132449e-13,0.0
440,1.3224142089154694e-13,-4.6948005512558594e-17
480,1.6087712074107136e-13,0.0
520,1.9324198363654032e-13,9.389601102511507e-17
560,2.219745979475796e-13,0.0
600,2.5324599980084604e-13,-4.6948005512554447e-17
640,2.865196392531109e-13,0.0
680,3.2318483226117024e-13,0.0
720,3.589573102178572e-13,0.0
760,3.918753854993486e-13,0.0
800,4.247810781216484e-13,0.0
840,4.592712004272987e-13,0.0
880,4.922539500427071e-13,0.0
920,5.283978912226082e-13,9.389601102511297e-17
960,5.633365163143403e-13,-4.694800551255615e-17
1000,6.032155101454463e-13,0.0
1040,6.483152145795045e-13,0.0
1080,6.960383360956956e-13,1.1737001378138952e-17
1120,7.433311649538287e-13,-4.694800551255536e-17
1160,7.908184739782808e-13,9.389601102511106e-17
1200,8.36693759658443e-13,0.0
1240,8.768046253186702e-13,9.389601102510831e-17
1280,9.124146977482181e-13,0.0
1320,9.444088102036102e-13,-4.6948005512555944e-17
1360,9.716807751474985e-13,0.0
1400,9.966601386122808e-13,0.0
1440,1.0193149638668989e-12,0.0
1480,1.03736999372734e-12,-4.694800551255525e-17
1520,1.0552767888367597e-12,-4.694800551255435e-17
1560,1.072749449611416e-12,0.0
1600,1.0871101824036256e-12,0.0
1640,1.1032189725930424e-12,0.0
1680,1.1254236236939292e-12,4.6948005512556856e-17
1720,1.149265066245971e-12,0.0
1760,1.1758979544610883e-12,-1.17370013781394e-17
1800,1.2039988436255692e-12,0.0
1840,1.2356812902508816e-12,0.0
1880,1.2728549743258613e-12,-4.694800551255723e-17
1920,1.3153029540557097e-12,0.0
1960,1.3622768047591171e-12,0.0
2000,1.4144613629940443e-12,0.0
2040,1.4657133480815577e-12,-4.694800551255573e-17
2080,1.5231941848169117e-12,0.0
2120,1.5784026650073738e-12,-5.868500689069561e-18
2160,1.6332446760964318e-12,2.3474002756278283e-17
2200,1.6899816232935934e-12,0.0
2240,1.7478914888937212e-12,4.6948005512555636e-17
2280,1.8091711253202044e-12,-9.38960110251114e-17
2320,1.8707139822341958e-12,0.0
2360,1.9354941188896873e-12,0.0
2400,2.0028274093415538e-12,0.0
2440,2.0695911705998844e-12,-2.3474002756278126e-17
2480,2.1324993059839417e-12,0.0
2520,2.197237739110601e-12,0.0
2560,2.266936021821987e-12,0.0
2600,2.3347443869775594e-12,-4.694800551255742e-17
2640,2.408916269995679e-12,0.0
2680,2.483976816078905e-12,0.0
2720,2.56257030324422e-12,0.0
2760,2.647415969440793e-12,-4.694800551256011e-17
2800,2.7297912097410167e-12,0.0
2840,2.811301059161069e-12,0.0
2880,2.895251597993331e-12,0.0
2920,2.9797831293732335e-12,0.0
2960,3.0633167150082605e-12,0.0
3000,3.144114878408847e-12,0.0
3040,3.2262686470072603e-12,0.0
3080,3.3073119005971895e-12,9.389601102511437e-17
3120,3.389425346970275e-12,0.0
3160,3.4730861543333128e-12,0.0
3200,3.5553092338829364e-12,0.0
3240,3.63561942201903e-12,0.0
3280,3.719672034607091e-12,-4.694800551255637e-17
3320,3.805988807987575e-12,0.0
3360,3.895427951242567e-12,0.0
3400,3.988340953037663e-12,0.0
3440,4.084556683957674e-12,0.0
3480,4.186965958648298e-12,0.0
3520,4.2943749790903395e-12,0.0
3560,4.3990362104307476e-12,5.868500689069748e-18
3600,4.5092544054142785e-12,2.3474002756279396e-17
3640,4.625598987956452e-12,0.0
3680,4.740221958006557e-12,-9.389601102511424e-17
3720,4.854824722490526e-12,0.0
3760,4.960630006079546e-12,0.0
3800,5.0623399926170415e-12,-4.694800551255778e-17
3840,5.16411133161913e-12,0.0
3880,5.265171415643489e-12,0.0
3920,5.369474322853885e-12,0.0
3960,5.4708579119041694e-12,0.0
4000,5.575577957928472e-12,-4.694800551256271e-17
4040,5.6821916936604016e-12,-9.389601102512675e-17
4080,5.790511399004233e-12,0.0
4120,5.904997999249017e-12,9.389601102512747e-17
4160,6.0213344449726445e-12,4.694800551256421e-17
4200,6.1412777945110825e-12,0.0
4240,6.266055619394771e-12,0.0
4280,6.395269790179539e-12,0.0
4320,6.5283342874479175e-12,0.0
4360,6.663118066546937e-12,-4.694800551256892e-17
4400,6.798236350121624e-12,0.0
4440,6.936041741333828e-12,-9.389601102514153e-17
4480,7.07444935188112e-12,0.0
4520,7.213206163543991e-12,4.6948005512574107e-17
4560,7.353993016935477e-12,-4.6948005512575395e-17
4600,7.496628927946403e-12,-1.1737001378144077e-17
4640,7.639374554873653e-12,-1.1737001378144027e-17
4680,7.783873775759448e-12,0.0
4720,7.931242639826343e-12,-4.6948005512579407e-17
4760,8.078004168826932e-12,9.389601102515973e-17
4800,8.228800114324738e-12,0.0
4840,8.387219135090312e-12,0.0
4880,8.54893527331361e-12,4.6948005512583135e-17
4920,8.712622445978749e-12,4.6948005512584806e-17
4960,8.883729252957575e-12,0.0
5000,9.056976170112412e-12,2.3474002756292905e-17
5040,9.233176719468702e-12,0.0
5080,9.409611622356766e-12,-9.3896011025174e-17
5120,9.583393983786554e-12,0.0
5160,9.750419626736457e-12,0.0
5200,9.918133294896544e-12,0.0
5240,1.008054495542134e-11,0.0
5280,1.024365633785167e-11,0.0
5320,1.0403651189053635e-11,0.0
5360,1.0555025976209387e-11,0.0
5400,1.0701422545684455e-11,0.0
5440,1.0842409357981735e-11,0.0
5480,1.0978132269257853e-11,0.0
5520,1.1114341732121632e-11,-9.389601102518562e-17
5560,1.1245656292265876e-11,-9.389601102518315e-17
5600,1.137649232588785e-11,0.0
5640,1.1506996518641501e-11,0.0
5680,1.1636235169685001e-11,-1.4671251722685059e-18
5720,1.1770367318794793e-11,0.0
5760,1.1908427636986006e-11,0.0
5800,1.2048924243464534e-11,0.0
5840,1.2190648644239254e-11,0.0
5880,1.2333359304618497e-11,0.0
5920,1.2473530920344276e-11,0.0
5960,1.261326819503696e-11,0.0
6000,1.2746955942894057e-11,0.0
6040,1.2874570278787491e-11,0.0
6080,1.2991591695890182e-11,0.0
6120,1.3099218864139299e-11,4.694800551258454e-17
6160,1.3199156223060215e-11,0.0
6200,1.32945783015519e-11,0.0
6240,1.3385676605753793e-11,0.0
6280,1.3480491031590096e-11,0.0
6320,1.3579106084809167e-11,4.694800551258411e-17
6360,1.3688115197241533e-11,0.0
6400,1.380215499500011e-11,0.0
6440,1.3922488534975839e-11,2.347400275629121e-17
6480,1.4051344862369485e-11,0.0
6520,1.418702716652876e-11,0.0
6560,1.4329080350719761e-11,0.0
6600,1.4469539831479906e-11,0.0
6640,1.4608413877021628e-11,4.6948005512581675e-17
6680,1.474037821213688e-11,0.0
6720,1.4869810440735966e-11,2.3474002756290683e-17
6760,1.4991324466655817e-11,0.0
6800,1.5102785926519104e-11,-4.694800551258018e-17
6840,1.520765203859487e-11,0.0
6880,1.5310272537520908e-11,0.0
6920,1.5407457080841215e-11,-9.389601102516922e-17
6960,1.550855624827032e-11,9.389601102517166e-17
7000,1.5615045703300877e-11,-4.694800551258584e-17
7040,1.5738709753997142e-11,0.0
7080,1.5875025590067046e-11,0.0
7120,1.602569203981663e-11,0.0
7160,1.6190190781580757e-11,0.0
7200,1.6365043182952957e-11,0.0
7240,1.655033770254302e-11,0.0
7280,1.6740818210412513e-11,0.0
7320,1.6929833794417517e-11,0.0
7360,1.7111568234361416e-11,0.0
7400,1.7290390705639477e-11,4.694800551258744e-17
7440,1.7458896721762214e-11,-1.1737001378147138e-17
7480,1.7618368834094612e-11,0.0
7520,1.777096693680075e-11,0.0
7560,1.7920245558415932e-11,-4.694800551258987e-17
7600,1.8064311127091274e-11,0.0
7640,1.8208468400947916e-11,9.38960110251792e-17
7680,1.8355451278126187e-11,9.38960110251813e-17
