step,rank_full,d_eff_full,rank_perp,d_eff_perp
0,4,4.0,4,3.3333333333333326
40,4,4.0,4,2.720681616714601
80,4,4.000000000000001,4,2.738059431822161
120,4,4.0,4,2.7647077614921316
160,4,4.0,4,3.3966486904503346
200,4,4.0,4,3.6989061861197623
240,4,4.000000000000001,4,3.6936840380343745
280,4,4.0,4,3.610618793109413
320,4,4.0,4,3.5769067344940746
360,4,4.0,4,3.704944150028661
400,4,3.999999999999999,4,3.6478776402860382
440,4,3.999999999999999,4,3.7222912259555962
480,4,4.0,4,3.5653329484649805
520,4,4.000000000000002,4,3.3776330177481806
560,4,3.999999999999999,4,3.0974884780960377
600,4,4.0,4,3.0197966884239693
640,4,4.0,4,2.965404349830164
680,4,3.999999999999999,4,3.004950895991793
720,4,4.000000000000001,4,3.041099899781013
760,4,4.000000000000002,4,3.1097498790489144
800,4,4.000000000000001,4,3.1864455610913995
840,4,3.999999999999999,4,3.2599142911653254
880,4,3.999999999999999,4,3.301501942428902
920,4,3.999999999999999,4,3.329008018731717
960,4,3.999999999999999,4,3.336597492532308
1000,4,4.0,4,3.337830586517267
1040,4,4.0,4,3.320634210081427
1080,4,4.0,4,3.328411454206832
1120,4,4.0,4,3.328472936527944
1160,4,4.000000000000001,4,3.337243784488668
1200,4,4.0,4,3.3377835847387187
1240,4,4.0,4,3.336392308720095
1280,4,4.0,4,3.3537495546013947
1320,4,4.000000000000001,4,3.3578161629833465
1360,4,4.000000000000001,4,3.3656494218207857
1400,4,4.0,4,3.378755803133206
1440,4,4.0,4,3.3816910938716487
1480,4,4.000000000000001,4,3.3831482357004634
1520,4,3.999999999999999,4,3.384864961089062
1560,4,4.000000000000001,4,3.3958601552064156
1600,4,3.999999999999999,4,3.4121070330876013
1640,4,4.0,4,3.438174098711008
1680,4,4.0,4,3.4481753154318677
1720,4,4.0,4,3.4564606937520344
1760,4,4.0,4,3.464092218661594
1800,4,3.999999999999999,4,3.461903020610266
1840,4,4.000000000000001,4,3.4406266580215843
1880,4,3.999999999999999,4,3.4255333078761723
1920,4,3.999999999999999,4,3.4103910386829326
1960,4,3.999999999999999,4,3.3824873248138787
2000,4,4.000000000000001,4,3.3676380917247086
2040,4,4.0,4,3.3608933770661236
2080,4,4.000000000000002,4,3.354655424890598
2120,4,4.0,4,3.3611378689722144
2160,4,4.0,4,3.362574061270905
2200,4,4.0,4,3.371004280234588
2240,4,4.0,4,3.3846883557029646
2280,4,4.000000000000001,4,3.3902186116299267
2320,4,3.999999999999999,4,3.401878419803839
2360,4,3.999999999999999,4,3.407099650075621
2400,4,4.0,4,3.416850711882329
2440,4,3.999999999999999,4,3.4120668947552715
2480,4,4.000000000000001,4,3.4123363173057593
2520,4,4.000000000000001,4,3.402617464091224
2560,4,4.0,4,3.391244915946823
2600,4,3.999999999999999,4,3.378273539793384
2640,4,4.0,4,3.36940190687657
2680,4,4.0,4,3.363237954444904
2720,4,4.0,4,3.3573155619818658
2760,4,3.999999999999999,4,3.356689389738956
2800,4,4.000000000000002,4,3.361589478000481
2840,4,3.999999999999999,4,3.3715634705244137
2880,4,3.999999999999999,4,3.3857212879314558
2920,4,4.0,4,3.3995039902579305
2960,4,4.000000000000001,4,3.410649375097554
3000,4,4.0,4,3.427569269334796
3040,4,3.9999999999999987,4,3.44361729810162
3080,4,3.999999999999999,4,3.451910412295101
3120,4,4.000000000000001,4,3.4582502783213065
3160,4,4.000000000000001,4,3.459867954017324
3200,4,4.0,4,3.4598441152878574
3240,4,4.0,4,3.4575702397067154
3280,4,4.000000000000001,4,3.4534631314432094
3320,4,4.000000000000001,4,3.4483370757555796
3360,4,3.9999999999999987,4,3.4455742526097306
3400,4,4.000000000000001,4,3.442644479395799
3440,4,3.999999999999999,4,3.443524069298294
3480,4,4.000000000000001,4,3.441892937037674
3520,4,4.0,4,3.438673720575451
3560,4,3.9999999999999987,4,3.435382814378859
3600,4,4.0,4,3.4334242694513883
3640,4,4.000000000000001,4,3.4320218081870384
3680,4,4.0,4,3.4317926849407487
3720,4,3.999999999999999,4,3.434730755231853
3760,4,3.999999999999999,4,3.438737233732971
3800,4,3.999999999999999,4,3.441137940938956
3840,4,4.000000000000002,4,3.443553425225446
3880,4,4.000000000000001,4,3.44912020035797
3920,4,4.000000000000002,4,3.451272358504134
3960,4,3.999999999999999,4,3.4523384209337196
4000,4,4.000000000000001,4,3.453543014696233
4040,4,4.0,4,3.4534256392004994
4080,4,4.0,4,3.452770688332359
4120,4,3.999999999999999,4,3.453440389350316
4160,4,4.0,4,3.4523233208494633
4200,4,4.0,4,3.451673970400905
4240,4,4.0,4,3.453222306067808
4280,4,4.000000000000001,4,3.454758267084399
4320,4,4.000000000000001,4,3.4553066407175357
4360,4,4.0,4,3.456975676700234
4400,4,4.0,4,3.4592799377732955
4440,4,4.0,4,3.4614237535549908
4480,4,3.999999999999999,4,3.464065186187993
4520,4,3.999999999999999,4,3.465276622466936
4560,4,4.0,4,3.465607156907982
4600,4,4.000000000000002,4,3.466351525366983
4640,4,4.0,4,3.466104086992156
4680,4,4.0,4,3.465213052421345
4720,4,4.000000000000001,4,3.4642536924771195
4760,4,4.0,4,3.465103589146241
4800,4,4.000000000000001,4,3.4663706998160935
4840,4,4.000000000000002,4,3.4663046571245646
4880,4,4.0,4,3.467831716543352
4920,4,3.999999999999999,4,3.4697285472101558
4960,4,4.000000000000002,4,3.4729570963078444
5000,4,4.0,4,3.475129379136174
5040,4,4.0,4,3.4770758536049766
5080,4,4.0,4,3.477856769659916
5120,4,4.0,4,3.478669337988835
5160,4,4.0,4,3.479814629518758
5200,4,4.0,4,3.480774745451272
5240,4,4.0,4,3.4802782133834045
5280,4,3.9999999999999987,4,3.4783894397038213
5320,4,4.000000000000001,4,3.4771718514337153
5360,4,4.0,4,3.4765117858736074
5400,4,4.0,4,3.474796204222295
5440,4,4.0,4,3.4741895183274436
5480,4,4.000000000000001,4,3.4740452783369817
5520,4,4.000000000000001,4,3.4738980048086345
5560,4,4.0,4,3.4746021592911513
5600,4,4.0,4,3.4786950717598524
5640,4,4.000000000000001,4,3.4826471009370907
5680,4,4.000000000000002,4,3.4863942126719976
5720,4,4.000000000000001,4,3.4896992215542055
5760,4,4.000000000000001,4,3.4935920393770283
5800,4,4.0,4,3.496778154643205
5840,4,4.000000000000002,4,3.4993888966344655
5880,4,4.000000000000001,4,3.501340633775903
5920,4,4.000000000000001,4,3.501913905082573
5960,4,4.0,4,3.501560984223395
6000,4,4.000000000000001,4,3.501910680698157
6040,4,4.0,4,3.501540436149999
6080,4,3.999999999999999,4,3.5006475680625564
6120,4,4.000000000000001,4,3.5006810123757974
6160,4,4.000000000000001,4,3.4999970663478672
6200,4,4.000000000000001,4,3.500053876300503
6240,4,3.999999999999999,4,3.499907675220188
