step,r1_full,r2_full,r3_full,r4_full,r5_full,r1_perp,r2_perp,r3_perp,r4_perp,r5_perp
19440,0.31001897740559836,0.3100189773928355,0.31001897739273804,0.31001897738045064,2.2137704226787004e-09,1.8826103284596844e-11,1.8506930100346435e-11,1.2967351474060494e-11,1.2633014764432587e-11,2.3649677926592294e-19
19480,0.3100189774056665,0.3100189773928397,0.31001897739273254,0.31001897738038225,3.750500993981319e-09,1.892675646000501e-11,1.8606355473297214e-11,1.3035151657050423e-11,1.2700977669977948e-11,1.4408591070237507e-19
19520,0.31001897740573325,0.310018977392848,0.31001897739272094,0.31001897738031264,1.8143315165024455e-09,1.902713592097878e-11,1.870683303766164e-11,1.3102853529991995e-11,1.2768953285891858e-11,1.7774672277116585e-19
19560,0.31001897740580137,0.3100189773928469,0.31001897739272277,0.31001897738024525,3.218615168118013e-09,1.912648382642441e-11,1.880686268774099e-11,1.3170685082463779e-11,1.2837120286544592e-11,1.5199941524795025e-19
19600,0.31001897740587053,0.31001897739283735,0.3100189773927348,0.310018977380179,2.8531616402715758e-09,1.9225904384511016e-11,1.8907486480824763e-11,1.3238578090804316e-11,1.2904969763612314e-11,1.7712209660567193e-19
19640,0.3100189774059366,0.31001897739283263,0.31001897739273615,0.31001897738011047,1.1741108801578699e-09,1.9325190704644233e-11,1.900827118702573e-11,1.3307235367508291e-11,1.2973095067551074e-11,9.732158135872734e-20
19680,0.3100189774060036,0.3100189773928434,0.31001897739272877,0.3100189773800448,2.210577778188544e-09,1.942344621311515e-11,1.9108997547475268e-11,1.3375712568294867e-11,1.3040723422543115e-11,1.22764583460496e-19
19720,0.31001897740606993,0.31001897739284906,0.31001897739272316,0.31001897737997897,1.885726423267506e-09,1.9520848969774035e-11,1.9209139850953177e-11,1.3445035606333634e-11,1.3108479101179551e-11,2.4126736691992607e-19
19760,0.31001897740613604,0.31001897739284123,0.31001897739273065,0.310018977379913,1.2599636252868757e-09,1.961840113512579e-11,1.9309928272119034e-11,1.3514506042027902e-11,1.317560753265064e-11,1.1689602594441888e-19
19800,0.3100189774062018,0.3100189773928334,0.31001897739273954,0.3100189773798484,2.472958833605702e-09,1.9715427210912542e-11,1.940932997600441e-11,1.3584541826447423e-11,1.3242673038037149e-11,1.567908195347108e-19
19840,0.3100189774062673,0.3100189773928379,0.31001897739273454,0.3100189773797834,2.6023467229852565e-09,1.9812642188745236e-11,1.950818311019938e-11,1.3654312784468116e-11,1.3309586931385694e-11,2.6706590330536356e-19
19880,0.31001897740633205,0.3100189773928462,0.3100189773927208,0.31001897737971673,1.5883114519348537e-09,1.9910446268751422e-11,1.9607127068336563e-11,1.3724398428262364e-11,1.3376353870667662e-11,9.559306525761237e-20
19920,0.3100189774063983,0.3100189773928453,0.3100189773927189,0.3100189773796511,2.93352494385302e-09,2.0009177366954336e-11,1.9706008517119448e-11,1.3794673714126592e-11,1.344334854460837e-11,1.6331548967082984e-19
19960,0.3100189774064673,0.3100189773928389,0.3100189773927273,0.3100189773795869,1.7127642908418673e-09,2.0108775684844277e-11,1.9805230771953805e-11,1.38652183056127e-11,1.3510669016659198e-11,1.5617634605163338e-19
20000,0.31001897740653384,0.31001897739283657,0.31001897739272594,0.31001897737951956,2.60021108894363e-09,2.0209736966141437e-11,1.9904689542478774e-11,1.393525174764708e-11,1.3578175849149095e-11,1.8242815196433757e-19
20040,0.3100189774066032,0.3100189773928457,0.3100189773927157,0.31001897737945217,2.3325222145169457e-09,2.0312340874779453e-11,2.000551902318906e-11,1.4006120177138981e-11,1.364642563348193e-11,1.1581865803977405e-19
20080,0.31001897740667334,0.3100189773928515,0.3100189773927088,0.31001897737938444,2.1268167756372803e-09,2.041568079365813e-11,2.0106737942804286e-11,1.40772843787978e-11,1.3715150503067114e-11,2.0118493056714646e-19
20120,0.3100189774067452,0.31001897739284767,0.3100189773927159,0.31001897737931705,3.300636419143207e-09,2.0519612529562776e-11,2.0208360463325216e-11,1.4148478202539796e-11,1.3784348677172017e-11,1.0285055869178088e-19
20160,0.31001897740681467,0.3100189773928392,0.310018977392721,0.3100189773792454,1.768288734595857e-09,2.0623952445594062e-11,2.0311231018277837e-11,1.4219598818102927e-11,1.3854414510699277e-11,2.4246649201204565e-19
20200,0.3100189774068848,0.3100189773928428,0.31001897739271644,0.3100189773791747,2.4573365110778842e-09,2.0728824352153588e-11,2.0414114964620956e-11,1.429094391736305e-11,1.392491380716033e-11,1.1669074465204609e-19
20240,0.3100189774069531,0.3100189773928502,0.31001897739270606,0.31001897737910256,2.175442389900417e-09,2.0833165542168597e-11,2.0517737253642873e-11,1.4361949884273089e-11,1.399579534754616e-11,1.8104256672107634e-19
20280,0.31001897740702117,0.31001897739284906,0.31001897739270573,0.310018977379031,1.32626068613246e-09,2.093650759031675e-11,2.0621512270604172e-11,1.4433243415103965e-11,1.4067047819155718e-11,1.2600309181490932e-19
20320,0.31001897740709167,0.31001897739283996,0.3100189773927158,0.31001897737896056,3.23431476117665e-09,2.1040331026635018e-11,2.0726333937190864e-11,1.4504922562154013e-11,1.4138990454142848e-11,1.9590123616743173e-19
20360,0.3100189774071629,0.3100189773928385,0.3100189773927175,0.3100189773788897,1.7644092310229215e-09,2.114450543119008e-11,2.083220059281743e-11,1.45769612609701e-11,1.4210824600824993e-11,1.8020992785460462e-19
20400,0.3100189774072343,0.31001897739284995,0.31001897739270945,0.3100189773788202,3.4347357911266226e-09,2.1248358920492854e-11,2.0938165003755763e-11,1.4649562202222707e-11,1.4282371332814425e-11,1.3770283847407843e-19
20440,0.31001897740730383,0.3100189773928565,0.31001897739270196,0.3100189773787495,1.7969694714242898e-09,2.1351793945046677e-11,2.104368650064878e-11,1.4722965137765226e-11,1.4353925500559011e-11,1.111700482237973e-19
20480,0.3100189774073748,0.3100189773928518,0.31001897739270823,0.31001897737868017,2.5149602898008315e-09,2.1455649082492866e-11,2.1149741953314126e-11,1.4796370646827866e-11,1.4425025814185721e-11,2.1182239384105413e-19
20520,0.3100189774074456,0.3100189773928479,0.31001897739271445,0.31001897737861156,2.4471778378179882e-09,2.1559322209997273e-11,2.1255829724969655e-11,1.4869617386333818e-11,1.4495627487930087e-11,1.515221100447022e-19
20560,0.31001897740751255,0.3100189773928518,0.31001897739270606,0.31001897737854006,2.7576369723689104e-09,2.1662531164537694e-11,2.1361404842457557e-11,1.494331280929767e-11,1.456626433431605e-11,2.2033100179850794e-19
20600,0.3100189774075824,0.31001897739286194,0.3100189773926949,0.31001897737847134,1.4573335714468797e-09,2.1766998057082967e-11,2.1466572742274713e-11,1.5016746440153395e-11,1.4636603312985997e-11,1.5037978426078804e-19
20640,0.31001897740765116,0.3100189773928622,0.31001897739269124,0.3100189773784013,1.130672622106557e-09,2.1871975713516546e-11,2.157183752960663e-11,1.5091221557209304e-11,1.4708177626002382e-11,9.524310799365417e-20
20680,0.3100189774077216,0.31001897739285644,0.31001897739269574,0.3100189773783318,2.8592993100910005e-09,2.1977786681443208e-11,2.1677425178564367e-11,1.5165703495945447e-11,1.4780106543596473e-11,2.415753156203669e-19
20720,0.3100189774077935,0.31001897739285705,0.31001897739269246,0.3100189773782606,1.8383288925136733e-09,2.208566510393093e-11,2.1784216865183353e-11,1.5241469738183884e-11,1.4853350137675612e-11,3.343324529125415e-19
20760,0.31001897740786505,0.31001897739286466,0.3100189773926813,0.3100189773781895,1.58758966188081e-09,2.219431560369791e-11,2.1890591647620423e-11,1.5317265842518486e-11,1.4927035947269677e-11,6.853287356515985e-20
20800,0.31001897740794115,0.3100189773928721,0.3100189773926724,0.3100189773781168,1.017635165688634e-09,2.2305595875453366e-11,2.199998527957695e-11,1.5394031469905472e-11,1.5002185094675543e-11,2.2287503663714946e-19
20840,0.31001897740801926,0.3100189773928698,0.3100189773926756,0.31001897737804524,3.0885283807467502e-09,2.2417419971333318e-11,2.2109923106184745e-11,1.5471671574230133e-11,1.5078509184753556e-11,1.477969129251178e-19
20880,0.31001897740809836,0.31001897739286743,0.31001897739268,0.3100189773779714,3.076898803736989e-09,2.2530709666735906e-11,2.2221454432252345e-11,1.5549790861682308e-11,1.5155865598412828e-11,2.917636916369031e-19
20920,0.31001897740817486,0.31001897739286977,0.3100189773926736,0.31001897737789336,2.7005039550601603e-09,2.2644751575531295e-11,2.233378911943812e-11,1.562803435417387e-11,1.5233412052480345e-11,2.190897984908661e-19
20960,0.3100189774082563,0.3100189773928796,0.31001897739266465,0.310018977377817,3.6042813071387274e-09,2.2760539737032526e-11,2.2448382994544083e-11,1.570670006546075e-11,1.5311076788441386e-11,1.6436552737429618e-19
21000,0.31001897740833584,0.31001897739288004,0.3100189773926644,0.3100189773777391,3.693315949935388e-09,2.2875677307055665e-11,2.2563737476834387e-11,1.578538764575691e-11,1.538904512824339e-11,1.6531641838597224e-19
21040,0.3100189774084137,0.3100189773928736,0.3100189773926712,0.3100189773776617,3.792065160846116e-09,2.299015571425733e-11,2.2678519368286724e-11,1.5864123463556205e-11,1.5466559774028885e-11,2.2015072637961035e-19
21080,0.31001897740848966,0.31001897739287076,0.31001897739267076,0.3100189773775827,1.8237281909874e-09,2.310496076280257e-11,2.279400024289957e-11,1.5942884415768395e-11,1.5543791338331527e-11,2.601836692282171e-19
21120,0.3100189774085659,0.31001897739287687,0.31001897739266354,0.31001897737750506,2.031449281545562e-09,2.3219086488587584e-11,2.2909419577470575e-11,1.6021214726582548e-11,1.5620817271472273e-11,1.7273407445778617e-19
21160,0.3100189774086436,0.31001897739288237,0.31001897739266027,0.31001897737742934,1.2594636587721793e-09,2.3332954255731683e-11,2.3025536023632536e-11,1.609966051252042e-11,1.5697508790568455e-11,1.8380678967946025e-19
21200,0.31001897740871803,0.3100189773928772,0.3100189773926625,0.3100189773773517,2.1516066962160254e-09,2.3446689341998492e-11,2.314110502438951e-11,1.617869921395311e-11,1.5773991323752864e-11,1.7669796784456282e-19
21240,0.31001897740879547,0.3100189773928748,0.31001897739266665,0.3100189773772764,3.106918574625961e-09,2.356068251304522e-11,2.3257389111641505e-11,1.6258071720741928e-11,1.5850423796894536e-11,2.076072439929014e-19
21280,0.3100189774088692,0.3100189773928777,0.3100189773926616,0.31001897737720086,2.359154511316683e-09,2.3673718347547468e-11,2.3372409798121357e-11,1.6338470441252626e-11,1.5927374487646726e-11,2.376197717637645e-19
21320,0.31001897740894385,0.3100189773928862,0.3100189773926505,0.3100189773771247,1.9778465419408913e-09,2.378761773625605e-11,2.3487384041328027e-11,1.6419600008630807e-11,1.6005099514493025e-11,1.8584444055927811e-19
21360,0.31001897740902196,0.3100189773928909,0.31001897739264833,0.310018977377051,9.7035507209077e-10,2.390217867370624e-11,2.3602863920514735e-11,1.650142410499801e-11,1.6083595034978594e-11,1.6843001152867331e-19
21400,0.3100189774091038,0.310018977392893,0.31001897739265405,0.3100189773769792,3.281028094469356e-09,2.4017707110135272e-11,2.3718665473018957e-11,1.6583714471504815e-11,1.61628249541419e-11,1.468137729859501e-19
21440,0.31001897740918166,0.3100189773928946,0.310018977392649,0.3100189773769018,2.9017156432309387e-09,2.4134846541880456e-11,2.3834484237438282e-11,1.666653513446859e-11,1.6243030848021032e-11,1.7982688075044105e-19
21480,0.31001897740926176,0.3100189773929034,0.31001897739263856,0.3100189773768243,3.3408111867720917e-09,2.4253389427733907e-11,2.395114310410304e-11,1.6750195512656775e-11,1.6324599871575774e-11,1.1276267821339762e-19
21520,0.3100189774093448,0.3100189773929121,0.31001897739263123,0.3100189773767456,1.81420685392683e-09,2.4374244107496004e-11,2.406998624334233e-11,1.6833944408749407e-11,1.6407000129271096e-11,1.6678425254391884e-19
21560,0.31001897740942624,0.3100189773929085,0.310018977392629,0.31001897737666345,2.2890112209322836e-09,2.4495866686063362e-11,2.4189598260251665e-11,1.6918149353011733e-11,1.649004357212856e-11,7.720061984200136e-20
21600,0.3100189774095111,0.31001897739290807,0.3100189773926295,0.310018977376582,1.944956337729075e-09,2.46187940691652e-11,2.43110791836124e-11,1.7002382134741316e-11,1.6573515788346222e-11,3.3191202481648557e-19
21640,0.3100189774095955,0.310018977392912,0.31001897739262346,0.31001897737649886,4.280153530456054e-09,2.474219135400334e-11,2.4433362337868886e-11,1.7086677669878413e-11,1.66575942289516e-11,2.1990678043821075e-19
21680,0.31001897740968054,0.3100189773929189,0.31001897739261386,0.31001897737641454,2.0522987476785698e-09,2.4866345274366475e-11,2.4557247336931577e-11,1.717099729093778e-11,1.6741455026847496e-11,2.1895011505802793e-19
21720,0.3100189774097647,0.3100189773929191,0.3100189773926118,0.3100189773763302,1.3268391535291103e-09,2.4990175424258913e-11,2.468186210761666e-11,1.7255804915891874e-11,1.6825507973271096e-11,1.4233627061726909e-19
21760,0.31001897740984974,0.3100189773929143,0.3100189773926149,0.31001897737624595,2.6903160792592715e-09,2.5113964647609872e-11,2.480721505542727e-11,1.7340302186534345e-11,1.690895576956966e-11,1.807834015230074e-19
21800,0.31001897740993395,0.3100189773929147,0.3100189773926157,0.31001897737616274,3.3351013726623733e-09,2.5236672049042485e-11,2.4932534083029657e-11,1.7425242281341085e-11,1.6992543237648624e-11,2.261824830438092e-19
21840,0.31001897741001755,0.3100189773929211,0.3100189773926095,0.3100189773760793,3.4819579158897433e-09,2.5359091391944074e-11,2.505814326566166e-11,1.7509981980481244e-11,1.7075244350760893e-11,2.654553997984219e-19
21880,0.3100189774100996,0.31001897739292683,0.31001897739260587,0.3100189773759975,3.3350486225265004e-09,2.5480293973550338e-11,2.518314490687004e-11,1.7595118982246496e-11,1.7157794866375663e-11,7.115432656880181e-20
21920,0.3100189774101832,0.3100189773929285,0.31001897739261103,0.31001897737591877,2.8517551655841044e-09,2.5600686224491005e-11,2.5307358452279024e-11,1.767958984061804e-11,1.72394303715899e-11,1.333103315109414e-19
21960,0.31001897741026874,0.3100189773929322,0.3100189773926166,0.31001897737584244,3.3747506633586653e-09,2.5720918112353755e-11,2.543109736067362e-11,1.776459763820126e-11,1.7320682131738763e-11,1.843023756428232e-19
22000,0.3100189774103479,0.31001897739293693,0.3100189773926111,0.3100189773757619,9.030662467836169e-10,2.5840779617082387e-11,2.5553531626126375e-11,1.785037509961529e-11,1.7402650272947243e-11,1.3963609736742972e-19
22040,0.3100189774104277,0.3100189773929453,0.31001897739260087,0.3100189773756812,1.4608550296365687e-09,2.596120353809999e-11,2.5675742999123596e-11,1.7936511166812665e-11,1.748497232376319e-11,1.8594848513697989e-19
22080,0.31001897741050666,0.31001897739294915,0.3100189773925939,0.3100189773755993,2.0459104605542234e-09,2.6082746855113775e-11,2.5797718041666643e-11,1.802358312821659e-11,1.756815429269703e-11,3.1762529002829194e-19
22120,0.31001897741058815,0.3100189773929504,0.3100189773925917,0.3100189773755187,2.987898384771034e-09,2.6205133015717127e-11,2.5919927367743193e-11,1.8111126364879078e-11,1.7652522509637866e-11,3.3962859308834384e-19
22160,0.31001897741067175,0.3100189773929565,0.31001897739258616,0.3100189773754378,2.6024922525954625e-09,2.632918614225009e-11,2.6042610489508554e-11,1.8198974636533222e-11,1.7737406808242086e-11,2.4398577523176173e-19
22200,0.31001897741075657,0.310018977392967,0.3100189773925752,0.31001897737535583,2.9452246126326884e-09,2.6454948661609585e-11,2.6166372447162144e-11,1.828725382315432e-11,1.7823568257825286e-11,3.4847281072504004e-19
22240,0.31001897741084017,0.31001897739297357,0.3100189773925621,0.31001897737526996,2.116647438578713e-09,2.65822914595016e-11,2.6290436409991518e-11,1.8376211774560496e-11,1.7911009535995414e-11,2.1666111114779387e-19
22280,0.3100189774109288,0.31001897739297724,0.31001897739255907,0.3100189773751868,1.931527821755769e-09,2.671111778648719e-11,2.6415867860301935e-11,1.8465429883306972e-11,1.799905344490139e-11,3.080785810278712e-19
22320,0.3100189774110183,0.31001897739297934,0.31001897739255546,0.31001897737509976,2.652675863767927e-09,2.6843224719792175e-11,2.6543579157393766e-11,1.855479209129462e-11,1.808776464382948e-11,3.0996212942313567e-19
22360,0.3100189774111078,0.310018977392984,0.3100189773925473,0.3100189773750116,1.7416729135164213e-09,2.697506944760975e-11,2.6672919685563497e-11,1.8644922675162032e-11,1.8177055792266293e-11,1.1742685669280186e-19
22400,0.31001897741119866,0.31001897739299106,0.3100189773925364,0.3100189773749222,1.1094849076348095e-09,2.7108604610051847e-11,2.680333893558232e-11,1.873513294490628e-11,1.8266473712790392e-11,1.219499362750621e-19
22440,0.310018977411291,0.31001897739299367,0.31001897739253337,0.3100189773748335,3.642504937996405e-09,2.7241731903611318e-11,2.693615669395109e-11,1.8825510378389584e-11,1.8356198512923687e-11,1.0925135795241223e-19
22480,0.31001897741138157,0.31001897739298984,0.31001897739253276,0.31001897737474227,2.240351631297087e-09,2.7374995493010954e-11,2.7069685230213828e-11,1.891628562150326e-11,1.8445926657784064e-11,2.4568907289464847e-19
22520,0.3100189774114729,0.3100189773929909,0.31001897739253076,0.3100189773746526,2.239327637131519e-09,2.7507357004948304e-11,2.7203910108531983e-11,1.9007771847063595e-11,1.8535520132753625e-11,1.9962326569266022e-19
22560,0.3100189774115634,0.31001897739299705,0.3100189773925253,0.3100189773745642,2.4136407754987554e-09,2.763855138227532e-11,2.7338327903998934e-11,1.909928043639548e-11,1.8624762867256345e-11,1.1326939284698693e-19
22600,0.3100189774116543,0.3100189773930039,0.3100189773925231,0.3100189773744781,1.1614228267746682e-09,2.7769100508469175e-11,2.747205982334187e-11,1.9190892041939125e-11,1.8713699741902946e-11,1.9703497026551222e-19
22640,0.31001897741174067,0.3100189773930028,0.3100189773925213,0.31001897737438877,2.2560813473638407e-09,2.789918354016493e-11,2.7605080165346136e-11,1.9282979450142785e-11,1.880283558228786e-11,1.823570469893337e-19
22680,0.31001897741182716,0.3100189773930037,0.3100189773925208,0.3100189773743009,3.12234915725593e-09,2.8028930282274807e-11,2.7737479557625613e-11,1.9374810283404206e-11,1.8891972827232838e-11,1.3281739119786043e-19
22720,0.31001897741191453,0.3100189773930104,0.31001897739251544,0.31001897737421413,2.639872213389325e-09,2.815950033266901e-11,2.7869124632499485e-11,1.946722839096661e-11,1.898120031402112e-11,1.7080974341205817e-19
22760,0.3100189774119997,0.3100189773930167,0.3100189773925042,0.31001897737412504,2.4763336328147373e-09,2.8290543901895556e-11,2.800043505443261e-11,1.955963747095896e-11,1.9070433274832697e-11,2.807813856345802e-19
22800,0.31001897741208584,0.3100189773930209,0.31001897739249734,0.31001897737403705,2.5017844076753197e-09,2.84223275877084e-11,2.8131418418268825e-11,1.9652490732211138e-11,1.915998546883545e-11,3.262825447002025e-19
22840,0.3100189774121745,0.3100189773930241,0.3100189773924941,0.3100189773739504,2.5666901778854756e-09,2.8555237861941275e-11,2.8262181314841213e-11,1.974581390657499e-11,1.9250121632309417e-11,2.2768001851506247e-19
22880,0.310018977412262,0.3100189773930272,0.31001897739248613,0.3100189773738612,3.0599017933123253e-09,2.8689397798379952e-11,2.8393170109881157e-11,1.9839743380882273e-11,1.93408668056765e-11,2.337795657439736e-19
22920,0.31001897741235185,0.31001897739303497,0.3100189773924753,0.3100189773737723,1.8276437433683876e-09,2.882501287388105e-11,2.852473405990034e-11,1.993397794154207e-11,1.9432167226829026e-11,3.089753744705723e-19
22960,0.3100189774124436,0.3100189773930428,0.3100189773924661,0.31001897737368295,1.589087746481356e-09,2.8962179041698133e-11,2.865759522725546e-11,2.0028416942520723e-11,1.9524371274554933e-11,2.899332089568453e-19
23000,0.31001897741253615,0.3100189773930455,0.3100189773924612,0.31001897737359146,2.0620582661612167e-09,2.910043298226225e-11,2.8791197186245826e-11,2.012295362233659e-11,1.96169889137467e-11,2.091086782724814e-19
23040,0.31001897741263007,0.3100189773930475,0.31001897739245804,0.3100189773735006,1.7259716009859535e-09,2.923879768767029e-11,2.8925671396451026e-11,2.0217643512646363e-11,1.9710104014873484e-11,1.818478475714381e-19
23080,0.3100189774127234,0.31001897739305,0.31001897739245005,0.31001897737340617,1.3300182737973056e-09,2.937830977519702e-11,2.9061938145054352e-11,2.0312720955859315e-11,1.9803778050604805e-11,3.8821234484384214e-19
23120,0.31001897741281875,0.3100189773930558,0.31001897739244316,0.31001897737331363,2.714482739999085e-09,2.951748163693934e-11,2.919936963593205e-11,2.040799611584489e-11,1.989775723522917e-11,1.8048726559039788e-19
23160,0.31001897741291423,0.3100189773930587,0.31001897739244033,0.31001897737322076,2.8873594606373277e-09,2.96569850072113e-11,2.9337867707595184e-11,2.0503676456509086e-11,1.9992432115343508e-11,1.2980404979150469e-19
23200,0.31001897741300977,0.3100189773930575,0.31001897739244005,0.31001897737312717,3.2757578270080343e-09,2.979689779309583e-11,2.947684564062019e-11,2.059917356591423e-11,2.008703282024833e-11,2.324275654672305e-19
23240,0.31001897741310713,0.31001897739306117,0.31001897739244105,0.31001897737303624,2.3690862754885264e-09,2.993599098266028e-11,2.9616559800375916e-11,2.0695097896225366e-11,2.0181670125304828e-11,2.2968500065590036e-19
23280,0.31001897741320317,0.3100189773930673,0.31001897739243656,0.3100189773729431,2.4545223415559197e-09,3.0075559290501795e-11,2.9757120763133615e-11,2.0791564657314545e-11,2.0276807393176295e-11,2.4373093291996407e-19
23320,0.31001897741329904,0.31001897739307394,0.3100189773924315,0.31001897737285006,3.439650297107539e-09,3.0215463365150214e-11,2.9897609120888993e-11,2.088910939481576e-11,2.037202494675419e-11,1.9014864422453535e-19
23360,0.31001897741339113,0.3100189773930738,0.31001897739242673,0.31001897737275463,1.8248390894928435e-09,3.035505007251649e-11,3.003778239505932e-11,2.0986388888650435e-11,2.046673595943792e-11,3.1395608687670177e-19
23400,0.31001897741348483,0.31001897739307643,0.3100189773924239,0.3100189773726618,3.0617486088786797e-09,3.049488280894016e-11,3.017709530834752e-11,2.1084956317688525e-11,2.05616414954106e-11,2.7839152507192387e-19
23440,0.31001897741357937,0.31001897739308365,0.3100189773924186,0.31001897737256995,2.2202332332178736e-09,3.0635242788987186e-11,3.0316637919397165e-11,2.1184398990265636e-11,2.0657010186230576e-11,3.741520781725755e-19
23480,0.31001897741367135,0.3100189773930909,0.31001897739240747,0.3100189773724756,2.6223534882714417e-09,3.077678605333779e-11,3.0455730444307104e-11,2.1284559307842026e-11,2.0752695881775477e-11,2.315499451309328e-19
23520,0.3100189774137635,0.31001897739309603,0.310018977392398,0.31001897737238043,3.395338606633255e-09,3.091979123507561e-11,3.0594795260673494e-11,2.138568308492084e-11,2.0849301870690072e-11,1.8676687215547792e-19
23560,0.3100189774138573,0.31001897739309947,0.3100189773923915,0.3100189773722855,1.18150336789448e-09,3.1063936040147545e-11,3.07335218118822e-11,2.1487175225778027e-11,2.0946570107771494e-11,2.561729494028132e-19
23600,0.31001897741395346,0.31001897739310486,0.310018977392384,0.3100189773721903,1.6411833717660172e-09,3.121040787224736e-11,3.08734269218975e-11,2.158792511767229e-11,2.1044078101625388e-11,1.6613945993057123e-19
23640,0.3100189774140504,0.3100189773931129,0.3100189773923722,0.31001897737209355,1.8222412134084915e-09,3.1358735526053274e-11,3.1013985649598924e-11,2.1689792632177233e-11,2.11431385547101e-11,2.3979586020684255e-19
23680,0.31001897741414913,0.3100189773931205,0.31001897739236156,0.31001897737199596,1.642577823624698e-09,3.15083737676003e-11,3.1156178290013674e-11,2.179162334344278e-11,2.1243015509998463e-11,2.6634725272284863e-19
23720,0.31001897741424844,0.31001897739312256,0.310018977392355,0.31001897737189665,2.1830878992758823e-09,3.165913424182273e-11,3.1299606661631635e-11,2.1893537927772536e-11,2.134371039904271e-11,2.509993515547464e-19
23760,0.31001897741435064,0.31001897739312373,0.31001897739235157,0.31001897737179757,2.4250523252923462e-09,3.181112214267909e-11,3.144532363467376e-11,2.199525650910933e-11,2.144493095542904e-11,2.711594955932435e-19
23800,0.31001897741445267,0.3100189773931263,0.3100189773923445,0.3100189773716959,2.5829795647223913e-09,3.1963889858395586e-11,3.159310480777097e-11,2.20973815479672e-11,2.1546902834289368e-11,1.766577366630604e-19
23840,0.3100189774145547,0.31001897739313056,0.3100189773923363,0.3100189773715933,2.754886396231664e-09,3.211595364434953e-11,3.1742589009634186e-11,2.2199788505445617e-11,2.1649656710474672e-11,3.1567067905950493e-19
23880,0.31001897741465806,0.31001897739313183,0.3100189773923315,0.31001897737149103,2.913130482463587e-09,3.226818980212885e-11,3.1892952998577506e-11,2.2302768941600182e-11,2.1752798079611784e-11,3.500118008107003e-19
23920,0.3100189774147608,0.3100189773931295,0.31001897739232925,0.3100189773713879,2.7624705709775915e-09,3.241986402318387e-11,3.204451051710896e-11,2.2406411753985826e-11,2.1855770464091525e-11,1.5897891578518536e-19
23960,0.3100189774148637,0.3100189773931296,0.31001897739232537,0.3100189773712844,1.7562927708444392e-09,3.2571675300690015e-11,3.219678295439985e-11,2.2511121195254193e-11,2.195890885672769e-11,1.7681244348959108e-19
24000,0.31001897741496465,0.3100189773931336,0.3100189773923186,0.3100189773711812,2.3557693060555632e-09,3.272245225028368e-11,3.2349271196878314e-11,2.2616474556286774e-11,2.2062107783954904e-11,1.9317308332435879e-19
24040,0.3100189774150666,0.3100189773931395,0.31001897739231277,0.3100189773710794,2.7404114102549755e-09,3.287307176688727e-11,3.250115432286328e-11,2.2722282185082152e-11,2.2164827271984552e-11,1.8653770124260206e-19
24080,0.31001897741516987,0.3100189773931433,0.31001897739231177,0.3100189773709806,1.2772819070339162e-09,3.3023034766688177e-11,3.2651924636317065e-11,2.2828598603029503e-11,2.2266997733037542e-11,2.6237220763525533e-19
24120,0.31001897741527157,0.31001897739314677,0.3100189773923095,0.31001897737088063,2.5968075907701714e-09,3.3173635367966195e-11,3.2802546825154216e-11,2.2935267513373703e-11,2.2368970413296857e-11,2.57840159088874e-19
24160,0.3100189774153713,0.31001897739315293,0.3100189773923023,0.31001897737078027,3.2563643399737614e-09,3.332443068808384e-11,3.295211869143191e-11,2.304244083081818e-11,2.247097524867814e-11,3.7500058013167206e-19
24200,0.3100189774154717,0.31001897739316264,0.31001897739229345,0.3100189773706821,2.4815014155493426e-09,3.347575828305277e-11,3.310039742164365e-11,2.3149937207472596e-11,2.2573634290358218e-11,2.4589173524306896e-19
24240,0.3100189774155714,0.3100189773931693,0.31001897739228595,0.3100189773705824,1.9641747933877388e-09,3.362858435722858e-11,3.3248342663930736e-11,2.3257962863617426e-11,2.267685650909339e-11,4.2618901281705114e-19
24280,0.3100189774156731,0.3100189773931738,0.3100189773922801,0.31001897737048206,2.5678451727064892e-09,3.378385261991086e-11,3.339629160617194e-11,2.3365948217415095e-11,2.2780695386286808e-11,3.770790554276375e-19
24320,0.31001897741577705,0.31001897739318096,0.3100189773922735,0.3100189773703818,2.6592020809543996e-09,3.3941188810659465e-11,3.354525016204389e-11,2.3474571152097314e-11,2.2885417812916205e-11,2.6666373951681517e-19
24360,0.31001897741588097,0.3100189773931882,0.31001897739226214,0.3100189773702782,1.6717853768236703e-09,3.4100400481889073e-11,3.3695236592283284e-11,2.3583096181450127e-11,2.2991144616027533e-11,2.270080701492626e-19
24400,0.3100189774159876,0.3100189773931964,0.3100189773922531,0.31001897737017403,2.961944917603303e-09,3.426115546740564e-11,3.3847453080668154e-11,2.3692150723575893e-11,2.3097819668817538e-11,3.9285140640440357e-19
24440,0.3100189774160963,0.31001897739320083,0.3100189773922505,0.31001897737007045,2.070232167387921e-09,3.442246567168038e-11,3.400099134510331e-11,2.380061013378856e-11,2.320513906739956e-11,2.1279928897025658e-19
24480,0.31001897741620577,0.31001897739320233,0.3100189773922469,0.31001897736996425,3.4316476720603605e-09,3.458502602479556e-11,3.4157065106577886e-11,2.3909507376020494e-11,2.331356557636327e-11,3.339410270311895e-19
24520,0.31001897741631573,0.31001897739320594,0.31001897739224116,0.31001897736985645,4.192615588221919e-09,3.474763355469688e-11,3.431491158198032e-11,2.401892793377437e-11,2.3422463961624347e-11,4.2705421480702223e-19
