idx,i,j,d,family,theta_deg,a,b,r
0,0,1,1,0,0,3.9840953644479787e-02,0.0000000000000000e+00,3.9840953644479787e-02
1,0,2,2,0,0,3.9840953644479787e-02,0.0000000000000000e+00,3.9840953644479787e-02
2,0,3,3,0,0,3.9840953644479787e-02,0.0000000000000000e+00,3.9840953644479787e-02
3,0,4,4,0,0,3.9840953644479787e-02,0.0000000000000000e+00,3.9840953644479787e-02
4,0,5,5,0,0,3.9840953644479787e-02,0.0000000000000000e+00,3.9840953644479787e-02
5,0,6,6,0,0,3.9840953644479787e-02,0.0000000000000000e+00,3.9840953644479787e-02
6,0,7,7,0,0,3.9840953644479787e-02,0.0000000000000000e+00,3.9840953644479787e-02
7,0,8,8,0,0,3.9840953644479787e-02,0.0000000000000000e+00,3.9840953644479787e-02
8,0,9,9,0,0,3.9840953644479787e-02,0.0000000000000000e+00,3.9840953644479787e-02
9,0,10,10,1,90,2.4395548177845125e-18,3.9840953644479787e-02,3.9840953644479787e-02
10,0,11,11,1,90,2.4395548177845125e-18,3.9840953644479787e-02,3.9840953644479787e-02
11,0,12,12,1,90,2.4395548177845125e-18,3.9840953644479787e-02,3.9840953644479787e-02
12,0,13,13,1,90,2.4395548177845125e-18,3.9840953644479787e-02,3.9840953644479787e-02
13,0,14,14,1,90,2.4395548177845125e-18,3.9840953644479787e-02,3.9840953644479787e-02
14,0,15,15,1,90,2.4395548177845125e-18,3.9840953644479787e-02,3.9840953644479787e-02
15,0,16,16,1,90,2.4395548177845125e-18,3.9840953644479787e-02,3.9840953644479787e-02
16,0,17,17,1,90,2.4395548177845125e-18,3.9840953644479787e-02,3.9840953644479787e-02
17,0,18,18,1,90,2.4395548177845125e-18,3.9840953644479787e-02,3.9840953644479787e-02
18,0,19,17,1,90,2.4395548177845125e-18,3.9840953644479787e-02,3.9840953644479787e-02
19,0,20,16,1,90,2.4395548177845125e-18,3.9840953644479787e-02,3.9840953644479787e-02
20,0,21,15,1,90,2.4395548177845125e-18,3.9840953644479787e-02,3.9840953644479787e-02
21,0,22,14,1,90,2.4395548177845125e-18,3.9840953644479787e-02,3.9840953644479787e-02
22,0,23,13,1,90,2.4395548177845125e-18,3.9840953644479787e-02,3.9840953644479787e-02
23,0,24,12,1,90,2.4395548177845125e-18,3.9840953644479787e-02,3.9840953644479787e-02
24,0,25,11,1,90,2.4395548177845125e-18,3.9840953644479787e-02,3.9840953644479787e-02
25,0,26,10,1,90,2.4395548177845125e-18,3.9840953644479787e-02,3.9840953644479787e-02
26,0,27,9,0,0,3.9840953644479787e-02,0.0000000000000000e+00,3.9840953644479787e-02
27,0,28,8,0,0,3.9840953644479787e-02,0.0000000000000000e+00,3.9840953644479787e-02
28,0,29,7,0,0,3.9840953644479787e-02,0.0000000000000000e+00,3.9840953644479787e-02
29,0,30,6,0,0,3.9840953644479787e-02,0.0000000000000000e+00,3.9840953644479787e-02
