idx,i,j,d,family,theta_deg,a,b,r
0,0,1,1,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
1,0,2,2,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
2,0,3,3,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
3,0,4,4,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
4,0,5,5,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
5,0,6,6,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
6,0,7,7,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
7,0,8,8,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
8,0,9,9,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
9,0,10,10,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
10,0,11,11,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
11,0,12,10,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
12,0,13,9,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
13,0,14,8,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
14,0,15,7,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
15,0,16,6,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
16,0,17,5,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
17,0,18,4,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
18,0,19,3,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
19,0,20,2,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
20,0,21,1,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
21,1,2,1,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
22,1,3,2,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
23,1,4,3,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
24,1,5,4,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
25,1,6,5,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
26,1,7,6,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
27,1,8,7,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
28,1,9,8,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
29,1,10,9,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
30,1,11,10,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
31,1,12,11,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
32,1,13,10,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
33,1,14,9,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
34,1,15,8,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
35,1,16,7,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
36,1,17,6,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
37,1,18,5,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
38,1,19,4,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
39,1,20,3,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
40,1,21,2,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
41,2,3,1,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
42,2,4,2,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
43,2,5,3,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
44,2,6,4,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
45,2,7,5,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
46,2,8,6,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
47,2,9,7,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
48,2,10,8,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
49,2,11,9,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
50,2,12,10,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
51,2,13,11,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
52,2,14,10,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
53,2,15,9,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
54,2,16,8,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
55,2,17,7,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
56,2,18,6,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
57,2,19,5,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
58,2,20,4,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
59,2,21,3,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
60,3,4,1,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
61,3,5,2,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
62,3,6,3,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
63,3,7,4,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
64,3,8,5,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
65,3,9,6,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
66,3,10,7,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
67,3,11,8,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
68,3,12,9,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
69,3,13,10,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
70,3,14,11,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
71,3,15,10,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
72,3,16,9,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
73,3,17,8,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
74,3,18,7,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
75,3,19,6,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
76,3,20,5,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
77,3,21,4,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
78,4,5,1,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
79,4,6,2,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
80,4,7,3,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
81,4,8,4,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
82,4,9,5,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
83,4,10,6,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
84,4,11,7,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
85,4,12,8,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
86,4,13,9,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
87,4,14,10,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
88,4,15,11,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
89,4,16,10,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
90,4,17,9,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
91,4,18,8,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
92,4,19,7,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
93,4,20,6,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
94,4,21,5,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
95,5,6,1,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
96,5,7,2,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
97,5,8,3,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
98,5,9,4,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
99,5,10,5,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
100,5,11,6,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
101,5,12,7,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
102,5,13,8,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
103,5,14,9,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
104,5,15,10,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
105,5,16,11,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
106,5,17,10,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
107,5,18,9,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
108,5,19,8,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
109,5,20,7,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
110,5,21,6,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
111,6,7,1,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
112,6,8,2,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
113,6,9,3,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
114,6,10,4,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
115,6,11,5,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
116,6,12,6,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
117,6,13,7,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
118,6,14,8,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
119,6,15,9,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
120,6,16,10,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
121,6,17,11,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
122,6,18,10,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
123,6,19,9,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
124,6,20,8,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
125,6,21,7,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
126,7,8,1,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
127,7,9,2,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
128,7,10,3,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
129,7,11,4,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
130,7,12,5,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
131,7,13,6,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
132,7,14,7,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
133,7,15,8,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
134,7,16,9,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
135,7,17,10,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
136,7,18,11,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
137,7,19,10,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
138,7,20,9,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
139,7,21,8,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
140,8,9,1,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
141,8,10,2,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
142,8,11,3,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
143,8,12,4,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
144,8,13,5,0,0,6.5653216429861272e-02,0.0000000000000000e+00,6.5653216429861272e-02
145,8,14,6,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
146,8,15,7,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
147,8,16,8,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
148,8,17,9,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
149,8,18,10,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
150,8,19,11,1,90,4.0375409308220850e-18,6.5938047339578698e-02,6.5938047339578698e-02
