idx,i,j,d,family,theta_deg,a,b,r
0,0,1,1,0,0,2.5000000000000000e-01,0.0000000000000000e+00,2.5000000000000000e-01
1,0,2,2,0,0,2.5000000000000000e-01,0.0000000000000000e+00,2.5000000000000000e-01
2,0,3,3,1,90,1.6365031222209850e-17,2.6726124191242440e-01,2.6726124191242440e-01
3,0,4,2,0,0,2.5000000000000000e-01,0.0000000000000000e+00,2.5000000000000000e-01
4,0,5,1,0,0,2.5000000000000000e-01,0.0000000000000000e+00,2.5000000000000000e-01
5,1,2,1,0,0,2.5000000000000000e-01,0.0000000000000000e+00,2.5000000000000000e-01
6,1,3,2,1,90,1.6365031222209850e-17,2.6726124191242440e-01,2.6726124191242440e-01
7,1,4,3,1,90,1.6365031222209850e-17,2.6726124191242440e-01,2.6726124191242440e-01
8,1,5,2,1,90,1.6365031222209850e-17,2.6726124191242440e-01,2.6726124191242440e-01
9,2,3,1,0,0,2.5000000000000000e-01,0.0000000000000000e+00,2.5000000000000000e-01
10,2,4,2,1,90,1.6365031222209850e-17,2.6726124191242440e-01,2.6726124191242440e-01
11,2,5,3,1,90,1.6365031222209850e-17,2.6726124191242440e-01,2.6726124191242440e-01
12,3,4,1,0,0,2.5000000000000000e-01,0.0000000000000000e+00,2.5000000000000000e-01
13,3,5,2,1,90,1.6365031222209850e-17,2.6726124191242440e-01,2.6726124191242440e-01
14,4,5,1,0,0,2.5000000000000000e-01,0.0000000000000000e+00,2.5000000000000000e-01
