idx,i,j,d,family,theta_deg,a,b,r
56,2,8,6,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
57,2,9,7,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
58,2,10,8,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
59,2,11,9,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
60,2,12,10,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
61,2,13,11,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
62,2,14,12,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
63,2,15,13,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
64,2,16,13,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
65,2,17,12,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
66,2,18,11,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
67,2,19,10,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
68,2,20,9,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
69,2,21,8,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
70,2,22,7,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
71,2,23,6,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
72,2,24,5,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
73,2,25,4,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
74,2,26,3,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
75,3,4,1,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
76,3,5,2,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
77,3,6,3,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
78,3,7,4,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
79,3,8,5,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
80,3,9,6,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
81,3,10,7,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
82,3,11,8,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
83,3,12,9,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
84,3,13,10,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
85,3,14,11,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
86,3,15,12,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
87,3,16,13,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
88,3,17,13,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
89,3,18,12,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
90,3,19,11,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
91,3,20,10,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
92,3,21,9,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
93,3,22,8,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
94,3,23,7,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
95,3,24,6,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
96,3,25,5,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
97,3,26,4,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
98,4,5,1,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
99,4,6,2,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
100,4,7,3,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
101,4,8,4,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
102,4,9,5,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
103,4,10,6,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
104,4,11,7,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
105,4,12,8,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
106,4,13,9,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
107,4,14,10,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
108,4,15,11,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
109,4,16,12,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
110,4,17,13,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
111,4,18,13,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
112,4,19,12,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
113,4,20,11,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
114,4,21,10,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
115,4,22,9,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
116,4,23,8,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
117,4,24,7,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
118,4,25,6,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
119,4,26,5,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
120,5,6,1,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
121,5,7,2,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
122,5,8,3,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
123,5,9,4,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
124,5,10,5,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
125,5,11,6,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
126,5,12,7,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
127,5,13,8,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
128,5,14,9,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
129,5,15,10,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
130,5,16,11,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
131,5,17,12,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
132,5,18,13,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
133,5,19,13,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
134,5,20,12,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
135,5,21,11,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
136,5,22,10,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
137,5,23,9,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
138,5,24,8,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
139,5,25,7,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
140,5,26,6,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
141,6,7,1,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
142,6,8,2,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
143,6,9,3,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
144,6,10,4,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
145,6,11,5,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
146,6,12,6,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
147,6,13,7,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
148,6,14,8,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
149,6,15,9,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
150,6,16,10,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
151,6,17,11,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
152,6,18,12,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
153,6,19,13,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
154,6,20,13,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
155,6,21,12,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
156,6,22,11,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
157,6,23,10,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
158,6,24,9,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
159,6,25,8,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
160,6,26,7,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
161,7,8,1,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
162,7,9,2,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
163,7,10,3,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
164,7,11,4,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
165,7,12,5,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
166,7,13,6,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
167,7,14,7,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
168,7,15,8,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
169,7,16,9,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
170,7,17,10,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
171,7,18,11,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
172,7,19,12,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
173,7,20,13,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
174,7,21,13,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
175,7,22,12,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
176,7,23,11,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
177,7,24,10,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
178,7,25,9,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
179,7,26,8,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
180,8,9,1,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
181,8,10,2,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
182,8,11,3,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
183,8,12,4,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
184,8,13,5,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
185,8,14,6,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
186,8,15,7,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
187,8,16,8,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
188,8,17,9,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
189,8,18,10,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
190,8,19,11,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
191,8,20,12,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
192,8,21,13,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
193,8,22,13,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
194,8,23,12,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
195,8,24,11,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
196,8,25,10,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
197,8,26,9,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
198,9,10,1,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
199,9,11,2,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
200,9,12,3,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
201,9,13,4,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
202,9,14,5,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
203,9,15,6,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
204,9,16,7,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
205,9,17,8,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
206,9,18,9,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
207,9,19,10,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
208,9,20,11,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
209,9,21,12,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
210,9,22,13,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
211,9,23,13,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
212,9,24,12,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
213,9,25,11,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
214,9,26,10,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
215,10,11,1,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
216,10,12,2,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
217,10,13,3,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
218,10,14,4,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
219,10,15,5,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
220,10,16,6,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
221,10,17,7,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
222,10,18,8,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
223,10,19,9,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
224,10,20,10,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
225,10,21,11,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
226,10,22,12,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
227,10,23,13,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
228,10,24,13,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
229,10,25,12,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
230,10,26,11,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
231,11,12,1,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
232,11,13,2,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
233,11,14,3,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
234,11,15,4,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
235,11,16,5,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
236,11,17,6,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
237,11,18,7,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
238,11,19,8,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
239,11,20,9,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
240,11,21,10,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
241,11,22,11,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
242,11,23,12,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
243,11,24,13,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
244,11,25,13,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
245,11,26,12,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
246,12,13,1,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
247,12,14,2,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
248,12,15,3,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
249,12,16,4,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
250,12,17,5,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
251,12,18,6,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
252,12,19,7,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
253,12,20,8,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
254,12,21,9,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
255,12,22,10,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
256,12,23,11,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
257,12,24,12,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
258,12,25,13,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
259,12,26,13,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
260,13,14,1,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
261,13,15,2,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
262,13,16,3,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
263,13,17,4,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
264,13,18,5,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
265,13,19,6,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
266,13,20,7,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
267,13,21,8,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
268,13,22,9,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
269,13,23,10,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
270,13,24,11,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
271,13,25,12,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
272,13,26,13,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
273,14,15,1,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
274,14,16,2,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
275,14,17,3,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
276,14,18,4,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
277,14,19,5,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
278,14,20,6,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
279,14,21,7,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
280,14,22,8,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
281,14,23,9,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
282,14,24,10,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
283,14,25,11,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
284,14,26,12,1,90,3.2730062444419698e-18,5.3452248382484878e-02,5.3452248382484878e-02
285,15,16,1,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
286,15,17,2,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
287,15,18,3,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
288,15,19,4,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
289,15,20,5,0,0,5.3300179088902611e-02,0.0000000000000000e+00,5.3300179088902611e-02
