idx,i,j,d,family,theta_deg,a,b,r
0,0,1,1,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
1,0,2,2,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
2,0,3,3,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
3,0,4,4,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
4,0,5,5,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
5,0,6,6,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
6,0,7,7,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
7,0,8,8,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
8,0,9,7,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
9,0,10,6,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
10,0,11,5,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
11,0,12,4,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
12,0,13,3,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
13,0,14,2,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
14,0,15,1,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
15,1,2,1,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
16,1,3,2,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
17,1,4,3,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
18,1,5,4,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
19,1,6,5,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
20,1,7,6,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
21,1,8,7,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
22,1,9,8,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
23,1,10,7,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
24,1,11,6,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
25,1,12,5,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
26,1,13,4,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
27,1,14,3,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
28,1,15,2,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
29,2,3,1,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
30,2,4,2,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
31,2,5,3,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
32,2,6,4,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
33,2,7,5,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
34,2,8,6,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
35,2,9,7,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
36,2,10,8,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
37,2,11,7,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
38,2,12,6,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
39,2,13,5,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
40,2,14,4,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
41,2,15,3,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
42,3,4,1,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
43,3,5,2,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
44,3,6,3,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
45,3,7,4,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
46,3,8,5,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
47,3,9,6,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
48,3,10,7,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
49,3,11,8,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
50,3,12,7,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
51,3,13,6,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
52,3,14,5,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
53,3,15,4,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
54,4,5,1,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
55,4,6,2,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
56,4,7,3,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
57,4,8,4,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
58,4,9,5,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
59,4,10,6,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
60,4,11,7,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
61,4,12,8,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
62,4,13,7,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
63,4,14,6,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
64,4,15,5,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
65,5,6,1,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
66,5,7,2,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
67,5,8,3,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
68,5,9,4,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
69,5,10,5,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
70,5,11,6,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
71,5,12,7,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
72,5,13,8,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
73,5,14,7,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
74,5,15,6,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
75,6,7,1,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
76,6,8,2,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
77,6,9,3,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
78,6,10,4,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
79,6,11,5,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
80,6,12,6,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
81,6,13,7,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
82,6,14,8,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
83,6,15,7,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
84,7,8,1,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
85,7,9,2,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
86,7,10,3,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
87,7,11,4,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
88,7,12,5,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
89,7,13,6,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
90,7,14,7,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
91,7,15,8,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
92,8,9,1,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
93,8,10,2,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
94,8,11,3,0,0,9.1287092917527679e-02,0.0000000000000000e+00,9.1287092917527679e-02
95,8,12,4,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
96,8,13,5,1,90,5.5897223072458647e-18,9.1287092917527679e-02,9.1287092917527679e-02
