idx,i,j,d,family,theta_deg,a,b,r
0,0,1,1,2,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
1,0,2,2,2,120.0,-2.7735009811261445e-02,4.8038446141526144e-02,5.5470019622522911e-02
2,0,3,3,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
3,0,4,4,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
4,0,5,5,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
5,0,6,6,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
6,0,7,7,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
7,0,8,8,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
8,0,9,9,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
9,0,10,10,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
10,0,11,11,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
11,0,12,12,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
12,0,13,13,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
13,0,14,12,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
14,0,15,11,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
15,0,16,10,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
16,0,17,9,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
17,0,18,8,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
18,0,19,7,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
19,0,20,6,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
20,0,21,5,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
21,0,22,4,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
22,0,23,3,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
23,0,24,2,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
24,0,25,1,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
25,1,2,1,2,60.0,2.7735009811261462e-02,4.8038446141526137e-02,5.5470019622522911e-02
26,1,3,2,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
27,1,4,3,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
28,1,5,4,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
29,1,6,5,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
30,1,7,6,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
31,1,8,7,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
32,1,9,8,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
33,1,10,9,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
34,1,11,10,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
35,1,12,11,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
36,1,13,12,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
37,1,14,13,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
38,1,15,12,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
39,1,16,11,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
40,1,17,10,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
41,1,18,9,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
42,1,19,8,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
43,1,20,7,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
44,1,21,6,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
45,1,22,5,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
46,1,23,4,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
47,1,24,3,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
48,1,25,2,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
49,2,3,1,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
50,2,4,2,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
51,2,5,3,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
52,2,6,4,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
53,2,7,5,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
54,2,8,6,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
55,2,9,7,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
56,2,10,8,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
57,2,11,9,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
58,2,12,10,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
59,2,13,11,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
60,2,14,12,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
61,2,15,13,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
62,2,16,12,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
63,2,17,11,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
64,2,18,10,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
65,2,19,9,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
66,2,20,8,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
67,2,21,7,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
68,2,22,6,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
69,2,23,5,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
70,2,24,4,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
71,2,25,3,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
72,3,4,1,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
73,3,5,2,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
74,3,6,3,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
75,3,7,4,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
76,3,8,5,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
77,3,9,6,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
78,3,10,7,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
79,3,11,8,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
80,3,12,9,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
81,3,13,10,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
82,3,14,11,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
83,3,15,12,1,90.0,3.3965590989681777e-18,5.5470019622522911e-02,5.5470019622522911e-02
84,3,16,13,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
85,3,17,12,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
86,3,18,11,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
87,3,19,10,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
88,3,20,9,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
89,3,21,8,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
90,3,22,7,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
91,3,23,6,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
92,3,24,5,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
93,3,25,4,0,0.0,5.5470019622522911e-02,0.0000000000000000e+00,5.5470019622522911e-02
