idx,i,j,d,family,theta_deg,a,b,r
0,0,1,1,2,0.0,4.7946330148538413e-02,0.0000000000000000e+00,4.7946330148538413e-02
1,0,2,2,2,120.0,-2.3973165074269200e-02,4.1522739926869986e-02,4.7946330148538413e-02
2,0,3,3,1,90.0,2.9358659873634906e-18,4.7946330148538413e-02,4.7946330148538413e-02
3,0,4,4,1,90.0,2.9358659873634906e-18,4.7946330148538413e-02,4.7946330148538413e-02
4,0,5,5,1,90.0,2.9358659873634906e-18,4.7946330148538413e-02,4.7946330148538413e-02
5,0,6,6,1,90.0,2.9358659873634906e-18,4.7946330148538413e-02,4.7946330148538413e-02
6,0,7,7,1,90.0,2.9358659873634906e-18,4.7946330148538413e-02,4.7946330148538413e-02
7,0,8,8,1,90.0,2.9358659873634906e-18,4.7946330148538413e-02,4.7946330148538413e-02
8,0,9,9,1,90.0,2.9358659873634906e-18,4.7946330148538413e-02,4.7946330148538413e-02
9,0,10,10,1,90.0,2.9358659873634906e-18,4.7946330148538413e-02,4.7946330148538413e-02
10,0,11,11,1,90.0,2.9358659873634906e-18,4.7946330148538413e-02,4.7946330148538413e-02
11,0,12,12,1,90.0,2.9358659873634906e-18,4.7946330148538413e-02,4.7946330148538413e-02
12,0,13,13,1,90.0,2.9358659873634906e-18,4.7946330148538413e-02,4.7946330148538413e-02
13,0,14,14,1,90.0,2.9358659873634906e-18,4.7946330148538413e-02,4.7946330148538413e-02
14,0,15,15,1,90.0,2.9358659873634906e-18,4.7946330148538413e-02,4.7946330148538413e-02
15,0,16,14,0,0.0,4.7946330148538413e-02,0.0000000000000000e+00,4.7946330148538413e-02
16,0,17,13,0,0.0,4.7946330148538413e-02,0.0000000000000000e+00,4.7946330148538413e-02
17,0,18,12,0,0.0,4.7946330148538413e-02,0.0000000000000000e+00,4.7946330148538413e-02
18,0,19,11,0,0.0,4.7946330148538413e-02,0.0000000000000000e+00,4.7946330148538413e-02
19,0,20,10,0,0.0,4.7946330148538413e-02,0.0000000000000000e+00,4.7946330148538413e-02
20,0,21,9,0,0.0,4.7946330148538413e-02,0.0000000000000000e+00,4.7946330148538413e-02
21,0,22,8,0,0.0,4.7946330148538413e-02,0.0000000000000000e+00,4.7946330148538413e-02
22,0,23,7,0,0.0,4.7946330148538413e-02,0.0000000000000000e+00,4.7946330148538413e-02
23,0,24,6,0,0.0,4.7946330148538413e-02,0.0000000000000000e+00,4.7946330148538413e-02
