idx,i,j,d,family,theta_deg,a,b,r
0,0,1,1,2,0.0,1.4907119849998599e-01,0.0000000000000000e+00,1.4907119849998599e-01
1,0,2,2,2,120.0,-7.4535599249992965e-02,1.2909944487358058e-01,1.4907119849998599e-01
2,0,3,3,1,90.0,9.1279783044033776e-18,1.4907119849998599e-01,1.4907119849998599e-01
3,0,4,4,1,90.0,9.1279783044033776e-18,1.4907119849998599e-01,1.4907119849998599e-01
4,0,5,5,1,90.0,9.1279783044033776e-18,1.4907119849998599e-01,1.4907119849998599e-01
5,0,6,4,0,0.0,1.4907119849998599e-01,0.0000000000000000e+00,1.4907119849998599e-01
6,0,7,3,0,0.0,1.4907119849998599e-01,0.0000000000000000e+00,1.4907119849998599e-01
7,0,8,2,0,0.0,1.4907119849998599e-01,0.0000000000000000e+00,1.4907119849998599e-01
8,0,9,1,0,0.0,1.4907119849998599e-01,0.0000000000000000e+00,1.4907119849998599e-01
9,1,2,1,2,60.0,7.4535599249993006e-02,1.2909944487358055e-01,1.4907119849998599e-01
10,1,3,2,1,90.0,9.1279783044033776e-18,1.4907119849998599e-01,1.4907119849998599e-01
11,1,4,3,1,90.0,9.1279783044033776e-18,1.4907119849998599e-01,1.4907119849998599e-01
12,1,5,4,1,90.0,9.1279783044033776e-18,1.4907119849998599e-01,1.4907119849998599e-01
13,1,6,5,0,0.0,1.4907119849998599e-01,0.0000000000000000e+00,1.4907119849998599e-01
14,1,7,4,0,0.0,1.4907119849998599e-01,0.0000000000000000e+00,1.4907119849998599e-01
15,1,8,3,0,0.0,1.4907119849998599e-01,0.0000000000000000e+00,1.4907119849998599e-01
16,1,9,2,0,0.0,1.4907119849998599e-01,0.0000000000000000e+00,1.4907119849998599e-01
17,2,3,1,1,90.0,9.1279783044033776e-18,1.4907119849998599e-01,1.4907119849998599e-01
18,2,4,2,1,90.0,9.1279783044033776e-18,1.4907119849998599e-01,1.4907119849998599e-01
19,2,5,3,1,90.0,9.1279783044033776e-18,1.4907119849998599e-01,1.4907119849998599e-01
20,2,6,4,1,90.0,9.1279783044033776e-18,1.4907119849998599e-01,1.4907119849998599e-01
21,2,7,5,1,90.0,9.1279783044033776e-18,1.4907119849998599e-01,1.4907119849998599e-01
22,2,8,4,0,0.0,1.4907119849998599e-01,0.0000000000000000e+00,1.4907119849998599e-01
23,2,9,3,0,0.0,1.4907119849998599e-01,0.0000000000000000e+00,1.4907119849998599e-01
24,3,4,1,0,0.0,1.4907119849998599e-01,0.0000000000000000e+00,1.4907119849998599e-01
25,3,5,2,0,0.0,1.4907119849998599e-01,0.0000000000000000e+00,1.4907119849998599e-01
26,3,6,3,1,90.0,9.1279783044033776e-18,1.4907119849998599e-01,1.4907119849998599e-01
27,3,7,4,1,90.0,9.1279783044033776e-18,1.4907119849998599e-01,1.4907119849998599e-01
28,3,8,5,0,0.0,1.4907119849998599e-01,0.0000000000000000e+00,1.4907119849998599e-01
29,3,9,4,0,0.0,1.4907119849998599e-01,0.0000000000000000e+00,1.4907119849998599e-01
30,4,5,1,1,90.0,9.1279783044033776e-18,1.4907119849998599e-01,1.4907119849998599e-01
31,4,6,2,1,90.0,9.1279783044033776e-18,1.4907119849998599e-01,1.4907119849998599e-01
32,4,7,3,0,0.0,1.4907119849998599e-01,0.0000000000000000e+00,1.4907119849998599e-01
33,4,8,4,1,90.0,9.1279783044033776e-18,1.4907119849998599e-01,1.4907119849998599e-01
34,4,9,5,1,90.0,9.1279783044033776e-18,1.4907119849998599e-01,1.4907119849998599e-01
35,5,6,1,0,0.0,1.4907119849998599e-01,0.0000000000000000e+00,1.4907119849998599e-01
36,5,7,2,0,0.0,1.4907119849998599e-01,0.0000000000000000e+00,1.4907119849998599e-01
37,5,8,3,1,90.0,9.1279783044033776e-18,1.4907119849998599e-01,1.4907119849998599e-01
38,5,9,4,0,0.0,1.4907119849998599e-01,0.0000000000000000e+00,1.4907119849998599e-01
39,6,7,1,1,90.0,9.1279783044033776e-18,1.4907119849998599e-01,1.4907119849998599e-01
40,6,8,2,1,90.0,9.1279783044033776e-18,1.4907119849998599e-01,1.4907119849998599e-01
41,6,9,3,0,0.0,1.4907119849998599e-01,0.0000000000000000e+00,1.4907119849998599e-01
42,7,8,1,0,0.0,1.4907119849998599e-01,0.0000000000000000e+00,1.4907119849998599e-01
43,7,9,2,0,0.0,1.4907119849998599e-01,0.0000000000000000e+00,1.4907119849998599e-01
44,8,9,1,1,90.0,9.1279783044033776e-18,1.4907119849998599e-01,1.4907119849998599e-01
