idx,i,j,d,family,theta_deg,a,b,r
0,0,1,1,0,0,7.2547625011001163e-02,0.0000000000000000e+00,7.2547625011001163e-02
1,0,2,2,0,0,7.2547625011001163e-02,0.0000000000000000e+00,7.2547625011001163e-02
2,0,3,3,0,0,7.2547625011001163e-02,0.0000000000000000e+00,7.2547625011001163e-02
3,0,4,4,0,0,7.2547625011001163e-02,0.0000000000000000e+00,7.2547625011001163e-02
4,0,5,5,0,0,7.2547625011001163e-02,0.0000000000000000e+00,7.2547625011001163e-02
5,0,6,6,1,90,4.4422608377732520e-18,7.2547625011001163e-02,7.2547625011001163e-02
6,0,7,7,1,90,4.4422608377732520e-18,7.2547625011001163e-02,7.2547625011001163e-02
7,0,8,8,1,90,4.4422608377732520e-18,7.2547625011001163e-02,7.2547625011001163e-02
8,0,9,9,1,90,4.4422608377732520e-18,7.2547625011001163e-02,7.2547625011001163e-02
9,0,10,10,1,90,4.4422608377732520e-18,7.2547625011001163e-02,7.2547625011001163e-02
10,0,11,9,1,90,4.4422608377732520e-18,7.2547625011001163e-02,7.2547625011001163e-02
11,0,12,8,1,90,4.4422608377732520e-18,7.2547625011001163e-02,7.2547625011001163e-02
12,0,13,7,1,90,4.4422608377732520e-18,7.2547625011001163e-02,7.2547625011001163e-02
13,0,14,6,1,90,4.4422608377732520e-18,7.2547625011001163e-02,7.2547625011001163e-02
14,0,15,5,0,0,7.2547625011001163e-02,0.0000000000000000e+00,7.2547625011001163e-02
15,0,16,4,0,0,7.2547625011001163e-02,0.0000000000000000e+00,7.2547625011001163e-02
16,0,17,3,0,0,7.2547625011001163e-02,0.0000000000000000e+00,7.2547625011001163e-02
17,0,18,2,0,0,7.2547625011001163e-02,0.0000000000000000e+00,7.2547625011001163e-02
18,0,19,1,0,0,7.2547625011001163e-02,0.0000000000000000e+00,7.2547625011001163e-02
19,1,2,1,0,0,7.2547625011001163e-02,0.0000000000000000e+00,7.2547625011001163e-02
20,1,3,2,0,0,7.2547625011001163e-02,0.0000000000000000e+00,7.2547625011001163e-02
21,1,4,3,0,0,7.2547625011001163e-02,0.0000000000000000e+00,7.2547625011001163e-02
22,1,5,4,0,0,7.2547625011001163e-02,0.0000000000000000e+00,7.2547625011001163e-02
23,1,6,5,0,0,7.2547625011001163e-02,0.0000000000000000e+00,7.2547625011001163e-02
24,1,7,6,1,90,4.4422608377732520e-18,7.2547625011001163e-02,7.2547625011001163e-02
25,1,8,7,1,90,4.4422608377732520e-18,7.2547625011001163e-02,7.2547625011001163e-02
26,1,9,8,1,90,4.4422608377732520e-18,7.2547625011001163e-02,7.2547625011001163e-02
27,1,10,9,1,90,4.4422608377732520e-18,7.2547625011001163e-02,7.2547625011001163e-02
28,1,11,10,1,90,4.4422608377732520e-18,7.2547625011001163e-02,7.2547625011001163e-02
29,1,12,9,1,90,4.4422608377732520e-18,7.2547625011001163e-02,7.2547625011001163e-02
30,1,13,8,1,90,4.4422608377732520e-18,7.2547625011001163e-02,7.2547625011001163e-02
31,1,14,7,1,90,4.4422608377732520e-18,7.2547625011001163e-02,7.2547625011001163e-02
32,1,15,6,1,90,4.4422608377732520e-18,7.2547625011001163e-02,7.2547625011001163e-02
33,1,16,5,0,0,7.2547625011001163e-02,0.0000000000000000e+00,7.2547625011001163e-02
34,1,17,4,0,0,7.2547625011001163e-02,0.0000000000000000e+00,7.2547625011001163e-02
35,1,18,3,0,0,7.2547625011001163e-02,0.0000000000000000e+00,7.2547625011001163e-02
36,1,19,2,0,0,7.2547625011001163e-02,0.0000000000000000e+00,7.2547625011001163e-02
37,2,3,1,0,0,7.2547625011001163e-02,0.0000000000000000e+00,7.2547625011001163e-02
38,2,4,2,0,0,7.2547625011001163e-02,0.0000000000000000e+00,7.2547625011001163e-02
39,2,5,3,0,0,7.2547625011001163e-02,0.0000000000000000e+00,7.2547625011001163e-02
40,2,6,4,0,0,7.2547625011001163e-02,0.0000000000000000e+00,7.2547625011001163e-02
41,2,7,5,0,0,7.2547625011001163e-02,0.0000000000000000e+00,7.2547625011001163e-02
42,2,8,6,1,90,4.4422608377732520e-18,7.2547625011001163e-02,7.2547625011001163e-02
43,2,9,7,1,90,4.4422608377732520e-18,7.2547625011001163e-02,7.2547625011001163e-02
44,2,10,8,1,90,4.4422608377732520e-18,7.2547625011001163e-02,7.2547625011001163e-02
45,2,11,9,1,90,4.4422608377732520e-18,7.2547625011001163e-02,7.2547625011001163e-02
