idx,i,j,d,family,theta_deg,a,b,r
0,0,1,1,0,0.0,3.1622776601683794e-01,0.0000000000000000e+00,3.1622776601683794e-01
1,0,2,2,1,90.0,1.9363366072701937e-17,3.1622776601683794e-01,3.1622776601683794e-01
2,0,3,2,1,90.0,1.9363366072701937e-17,3.1622776601683794e-01,3.1622776601683794e-01
3,0,4,1,0,0.0,3.1622776601683794e-01,0.0000000000000000e+00,3.1622776601683794e-01
4,1,2,1,0,0.0,3.1622776601683794e-01,0.0000000000000000e+00,3.1622776601683794e-01
5,1,3,2,1,90.0,1.9363366072701937e-17,3.1622776601683794e-01,3.1622776601683794e-01
6,1,4,2,1,90.0,1.9363366072701937e-17,3.1622776601683794e-01,3.1622776601683794e-01
7,2,3,1,0,0.0,3.1622776601683794e-01,0.0000000000000000e+00,3.1622776601683794e-01
8,2,4,2,1,90.0,1.9363366072701937e-17,3.1622776601683794e-01,3.1622776601683794e-01
9,3,4,1,0,0.0,3.1622776601683794e-01,0.0000000000000000e+00,3.1622776601683794e-01
