idx,i,j,d,family,theta_deg,a,b,r
0,0,1,1,0,0,6.9006555934235422e-02,0.0000000000000000e+00,6.9006555934235422e-02
1,0,2,2,0,0,6.9006555934235422e-02,0.0000000000000000e+00,6.9006555934235422e-02
2,0,3,3,0,0,6.9006555934235422e-02,0.0000000000000000e+00,6.9006555934235422e-02
3,0,4,4,0,0,6.9006555934235422e-02,0.0000000000000000e+00,6.9006555934235422e-02
4,0,5,5,0,0,6.9006555934235422e-02,0.0000000000000000e+00,6.9006555934235422e-02
5,0,6,6,1,90,4.2254328922522098e-18,6.9006555934235422e-02,6.9006555934235422e-02
6,0,7,7,1,90,4.2254328922522098e-18,6.9006555934235422e-02,6.9006555934235422e-02
7,0,8,8,1,90,4.2254328922522098e-18,6.9006555934235422e-02,6.9006555934235422e-02
8,0,9,9,1,90,4.2254328922522098e-18,6.9006555934235422e-02,6.9006555934235422e-02
9,0,10,10,1,90,4.2254328922522098e-18,6.9006555934235422e-02,6.9006555934235422e-02
10,0,11,10,1,90,4.2254328922522098e-18,6.9006555934235422e-02,6.9006555934235422e-02
11,0,12,9,1,90,4.2254328922522098e-18,6.9006555934235422e-02,6.9006555934235422e-02
12,0,13,8,1,90,4.2254328922522098e-18,6.9006555934235422e-02,6.9006555934235422e-02
13,0,14,7,1,90,4.2254328922522098e-18,6.9006555934235422e-02,6.9006555934235422e-02
14,0,15,6,1,90,4.2254328922522098e-18,6.9006555934235422e-02,6.9006555934235422e-02
15,0,16,5,0,0,6.9006555934235422e-02,0.0000000000000000e+00,6.9006555934235422e-02
16,0,17,4,0,0,6.9006555934235422e-02,0.0000000000000000e+00,6.9006555934235422e-02
17,0,18,3,0,0,6.9006555934235422e-02,0.0000000000000000e+00,6.9006555934235422e-02
18,0,19,2,0,0,6.9006555934235422e-02,0.0000000000000000e+00,6.9006555934235422e-02
19,0,20,1,0,0,6.9006555934235422e-02,0.0000000000000000e+00,6.9006555934235422e-02
20,1,2,1,0,0,6.9006555934235422e-02,0.0000000000000000e+00,6.9006555934235422e-02
21,1,3,2,0,0,6.9006555934235422e-02,0.0000000000000000e+00,6.9006555934235422e-02
22,1,4,3,0,0,6.9006555934235422e-02,0.0000000000000000e+00,6.9006555934235422e-02
23,1,5,4,0,0,6.9006555934235422e-02,0.0000000000000000e+00,6.9006555934235422e-02
24,1,6,5,0,0,6.9006555934235422e-02,0.0000000000000000e+00,6.9006555934235422e-02
25,1,7,6,1,90,4.2254328922522098e-18,6.9006555934235422e-02,6.9006555934235422e-02
26,1,8,7,1,90,4.2254328922522098e-18,6.9006555934235422e-02,6.9006555934235422e-02
27,1,9,8,1,90,4.2254328922522098e-18,6.9006555934235422e-02,6.9006555934235422e-02
28,1,10,9,1,90,4.2254328922522098e-18,6.9006555934235422e-02,6.9006555934235422e-02
29,1,11,10,1,90,4.2254328922522098e-18,6.9006555934235422e-02,6.9006555934235422e-02
30,1,12,10,1,90,4.2254328922522098e-18,6.9006555934235422e-02,6.9006555934235422e-02
31,1,13,9,1,90,4.2254328922522098e-18,6.9006555934235422e-02,6.9006555934235422e-02
32,1,14,8,1,90,4.2254328922522098e-18,6.9006555934235422e-02,6.9006555934235422e-02
33,1,15,7,1,90,4.2254328922522098e-18,6.9006555934235422e-02,6.9006555934235422e-02
34,1,16,6,1,90,4.2254328922522098e-18,6.9006555934235422e-02,6.9006555934235422e-02
35,1,17,5,0,0,6.9006555934235422e-02,0.0000000000000000e+00,6.9006555934235422e-02
36,1,18,4,0,0,6.9006555934235422e-02,0.0000000000000000e+00,6.9006555934235422e-02
37,1,19,3,0,0,6.9006555934235422e-02,0.0000000000000000e+00,6.9006555934235422e-02
38,1,20,2,0,0,6.9006555934235422e-02,0.0000000000000000e+00,6.9006555934235422e-02
39,2,3,1,0,0,6.9006555934235422e-02,0.0000000000000000e+00,6.9006555934235422e-02
40,2,4,2,0,0,6.9006555934235422e-02,0.0000000000000000e+00,6.9006555934235422e-02
41,2,5,3,0,0,6.9006555934235422e-02,0.0000000000000000e+00,6.9006555934235422e-02
42,2,6,4,0,0,6.9006555934235422e-02,0.0000000000000000e+00,6.9006555934235422e-02
43,2,7,5,0,0,6.9006555934235422e-02,0.0000000000000000e+00,6.9006555934235422e-02
44,2,8,6,1,90,4.2254328922522098e-18,6.9006555934235422e-02,6.9006555934235422e-02
45,2,9,7,1,90,4.2254328922522098e-18,6.9006555934235422e-02,6.9006555934235422e-02
46,2,10,8,1,90,4.2254328922522098e-18,6.9006555934235422e-02,6.9006555934235422e-02
47,2,11,9,1,90,4.2254328922522098e-18,6.9006555934235422e-02,6.9006555934235422e-02
48,2,12,10,1,90,4.2254328922522098e-18,6.9006555934235422e-02,6.9006555934235422e-02
49,2,13,10,1,90,4.2254328922522098e-18,6.9006555934235422e-02,6.9006555934235422e-02
50,2,14,9,1,90,4.2254328922522098e-18,6.9006555934235422e-02,6.9006555934235422e-02
51,2,15,8,1,90,4.2254328922522098e-18,6.9006555934235422e-02,6.9006555934235422e-02
52,2,16,7,1,90,4.2254328922522098e-18,6.9006555934235422e-02,6.9006555934235422e-02
53,2,17,6,1,90,4.2254328922522098e-18,6.9006555934235422e-02,6.9006555934235422e-02
54,2,18,5,0,0,6.9006555934235422e-02,0.0000000000000000e+00,6.9006555934235422e-02
55,2,19,4,0,0,6.9006555934235422e-02,0.0000000000000000e+00,6.9006555934235422e-02
