idx,i,j,d,family,theta_deg,a,b,r
0,0,1,1,2,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
1,0,2,2,2,120.0,-2.1110016546037447e-02,3.6563621206356534e-02,4.2220033092074907e-02
2,0,3,3,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
3,0,4,4,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
4,0,5,5,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
5,0,6,6,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
6,0,7,7,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
7,0,8,8,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
8,0,9,9,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
9,0,10,10,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
10,0,11,11,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
11,0,12,12,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
12,0,13,13,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
13,0,14,14,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
14,0,15,15,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
15,0,16,16,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
16,0,17,17,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
17,0,18,16,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
18,0,19,15,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
19,0,20,14,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
20,0,21,13,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
21,0,22,12,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
22,0,23,11,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
23,0,24,10,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
24,0,25,9,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
25,0,26,8,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
26,0,27,7,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
27,0,28,6,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
28,0,29,5,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
29,0,30,4,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
30,0,31,3,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
31,0,32,2,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
32,0,33,1,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
33,1,2,1,2,60.0,2.1110016546037457e-02,3.6563621206356534e-02,4.2220033092074907e-02
34,1,3,2,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
35,1,4,3,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
36,1,5,4,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
37,1,6,5,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
38,1,7,6,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
39,1,8,7,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
40,1,9,8,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
41,1,10,9,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
42,1,11,10,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
43,1,12,11,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
44,1,13,12,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
45,1,14,13,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
46,1,15,14,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
47,1,16,15,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
48,1,17,16,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
49,1,18,17,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
50,1,19,16,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
51,1,20,15,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
52,1,21,14,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
53,1,22,13,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
54,1,23,12,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
55,1,24,11,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
56,1,25,10,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
57,1,26,9,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
58,1,27,8,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
59,1,28,7,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
60,1,29,6,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
61,1,30,5,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
62,1,31,4,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
63,1,32,3,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
64,1,33,2,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
65,2,3,1,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
66,2,4,2,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
67,2,5,3,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
68,2,6,4,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
69,2,7,5,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
70,2,8,6,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
71,2,9,7,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
72,2,10,8,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
73,2,11,9,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
74,2,12,10,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
75,2,13,11,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
76,2,14,12,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
77,2,15,13,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
78,2,16,14,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
79,2,17,15,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
80,2,18,16,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
81,2,19,17,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
82,2,20,16,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
83,2,21,15,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
84,2,22,14,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
85,2,23,13,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
86,2,24,12,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
87,2,25,11,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
88,2,26,10,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
89,2,27,9,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
90,2,28,8,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
91,2,29,7,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
92,2,30,6,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
93,2,31,5,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
94,2,32,4,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
95,2,33,3,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
96,3,4,1,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
97,3,5,2,0,0.0,4.2220033092074907e-02,0.0000000000000000e+00,4.2220033092074907e-02
98,3,6,3,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
99,3,7,4,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
100,3,8,5,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
101,3,9,6,1,90.0,2.5852314193052432e-18,4.2220033092074907e-02,4.2220033092074907e-02
