idx,i,j,d,family,theta_deg,a,b,r
0,0,1,1,0,0.0,4.3519413988924463e-02,0.0000000000000000e+00,4.3519413988924463e-02
1,0,2,2,0,0.0,4.3519413988924463e-02,0.0000000000000000e+00,4.3519413988924463e-02
2,0,3,3,0,0.0,4.3519413988924463e-02,0.0000000000000000e+00,4.3519413988924463e-02
3,0,4,4,0,0.0,4.3519413988924463e-02,0.0000000000000000e+00,4.3519413988924463e-02
4,0,5,5,0,0.0,4.3519413988924463e-02,0.0000000000000000e+00,4.3519413988924463e-02
5,0,6,6,0,0.0,4.3519413988924463e-02,0.0000000000000000e+00,4.3519413988924463e-02
6,0,7,7,0,0.0,4.3519413988924463e-02,0.0000000000000000e+00,4.3519413988924463e-02
7,0,8,8,0,0.0,4.3519413988924463e-02,0.0000000000000000e+00,4.3519413988924463e-02
8,0,9,9,1,90.0,2.6647955521152446e-18,4.3519413988924463e-02,4.3519413988924463e-02
9,0,10,10,1,90.0,2.6647955521152446e-18,4.3519413988924463e-02,4.3519413988924463e-02
10,0,11,11,1,90.0,2.6647955521152446e-18,4.3519413988924463e-02,4.3519413988924463e-02
11,0,12,12,1,90.0,2.6647955521152446e-18,4.3519413988924463e-02,4.3519413988924463e-02
12,0,13,13,1,90.0,2.6647955521152446e-18,4.3519413988924463e-02,4.3519413988924463e-02
13,0,14,14,1,90.0,2.6647955521152446e-18,4.3519413988924463e-02,4.3519413988924463e-02
14,0,15,15,1,90.0,2.6647955521152446e-18,4.3519413988924463e-02,4.3519413988924463e-02
15,0,16,16,1,90.0,2.6647955521152446e-18,4.3519413988924463e-02,4.3519413988924463e-02
16,0,17,16,1,90.0,2.6647955521152446e-18,4.3519413988924463e-02,4.3519413988924463e-02
17,0,18,15,1,90.0,2.6647955521152446e-18,4.3519413988924463e-02,4.3519413988924463e-02
18,0,19,14,1,90.0,2.6647955521152446e-18,4.3519413988924463e-02,4.3519413988924463e-02
19,0,20,13,1,90.0,2.6647955521152446e-18,4.3519413988924463e-02,4.3519413988924463e-02
20,0,21,12,1,90.0,2.6647955521152446e-18,4.3519413988924463e-02,4.3519413988924463e-02
21,0,22,11,1,90.0,2.6647955521152446e-18,4.3519413988924463e-02,4.3519413988924463e-02
22,0,23,10,1,90.0,2.6647955521152446e-18,4.3519413988924463e-02,4.3519413988924463e-02
23,0,24,9,1,90.0,2.6647955521152446e-18,4.3519413988924463e-02,4.3519413988924463e-02
24,0,25,8,0,0.0,4.3519413988924463e-02,0.0000000000000000e+00,4.3519413988924463e-02
25,0,26,7,0,0.0,4.3519413988924463e-02,0.0000000000000000e+00,4.3519413988924463e-02
26,0,27,6,0,0.0,4.3519413988924463e-02,0.0000000000000000e+00,4.3519413988924463e-02
27,0,28,5,0,0.0,4.3519413988924463e-02,0.0000000000000000e+00,4.3519413988924463e-02
28,0,29,4,0,0.0,4.3519413988924463e-02,0.0000000000000000e+00,4.3519413988924463e-02
29,0,30,3,0,0.0,4.3519413988924463e-02,0.0000000000000000e+00,4.3519413988924463e-02
30,0,31,2,0,0.0,4.3519413988924463e-02,0.0000000000000000e+00,4.3519413988924463e-02
31,0,32,1,0,0.0,4.3519413988924463e-02,0.0000000000000000e+00,4.3519413988924463e-02
32,1,2,1,0,0.0,4.3519413988924463e-02,0.0000000000000000e+00,4.3519413988924463e-02
33,1,3,2,0,0.0,4.3519413988924463e-02,0.0000000000000000e+00,4.3519413988924463e-02
34,1,4,3,0,0.0,4.3519413988924463e-02,0.0000000000000000e+00,4.3519413988924463e-02
35,1,5,4,0,0.0,4.3519413988924463e-02,0.0000000000000000e+00,4.3519413988924463e-02
36,1,6,5,0,0.0,4.3519413988924463e-02,0.0000000000000000e+00,4.3519413988924463e-02
37,1,7,6,0,0.0,4.3519413988924463e-02,0.0000000000000000e+00,4.3519413988924463e-02
38,1,8,7,0,0.0,4.3519413988924463e-02,0.0000000000000000e+00,4.3519413988924463e-02
39,1,9,8,0,0.0,4.3519413988924463e-02,0.0000000000000000e+00,4.3519413988924463e-02
40,1,10,9,1,90.0,2.6647955521152446e-18,4.3519413988924463e-02,4.3519413988924463e-02
41,1,11,10,1,90.0,2.6647955521152446e-18,4.3519413988924463e-02,4.3519413988924463e-02
42,1,12,11,1,90.0,2.6647955521152446e-18,4.3519413988924463e-02,4.3519413988924463e-02
43,1,13,12,1,90.0,2.6647955521152446e-18,4.3519413988924463e-02,4.3519413988924463e-02
44,1,14,13,1,90.0,2.6647955521152446e-18,4.3519413988924463e-02,4.3519413988924463e-02
45,1,15,14,1,90.0,2.6647955521152446e-18,4.3519413988924463e-02,4.3519413988924463e-02
46,1,16,15,1,90.0,2.6647955521152446e-18,4.3519413988924463e-02,4.3519413988924463e-02
47,1,17,16,1,90.0,2.6647955521152446e-18,4.3519413988924463e-02,4.3519413988924463e-02
48,1,18,16,1,90.0,2.6647955521152446e-18,4.3519413988924463e-02,4.3519413988924463e-02
49,1,19,15,1,90.0,2.6647955521152446e-18,4.3519413988924463e-02,4.3519413988924463e-02
50,1,20,14,1,90.0,2.6647955521152446e-18,4.3519413988924463e-02,4.3519413988924463e-02
51,1,21,13,1,90.0,2.6647955521152446e-18,4.3519413988924463e-02,4.3519413988924463e-02
52,1,22,12,1,90.0,2.6647955521152446e-18,4.3519413988924463e-02,4.3519413988924463e-02
53,1,23,11,1,90.0,2.6647955521152446e-18,4.3519413988924463e-02,4.3519413988924463e-02
54,1,24,10,1,90.0,2.6647955521152446e-18,4.3519413988924463e-02,4.3519413988924463e-02
55,1,25,9,1,90.0,2.6647955521152446e-18,4.3519413988924463e-02,4.3519413988924463e-02
56,1,26,8,0,0.0,4.3519413988924463e-02,0.0000000000000000e+00,4.3519413988924463e-02
57,1,27,7,0,0.0,4.3519413988924463e-02,0.0000000000000000e+00,4.3519413988924463e-02
58,1,28,6,0,0.0,4.3519413988924463e-02,0.0000000000000000e+00,4.3519413988924463e-02
59,1,29,5,0,0.0,4.3519413988924463e-02,0.0000000000000000e+00,4.3519413988924463e-02
60,1,30,4,0,0.0,4.3519413988924463e-02,0.0000000000000000e+00,4.3519413988924463e-02
61,1,31,3,0,0.0,4.3519413988924463e-02,0.0000000000000000e+00,4.3519413988924463e-02
62,1,32,2,0,0.0,4.3519413988924463e-02,0.0000000000000000e+00,4.3519413988924463e-02
63,2,3,1,0,0.0,4.3519413988924463e-02,0.0000000000000000e+00,4.3519413988924463e-02
64,2,4,2,0,0.0,4.3519413988924463e-02,0.0000000000000000e+00,4.3519413988924463e-02
65,2,5,3,0,0.0,4.3519413988924463e-02,0.0000000000000000e+00,4.3519413988924463e-02
66,2,6,4,0,0.0,4.3519413988924463e-02,0.0000000000000000e+00,4.3519413988924463e-02
67,2,7,5,0,0.0,4.3519413988924463e-02,0.0000000000000000e+00,4.3519413988924463e-02
68,2,8,6,0,0.0,4.3519413988924463e-02,0.0000000000000000e+00,4.3519413988924463e-02
69,2,9,7,0,0.0,4.3519413988924463e-02,0.0000000000000000e+00,4.3519413988924463e-02
70,2,10,8,0,0.0,4.3519413988924463e-02,0.0000000000000000e+00,4.3519413988924463e-02
