N体数,波ID,辺番号,頂点i,頂点j,位相類ID,倍音数H,支配倍音n,支配倍音強度比,振幅二乗R0,行零閉鎖絶対残差,行零閉鎖相対残差,行零閉鎖,B/F/E,位相差型,位相整列度rho,打消し度F,奇数倍音強度比,偶数倍音強度比,外部軸応答S0,外部軸応答S(pi/2),共役位相候補,共役振幅残差,質量型判定,電荷判定,スピン判定,寿命判定,倍音1振幅,倍音1強度比,倍音1位相度,倍音1位相セル,倍音1セル誤差rad,倍音1内部相対位相rad,倍音2振幅,倍音2強度比,倍音2位相度,倍音2位相セル,倍音2セル誤差rad,倍音2内部相対位相rad,倍音3振幅,倍音3強度比,倍音3位相度,倍音3位相セル,倍音3セル誤差rad,倍音3内部相対位相rad,倍音4振幅,倍音4強度比,倍音4位相度,倍音4位相セル,倍音4セル誤差rad,倍音4内部相対位相rad
40,W0001,0,1,2,P0661,4,1,0.25204682142192913,0.0012716400020625135,0.0009504943786840348,0.7474555512113473,いいえ,E,中間位相差型（エルミオン的）,0.5460515731510187,0.4678880471125929,0.4990032177447392,0.5009967822552607,0.46237979125717654,-0.2904776225076076,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.01790287185098614,0.25204682142192913,-56.1144647113792,122,-0.01945107861085571,0.0,0.017792546998886494,0.24894996083335072,-62.47295214581623,119,0.00047207411110594677,0.868405626030123,0.01772116340225125,0.2469563963228101,-26.645234255637387,133,0.014918476572388428,2.473099433897157,0.01790287185098546,0.25204682142191,93.41723597936695,37,0.016008787857708207,-0.7352182923961763
40,W0002,1,1,3,P0644,4,3,0.2622778793429171,0.0012814623836035373,0.00042009966634091995,0.32782832466730577,いいえ,E,中間位相差型（エルミオン的）,0.6482197142587229,0.38658045596001717,0.5123927673129534,0.4876072326870467,0.31771138742882565,-0.5650205945376781,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.017902871850985647,0.25011488797003617,-59.16149062617134,120,0.014634749382145706,0.0,0.01744527174189787,0.23749234471701608,27.527047854183614,11,0.00047207411110328223,2.5455632220384476,0.018333009475513164,0.2622778793429171,-116.6452342556378,97,0.014918476572381323,1.061845010922399,0.017902871850985446,0.25011488797003056,-69.33816318076178,116,0.011551231606633294,2.920071962468409
40,W0003,2,1,4,P0043,4,3,0.27356787584768305,0.0013178784400120637,0.00039084041286146056,0.2965678783377645,いいえ,E,中間位相差型（エルミオン的）,0.6842908304530382,0.3545832180347371,0.5167715058500675,0.48322849414993246,0.6101943844049998,0.3097043007171709,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.01790287185098563,0.2432036300023845,18.6047765989895,7,0.01928198915135182,0.0,0.017785488284747193,0.2400248641475492,27.52704785418363,11,0.0004720741111037263,-0.16899159809117492,0.018987606627997075,0.27356787584768305,-26.645234255637817,133,0.014918476572380435,-1.4391908924771388,0.017902871850985585,0.2432036300023833,107.63352733721419,43,0.002330491675808233,0.5797010045682747
40,W0004,3,1,5,P0364,4,4,0.25269380328318536,0.0012683841722610316,0.0003462554904836904,0.27298944440977424,いいえ,E,中間位相差型（エルミオン的）,0.3819322241240391,0.5694311265947178,0.5042891280561553,0.4957108719438446,-0.3287961042306622,0.19433307918899134,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.017902871850985304,0.2526938032831593,-179.41740204500633,72,0.010168252530025512,0.0,0.017556736697873346,0.24301706866065934,117.5270478541838,47,0.00047207411110683495,2.0308974401443933,0.01786391692090349,0.25159532477299607,-116.64523425563762,97,0.014918476572383987,1.075244501478764,0.017902871850986227,0.25269380328318536,53.66132427938042,21,0.020268932358538994,0.8958937795354593
40,W0005,4,1,6,P0401,4,4,0.25160603853267455,0.0012738677592239373,0.0009480601737017313,0.7442375135385374,いいえ,E,中間位相差型（エルミオン的）,0.4614672898507588,0.524704026865033,0.5031903814198913,0.49680961858010875,0.3364084069154402,0.31588200860261073,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.01790287185098512,0.25160603853264757,-166.46187057590384,77,0.018118776512310752,0.0,0.017673622579106762,0.2452035800474342,27.527047854183735,11,0.0004720741111055027,0.00786775238634263,0.01790209996423883,0.25158434288724374,63.3547657443624,25,0.014918476572383987,-2.7446981935557577,0.01790287185098608,0.25160603853267455,8.253368969208154,3,0.01314876899503803,-0.8010912691517937
40,W0006,5,1,7,P0639,4,2,0.255577252476099,0.0012887223674509281,0.0008680425678173968,0.6735683260734978,いいえ,E,中間位相差型（エルミオン的）,0.4165699475029259,0.5509875704476134,0.4957168752522959,0.5042831247477041,0.042806127209760604,-0.41436476278261436,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.01790287185098559,0.24870587227160595,-61.86265195912487,119,0.011123821794406297,0.0,0.01814850191827419,0.255577252476099,117.52704785418378,47,0.00047207411110639086,-2.0725374405710433,0.017841765735142446,0.24701100298068998,-116.64523425563765,97,0.0149184765723831,1.2032774875851953,0.017902871850985557,0.24870587227160507,-52.01018497177788,123,0.008548884968224257,-2.872106436700186
40,W0007,6,1,8,P0244,4,2,0.2567450525334882,0.0013143084815208784,0.0007681679770562473,0.5844655100812758,いいえ,E,中間位相差型（エルミオン的）,0.019511443480783527,0.6664464917967095,0.49939072151101715,0.5006092784889828,-0.015766183718973446,-0.011494515111277488,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.017902871850985984,0.24386422595549143,119.66802944413033,48,-0.005793979219601564,0.0,0.01836959989039737,0.2567450525334882,-62.472952145816286,119,0.0004720741111050586,1.0156243524470483,0.01832595537378432,0.2555264955555257,-116.64523425563765,97,0.0149184765723831,-2.0184614568621484,0.017902871850986102,0.24386422595549465,65.41941831299366,26,0.007320230504899605,-0.9294349412135752
40,W0008,7,1,9,P0223,4,3,0.2682744785912706,0.0012810449473943351,0.00043113141579206795,0.33654667361125445,いいえ,E,中間位相差型（エルミオン的）,0.5177206703810974,0.48808829034057133,0.5184708680034924,0.48152913199650754,0.37018096063517225,0.3619402560134393,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.01790287185098615,0.25019638941222183,109.37438841485465,44,-0.010918981999407329,0.0,0.017214750682320954,0.2313327425842827,-62.472952145816194,119,0.00047207411110683495,1.3749402084055262,0.018538383567997425,0.2682744785912706,63.35476574436242,25,0.014918476572384431,1.6621049806653616,0.017902871850986258,0.25019638941222483,25.499656728331036,10,0.00872065503911923,-0.9075345055601325
40,W0009,8,1,10,P0241,4,3,0.25502540388057304,0.001258878528707744,0.0002138265731644896,0.16985480988700752,いいえ,E,中間位相差型（エルミオン的）,0.1862133361522148,0.6436088280041289,0.5096272683208499,0.4903727316791501,0.0808070517190229,0.1677665847343174,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.017902871850985925,0.2546018644402768,117.5096946529062,47,0.00016920361305139409,0.0,0.017228084120464494,0.23577086723885676,-152.4729521458162,83,0.00047207411110683495,-0.4798318774134369,0.017917756701670944,0.25502540388057304,-26.645234255637597,133,0.014918476572384876,-0.3346549846656348,0.017902871850986504,0.2546018644402933,42.18564410189153,17,-0.0054865454450565565,-1.184260604993434
40,W0010,9,1,11,P0256,4,3,0.26116226960494965,0.0013139624042818477,0.0007819843292963909,0.5951344777811874,いいえ,E,中間位相差型（エルミオン的）,0.21034974267924506,0.6372106102145201,0.5050907256006115,0.4949092743993885,-0.21001013283767864,0.01194815260720955,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.017902871850985772,0.24392845599566185,128.6058862362642,51,0.01930135597529814,0.0,0.018159828181411555,0.2509808184037288,117.52704785418383,47,0.00047207411110727904,-2.4379583593316925,0.01852450818990409,0.26116226960494965,-116.6452342556376,97,0.014918476572384876,-2.486446544145572,0.017902871850985692,0.24392845599565965,-45.05315474767255,126,-0.0009277253599524471,2.801660116529497
40,W0011,10,1,12,P0153,4,1,0.25575887431006905,0.001253183575261772,0.00033393719734767057,0.26647109325376844,いいえ,E,中間位相差型（エルミオン的）,0.5850337121106358,0.43854928350395544,0.511418087810045,0.4885819121899549,-0.16677323579294995,0.5607594244674801,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.017902871850985765,0.25575887431006905,71.7128043036735,29,-0.013739156758426851,0.0,0.017081276504220245,0.23282303787988928,27.527047854183703,11,0.0004720741111050586,-2.0228114834653783,0.017899383431350717,0.255659213499976,153.35476574436242,61,0.014918476572384431,-1.0783280669486488,0.017902871850985647,0.25575887431006566,157.76765203910804,63,0.004671409332111853,-2.252933222526667
40,W0012,11,1,13,P0392,4,4,0.2650007090766954,0.0012094791052806252,0.0005975240459215473,0.49403420308192,いいえ,E,中間位相差型（エルミオン的）,0.1604057889412792,0.649719707425181,0.495171103384205,0.504828896615795,0.01586672968108324,0.1596191217088405,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.017902871850985342,0.26500070907668755,-169.763339293866,76,0.004130508532133703,0.0,0.01703135877391655,0.23982818753909962,27.527047854183706,11,0.0004720741111050586,0.1231107509464131,0.016684911823834872,0.2301703943075173,-26.645234255637686,133,0.0149184765723831,2.1405552846690377,0.017902871850985606,0.2650007090766954,129.118050841384,52,-0.015392916653043098,1.5388813760133218
40,W0013,12,1,14,P0057,4,3,0.263349485082442,0.0012809349048329682,0.0005826029506490731,0.45482635257335235,いいえ,E,中間位相差型（エルミオン的）,0.1979209412892647,0.6406303873343069,0.5135673683671499,0.48643263163285,-0.17238714520253431,-0.09723873286786973,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.017902871850985363,0.25021788328470795,21.90184106888374,9,-0.01043984279818888,0.0,0.0173947036823122,0.23621474834812237,117.52704785418375,47,0.00047207411110594677,1.286715467403372,0.01836664225197107,0.263349485082442,-116.64523425563765,97,0.0149184765723831,3.100564195957026,0.01790287185098607,0.2502178832847277,-135.05735568851878,90,-0.0010010456094011744,2.3969528157756983
40,W0014,13,1,15,P0687,4,4,0.2565115722480637,0.0012495062803752083,0.0011171289138801046,0.8940562616017002,いいえ,E,中間位相差型（エルミオン的）,0.06469747799502187,0.6639147463565223,0.49849575702179844,0.5015042429782016,-0.017025419716476944,-0.06241713500629564,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.017902871850985953,0.2565115722480241,-45.852285781636475,126,-0.014875193057489966,0.0,0.01749628191140057,0.24499267073013786,117.52704785418378,47,0.00047207411110639086,-2.6314046490652663,0.017388523762134202,0.24198418477377426,153.35476574436234,61,0.0149184765723831,-1.2058196519510354,0.017902871850987333,0.2565115722480637,-56.21650272948821,122,-0.02123197798906773,2.219930359233805
40,W0015,14,1,16,P0188,4,3,0.2544377262454602,0.0012813876627819566,0.000994762543313205,0.77631662314707,いいえ,E,中間位相差型（エルミオン的）,0.9407182207047405,0.07670055545814483,0.5045671990210643,0.49543280097893566,0.03974895820695972,0.939878072457994,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.01790287185098565,0.2501294727756041,92.12978913923688,37,-0.00646139844695881,0.0,0.017729316354532447,0.24530332820332332,117.5270478541838,47,0.00047207411110683495,-1.164702374091148,0.018056393974357824,0.2544377262454602,63.35476574436247,25,0.01491847657238532,2.56503008730504,0.017902871850985946,0.25012947277561237,78.37584010464622,31,0.015286293547088103,1.2192291324310958
40,W0016,15,1,17,P0397,4,3,0.2535787179738809,0.0012703360045473388,0.00023369298361377013,0.18396155251621196,いいえ,E,中間位相差型（エルミオン的）,0.2650692817369047,0.619844422440518,0.5058842649830808,0.4941157350169193,0.010394942449059091,0.2648653795647882,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.017902871850985186,0.2523055470091999,-169.79249629042815,76,0.0036216229421306423,0.0,0.01752655665247813,0.24181018800768658,117.5270478541838,47,0.00047207411110683495,1.6949248489213158,0.01794798527493201,0.2535787179738809,-26.645234255637554,133,0.014918476572384876,2.142081941439045,0.017902871850986348,0.25230554700923263,54.411500702175275,22,-0.010271250392716258,0.23704164563790897
40,W0017,16,1,18,P0075,4,4,0.25345837574786567,0.0012645580149682897,0.0006724581036479992,0.5317732327724496,いいえ,E,中間位相差型（エルミオン的）,0.528991463937173,0.4801198642628075,0.5007548890174484,0.4992451109825516,-0.4652420883389681,0.2517573596866419,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.017902871850985335,0.25345837574786184,35.74058211640825,14,0.012925596312711729,0.0,0.017629849290731643,0.24578673523468594,-152.47295214581632,83,0.0004720741111050586,2.3744486029778837,0.017683913252692904,0.24729651326958657,153.35476574436234,61,0.0149184765723831,0.8051730823315544,0.01790287185098547,0.25345837574786567,154.6508084256996,62,-0.00609454269176446,0.20400245985653775
40,W0018,17,1,19,P0110,4,4,0.2551624158680747,0.0012561129718984656,0.0010672290223936504,0.8496282151920305,いいえ,E,中間位相差型（エルミオン的）,0.5103309461393613,0.49309154324713067,0.5097799338063395,0.49022006619366054,0.27467475053441326,0.4301063310465838,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.01790287185098585,0.2551624158680604,53.22057602502609,21,0.012576424147638487,0.0,0.01718310110887851,0.2350576503255858,-152.47295214581638,83,0.00047207411110328223,1.7642817091100147,0.01788374589270555,0.25461751793827914,63.3547657443624,25,0.014918476572383987,-1.680873585265144,0.01790287185098635,0.2551624158680747,26.902135164909893,11,-0.010434709854215463,3.0372190158451664
