N体数,波ID,辺番号,頂点i,頂点j,位相類ID,倍音数H,支配倍音n,支配倍音強度比,振幅二乗R0,行零閉鎖絶対残差,行零閉鎖相対残差,行零閉鎖,B/F/E,位相差型,位相整列度rho,打消し度F,奇数倍音強度比,偶数倍音強度比,外部軸応答S0,外部軸応答S(pi/2),共役位相候補,共役振幅残差,質量型判定,電荷判定,スピン判定,寿命判定,倍音1振幅,倍音1強度比,倍音1位相度,倍音1位相セル,倍音1セル誤差rad,倍音1内部相対位相rad,倍音2振幅,倍音2強度比,倍音2位相度,倍音2位相セル,倍音2セル誤差rad,倍音2内部相対位相rad,倍音3振幅,倍音3強度比,倍音3位相度,倍音3位相セル,倍音3セル誤差rad,倍音3内部相対位相rad,倍音4振幅,倍音4強度比,倍音4位相度,倍音4位相セル,倍音4セル誤差rad,倍音4内部相対位相rad
40,W0019,18,1,20,P0082,4,2,0.2605086620603684,0.0012505944281585735,0.0005770605224930305,0.4614289888870831,いいえ,E,中間位相差型（エルミオン的）,0.8350306687241537,0.20186603585583618,0.48320295755338943,0.5167970424466105,0.4168420944677255,0.7235460496676539,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.01790287185098546,0.25628838038623264,40.40743754975407,16,0.007111126739467011,0.0,0.018049672608104046,0.2605086620603684,27.52704785418381,11,0.00047207411110683495,-0.93004803666485,0.01684571476290647,0.2269145771671568,63.35476574436253,25,0.014918476572386652,-1.0099792235427536,0.017902871850985793,0.25628838038624213,115.55197125978246,46,0.009633715859584946,-0.8042089544957305
40,W0020,19,1,21,P0332,4,4,0.25887968385327814,0.0012380763748710524,0.00035297621295673245,0.2851005157040457,いいえ,E,中間位相差型（エルミオン的）,0.1960841414675686,0.641101793420465,0.5008734738240647,0.49912652617593517,0.11429200903477808,-0.15933087336065055,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.017902871850985727,0.25887968385326715,161.93610016219338,65,-0.009841908821187406,0.0,0.017246563124780907,0.24024684232265703,27.52704785418363,11,0.0004720741111037263,1.1109866742499346,0.01730915348098664,0.2419937899707976,-26.645234255637597,133,0.014918476572384876,-2.6608161375552637,0.01790287185098611,0.25887968385327814,-108.57485814962624,101,-0.018759813702872385,-0.6338906479159956
40,W0021,20,1,22,P0483,4,3,0.25689124104767896,0.0012588425219829814,0.0010445780353004989,0.8297924617727687,いいえ,E,中間位相差型（エルミオン的）,0.28728775529583345,0.6117166805772752,0.5115003878756142,0.48849961212438575,0.18732243300952114,-0.21781772295732077,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.01790287185098562,0.2546091468279353,-124.5200544613439,94,0.00837662987980714,0.0,0.017158999481366607,0.2338904652964368,27.5270478541837,11,0.0004720741111050586,-1.4561778185438303,0.01798292572847361,0.25689124104767896,-116.6452342556376,97,0.014918476572384876,-1.7991738963612232,0.0179028718509861,0.25460914682794894,24.554999352333724,10,-0.007766726475283647,2.8385200197961336
40,W0022,21,1,23,P0377,4,3,0.2551808608628489,0.0012718397745478654,0.0009461262976998098,0.7439036871103945,いいえ,E,中間位相差型（エルミオン的）,0.506716550310585,0.4955121693151898,0.5071880923765412,0.49281190762345883,-0.47850304726235016,-0.1667228122342737,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.01790287185098542,0.25200723151369225,-174.64053639524758,74,0.006273823444017168,0.0,0.017500427565448295,0.24080467610975498,-152.47295214581627,83,0.0004720741111050586,-2.848235607267714,0.01801524822334502,0.2551808608628489,-26.645234255637593,133,0.014918476572384876,2.3959247277325364,0.01790287185098583,0.25200723151370386,160.59326757394348,64,0.010354472510632817,2.428720131526628
40,W0023,22,1,24,P0321,4,3,0.2618571342594298,0.0012834729656483568,9.919872892420041e-05,0.07728930143385558,いいえ,E,中間位相差型（エルミオン的）,0.6901334578066869,0.34917510123759543,0.5115802130395815,0.4884197869604185,-0.02286697237881648,0.6897545151417572,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.017902871850985234,0.24972307878015165,156.33782439162655,63,-0.020283790852484884,0.0,0.017503164626392145,0.23869670818023395,117.52704785418375,47,0.00047207411110594677,2.8771996903068615,0.018332663545817075,0.2618571342594298,63.354765744362375,25,0.014918476572383987,-0.7968947768673269,0.01790287185098641,0.2497230787801845,35.21051716867745,14,0.003674217725397888,2.2664709461282495
40,W0024,23,1,25,P0697,4,3,0.2697381926800509,0.0012957221429363112,0.0004871867540380581,0.3759963173385429,いいえ,E,中間位相差型（エルミオン的）,0.43136280657841325,0.542726805962739,0.5171005012275368,0.4828994987724632,0.08605830297813039,-0.42269118678738726,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.01790287185098585,0.24736230854748592,-41.92157089082714,127,0.010095492444444076,0.0,0.01746970958142947,0.23553719022496455,-152.4729521458163,83,0.0004720741111050586,-1.1978161558739557,0.018695072854930606,0.2697381926800509,-116.64523425563758,97,0.014918476572384876,0.15916492443848496,0.01790287185098631,0.24736230854749866,20.683605555146105,8,0.011931167722223357,-2.9955105304459133
40,W0025,24,1,26,P0096,4,3,0.26285152024660413,0.0012971556160846277,0.0005988745785140555,0.4616829091961348,いいえ,E,中間位相差型（エルミオン的）,0.7051637849687529,0.33518819369281927,0.5099404712856888,0.49005952871431124,0.6308173621618923,0.31515935528962075,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.017902871850985477,0.24708895103908457,47.72599165591201,19,0.003944298477698727,0.0,0.017753046199870996,0.24297057767523245,27.527047854183703,11,0.0004720741111050586,-1.1855137679404648,0.018465083960931907,0.26285152024660413,63.35476574436239,25,0.014918476572383987,-1.3931778204561758,0.017902871850985266,0.24708895103907877,-58.45261016054325,121,-0.016626183789432147,1.931092030793394
40,W0026,25,1,27,P0544,4,2,0.25981249731237055,0.001256026389138334,0.0006683707605335378,0.5321311449451768,いいえ,E,中間位相差型（エルミオン的）,0.1323008038869518,0.6551225808766,0.48500749748670324,0.5149925025132968,0.013357738416301324,0.13162474514138803,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.017902871850984957,0.2551800052009015,-108.52959132246818,101,-0.017969758527032198,0.0,0.01806464372336941,0.25981249731237055,117.5270478541838,47,0.00047207411110683495,-0.44355395313326973,0.01699027354872351,0.22982749228580174,-26.645234255637614,133,0.014918476572383987,-1.0656362616428332,0.017902871850985824,0.25518000520092615,90.64346769480441,36,0.011230629904555034,2.875636467203611
40,W0027,26,1,28,P0273,4,3,0.2575029834189259,0.0012595908326710203,0.00015019804379573946,0.11924351932384074,いいえ,E,中間位相差型（エルミオン的）,0.15125935166066998,0.6514949096321775,0.5119608694239899,0.4880391305760101,0.11229881803614843,-0.1013329508723113,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.017902871850985977,0.2544578860050639,137.44276582196892,55,-0.0009989248513146975,0.0,0.017152748885979435,0.23358124457095997,27.52704785418368,11,0.0004720741111046145,1.9659653323073547,0.01800967510256409,0.2575029834189259,-116.64523425563767,97,0.0149184765723831,-2.949144477264033,0.01790287185098549,0.2544578860050501,-38.43942875713346,129,-0.016396124899896947,2.3001608333978485
40,W0028,27,1,29,P0636,4,4,0.2632777750733331,0.0012173941397961273,0.00045681653938034553,0.3752412833668207,いいえ,E,中間位相差型（エルミオン的）,0.605401242560778,0.42244205021534054,0.507316280543643,0.4926837194563569,0.31216009834163505,-0.5187164326464648,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.01790287185098624,0.2632777750733305,-66.19850256458312,118,-0.020917815845571397,0.0,0.016711596342847967,0.2294059443830239,-62.4729521458159,119,0.00047207411111127584,1.220404950898427,0.017236329262466637,0.24403850547031256,-116.64523425563762,97,0.014918476572383987,1.4303020944047038,0.017902871850986327,0.2632777750733331,35.60681339495706,14,0.010590891687205506,-1.0402018587268227
40,W0029,28,1,30,P0736,4,2,0.25637373278081077,0.0012973138476185628,0.0007462908815924725,0.5752585490106458,いいえ,E,中間位相差型（エルミオン的）,0.4671898003555108,0.5211658282550682,0.49656745326975765,0.5034325467302424,0.12341128752967982,-0.45059512166299437,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.01790287185098567,0.24705881394943113,-21.12421468260595,136,-0.019621247710736256,0.0,0.018237247426687146,0.25637373278081077,-62.472952145816166,119,0.00047207411110683495,-0.35298451216614346,0.01799141497744758,0.24950863932032652,153.35476574436242,61,0.014918476572384431,-2.5005784269870404,0.01790287185098569,0.24705881394943158,-90.5053057986511,108,-0.008819249915880789,-0.10486718427236674
40,W0030,29,1,31,P0755,4,4,0.2575744377610955,0.0012443502674365416,0.0006924866722699342,0.5565046196329516,いいえ,E,中間位相差型（エルミオン的）,0.266999456041107,0.6192305083442535,0.4901183518410734,0.5098816481589266,-0.09262812667094275,-0.2504171313542243,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.01790287185098568,0.2575744377610789,-12.659187127576548,139,-0.0027783395030036573,0.0,0.01771887538007728,0.25230721039783105,-62.472952145816166,119,0.00047207411110683495,-0.6484697163807605,0.017010763700556812,0.23254391407999447,153.3547657443625,61,0.014918476572385764,-2.9438062333089654,0.017902871850986254,0.2575744377610955,-161.5845966484708,79,0.01597680246797495,-1.9364052480136331
40,W0031,30,1,32,P0107,4,3,0.2628723272575519,0.001236120437930925,0.0007182639710755528,0.5810630979274284,いいえ,E,中間位相差型（エルミオン的）,0.42494193129273566,0.546535987624749,0.5221616413710687,0.47783835862893126,0.4188621016845527,0.07162530797978844,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.017902871850985515,0.2592893141135168,50.570914426530976,20,0.009964336490100756,0.0,0.016436329901038115,0.21854904451539847,-152.47295214581615,83,0.0004720741111077231,1.85677234702481,0.01802614368880728,0.2628723272575519,-26.645234255637565,133,0.014918476572384876,-3.1129339551878528,0.01790287185098607,0.25928931411353284,22.61747033974829,9,0.002050244202044027,-3.135766524048294
40,W0032,31,1,33,P0478,4,4,0.2573549073835643,0.001245411730327423,0.00053820003294404,0.4321462692522941,いいえ,E,中間位相差型（エルミオン的）,0.5258620330163204,0.48234775756392034,0.49922046355892163,0.5007795364410784,-0.39208628169110005,-0.35042720424890667,,,単時点の振幅二乗量。多ゲージ安定性未測定,初期生成契約に相互作用・観測波がなく未読,外部軸相関応答。内在スピン固有値ではない,倍音段間を結合する時間発展がなく未測定,0.017902871850985505,0.2573549073835568,-126.67329255073808,93,0.01442876694038464,0.0,0.017411602122689045,0.24342462905751402,-152.47295214581632,83,0.0004720741111050586,1.7605770235245233,0.017355754112770946,0.2418655561753648,-26.645234255637593,133,0.014918476572384876,-0.11563428684848631,0.017902871850985765,0.2573549073835643,162.24693926377367,65,-0.0044167430546702136,-0.8911632055135144
