t,H,Q2_re,Q2_im,generator_norm
0,np.float64(115.0294372515229),np.float64(-20.90138349896467),np.float64(-16.96639887512917),np.float64(9.865757879355419)
1,np.float64(115.02943725152304),np.float64(-20.901383498964783),np.float64(-16.966398875128995),np.float64(9.992726058234771)
2,np.float64(115.02943725152315),np.float64(-20.901383498964755),np.float64(-16.966398875129016),np.float64(10.145748550059984)
3,np.float64(115.02943725152281),np.float64(-20.901383498964698),np.float64(-16.966398875128984),np.float64(10.6031774434763)
4,np.float64(115.02943725152294),np.float64(-20.90138349896477),np.float64(-16.966398875128924),np.float64(10.495706289689018)
5,np.float64(115.02943725152318),np.float64(-20.901383498964876),np.float64(-16.966398875128878),np.float64(10.443080402019818)
6,np.float64(115.029437251523),np.float64(-20.901383498964805),np.float64(-16.966398875128764),np.float64(10.807953646031173)
7,np.float64(115.02943725152281),np.float64(-20.90138349896469),np.float64(-16.966398875128867),np.float64(10.758729846469615)
8,np.float64(115.02943725152252),np.float64(-20.90138349896462),np.float64(-16.966398875128892),np.float64(10.682074851266236)
9,np.float64(115.02943725152242),np.float64(-20.901383498964595),np.float64(-16.966398875128842),np.float64(10.75778519922212)
10,np.float64(115.02943725152231),np.float64(-20.90138349896459),np.float64(-16.966398875128803),np.float64(10.868968220213823)
11,np.float64(115.02943725152213),np.float64(-20.90138349896447),np.float64(-16.966398875128807),np.float64(10.843048207380788)
12,np.float64(115.02943725152227),np.float64(-20.90138349896447),np.float64(-16.96639887512883),np.float64(10.754827794546285)
13,np.float64(115.02943725152218),np.float64(-20.901383498964424),np.float64(-16.96639887512884),np.float64(10.751643385063993)
14,np.float64(115.02943725152197),np.float64(-20.901383498964357),np.float64(-16.966398875128874),np.float64(10.865296536088628)
15,np.float64(115.0294372515221),np.float64(-20.901383498964325),np.float64(-16.966398875128846),np.float64(10.872547922285394)
16,np.float64(115.02943725152164),np.float64(-20.901383498964243),np.float64(-16.96639887512884),np.float64(10.805338285151555)
17,np.float64(115.02943725152159),np.float64(-20.901383498964183),np.float64(-16.966398875128917),np.float64(10.770708467209715)
18,np.float64(115.02943725152153),np.float64(-20.901383498964165),np.float64(-16.966398875128938),np.float64(10.859381370402767)
19,np.float64(115.02943725152133),np.float64(-20.901383498964204),np.float64(-16.96639887512886),np.float64(10.860018132592081)
20,np.float64(115.02943725152157),np.float64(-20.90138349896425),np.float64(-16.966398875128892),np.float64(10.831377184910675)
21,np.float64(115.0294372515214),np.float64(-20.901383498964265),np.float64(-16.96639887512884),np.float64(10.803213081498487)
22,np.float64(115.0294372515215),np.float64(-20.90138349896426),np.float64(-16.966398875128874),np.float64(10.836304374499226)
23,np.float64(115.02943725152178),np.float64(-20.901383498964286),np.float64(-16.9663988751288),np.float64(10.870722731458407)
24,np.float64(115.02943725152163),np.float64(-20.901383498964197),np.float64(-16.96639887512882),np.float64(10.818501053180968)
25,np.float64(115.0294372515217),np.float64(-20.901383498964165),np.float64(-16.966398875128824),np.float64(10.79036507055989)
26,np.float64(115.02943725152164),np.float64(-20.90138349896413),np.float64(-16.966398875128814),np.float64(10.819079166580998)
27,np.float64(115.0294372515217),np.float64(-20.9013834989641),np.float64(-16.966398875128917),np.float64(10.86092244198531)
28,np.float64(115.02943725152141),np.float64(-20.90138349896398),np.float64(-16.966398875128924),np.float64(10.833037583592587)
29,np.float64(115.02943725152173),np.float64(-20.90138349896397),np.float64(-16.966398875129002),np.float64(10.801376862227082)
30,np.float64(115.02943725152195),np.float64(-20.901383498963988),np.float64(-16.966398875129077),np.float64(10.781765532031514)
