t,H,Q2_re,Q2_im,generator_norm
0,np.float64(944.3855946509982),np.float64(-61.62803654632481),np.float64(102.25575545922806),np.float64(27.759867179553396)
1,np.float64(944.385594651),np.float64(-61.62803654632462),np.float64(102.25575545922857),np.float64(30.625483779187796)
2,np.float64(944.3855946509983),np.float64(-61.62803654632438),np.float64(102.25575545922845),np.float64(30.88144721611786)
3,np.float64(944.3855946510018),np.float64(-61.62803654632408),np.float64(102.25575545922887),np.float64(30.761122439561767)
4,np.float64(944.3855946510017),np.float64(-61.62803654632436),np.float64(102.25575545922845),np.float64(30.897630393648488)
5,np.float64(944.3855946510016),np.float64(-61.62803654632484),np.float64(102.2557554592282),np.float64(30.837174101479064)
6,np.float64(944.3855946510032),np.float64(-61.62803654632477),np.float64(102.25575545922815),np.float64(30.881437521549863)
7,np.float64(944.3855946510037),np.float64(-61.62803654632512),np.float64(102.25575545922811),np.float64(30.89097514640042)
8,np.float64(944.3855946510014),np.float64(-61.62803654632564),np.float64(102.25575545922848),np.float64(30.9062772315129)
9,np.float64(944.3855946510026),np.float64(-61.6280365463256),np.float64(102.25575545922865),np.float64(30.92602399354487)
10,np.float64(944.3855946510029),np.float64(-61.628036546325475),np.float64(102.25575545922885),np.float64(30.907949673922)
11,np.float64(944.3855946510041),np.float64(-61.628036546325376),np.float64(102.25575545922896),np.float64(30.93131308960897)
12,np.float64(944.385594651003),np.float64(-61.62803654632517),np.float64(102.25575545922881),np.float64(30.911498077411466)
13,np.float64(944.3855946510029),np.float64(-61.628036546324324),np.float64(102.25575545922878),np.float64(30.915857391554443)
14,np.float64(944.3855946510063),np.float64(-61.628036546325),np.float64(102.25575545922936),np.float64(30.904336094136227)
15,np.float64(944.3855946510078),np.float64(-61.628036546324694),np.float64(102.25575545922922),np.float64(30.905212058161887)
16,np.float64(944.3855946510125),np.float64(-61.62803654632416),np.float64(102.25575545922936),np.float64(30.907084452988922)
17,np.float64(944.3855946510138),np.float64(-61.628036546324346),np.float64(102.25575545922861),np.float64(30.9075791638614)
18,np.float64(944.3855946510186),np.float64(-61.62803654632449),np.float64(102.2557554592288),np.float64(30.918127809375342)
19,np.float64(944.3855946510231),np.float64(-61.62803654632418),np.float64(102.25575545922857),np.float64(30.922471142796894)
20,np.float64(944.3855946510222),np.float64(-61.62803654632425),np.float64(102.25575545922845),np.float64(30.92705240829797)
21,np.float64(944.3855946510228),np.float64(-61.62803654632417),np.float64(102.25575545922818),np.float64(30.927283778501653)
22,np.float64(944.3855946510239),np.float64(-61.62803654632417),np.float64(102.25575545922811),np.float64(30.925511134882303)
23,np.float64(944.3855946510246),np.float64(-61.62803654632451),np.float64(102.2557554592286),np.float64(30.919815108178536)
24,np.float64(944.3855946510268),np.float64(-61.62803654632472),np.float64(102.25575545922865),np.float64(30.91281688858356)
25,np.float64(944.3855946510268),np.float64(-61.62803654632463),np.float64(102.25575545922857),np.float64(30.909424188554276)
26,np.float64(944.3855946510296),np.float64(-61.628036546324466),np.float64(102.25575545922894),np.float64(30.907230472700366)
27,np.float64(944.3855946510333),np.float64(-61.62803654632451),np.float64(102.25575545922922),np.float64(30.90849847263366)
28,np.float64(944.385594651031),np.float64(-61.62803654632381),np.float64(102.25575545922858),np.float64(30.914539144145984)
29,np.float64(944.3855946510296),np.float64(-61.62803654632368),np.float64(102.25575545922844),np.float64(30.919898785617928)
30,np.float64(944.38559465103),np.float64(-61.62803654632432),np.float64(102.25575545922835),np.float64(30.925638092504688)
31,np.float64(944.3855946510288),np.float64(-61.62803654632422),np.float64(102.25575545922808),np.float64(30.928339838319935)
32,np.float64(944.385594651028),np.float64(-61.62803654632415),np.float64(102.25575545922777),np.float64(30.92705834255548)
33,np.float64(944.3855946510278),np.float64(-61.62803654632419),np.float64(102.2557554592278),np.float64(30.92404921472795)
34,np.float64(944.3855946510284),np.float64(-61.62803654632462),np.float64(102.25575545922783),np.float64(30.91819630054241)
35,np.float64(944.3855946510307),np.float64(-61.62803654632425),np.float64(102.25575545922825),np.float64(30.91195633622804)
36,np.float64(944.3855946510308),np.float64(-61.62803654632474),np.float64(102.25575545922965),np.float64(30.90909464426012)
37,np.float64(944.3855946510314),np.float64(-61.62803654632451),np.float64(102.25575545922985),np.float64(30.908276630174168)
38,np.float64(944.3855946510319),np.float64(-61.628036546325106),np.float64(102.25575545922959),np.float64(30.9110574500217)
39,np.float64(944.3855946510294),np.float64(-61.628036546324836),np.float64(102.25575545922953),np.float64(30.91743573318427)
40,np.float64(944.3855946510303),np.float64(-61.628036546324466),np.float64(102.25575545922948),np.float64(30.922217728987004)
41,np.float64(944.3855946510322),np.float64(-61.62803654632491),np.float64(102.25575545922972),np.float64(30.92683899905236)
42,np.float64(944.3855946510341),np.float64(-61.62803654632521),np.float64(102.25575545922983),np.float64(30.92841678232612)
43,np.float64(944.3855946510341),np.float64(-61.62803654632504),np.float64(102.25575545922968),np.float64(30.925929631756635)
44,np.float64(944.3855946510334),np.float64(-61.628036546325205),np.float64(102.25575545922985),np.float64(30.921879033195516)
45,np.float64(944.3855946510319),np.float64(-61.628036546325035),np.float64(102.25575545922925),np.float64(30.916281809093118)
46,np.float64(944.38559465103),np.float64(-61.62803654632452),np.float64(102.2557554592293),np.float64(30.910790382689072)
47,np.float64(944.3855946510307),np.float64(-61.62803654632479),np.float64(102.2557554592295),np.float64(30.90896840176652)
48,np.float64(944.3855946510264),np.float64(-61.628036546324694),np.float64(102.25575545922895),np.float64(30.909839273287258)
49,np.float64(944.3855946510274),np.float64(-61.62803654632486),np.float64(102.2557554592292),np.float64(30.913257597825194)
50,np.float64(944.3855946510266),np.float64(-61.6280365463245),np.float64(102.2557554592291),np.float64(30.919912828984128)
51,np.float64(944.3855946510267),np.float64(-61.62803654632469),np.float64(102.25575545922922),np.float64(30.924068435283434)
52,np.float64(944.3855946510287),np.float64(-61.62803654632436),np.float64(102.25575545922973),np.float64(30.927140837365048)
53,np.float64(944.385594651031),np.float64(-61.62803654632525),np.float64(102.25575545923034),np.float64(30.9278866458601)
54,np.float64(944.3855946510316),np.float64(-61.628036546324935),np.float64(102.25575545923004),np.float64(30.924392354824608)
55,np.float64(944.3855946510309),np.float64(-61.62803654632487),np.float64(102.25575545922982),np.float64(30.919626339186173)
56,np.float64(944.3855946510291),np.float64(-61.62803654632396),np.float64(102.25575545922892),np.float64(30.914574441197882)
57,np.float64(944.3855946510296),np.float64(-61.62803654632354),np.float64(102.25575545922862),np.float64(30.910042800853606)
58,np.float64(944.3855946510279),np.float64(-61.62803654632392),np.float64(102.25575545922872),np.float64(30.90929030525311)
59,np.float64(944.3855946510251),np.float64(-61.628036546323855),np.float64(102.25575545922848),np.float64(30.911695219689744)
60,np.float64(944.3855946510256),np.float64(-61.62803654632437),np.float64(102.25575545922844),np.float64(30.915524948149304)
61,np.float64(944.3855946510254),np.float64(-61.62803654632423),np.float64(102.25575545922804),np.float64(30.92183697934353)
62,np.float64(944.3855946510291),np.float64(-61.62803654632431),np.float64(102.2557554592288),np.float64(30.92545162853398)
63,np.float64(944.3855946510303),np.float64(-61.628036546324246),np.float64(102.2557554592291),np.float64(30.9270621454516)
64,np.float64(944.3855946510289),np.float64(-61.62803654632432),np.float64(102.25575545922948),np.float64(30.926807718954553)
65,np.float64(944.3855946510309),np.float64(-61.62803654632392),np.float64(102.25575545922969),np.float64(30.922687311473872)
66,np.float64(944.3855946510275),np.float64(-61.62803654632272),np.float64(102.2557554592282),np.float64(30.91745344766165)
67,np.float64(944.3855946510246),np.float64(-61.62803654632251),np.float64(102.25575545922764),np.float64(30.91316925622596)
68,np.float64(944.3855946510237),np.float64(-61.62803654632297),np.float64(102.25575545922806),np.float64(30.909795961086374)
69,np.float64(944.3855946510216),np.float64(-61.62803654632319),np.float64(102.2557554592276),np.float64(30.910030452990394)
70,np.float64(944.3855946510205),np.float64(-61.62803654632295),np.float64(102.25575545922743),np.float64(30.913802680326366)
71,np.float64(944.3855946510189),np.float64(-61.62803654632282),np.float64(102.25575545922733),np.float64(30.917685952586833)
72,np.float64(944.3855946510184),np.float64(-61.628036546322775),np.float64(102.2557554592274),np.float64(30.923285356578315)
73,np.float64(944.3855946510164),np.float64(-61.62803654632194),np.float64(102.25575545922648),np.float64(30.92640124073975)
74,np.float64(944.3855946510153),np.float64(-61.62803654632211),np.float64(102.25575545922676),np.float64(30.926593247565577)
75,np.float64(944.3855946510164),np.float64(-61.62803654632207),np.float64(102.25575545922652),np.float64(30.925365404040345)
