eigen_index,mu,sigma,sigma_over_sigma1,abs_sigma_over_eps_normK,pair_id,cluster_id,solver_residual
0,-3.89996761282075965e+01,3.89996761282075965e+01,1.00000000000000000e+00,4.50359962737049350e+15,0,0,3.65896584502444224e-14
779,3.89996761282075965e+01,3.89996761282075965e+01,1.00000000000000000e+00,4.50359962737049350e+15,0,0,3.39807091125793709e-14
778,1.89999631610198279e+01,1.89999631610198279e+01,4.87182588351742163e-01,2.19407532336229875e+15,1,1,4.74961040594504263e-14
1,-1.89999631610198279e+01,1.89999631610198279e+01,4.87182588351742163e-01,2.19407532336229875e+15,1,1,4.27906236768872760e-14
777,1.89992492159533484e+01,1.89992492159533484e+01,4.87164281915962227e-01,2.19399287850494150e+15,2,2,3.36621216806968435e-14
2,-1.89992492159533413e+01,1.89992492159533413e+01,4.87164281915962061e-01,2.19399287850494075e+15,2,2,3.25660836962823717e-14
3,-1.89976510974200465e+01,1.89976510974200465e+01,4.87123304177376704e-01,2.19380833117671725e+15,3,3,4.39372854666509617e-14
776,1.89976510974200394e+01,1.89976510974200394e+01,4.87123304177376537e-01,2.19380833117671650e+15,3,3,4.58235507269344900e-14
775,1.89955421055869671e+01,1.89955421055869671e+01,4.87069227014629347e-01,2.19356478928671900e+15,4,4,3.95486718467246087e-14
4,-1.89955421055869600e+01,1.89955421055869600e+01,4.87069227014629180e-01,2.19356478928671825e+15,4,4,3.66396924268720678e-14
5,-1.89912436597076528e+01,1.89912436597076528e+01,4.86959009538330767e-01,2.19306841390153100e+15,5,5,3.55972793609280209e-14
774,1.89912436597076528e+01,1.89912436597076528e+01,4.86959009538330767e-01,2.19306841390153100e+15,5,5,3.82646839441407294e-14
773,1.89903803947693888e+01,1.89903803947693888e+01,4.86936874356094174e-01,2.19296872590305875e+15,6,6,3.93962403758617364e-14
6,-1.89903803947693817e+01,1.89903803947693817e+01,4.86936874356094007e-01,2.19296872590305775e+15,6,6,3.76930590758813759e-14
7,-1.89854642201477404e+01,1.89854642201477404e+01,4.86810817549737984e-01,2.19240101651692525e+15,7,7,5.02392089541601190e-14
772,1.89854642201477368e+01,1.89854642201477368e+01,4.86810817549737873e-01,2.19240101651692500e+15,7,7,4.60330556314012956e-14
771,1.89771162312203607e+01,1.89771162312203607e+01,4.86596764774019142e-01,2.19143700851596025e+15,8,8,3.52681453820191623e-14
8,-1.89771162312203607e+01,1.89771162312203607e+01,4.86596764774019142e-01,2.19143700851596025e+15,8,8,3.42058221931403887e-14
770,1.89754685046219969e+01,1.89754685046219969e+01,4.86554515023202017e-01,2.19124673255392400e+15,9,9,3.95575917150062600e-14
9,-1.89754685046219969e+01,1.89754685046219969e+01,4.86554515023202017e-01,2.19124673255392400e+15,9,9,4.17176502791927662e-14
769,1.89669539703794108e+01,1.89669539703794108e+01,4.86336191819322194e-01,2.19026349225428425e+15,10,10,3.25265817550600376e-14
10,-1.89669539703794072e+01,1.89669539703794072e+01,4.86336191819322139e-01,2.19026349225428400e+15,10,10,3.11523000336580641e-14
768,1.89627722690481484e+01,1.89627722690481484e+01,4.86228967817832647e-01,2.18978059828113100e+15,11,11,3.63153511056007335e-14
11,-1.89627722690481448e+01,1.89627722690481448e+01,4.86228967817832591e-01,2.18978059828113050e+15,11,11,4.03312385227982108e-14
767,1.89563230389301189e+01,1.89563230389301189e+01,4.86063601569743098e-01,2.18903585490785500e+15,12,12,3.87509606420404577e-14
12,-1.89563230389301189e+01,1.89563230389301189e+01,4.86063601569743098e-01,2.18903585490785500e+15,12,12,4.04954863737489458e-14
13,-1.89381383659173181e+01,1.89381383659173181e+01,4.85597324030590749e-01,2.18693592755627725e+15,13,13,3.84506854768437226e-14
766,1.89381383659173146e+01,1.89381383659173146e+01,4.85597324030590638e-01,2.18693592755627675e+15,13,13,3.82414613935072126e-14
14,-1.89307191278108711e+01,1.89307191278108711e+01,4.85407085576249286e-01,2.18607916972419350e+15,14,14,3.94282018288627711e-14
765,1.89307191278108640e+01,1.89307191278108640e+01,4.85407085576249120e-01,2.18607916972419275e+15,14,14,4.37842188216340638e-14
764,1.89126400850910521e+01,1.89126400850910521e+01,4.84943516528640095e-01,2.18399144033412050e+15,15,15,3.82196403093294086e-14
15,-1.89126400850910521e+01,1.89126400850910521e+01,4.84943516528640095e-01,2.18399144033412050e+15,15,15,3.69997803444245806e-14
763,1.89025669339546951e+01,1.89025669339546951e+01,4.84685228457138129e-01,2.18282821427154975e+15,16,16,3.98005425579060239e-14
16,-1.89025669339546880e+01,1.89025669339546880e+01,4.84685228457137962e-01,2.18282821427154900e+15,16,16,3.73534915242700686e-14
762,1.88869771674308780e+01,1.88869771674308780e+01,4.84285487534352854e-01,2.18102794120064925e+15,17,17,3.61450925925261891e-14
17,-1.88869771674308708e+01,1.88869771674308708e+01,4.84285487534352632e-01,2.18102794120064850e+15,17,17,3.63591750503180665e-14
761,1.88802471736147233e+01,1.88802471736147233e+01,4.84112922157296122e-01,2.18025077583283950e+15,18,18,3.68188651623237353e-14
18,-1.88802471736147197e+01,1.88802471736147197e+01,4.84112922157296011e-01,2.18025077583283900e+15,18,18,3.54642842086487488e-14
