eigen_index,mu,sigma,sigma_over_sigma1,abs_sigma_over_eps_normK,pair_id,cluster_id,solver_residual
696,7.11727580121351136e-15,7.11727580121351136e-15,1.82941458754437741e-16,8.23895085477101330e-01,83,-1,1.31227768260404819e-14
90,-7.10209214642290215e-15,7.10209214642290215e-15,1.82551180221723816e-16,8.22137427222600303e-01,90,-1,1.34573509956234161e-14
91,-7.02673499903523296e-15,7.02673499903523296e-15,1.80614210676673615e-16,8.13414091901284220e-01,91,-1,1.28153845339581242e-14
695,7.02129944563978436e-15,7.02129944563978436e-15,1.80474495974718217e-16,8.12784872821619597e-01,84,-1,1.35336643472994876e-14
92,-6.88353969797976497e-15,6.88353969797976497e-15,1.76933538746354207e-16,7.96837819167424577e-01,92,-1,1.26709822745247620e-14
694,6.87814404906750512e-15,6.87814404906750512e-15,1.76794849743636721e-16,7.96213219426465724e-01,85,-1,1.33057945405958743e-14
93,-6.87012165588375318e-15,6.87012165588375318e-15,1.76588643274654998e-16,7.95284548049598250e-01,93,-1,1.31977895189103704e-14
94,-6.76590175651166993e-15,6.76590175651166993e-15,1.73909789601579872e-16,7.83220063645757025e-01,94,-1,1.19103538646721021e-14
95,-6.75111413500073306e-15,6.75111413500073306e-15,1.73529690652729509e-16,7.81508250161350615e-01,95,-1,1.19173418742929418e-14
96,-6.71105999378494500e-15,6.71105999378494500e-15,1.72500144625874251e-16,7.76871587058444502e-01,96,-1,1.15919790080426275e-14
693,6.66816390534069005e-15,6.66816390534069005e-15,1.71397549586138209e-16,7.71905940448348704e-01,86,-1,1.35083498998771802e-14
692,6.64730703433528694e-15,6.64730703433528694e-15,1.70861447499700716e-16,7.69491551291636267e-01,87,-1,1.10856239317849372e-14
691,6.64253914138710088e-15,6.64253914138710088e-15,1.70738894248219666e-16,7.68939620513933164e-01,88,-1,1.18552954107589260e-14
97,-6.53842220449304234e-15,6.53842220449304234e-15,1.68062687108235673e-16,7.56887055035534995e-01,97,-1,1.09013641376456085e-14
98,-6.49149624757284909e-15,6.49149624757284909e-15,1.66856508894520206e-16,7.51454911281703608e-01,98,-1,4.98007617630249802e-14
690,6.46746652599632263e-15,6.46746652599632263e-15,1.66238852302102754e-16,7.48673233282249440e-01,89,-1,1.33778904547563012e-14
689,6.40489709250666877e-15,6.40489709250666877e-15,1.64630576361175419e-16,7.41430202353980161e-01,90,-1,1.06496678230646857e-14
99,-6.37616037636013404e-15,6.37616037636013404e-15,1.63891931840646522e-16,7.38103643166566958e-01,99,-1,1.08867488168653412e-14
100,-6.28691367313290070e-15,6.28691367313290070e-15,1.61597947100778675e-16,7.27772454346904518e-01,100,-1,1.06335492306814223e-14
688,6.07099334605169975e-15,6.07099334605169975e-15,1.56047961303651750e-16,7.02777540379052046e-01,91,-1,1.03550789479656591e-14
687,5.99996637860837069e-15,5.99996637860837069e-15,1.54222294096435885e-16,6.94555466224932139e-01,92,-1,1.18428892340506276e-14
101,-5.98438076395073087e-15,5.98438076395073087e-15,1.53821683643688342e-16,6.92751277139217692e-01,101,-1,1.20186415000161548e-14
686,5.96851408403779449e-15,5.96851408403779449e-15,1.53413848729047642e-16,6.90914551969613044e-01,93,-1,1.08538172837110224e-14
102,-5.96151120934939633e-15,5.96151120934939633e-15,1.53233847820448365e-16,6.90103899944718990e-01,102,-1,1.25043577036585333e-14
103,-5.94409196115198577e-15,5.94409196115198577e-15,1.52786105908424017e-16,6.88087449636568094e-01,103,-1,1.15665617614267674e-14
685,5.93667393176281419e-15,5.93667393176281419e-15,1.52595433921635611e-16,6.87228739347917839e-01,94,-1,1.11074663533247108e-14
104,-5.92000018969511149e-15,5.92000018969511149e-15,1.52166854394586716e-16,6.85298588749601700e-01,104,-1,1.01538307035875148e-14
105,-5.90860610862588427e-15,5.90860610862588427e-15,1.51873982533190621e-16,6.83979611143750943e-01,105,-1,1.04910084039138903e-14
684,5.88740607501232582e-15,5.88740607501232582e-15,1.51329059843213335e-16,6.81525497520223511e-01,95,-1,1.05496147318541400e-14
683,5.85261350367866313e-15,5.85261350367866313e-15,1.50434756470494110e-16,6.77497913184089140e-01,96,-1,1.09346048612198517e-14
106,-5.77371472132948586e-15,5.77371472132948586e-15,1.48406753237228058e-16,6.68364598578445879e-01,106,-1,9.34415612786012553e-15
