eigen_index,mu,sigma,sigma_over_sigma1,abs_sigma_over_eps_normK,pair_id,cluster_id,solver_residual
14,-1.89380560502755984e+01,1.89380560502755984e+01,4.85813668259074294e-01,2.18791025534306150e+15,14,14,3.23055582400613432e-14
764,1.89263644224953573e+01,1.89263644224953573e+01,4.85513745576156897e-01,2.18655952366003475e+15,15,15,3.74785821194968753e-14
15,-1.89263644224953573e+01,1.89263644224953573e+01,4.85513745576156897e-01,2.18655952366003475e+15,15,15,3.85608475510850015e-14
763,1.89173237115887218e+01,1.89173237115887218e+01,4.85281826264187255e-01,2.18551505193306825e+15,16,16,4.04061246442578660e-14
16,-1.89173237115886970e+01,1.89173237115886970e+01,4.85281826264186644e-01,2.18551505193306550e+15,16,16,2.82331495327592676e-14
17,-1.89029625626640012e+01,1.89029625626640012e+01,4.84913422959169504e-01,2.18385591094586825e+15,17,17,3.31148661230964794e-14
762,1.89029625626639941e+01,1.89029625626639941e+01,4.84913422959169282e-01,2.18385591094586725e+15,17,17,2.91960653213441681e-14
18,-1.88740887343070831e+01,1.88740887343070831e+01,4.84172729171300331e-01,2.18052012267882500e+15,18,18,3.57200416211593355e-14
761,1.88740887343070796e+01,1.88740887343070796e+01,4.84172729171300220e-01,2.18052012267882450e+15,18,18,3.53552823158700142e-14
760,1.88425203060131885e+01,1.88425203060131885e+01,4.83362911420739394e-01,2.17687302775916075e+15,19,19,3.83060004013590341e-14
19,-1.88425203060131885e+01,1.88425203060131885e+01,4.83362911420739394e-01,2.17687302775916075e+15,19,19,3.29872229908414589e-14
20,-1.88281660878471016e+01,1.88281660878471016e+01,4.82994685908905208e-01,2.17521468748127600e+15,20,20,3.54569926790520667e-14
759,1.88281660878470944e+01,1.88281660878470944e+01,4.82994685908905041e-01,2.17521468748127525e+15,20,20,2.97679289945199311e-14
21,-1.88165416416302875e+01,1.88165416416302875e+01,4.82696486619438592e-01,2.17387171727235200e+15,21,21,2.83138607226286837e-14
758,1.88165416416302804e+01,1.88165416416302804e+01,4.82696486619438425e-01,2.17387171727235125e+15,21,21,3.25271135664875198e-14
22,-1.88025428741263845e+01,1.88025428741263845e+01,4.82337379403041999e-01,2.17225444214640225e+15,22,22,4.27001021146633664e-14
757,1.88025428741263774e+01,1.88025428741263774e+01,4.82337379403041833e-01,2.17225444214640150e+15,22,22,3.45920147155955097e-14
23,-1.87525528150331731e+01,1.87525528150331731e+01,4.81054995724374657e-01,2.16647909948901000e+15,23,23,2.79245790998832723e-14
756,1.87525528150331660e+01,1.87525528150331660e+01,4.81054995724374490e-01,2.16647909948900925e+15,23,23,3.35894491832318307e-14
24,-1.87317927206784489e+01,1.87317927206784489e+01,4.80522441719618387e-01,2.16408068947163500e+15,24,24,2.97447547775116743e-14
755,1.87317927206784454e+01,1.87317927206784454e+01,4.80522441719618276e-01,2.16408068947163450e+15,24,24,2.67186951158580039e-14
25,-1.87062787105950115e+01,1.87062787105950115e+01,4.79867936589961575e-01,2.16113306041360050e+15,25,25,3.93720638410574786e-14
754,1.87062787105950044e+01,1.87062787105950044e+01,4.79867936589961408e-01,2.16113306041359975e+15,25,25,3.40480200697711315e-14
753,1.86935657707281386e+01,1.86935657707281386e+01,4.79541814419096379e-01,2.15966433672641475e+15,26,26,3.30181999493692505e-14
26,-1.86935657707281315e+01,1.86935657707281315e+01,4.79541814419096213e-01,2.15966433672641400e+15,26,26,3.78039605346440926e-14
752,1.86646793935450219e+01,1.86646793935450219e+01,4.78800798719027143e-01,2.15632709869570725e+15,27,27,3.36142390622048586e-14
27,-1.86646793935450077e+01,1.86646793935450077e+01,4.78800798719026810e-01,2.15632709869570575e+15,27,27,4.23008250760227243e-14
28,-1.86069546348348389e+01,1.86069546348348389e+01,4.77319998540597257e-01,2.14965816756392025e+15,28,28,3.16080228009168519e-14
751,1.86069546348348354e+01,1.86069546348348354e+01,4.77319998540597146e-01,2.14965816756391975e+15,28,28,3.21285259253896853e-14
750,1.85494668201654669e+01,1.85494668201654669e+01,4.75845276634051850e-01,2.14301661053512725e+15,29,29,3.44666830127744171e-14
29,-1.85494668201654633e+01,1.85494668201654633e+01,4.75845276634051795e-01,2.14301661053512700e+15,29,29,3.10427973208864721e-14
30,-1.84888921241856394e+01,1.84888921241856394e+01,4.74291367659471053e-01,2.13601842665623750e+15,30,30,3.82150139141503899e-14
749,1.84888921241856288e+01,1.84888921241856288e+01,4.74291367659470775e-01,2.13601842665623625e+15,30,30,2.90387547256853445e-14
31,-1.84685416756809424e+01,1.84685416756809424e+01,4.73769322207047705e-01,2.13366734295123325e+15,31,31,3.43385319907282286e-14
748,1.84685416756809317e+01,1.84685416756809317e+01,4.73769322207047427e-01,2.13366734295123200e+15,31,31,3.42549146054304722e-14
32,-1.84357084739206485e+01,1.84357084739206485e+01,4.72927059508832348e-01,2.12987412897740250e+15,32,32,4.19276971992028740e-14
747,1.84357084739206485e+01,1.84357084739206485e+01,4.72927059508832348e-01,2.12987412897740250e+15,32,32,3.27482409460899782e-14
33,-1.83980057945691513e+01,1.83980057945691513e+01,4.71959881203396936e-01,2.12551834512144275e+15,33,33,3.11151970133723135e-14
746,1.83980057945691478e+01,1.83980057945691478e+01,4.71959881203396825e-01,2.12551834512144250e+15,33,33,3.02803682704027132e-14
34,-1.83504253534203059e+01,1.83504253534203059e+01,4.70739310908824982e-01,2.12002138519762900e+15,34,34,2.99393838150485381e-14
745,1.83504253534202988e+01,1.83504253534202988e+01,4.70739310908824760e-01,2.12002138519762800e+15,34,34,3.13442162866902475e-14
744,1.83255973204730793e+01,1.83255973204730793e+01,4.70102402995482171e-01,2.11715300695642925e+15,35,35,3.45165874146221269e-14
35,-1.83255973204730722e+01,1.83255973204730722e+01,4.70102402995482005e-01,2.11715300695642825e+15,35,35,2.98338594120385318e-14
36,-1.82369033359715758e+01,1.82369033359715758e+01,4.67827156272756284e-01,2.10690620666378475e+15,36,36,3.18310813513477131e-14
743,1.82369033359715758e+01,1.82369033359715758e+01,4.67827156272756284e-01,2.10690620666378475e+15,36,36,3.23455802035330268e-14
37,-1.81789131834882802e+01,1.81789131834882802e+01,4.66339548007894122e-01,2.10020661463647825e+15,37,37,3.43407308997463777e-14
742,1.81789131834882767e+01,1.81789131834882767e+01,4.66339548007894067e-01,2.10020661463647800e+15,37,37,2.83849920271057484e-14
741,1.81095107552038286e+01,1.81095107552038286e+01,4.64559183213247406e-01,2.09218856441072375e+15,38,38,3.39693355919213566e-14
38,-1.81095107552038286e+01,1.81095107552038286e+01,4.64559183213247406e-01,2.09218856441072375e+15,38,38,2.88383235742032060e-14
740,1.80392042672671771e+01,1.80392042672671771e+01,4.62755626780832097e-01,2.08406606833375650e+15,39,39,3.44417147951861657e-14
39,-1.80392042672671735e+01,1.80392042672671735e+01,4.62755626780831986e-01,2.08406606833375600e+15,39,39,3.16117826017529418e-14
739,1.80627528229908405e-14,1.80627528229908405e-14,4.63359712554363710e-16,2.08678662879833343e+00,40,-1,2.53613054078499742e-14
40,-1.73725313384690399e-14,1.73725313384690399e-14,4.45653616933114390e-16,2.00704546315628818e+00,40,-1,2.20640783220633482e-14
41,-1.71782502072026237e-14,1.71782502072026237e-14,4.40669767017183464e-16,1.98460019853203140e+00,41,-1,2.08751720308450451e-14
738,1.61778525683098942e-14,1.61778525683098942e-14,4.15006792666596871e-16,1.86902443680951103e+00,41,-1,2.18076494790798136e-14
42,-1.59774243270004479e-14,1.59774243270004479e-14,4.09865252327146878e-16,1.84586899765265366e+00,42,-1,2.21437331213494452e-14
43,-1.52172384694224882e-14,1.52172384694224882e-14,3.90364376469128498e-16,1.75804486040508379e+00,43,-1,2.01235294339897689e-14
737,1.47337937695918095e-14,1.47337937695918095e-14,3.77962678934722276e-16,1.70219258001037033e+00,42,-1,2.02063038098229555e-14
44,-1.46941064287891387e-14,1.46941064287891387e-14,3.76944588557990447e-16,1.69760750856909137e+00,44,-1,2.09114338020087806e-14
736,1.43504682040430109e-14,1.43504682040430109e-14,3.68129314906103517e-16,1.65790704543528444e+00,43,-1,2.05508250069792493e-14
45,-1.43322331104380363e-14,1.43322331104380363e-14,3.67661534174450715e-16,1.65580034830652156e+00,45,-1,1.96773707226139927e-14
46,-1.42900590507767333e-14,1.42900590507767333e-14,3.66579652561309280e-16,1.65092798667671903e+00,46,-1,1.84844278940854981e-14
47,-1.40617873209628921e-14,1.40617873209628921e-14,3.60723849509174314e-16,1.62455579423316898e+00,47,-1,1.94068741157055144e-14
735,1.37232548272841789e-14,1.37232548272841789e-14,3.52039552021494556e-16,1.58544519530367967e+00,44,-1,1.95862720716043339e-14
48,-1.36876234703528022e-14,1.36876234703528022e-14,3.51125508881590103e-16,1.58132871095940541e+00,48,-1,1.90858775400773885e-14
734,1.36011506775648665e-14,1.36011506775648665e-14,3.48907241887481000e-16,1.57133852455132761e+00,45,-1,1.88622121942649659e-14
733,1.35751461129342380e-14,1.35751461129342380e-14,3.48240152672983625e-16,1.56833422181349436e+00,46,-1,1.89864507741880181e-14
49,-1.35427008992208890e-14,1.35427008992208890e-14,3.47407842944377529e-16,1.56458583202988710e+00,49,-1,1.87239903895047980e-14
50,-1.31445312102060848e-14,1.31445312102060848e-14,3.37193685974077448e-16,1.51858535850453968e+00,50,-1,1.90669769567006613e-14
51,-1.30111247029601838e-14,1.30111247029601838e-14,3.33771439018914434e-16,1.50317292839249772e+00,51,-1,1.84984141321326034e-14
732,1.29159740716360336e-14,1.29159740716360336e-14,3.31330561395676034e-16,1.49218019283802428e+00,47,-1,1.83638129265393713e-14
52,-1.27916791052309956e-14,1.27916791052309956e-14,3.28142050736764402e-16,1.47782041742268300e+00,52,-1,1.80525774338244111e-14
53,-1.27691985150165317e-14,1.27691985150165317e-14,3.27565361240877132e-16,1.47522323882389683e+00,53,-1,1.90027952522254345e-14
731,1.26981706806507030e-14,1.26981706806507030e-14,3.25743300271675453e-16,1.46701740572195360e+00,48,-1,1.87620442022731326e-14
730,1.24783034451040265e-14,1.24783034451040265e-14,3.20103095809963624e-16,1.44161618300989502e+00,49,-1,1.85313733633688966e-14
729,1.22280215078403229e-14,1.22280215078403229e-14,3.13682669884605884e-16,1.41270115520489403e+00,50,-1,1.77220623673225385e-14
728,1.19021180677879289e-14,1.19021180677879289e-14,3.05322342653036621e-16,1.37504958860010307e+00,51,-1,1.66030092773113010e-14
54,-1.18730552741377298e-14,1.18730552741377298e-14,3.04576801381240960e-16,1.37169196920625480e+00,54,-1,1.65129464849201413e-14
55,-1.18320396196143817e-14,1.18320396196143817e-14,3.03524636073083844e-16,1.36695343791650625e+00,55,-1,1.73118783685942928e-14
727,1.18108731353983846e-14,1.18108731353983846e-14,3.02981657041137649e-16,1.36450807775056338e+00,52,-1,1.57490074084492978e-14
726,1.16953630903105637e-14,1.16953630903105637e-14,3.00018503981715333e-16,1.35116322273630751e+00,53,-1,1.71623439602884174e-14
56,-1.16084370582961325e-14,1.16084370582961325e-14,2.97788610144247168e-16,1.34112067368080989e+00,56,-1,1.70875669827679795e-14
57,-1.15429568495591639e-14,1.15429568495591639e-14,2.96108861160485243e-16,1.33355575678346372e+00,57,-1,1.65044925203238381e-14
58,-1.14444180227864392e-14,1.14444180227864392e-14,2.93581066925780441e-16,1.32217158360997811e+00,58,-1,1.59800326113448065e-14
59,-1.11002891004556726e-14,1.11002891004556726e-14,2.84753205519745649e-16,1.28241443027128121e+00,59,-1,1.48771259995820003e-14
60,-1.10024252047753167e-14,1.10024252047753167e-14,2.82242725139690729e-16,1.27110823176714516e+00,60,-1,1.63525124699439923e-14
725,1.09404456226042733e-14,1.09404456226042733e-14,2.80652776937417858e-16,1.26394774163585044e+00,54,-1,1.58900815800403614e-14
61,-1.09336277581775015e-14,1.09336277581775015e-14,2.80477879803410549e-16,1.26316007496830696e+00,61,-1,1.71469465735065882e-14
724,1.08021640879465734e-14,1.08021640879465734e-14,2.77105472006742342e-16,1.24797210047189067e+00,55,-1,1.62532549608647662e-14
723,1.07352975382996651e-14,1.07352975382996651e-14,2.75390159533194167e-16,1.24024701985519514e+00,56,-1,1.56144732638691341e-14
62,-1.06952099548017321e-14,1.06952099548017321e-14,2.74361801821131702e-16,1.23561570844634705e+00,62,-1,1.60858421752665931e-14
63,-1.05169150566292942e-14,1.05169150566292942e-14,2.69788043126834791e-16,1.21501733049502891e+00,63,-1,1.38800285018105252e-14
722,1.04146013696472386e-14,1.04146013696472386e-14,2.67163413257015590e-16,1.20319704839132569e+00,57,-1,1.73257024810278962e-14
721,1.04104337518941662e-14,1.04104337518941662e-14,2.67056502301469430e-16,1.20271556425176618e+00,58,-1,1.49142613013144025e-14
720,1.03768659503305565e-14,1.03768659503305565e-14,2.66195395080658767e-16,1.19883748209299723e+00,59,-1,1.49872557968376425e-14
64,-1.03196952672157502e-14,1.03196952672157502e-14,2.64728808478150675e-16,1.19223256321643523e+00,64,-1,1.58068875697024460e-14
719,1.02688515516836092e-14,1.02688515516836092e-14,2.63424526143943984e-16,1.18635859778211605e+00,60,-1,1.60976917512366274e-14
65,-1.00974338918115502e-14,1.00974338918115502e-14,2.59027187688204269e-16,1.16655474595142472e+00,65,-1,1.47756072599894577e-14
66,-1.00504555167371786e-14,1.00504555167371786e-14,2.57822062058459455e-16,1.16112734261437134e+00,66,-1,1.81793832168531062e-14
718,1.00015993532295894e-14,1.00015993532295894e-14,2.56568765946774215e-16,1.15548299871280080e+00,61,-1,1.62752727213361444e-14
67,-9.91127601630552883e-15,9.91127601630552883e-15,2.54251721814895677e-16,1.14504795962387163e+00,67,-1,1.46541425841328595e-14
717,9.74960518569993928e-15,9.74960518569993928e-15,2.50104416565693511e-16,1.12637015724897305e+00,62,-1,1.58793849277791637e-14
68,-9.73996616949784535e-15,9.73996616949784535e-15,2.49857149063310162e-16,1.12525656341737856e+00,68,-1,1.61762572471425064e-14
69,-9.52871062617731737e-15,9.52871062617731737e-15,2.44437858394397158e-16,1.10085024798024955e+00,69,-1,1.64100563056627928e-14
716,9.52226500566822211e-15,9.52226500566822211e-15,2.44272510349412148e-16,1.10010558658646862e+00,63,-1,1.54349128163790204e-14
715,9.46450303880027520e-15,9.46450303880027520e-15,2.42790755678527229e-16,1.09343235680281681e+00,64,-1,1.66428934273269672e-14
70,-9.43982288146840689e-15,9.43982288146840689e-15,2.42157641184897287e-16,1.09058106260522214e+00,70,-1,1.37412450425451097e-14
714,9.38607623875653231e-15,9.38607623875653231e-15,2.40778890716361967e-16,1.08437172250888958e+00,65,-1,1.52498312060023544e-14
713,9.28682165329178738e-15,9.28682165329178738e-15,2.38232735285828246e-16,1.07290485786071033e+00,66,-1,1.47076145075848297e-14
71,-9.20002313608843496e-15,9.20002313608843496e-15,2.36006112556966084e-16,1.06287704056871224e+00,71,-1,1.43221120909880159e-14
72,-9.12696961798572350e-15,9.12696961798572350e-15,2.34132087181051495e-16,1.05443718058406044e+00,72,-1,1.48312209641340377e-14
712,9.06084497313085702e-15,9.06084497313085702e-15,2.32435806623322164e-16,1.04679781209635459e+00,67,-1,1.60582412416310719e-14
711,8.97188916434274642e-15,8.97188916434274642e-15,2.30153843381393945e-16,1.03652076329033371e+00,68,-1,1.40698520693525614e-14
73,-8.86162572210076693e-15,8.86162572210076693e-15,2.27325280238046963e-16,1.02378204737196232e+00,73,-1,1.36903506247775321e-14
74,-8.82817938134221993e-15,8.82817938134221993e-15,2.26467288823795329e-16,1.01991799755845158e+00,74,-1,1.43777436474044379e-14
75,-8.76093008478360218e-15,8.76093008478360218e-15,2.24742157830294617e-16,1.01214869825895648e+00,75,-1,1.50199503225715649e-14
710,8.70312417989941012e-15,8.70312417989941012e-15,2.23259276027417310e-16,1.00547039232408353e+00,69,-1,1.27698656115150525e-14
76,-8.68674903067414354e-15,8.68674903067414354e-15,2.22839208028236332e-16,1.00357857423950181e+00,76,-1,1.32572486123894282e-14
77,-8.67988132129452223e-15,8.67988132129452223e-15,2.22663032232927985e-16,1.00278514899339966e+00,77,-1,1.32152379269733791e-14
709,8.40166482945772523e-15,8.40166482945772523e-15,2.15526007497623214e-16,9.70642847054946967e-01,70,-1,1.36239327075965428e-14
78,-8.37851055201963660e-15,8.37851055201963660e-15,2.14932036055769628e-16,9.67967837490746441e-01,78,-1,1.29907589637522602e-14
708,8.36765955085006710e-15,8.36765955085006710e-15,2.14653677777154472e-16,9.66714223250899729e-01,71,-1,1.37612520455850072e-14
707,8.36563245333023840e-15,8.36563245333023840e-15,2.14601677102987478e-16,9.66480033034098240e-01,72,-1,1.56254103319481267e-14
706,8.28438038152280670e-15,8.28438038152280670e-15,2.12517336083316463e-16,9.57092995594594820e-01,73,-1,1.35724051602861278e-14
79,-8.25553569614450703e-15,8.25553569614450703e-15,2.11777389893685944e-16,9.53760574210700596e-01,79,-1,1.37285564255287110e-14
80,-8.20289470514747222e-15,8.20289470514747222e-15,2.10427002458504064e-16,9.47678969860809683e-01,80,-1,1.28749218700536238e-14
81,-7.96399128962672604e-15,7.96399128962672604e-15,2.04298467177710745e-16,9.20078500653901954e-01,81,-1,1.36736692131411389e-14
705,7.81031675483758228e-15,7.81031675483758228e-15,2.00356289096405802e-16,9.02324508915908874e-01,74,-1,1.32884787542479643e-14
704,7.77944445423504556e-15,7.77944445423504556e-15,1.99564328952054190e-16,8.98757837504914670e-01,75,-1,1.28802421271157179e-14
703,7.75604316069325168e-15,7.75604316069325168e-15,1.98964020861964817e-16,8.96054290214080673e-01,76,-1,1.27391090366067975e-14
82,-7.67931765348505647e-15,7.67931765348505647e-15,1.96995798780094440e-16,8.87190205979586866e-01,82,-1,1.48456350096256915e-14
83,-7.65205535087129686e-15,7.65205535087129686e-15,1.96296445097603545e-16,8.84040596995720684e-01,83,-1,1.37525914895560072e-14
84,-7.52249067509198549e-15,7.52249067509198549e-15,1.92972751776069156e-16,8.69072012991364606e-01,84,-1,1.22372742956238290e-14
702,7.51382542747096094e-15,7.51382542747096094e-15,1.92750464138839245e-16,8.68070918471166908e-01,77,-1,1.32519545364603593e-14
85,-7.51055440445916143e-15,7.51055440445916143e-15,1.92666553325390206e-16,8.67693017762985463e-01,85,-1,1.28465316378769290e-14
86,-7.47677466822090108e-15,7.47677466822090108e-15,1.91800009392308204e-16,8.63790450828857193e-01,86,-1,1.28024216192965782e-14
87,-7.44609012815949388e-15,7.44609012815949388e-15,1.91012865826648648e-16,8.60245471359865621e-01,87,-1,1.25720539286714349e-14
88,-7.30249359422688733e-15,7.30249359422688733e-15,1.87329216421773572e-16,8.43655789272706791e-01,88,-1,1.18716121271471864e-14
701,7.29660228241292264e-15,7.29660228241292264e-15,1.87178087932365680e-16,8.42975167064124342e-01,78,-1,1.23012785390288306e-14
89,-7.27445067921542772e-15,7.27445067921542772e-15,1.86609837866011165e-16,8.40415996277036892e-01,89,-1,1.19396033638431927e-14
700,7.26282484909921853e-15,7.26282484909921853e-15,1.86311603075686428e-16,8.39072866186461486e-01,79,-1,1.28013515169526549e-14
90,-7.24509316890485022e-15,7.24509316890485022e-15,1.85856736294388806e-16,8.37024328319706190e-01,90,-1,1.20997767628492498e-14
699,7.19719707581789495e-15,7.19719707581789495e-15,1.84628068652045793e-16,8.31490901183488118e-01,80,-1,1.54319398008138817e-14
698,7.16353195776904408e-15,7.16353195776904408e-15,1.83764464993451234e-16,8.27601576068445755e-01,81,-1,1.15263064427556426e-14
91,-7.12169039513578494e-15,7.12169039513578494e-15,1.82691112851362728e-16,8.22767627761298637e-01,91,-1,1.19901856301055489e-14
697,7.10947162876665821e-15,7.10947162876665821e-15,1.82377667601458106e-16,8.21355995850627241e-01,82,-1,1.10289467889405394e-14
696,7.08303010203353138e-15,7.08303010203353138e-15,1.81699369096981790e-16,8.18301210958621739e-01,83,-1,2.75264519787249281e-14
695,6.83975598792002117e-15,6.83975598792002117e-15,1.75458713273796552e-16,7.90195795718777072e-01,84,-1,1.35758408053952737e-14
694,6.83924313184023313e-15,6.83924313184023313e-15,1.75445557092784658e-16,7.90136545546874292e-01,85,-1,2.09281058083573715e-14
92,-6.79219211690323032e-15,6.79219211690323032e-15,1.74238568049074168e-16,7.84700750139379455e-01,92,-1,1.29635878842612957e-14
693,6.76986608016367248e-15,6.76986608016367248e-15,1.73665843278520225e-16,7.82121427076126974e-01,86,-1,1.15150651661694441e-14
93,-6.76905275038174805e-15,6.76905275038174805e-15,1.73644979113591576e-16,7.82027463230728914e-01,93,-1,1.14571696688896081e-14
94,-6.65068108634083559e-15,6.65068108634083559e-15,1.70608417590435176e-16,7.68352005886554057e-01,94,-1,1.11177433829539307e-14
692,6.62731051226213508e-15,6.62731051226213508e-15,1.70008897539784106e-16,7.65652007609840757e-01,87,-1,1.04820798566323206e-14
95,-6.60835260567807536e-15,6.60835260567807536e-15,1.69522574650271851e-16,7.63461804025851731e-01,95,-1,1.14426468380537488e-14
96,-6.57238578983539970e-15,6.57238578983539970e-15,1.68599926058793287e-16,7.59306564173074960e-01,96,-1,1.07424922062048970e-14
97,-6.47643413053655504e-15,6.47643413053655504e-15,1.66138499846104575e-16,7.48221285998809993e-01,97,-1,9.73626816570679124e-15
691,6.44868665777565766e-15,6.44868665777565766e-15,1.65426700203569758e-16,7.45015625393927849e-01,88,-1,1.11635234330983504e-14
690,6.33690147836494044e-15,6.33690147836494044e-15,1.62559100280834864e-16,7.32101103450451318e-01,89,-1,1.25421487868895032e-14
98,-6.27193981704836090e-15,6.27193981704836090e-15,1.60892653476757962e-16,7.24596094244577826e-01,98,-1,1.17610973951088997e-14
689,6.25896915382359162e-15,6.25896915382359162e-15,1.60559919986887090e-16,7.23097595823581685e-01,90,-1,9.70194713268333436e-15
688,6.12117939466800701e-15,6.12117939466800701e-15,1.57025230461932669e-16,7.07178769396126561e-01,91,-1,1.07517137948111024e-14
99,-6.11837038783234748e-15,6.11837038783234748e-15,1.56953171644946725e-16,7.06854245334799791e-01,99,-1,9.83153620670637507e-15
100,-6.11515334554078641e-15,6.11515334554078641e-15,1.56870645586704062e-16,7.06482581009649779e-01,100,-1,9.42328451906980000e-15
687,6.04565080189858525e-15,6.04565080189858525e-15,1.55087712555430090e-16,6.98452964474377769e-01,92,-1,1.07079673406384969e-14
686,6.02962414263755446e-15,6.02962414263755446e-15,1.54676584290476714e-16,6.96601407373532266e-01,93,-1,1.10508436767652921e-14
685,6.01531586333484168e-15,6.01531586333484168e-15,1.54309537237913730e-16,6.94948374404382174e-01,94,-1,1.12549859205097251e-14
101,-5.99819283920477696e-15,5.99819283920477696e-15,1.53870284172961773e-16,6.92970154464743193e-01,101,-1,1.02626440241625026e-14
102,-5.99389000046337853e-15,5.99389000046337853e-15,1.53759904423987720e-16,6.92473048268394398e-01,102,-1,9.88890858001397255e-15
103,-5.93618185009959508e-15,5.93618185009959508e-15,1.52279530295711356e-16,6.85806035895920041e-01,103,-1,9.72757419333903961e-15
104,-5.88397944907138836e-15,5.88397944907138836e-15,1.50940393909795162e-16,6.79775101767309597e-01,104,-1,9.38068482123045098e-15
684,5.84681593492981954e-15,5.84681593492981954e-15,1.49987046687536265e-16,6.75481607572389731e-01,95,-1,1.10730681731086786e-14
683,5.78234261313109496e-15,5.78234261313109496e-15,1.48333127146653364e-16,6.68033016144368830e-01,96,-1,9.57568055319725969e-15
682,5.77412792785217965e-15,5.77412792785217965e-15,1.48122397683272915e-16,6.67083975011612540e-01,97,-1,1.06789543901508433e-14
681,5.70477401959104807e-15,5.70477401959104807e-15,1.46343277561809696e-16,6.59071530295543440e-01,98,-1,9.97142697936097785e-15
105,-5.69577452010176210e-15,5.69577452010176210e-15,1.46112415437007697e-16,6.58031819716311195e-01,105,-1,1.09359292815506413e-14
106,-5.68220291946564710e-15,5.68220291946564710e-15,1.45764266235649606e-16,6.56463895102805561e-01,106,-1,1.04142052628527925e-14
