eigen_index,mu,sigma,sigma_over_sigma1,abs_sigma_over_eps_normK,pair_id,cluster_id,solver_residual
0,-3.89709937745409079e+01,3.89709937745409079e+01,1.00000000000000000e+00,4.50359962737049500e+15,0,0,5.34623366212330455e-14
779,3.89709937745409007e+01,3.89709937745409007e+01,9.99999999999999778e-01,4.50359962737049450e+15,0,0,3.74629892471336474e-14
778,1.89996335004153174e+01,1.89996335004153174e+01,4.87532691887047953e-01,2.19565204951344375e+15,1,1,4.90566295508700101e-14
1,-1.89996335004153103e+01,1.89996335004153103e+01,4.87532691887047787e-01,2.19565204951344300e+15,1,1,3.78369960174378690e-14
2,-1.89989236520446774e+01,1.89989236520446774e+01,4.87514477099538435e-01,2.19557001740320300e+15,2,2,4.20561409645998228e-14
777,1.89989236520446738e+01,1.89989236520446738e+01,4.87514477099538324e-01,2.19557001740320250e+15,2,2,4.50351032919721644e-14
3,-1.89972825377947601e+01,1.89972825377947601e+01,4.87472365926818196e-01,2.19538036554143225e+15,3,3,3.52775926759783493e-14
776,1.89972825377947494e+01,1.89972825377947494e+01,4.87472365926817919e-01,2.19538036554143100e+15,3,3,3.88061401911051025e-14
4,-1.89945977032071269e+01,1.89945977032071269e+01,4.87403472775076563e-01,2.19507009836892000e+15,4,4,3.49087216715371281e-14
775,1.89945977032071234e+01,1.89945977032071234e+01,4.87403472775076452e-01,2.19507009836891950e+15,4,4,3.87003007164724961e-14
774,1.89938530956161280e+01,1.89938530956161280e+01,4.87384366062137531e-01,2.19498404938364750e+15,5,5,3.59356903087612651e-14
5,-1.89938530956161280e+01,1.89938530956161280e+01,4.87384366062137531e-01,2.19498404938364750e+15,5,5,3.57928337895798787e-14
6,-1.89848117806234242e+01,1.89848117806234242e+01,4.87152364921878911e-01,2.19393920913482950e+15,6,6,3.37185543550753201e-14
773,1.89848117806234171e+01,1.89848117806234171e+01,4.87152364921878744e-01,2.19393920913482850e+15,6,6,3.55294130658114904e-14
7,-1.89796764138881642e+01,1.89796764138881642e+01,4.87020590844857215e-01,2.19334575145065725e+15,7,7,3.23523307415329862e-14
772,1.89796764138881606e+01,1.89796764138881606e+01,4.87020590844857104e-01,2.19334575145065675e+15,7,7,4.20206122132498378e-14
8,-1.89755028354931277e+01,1.89755028354931277e+01,4.86913496362761544e-01,2.19286344078099800e+15,8,8,3.68114544193561600e-14
771,1.89755028354931170e+01,1.89755028354931170e+01,4.86913496362761267e-01,2.19286344078099675e+15,8,8,4.38809961290458889e-14
9,-1.89709905211888881e+01,1.89709905211888881e+01,4.86797709879862373e-01,2.19234198481975875e+15,9,9,3.37667192730202801e-14
770,1.89709905211888845e+01,1.89709905211888845e+01,4.86797709879862317e-01,2.19234198481975825e+15,9,9,3.63438475535712833e-14
10,-1.89640199029150054e+01,1.89640199029150054e+01,4.86618843045872718e-01,2.19153644021285400e+15,10,10,3.14943429153920875e-14
769,1.89640199029150018e+01,1.89640199029150018e+01,4.86618843045872662e-01,2.19153644021285350e+15,10,10,3.13466411729959839e-14
11,-1.89526065469667877e+01,1.89526065469667877e+01,4.86325975072983807e-01,2.19021748011928250e+15,11,11,3.93996400957410660e-14
