eigen_index,mu,sigma,sigma_over_sigma1,abs_sigma_over_eps_normK,pair_id,cluster_id,solver_residual
20,-1.88209380676129143e+01,1.88209380676129143e+01,4.82981172382731527e-01,2.17515382796983525e+15,20,20,3.41240241839924332e-14
21,-1.88017931572161991e+01,1.88017931572161991e+01,4.82489877462395966e-01,2.17294123234968325e+15,21,21,3.33999084584232650e-14
758,1.88017931572161920e+01,1.88017931572161920e+01,4.82489877462395800e-01,2.17294123234968250e+15,21,21,3.09119496390898756e-14
757,1.87843674140078569e+01,1.87843674140078569e+01,4.82042699651482942e-01,2.17092732252708675e+15,22,22,4.22573114323906533e-14
22,-1.87843674140078463e+01,1.87843674140078463e+01,4.82042699651482665e-01,2.17092732252708550e+15,22,22,3.31197197309028546e-14
756,1.87634843373438365e+01,1.87634843373438365e+01,4.81506800069118168e-01,2.16851384536764075e+15,23,23,3.49234528655693243e-14
23,-1.87634843373438294e+01,1.87634843373438294e+01,4.81506800069117946e-01,2.16851384536764000e+15,23,23,3.33962312158454815e-14
24,-1.87252454152534078e+01,1.87252454152534078e+01,4.80525516386257068e-01,2.16409453653916300e+15,24,24,3.11375857823134036e-14
755,1.87252454152534042e+01,1.87252454152534042e+01,4.80525516386257012e-01,2.16409453653916250e+15,24,24,2.82992989404268210e-14
754,1.86852989514095569e+01,1.86852989514095569e+01,4.79500413924810298e-01,2.15947788547577475e+15,25,25,4.65833158591966191e-14
25,-1.86852989514095427e+01,1.86852989514095427e+01,4.79500413924809910e-01,2.15947788547577300e+15,25,25,4.31705945417014886e-14
753,1.86739750097251971e+01,1.86739750097251971e+01,4.79209819980392748e-01,2.15816916669597975e+15,26,26,3.34793891548524389e-14
26,-1.86739750097251971e+01,1.86739750097251971e+01,4.79209819980392748e-01,2.15816916669597975e+15,26,26,3.37227972828827014e-14
27,-1.86467269180357178e+01,1.86467269180357178e+01,4.78510581970996052e-01,2.15502007865741725e+15,27,27,3.94006741139703067e-14
752,1.86467269180357178e+01,1.86467269180357178e+01,4.78510581970996052e-01,2.15502007865741725e+15,27,27,3.43682691235736271e-14
28,-1.86027119323684040e+01,1.86027119323684040e+01,4.77381073478717943e-01,2.14993322463248200e+15,28,28,3.57657315052679977e-14
751,1.86027119323684040e+01,1.86027119323684040e+01,4.77381073478717943e-01,2.14993322463248200e+15,28,28,3.00236702177072608e-14
750,1.85685966839671863e+01,1.85685966839671863e+01,4.76505611128767326e-01,2.14599049271946725e+15,29,29,3.38764756648653882e-14
29,-1.85685966839671828e+01,1.85685966839671828e+01,4.76505611128767215e-01,2.14599049271946700e+15,29,29,3.09560149540020312e-14
749,1.85080480166091412e+01,1.85080480166091412e+01,4.74951816825755213e-01,2.13899282527541150e+15,30,30,4.06192755442135294e-14
30,-1.85080480166091270e+01,1.85080480166091270e+01,4.74951816825754825e-01,2.13899282527541000e+15,30,30,3.17289268684894955e-14
31,-1.84652418608720588e+01,1.84652418608720588e+01,4.73853329215370322e-01,2.13404567688261125e+15,31,31,2.97507046527581200e-14
748,1.84652418608720481e+01,1.84652418608720481e+01,4.73853329215370045e-01,2.13404567688261000e+15,31,31,3.54728229232361495e-14
32,-1.84180401391558881e+01,1.84180401391558881e+01,4.72642042997273193e-01,2.12859052872214975e+15,32,32,2.87619493208770978e-14
747,1.84180401391558846e+01,1.84180401391558846e+01,4.72642042997273082e-01,2.12859052872214950e+15,32,32,2.93950939990960406e-14
33,-1.83767064889516973e+01,1.83767064889516973e+01,4.71581342687715788e-01,2.12381355920327525e+15,33,33,3.15683610226435106e-14
746,1.83767064889516973e+01,1.83767064889516973e+01,4.71581342687715788e-01,2.12381355920327525e+15,33,33,3.13631662461409882e-14
34,-1.83414097053390925e+01,1.83414097053390925e+01,4.70675559890423034e-01,2.11973427613490925e+15,34,34,3.09773255064723667e-14
745,1.83414097053390925e+01,1.83414097053390925e+01,4.70675559890423034e-01,2.11973427613490925e+15,34,34,2.80614734132239047e-14
744,1.82724946031124915e+01,1.82724946031124915e+01,4.68907066909429904e-01,2.11176969180470125e+15,35,35,3.63857754335098585e-14
35,-1.82724946031124844e+01,1.82724946031124844e+01,4.68907066909429737e-01,2.11176969180470050e+15,35,35,3.17978256022662469e-14
743,1.82584861196455179e+01,1.82584861196455179e+01,4.68547582502017446e-01,2.11015071796143275e+15,36,36,3.45126025046670947e-14
36,-1.82584861196455073e+01,1.82584861196455073e+01,4.68547582502017168e-01,2.11015071796143175e+15,36,36,2.68290539048120208e-14
742,1.82084283685737383e+01,1.82084283685737383e+01,4.67263005122683983e-01,2.10436549575453825e+15,37,37,2.94699085240644736e-14
37,-1.82084283685737311e+01,1.82084283685737311e+01,4.67263005122683817e-01,2.10436549575453750e+15,37,37,2.74538435795855906e-14
38,-1.81444532098373017e+01,1.81444532098373017e+01,4.65621280514755653e-01,2.09697182542202725e+15,38,38,3.32029421348260857e-14
741,1.81444532098373017e+01,1.81444532098373017e+01,4.65621280514755653e-01,2.09697182542202725e+15,38,38,2.78714625984687585e-14
39,-1.80532179397104287e+01,1.80532179397104287e+01,4.63280009448976016e-01,2.08642767792260875e+15,39,39,2.31834758133211606e-14
740,1.80532179397104073e+01,1.80532179397104073e+01,4.63280009448975516e-01,2.08642767792260625e+15,39,39,3.58188955760248217e-14
40,-1.73603142002847487e-14,1.73603142002847487e-14,4.45498777758294522e-16,2.00634812950626662e+00,40,-1,2.23427162148556954e-14
739,1.66673657053230512e-14,1.66673657053230512e-14,4.27716397555186031e-16,1.92626340864978718e+00,40,-1,2.24392221966514194e-14
41,-1.61026813641222295e-14,1.61026813641222295e-14,4.13225520205737616e-16,1.86100229881853974e+00,41,-1,2.19341591490608122e-14
738,1.50652353550354919e-14,1.50652353550354919e-14,3.86602676649669891e-16,1.74110367049988990e+00,41,-1,2.21107087537332718e-14
737,1.49726828402096899e-14,1.49726828402096899e-14,3.84227602572227534e-16,1.73040728776974317e+00,42,-1,2.16919055475928693e-14
42,-1.42824455741999144e-14,1.42824455741999144e-14,3.66514797675785117e-16,1.65063590623843903e+00,42,-1,2.03310600843895111e-14
43,-1.41760754868386721e-14,1.41760754868386721e-14,3.63785138329602394e-16,1.63834261342412191e+00,43,-1,2.07251280616390734e-14
44,-1.40687304100003566e-14,1.40687304100003566e-14,3.61030458893612954e-16,1.62593664014267469e+00,44,-1,2.00936081090856706e-14
736,1.39171778369196077e-14,1.39171778369196077e-14,3.57141330776767548e-16,1.60842156420485360e+00,43,-1,2.06505397208663299e-14
45,-1.37356395275650508e-14,1.37356395275650508e-14,3.52482711468343057e-16,1.58744100802337207e+00,45,-1,2.02784086997823082e-14
46,-1.36068643107746468e-14,1.36068643107746468e-14,3.49178093762475524e-16,1.57255833295462510e+00,46,-1,1.95755043489915237e-14
735,1.35152978035025264e-14,1.35152978035025264e-14,3.46828322519702949e-16,1.56197590406126863e+00,44,-1,1.85181186922689871e-14
734,1.31394620648278307e-14,1.31394620648278307e-14,3.37183660546089770e-16,1.51854020799079015e+00,45,-1,1.98174865292694966e-14
47,-1.31170672025713486e-14,1.31170672025713486e-14,3.36608965661640962e-16,1.51595201232333454e+00,47,-1,1.86522479218855421e-14
733,1.29640952403961488e-14,1.29640952403961488e-14,3.32683413313099831e-16,1.49827289622922133e+00,46,-1,1.88122234673501464e-14
48,-1.29430629361835592e-14,1.29430629361835592e-14,3.32143684267182225e-16,1.49584217269914577e+00,48,-1,1.97001136173969096e-14
732,1.25095351059401781e-14,1.25095351059401781e-14,3.21018533174325654e-16,1.44573894638291645e+00,47,-1,1.99938735267111507e-14
731,1.24609827852559762e-14,1.24609827852559762e-14,3.19772588010396205e-16,1.44012770820691971e+00,48,-1,1.89898294849815040e-14
49,-1.24004045559889256e-14,1.24004045559889256e-14,3.18218035092408676e-16,1.43312662426474335e+00,49,-1,2.05396050814061589e-14
50,-1.22563737795390442e-14,1.22563737795390442e-14,3.14521930625189552e-16,1.41648084956345288e+00,50,-1,2.02469917289128291e-14
51,-1.19867239734943124e-14,1.19867239734943124e-14,3.07602202236073229e-16,1.38531716336872357e+00,51,-1,1.79557072411357133e-14
52,-1.19595892733564928e-14,1.19595892733564928e-14,3.06905874070190255e-16,1.38218118010032542e+00,52,-1,1.77415484458849852e-14
730,1.19470572186011652e-14,1.19470572186011652e-14,3.06584277639855684e-16,1.38073283853650697e+00,49,-1,1.83830760871790804e-14
729,1.17437896576329060e-14,1.17437896576329060e-14,3.01368044285750606e-16,1.35724101194668179e+00,50,-1,1.78448658924929732e-14
53,-1.15852163375828647e-14,1.15852163375828647e-14,2.97298750409363883e-16,1.33891454156132550e+00,53,-1,1.77569511504960292e-14
54,-1.14572535680633748e-14,1.14572535680633748e-14,2.94014981650238302e-16,1.32412576180135666e+00,54,-1,1.87563067138417095e-14
55,-1.13595151638411694e-14,1.13595151638411694e-14,2.91506827758627019e-16,1.31283004086970823e+00,55,-1,1.65521305862187429e-14
728,1.13458401331043646e-14,1.13458401331043646e-14,2.91155900384342875e-16,1.31124960447764805e+00,51,-1,1.83915879723303621e-14
727,1.12230889187173257e-14,1.12230889187173257e-14,2.88005870071131414e-16,1.29706312913286337e+00,52,-1,1.74130333719904884e-14
56,-1.12177357365752195e-14,1.12177357365752195e-14,2.87868497205991300e-16,1.29644445674860731e+00,56,-1,1.75345598547724696e-14
726,1.11534270860901719e-14,1.11534270860901719e-14,2.86218214563646985e-16,1.28901224445548945e+00,53,-1,1.80032200049540527e-14
57,-1.09540271956788037e-14,1.09540271956788037e-14,2.81101233013742457e-16,1.26596740825407772e+00,57,-1,1.68370497657718067e-14
58,-1.09431999691148129e-14,1.09431999691148129e-14,2.80823385726814261e-16,1.26471609531620199e+00,58,-1,1.79909543085377022e-14
725,1.08321988636695646e-14,1.08321988636695646e-14,2.77974885622774295e-16,1.25188759130908278e+00,54,-1,1.69013154159570523e-14
724,1.07058871651228326e-14,1.07058871651228326e-14,2.74733486494282704e-16,1.23728962740184900e+00,55,-1,1.58207223191045593e-14
59,-1.06393207656441706e-14,1.06393207656441706e-14,2.73025265706030595e-16,1.22959648489641027e+00,59,-1,1.56044784404465388e-14
60,-1.04954776923341869e-14,1.04954776923341869e-14,2.69333978059431266e-16,1.21297240322666822e+00,60,-1,1.62584188936994269e-14
723,1.04434366290147338e-14,1.04434366290147338e-14,2.67998505104588204e-16,1.20695796772487363e+00,56,-1,1.69152281574479684e-14
722,1.04169903203989258e-14,1.04169903203989258e-14,2.67319842378289858e-16,1.20390154252360615e+00,57,-1,1.68082886127885321e-14
61,-1.04069430788446624e-14,1.04069430788446624e-14,2.67062010994558731e-16,1.20274037319991001e+00,61,-1,1.80691097906294289e-14
721,1.03554683006195569e-14,1.03554683006195569e-14,2.65741069995444338e-16,1.19679138380852024e+00,58,-1,1.67454753471430110e-14
62,-1.02468801736284373e-14,1.02468801736284373e-14,2.62954491521374258e-16,1.18424175003105958e+00,62,-1,1.52014092337270913e-14
720,1.01848689167917890e-14,1.01848689167917890e-14,2.61363164382402910e-16,1.17707504972096366e+00,59,-1,1.66779689307545605e-14
63,-1.00932673728321839e-14,1.00932673728321839e-14,2.59012494031395842e-16,1.16648857160409736e+00,63,-1,1.48603700799670466e-14
64,-9.98443871623623065e-15,9.98443871623623065e-15,2.56219743108847478e-16,1.15391113958996994e+00,64,-1,1.52828985569972745e-14
719,9.88240267573943100e-15,9.88240267573943100e-15,2.53601303672545427e-16,1.14211873672034780e+00,60,-1,1.61440027757931215e-14
718,9.80856681450284697e-15,9.80856681450284697e-15,2.51706534628844035e-16,1.13358545556118107e+00,61,-1,1.59581755422634653e-14
65,-9.73159239664039956e-15,9.73159239664039956e-15,2.49731224235221434e-16,1.12468944840852125e+00,65,-1,1.77565617258603455e-14
66,-9.60388891661050149e-15,9.60388891661050149e-15,2.46454109339002148e-16,1.10993063498305777e+00,66,-1,1.64504620682403376e-14
717,9.54067991272209261e-15,9.54067991272209261e-15,2.44832045725940179e-16,1.10262550989970065e+00,62,-1,1.56264680580408833e-14
67,-9.52770087455915260e-15,9.52770087455915260e-15,2.44498978848730444e-16,1.10112551003560943e+00,67,-1,1.62468609207161411e-14
716,9.51929457720644403e-15,9.51929457720644403e-15,2.44283257223367092e-16,1.10015398620400728e+00,63,-1,1.71829017861469088e-14
68,-9.46901068312022994e-15,9.46901068312022994e-15,2.42992876582907886e-16,1.09434262843246910e+00,68,-1,1.49876090043356355e-14
715,9.34191552734002904e-15,9.34191552734002904e-15,2.39731372447334662e-16,1.07965411962283420e+00,64,-1,1.47705525096437470e-14
69,-9.32752128583136662e-15,9.32752128583136662e-15,2.39361988752726101e-16,1.07799056335343835e+00,69,-1,1.46863631388734626e-14
714,9.26622260638976983e-15,9.26622260638976983e-15,2.37788947708976952e-16,1.07090621629497118e+00,65,-1,1.71380760527808839e-14
713,9.21682560028199206e-15,9.21682560028199206e-15,2.36521326305812898e-16,1.06519735701603468e+00,66,-1,1.48724896658291903e-14
70,-9.07472173395172431e-15,9.07472173395172431e-15,2.32874670027908442e-16,1.04877427716171590e+00,70,-1,1.55798107166658740e-14
71,-8.95027177245598182e-15,8.95027177245598182e-15,2.29681046623470838e-16,1.03439147598752879e+00,71,-1,1.39634137863782563e-14
712,8.82376903408352938e-15,8.82376903408352938e-15,2.26434745048636378e-16,1.01977143342477228e+00,67,-1,1.51408659873511023e-14
711,8.81525501857784442e-15,8.81525501857784442e-15,2.26216259169991655e-16,1.01878746050312219e+00,68,-1,1.45858814288533741e-14
72,-8.77352619270913087e-15,8.77352619270913087e-15,2.25145417899071821e-16,1.01396482015443468e+00,72,-1,2.11873339335160867e-14
73,-8.70381691739792580e-15,8.70381691739792580e-15,2.23356544921816070e-16,1.00590845248065253e+00,73,-1,1.35544418229251987e-14
74,-8.65338957587031322e-15,8.65338957587031322e-15,2.22062483146379856e-16,1.00008051635100359e+00,74,-1,1.35282534321348018e-14
75,-8.55858307336377367e-15,8.55858307336377367e-15,2.19629567445492976e-16,9.89123638107065606e-01,75,-1,1.34020790220993115e-14
710,8.55457357467771229e-15,8.55457357467771229e-15,2.19526676060956038e-16,9.88660256506005308e-01,69,-1,1.34751048018630046e-14
76,-8.50214376924598846e-15,8.50214376924598846e-15,2.18181227241973536e-16,9.82600893706189638e-01,76,-1,1.37043449931057087e-14
709,8.42002945225642122e-15,8.42002945225642122e-15,2.16074017232219830e-16,9.73110863491471578e-01,70,-1,1.59576889945719066e-14
708,8.37785857546510715e-15,8.37785857546510715e-15,2.14991832091399174e-16,9.68237134894525675e-01,71,-1,1.45723319370596641e-14
77,-8.28100652267086912e-15,8.28100652267086912e-15,2.12506423668174494e-16,9.57043850445827515e-01,77,-1,1.55177217282452370e-14
707,8.25801594878987945e-15,8.25801594878987945e-15,2.11916441687100974e-16,9.54386807815709504e-01,72,-1,1.54176483709110218e-14
706,8.19250303324680155e-15,8.19250303324680155e-15,2.10235255306191757e-16,9.46815417457106401e-01,73,-1,1.37358049022875889e-14
78,-8.15204685934678627e-15,8.15204685934678627e-15,2.09197072712414837e-16,9.42139858714630241e-01,78,-1,1.39622996427609822e-14
79,-8.13505713513914227e-15,8.13505713513914227e-15,2.08761083980780485e-16,9.40176340025304036e-01,79,-1,1.29418323131565633e-14
80,-8.03701160294518825e-15,8.03701160294518825e-15,2.06245048599557276e-16,9.28845124019976209e-01,80,-1,1.25301666130813645e-14
81,-7.94277899207998663e-15,7.94277899207998663e-15,2.03826860052904611e-16,9.17954570982359663e-01,81,-1,1.21046115723140822e-14
705,7.84559489605198512e-15,7.84559489605198512e-15,2.01332930766917999e-16,9.06722911979301993e-01,74,-1,1.36617537654898740e-14
82,-7.81809370168880538e-15,7.81809370168880538e-15,2.00627197660112317e-16,9.03544572622468789e-01,82,-1,1.46159748338820656e-14
83,-7.80154617114640248e-15,7.80154617114640248e-15,2.00202556461427233e-16,9.01632158678304596e-01,83,-1,1.50728349385487357e-14
704,7.78158775806061298e-15,7.78158775806061298e-15,1.99690385510306528e-16,8.99325545773687285e-01,75,-1,1.50571507027975402e-14
703,7.62432530281964036e-15,7.62432530281964036e-15,1.95654730925438879e-16,8.81150573289081418e-01,76,-1,1.28778282754736857e-14
702,7.61586480106103349e-15,7.61586480106103349e-15,1.95437618311623449e-16,8.80172785002404701e-01,77,-1,1.29735841331585523e-14
84,-7.58395174483797762e-15,7.58395174483797762e-15,1.94618668413719530e-16,8.76484562547369506e-01,84,-1,1.14305333378504236e-14
85,-7.52264538799731183e-15,7.52264538799731183e-15,1.93045430353265384e-16,8.69399328204543131e-01,85,-1,1.18735041614748743e-14
86,-7.44354377276633676e-15,7.44354377276633676e-15,1.91015532017466343e-16,8.60257478815838694e-01,86,-1,1.38276783508311054e-14
87,-7.39127180854244416e-15,7.39127180854244416e-15,1.89674133704964181e-16,8.54216357875498433e-01,87,-1,1.12423970898199649e-14
88,-7.33531954013503911e-15,7.33531954013503911e-15,1.88238291766809960e-16,8.47749900657864153e-01,88,-1,1.24357187183152419e-14
701,7.27924019485311754e-15,7.27924019485311754e-15,1.86799188793652280e-16,8.41268757044203452e-01,78,-1,1.33920358552226613e-14
700,7.27555537088291865e-15,7.27555537088291865e-15,1.86704629181652200e-16,8.40842898410835704e-01,79,-1,1.33988024483607481e-14
89,-7.19921813606036612e-15,7.19921813606036612e-15,1.84745670120281231e-16,8.32020531112011241e-01,89,-1,2.05368588269788891e-14
90,-7.16766480073101386e-15,7.16766480073101386e-15,1.83935951346689376e-16,8.28373881944988066e-01,90,-1,1.16712478602777501e-14
699,7.04424900880878317e-15,7.04424900880878317e-15,1.80768866706221049e-16,8.14110600738324197e-01,80,-1,1.30369414015042131e-14
91,-7.03689062235007080e-15,7.03689062235007080e-15,1.80580036473322638e-16,8.13260184971806521e-01,91,-1,1.20571826473623997e-14
698,7.01047445697286588e-15,7.01047445697286588e-15,1.79902147280026070e-16,8.10207243453477721e-01,81,-1,1.29220809277414164e-14
92,-6.88853063566238660e-15,6.88853063566238660e-15,1.76772836213288403e-16,7.96114079299391486e-01,92,-1,1.27412479145443584e-14
93,-6.86257196384221749e-15,6.86257196384221749e-15,1.76106687177349624e-16,7.93114010749364384e-01,93,-1,1.04290085531694219e-14
697,6.84024589278923922e-15,6.84024589278923922e-15,1.75533757606404200e-16,7.90533765347145034e-01,82,-1,1.22093390182625022e-14
94,-6.82117617217748964e-15,6.82117617217748964e-15,1.75044392199377907e-16,7.88329859482413520e-01,94,-1,1.07390137819270415e-14
696,6.81576617962084171e-15,6.81576617962084171e-15,1.74905561470632884e-16,7.87704621464169863e-01,83,-1,1.22834496904835320e-14
695,6.78985111629621786e-15,6.78985111629621786e-15,1.74240531511874457e-16,7.84709592789715193e-01,84,-1,1.27536820283627735e-14
95,-6.73021209539666823e-15,6.73021209539666823e-15,1.72710080472168342e-16,7.77817054057585833e-01,95,-1,1.08747850667302081e-14
694,6.63780418909862538e-15,6.63780418909862538e-15,1.70338717325393855e-16,7.67137383873412126e-01,85,-1,1.16540000615271215e-14
96,-6.63171701459688829e-15,6.63171701459688829e-15,1.70182508816190659e-16,7.66433883289572626e-01,96,-1,1.07704841296737183e-14
97,-6.57688309928011071e-15,6.57688309928011071e-15,1.68775365951637817e-16,7.60096675209115280e-01,97,-1,1.11397976995915883e-14
693,6.54629617251893838e-15,6.54629617251893838e-15,1.67990447065362059e-16,7.56561714805367713e-01,86,-1,1.11669631310842252e-14
692,6.49109114989588389e-15,6.49109114989588389e-15,1.66573780879430566e-16,7.50181617498298259e-01,87,-1,1.10369173674789654e-14
98,-6.39728151852965026e-15,6.39728151852965026e-15,1.64166446793568933e-16,7.39339948606255515e-01,98,-1,1.01703837048706966e-14
99,-6.34641358658752800e-15,6.34641358658752800e-15,1.62861078627655440e-16,7.33461093020666199e-01,99,-1,1.16354375461444668e-14
691,6.34581703247069340e-15,6.34581703247069340e-15,1.62845769911070572e-16,7.33392148690359069e-01,88,-1,1.13741659101736574e-14
100,-6.26035256988013927e-15,6.26035256988013927e-15,1.60652588774680953e-16,7.23514938941758778e-01,100,-1,1.03439989779724818e-14
690,6.08605995552910019e-15,6.08605995552910019e-15,1.56179907821451892e-16,7.03371774667449268e-01,89,-1,1.02188084286510301e-14
689,5.97573524942288713e-15,5.97573524942288713e-15,1.53348765414705871e-16,6.90621442779395078e-01,90,-1,1.18061710557441070e-14
688,5.96206324781295009e-15,5.96206324781295009e-15,1.52997915773595315e-16,6.89041356466426613e-01,91,-1,1.65021796347676350e-14
101,-5.96137994706947074e-15,5.96137994706947074e-15,1.52980380973098658e-16,6.88962386745443744e-01,101,-1,1.00603124729159556e-14
687,5.92069552949479313e-15,5.92069552949479313e-15,1.51936341211247482e-16,6.84260449663010806e-01,92,-1,9.53400446919003065e-15
686,5.87379008360811915e-15,5.87379008360811915e-15,1.50732657996091254e-16,6.78839542383761096e-01,93,-1,9.70266518607417417e-15
102,-5.87335945118629667e-15,5.87335945118629667e-15,1.50721607146701562e-16,6.78789773782567551e-01,102,-1,9.35797049497867314e-15
685,5.81452379260795184e-15,5.81452379260795184e-15,1.49211771916598005e-16,6.71990080402882328e-01,94,-1,9.52809673653929417e-15
103,-5.78288342308505276e-15,5.78288342308505276e-15,1.48399819679579110e-16,6.68333372610801391e-01,103,-1,9.38363333743721888e-15
104,-5.74390690338423187e-15,5.74390690338423187e-15,1.47399607835043313e-16,6.63828818920458419e-01,104,-1,9.52654011944274033e-15
105,-5.73881450180524018e-15,5.73881450180524018e-15,1.47268927096600343e-16,6.63240285195502155e-01,105,-1,8.69330974378781907e-15
106,-5.71211037857362862e-15,5.71211037857362862e-15,1.46583648355470487e-16,6.60154064112304817e-01,106,-1,9.50927917771043133e-15
684,5.67218016265611101e-15,5.67218016265611101e-15,1.45558962846806877e-16,6.55539290837315436e-01,95,-1,1.02580730689079042e-14
683,5.65535878325035057e-15,5.65535878325035057e-15,1.45127294163912184e-16,6.53595227917883381e-01,96,-1,1.40071440711283834e-14
682,5.63110095386657664e-15,5.63110095386657664e-15,1.44504791989305039e-16,6.50791727356285321e-01,97,-1,1.12224998141474185e-14
681,5.62825448345011934e-15,5.62825448345011934e-15,1.44431746128681395e-16,6.50462758045599720e-01,98,-1,9.65703341595953257e-15
