case_id,candidate_kind,base_phase,epsilon,phi,phi_over_pi,s0,stability_gain,pre_steps,C_mode,C_g,C_gain,S_start,Q_start,C_A_start,C_B_start,C_sign_start,g_D,D_visibility,D_backaction_scale,D_gain,baseline_outcome,baseline_phase_after,baseline_S_mean_after,baseline_S_amp_after,D_outcome,phase_after_D,S_mean_after_D,S_amp_after_D,S_drift_after_D,S_final_after_D,D_A_mean_tail,D_B_mean_tail,Q_max_error_after_D,D_induced_selection,D_vs_C_agreement
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,record_only,1.0,0.0,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.0,0.0,0.1,0.0,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,0.0,-0.0198578545264938,0.5,0.5,4.440892098500626e-16,False,gray_kept
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,record_only,1.0,0.0,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.0,0.0,0.2,0.0,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,0.0,-0.0198578545264938,0.5,0.5,4.440892098500626e-16,False,gray_kept
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,record_only,1.0,0.0,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.0,0.0,0.5,0.0,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,0.0,-0.0198578545264938,0.5,0.5,4.440892098500626e-16,False,gray_kept
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,record_only,1.0,0.0,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.0,0.0,1.0,0.0,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,0.0,-0.0198578545264938,0.5,0.5,4.440892098500626e-16,False,gray_kept
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,record_only,1.0,0.0,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.05,0.7142857142857143,0.0,0.0,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,0.0,-0.0198578545264938,0.49960706545043726,0.5003929345495627,4.440892098500626e-16,False,gray_kept
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,record_only,1.0,0.0,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.05,0.7142857142857143,0.02,0.001,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,-0.04138927073703774,0.0,0.0,-0.04138927073703774,0.49942003442768695,0.500579965572313,5.551115123125783e-16,False,gray_kept
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,record_only,1.0,0.0,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.05,0.7142857142857143,0.05,0.0025000000000000005,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,-0.12344861128972609,0.0,0.0,-0.12344861128972609,0.4990203700743559,0.5009796299256442,6.661338147750939e-16,False,D_selected_from_small_S
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,record_only,1.0,0.0,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.05,0.7142857142857143,0.1,0.005000000000000001,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,-0.6019748505406561,0.0,0.0,-0.6019748505406561,0.4992314408639647,0.5007685591360354,6.661338147750939e-16,False,D_selected_from_small_S
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,record_only,1.0,0.0,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.05,0.7142857142857143,0.2,0.010000000000000002,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,-0.7144461891618994,0.0,0.0,-0.7144461891618994,0.5030178052626444,0.4969821947373556,6.661338147750939e-16,False,D_selected_from_small_S
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,record_only,1.0,0.0,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.05,0.7142857142857143,0.5,0.025,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,-0.34116921704331954,0.0,0.0,-0.34116921704331954,0.499564232056086,0.5004357679439139,6.661338147750939e-16,False,D_selected_from_small_S
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,record_only,1.0,0.0,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.05,0.7142857142857143,1.0,0.05,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,-0.8511040598530348,0.0,0.0,-0.8511040598530348,0.481129287149704,0.518870712850296,6.661338147750939e-16,False,D_selected_from_small_S
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,record_only,1.0,0.0,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.1,0.8333333333333333,0.0,0.0,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,0.0,-0.0198578545264938,0.49954157635884344,0.5004584236411566,4.440892098500626e-16,False,gray_kept
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,record_only,1.0,0.0,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.1,0.8333333333333333,0.02,0.002,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,-0.10946915252620962,0.0,0.0,-0.10946915252620962,0.4989142602529045,0.5010857397470955,4.440892098500626e-16,False,D_selected_from_small_S
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,record_only,1.0,0.0,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.1,0.8333333333333333,0.05,0.005000000000000001,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,-0.7964084514059978,0.0,0.0,-0.7964084514059978,0.5003953432477048,0.4996046567522952,6.661338147750939e-16,False,D_selected_from_small_S
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,record_only,1.0,0.0,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.1,0.8333333333333333,0.1,0.010000000000000002,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,-0.4375782863989192,0.0,0.0,-0.4375782863989192,0.5047618592708231,0.495238140729177,6.661338147750939e-16,False,D_selected_from_small_S
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,record_only,1.0,0.0,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.1,0.8333333333333333,0.2,0.020000000000000004,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,0.35196435577607205,0.0,0.0,0.35196435577607205,0.49408024053221056,0.5059197594677894,6.661338147750939e-16,False,D_selected_from_small_S
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,record_only,1.0,0.0,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.1,0.8333333333333333,0.5,0.05,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,0.8354837705755743,0.0,0.0,0.8354837705755743,0.8481182377227285,0.15188176227727151,6.661338147750939e-16,False,D_selected_from_small_S
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,record_only,1.0,0.0,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.1,0.8333333333333333,1.0,0.1,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,white_selected,natural_selection,0.9763542431584744,0.0,0.0,0.9763542431584744,0.9068142679826979,0.09318573201730238,6.661338147750939e-16,True,D_selected_from_small_S
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,record_only,1.0,0.0,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.2,0.9090909090909092,0.0,0.0,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,0.0,-0.0198578545264938,0.49949990148237466,0.5005000985176254,4.440892098500626e-16,False,gray_kept
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,record_only,1.0,0.0,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.2,0.9090909090909092,0.02,0.004,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,-0.6262277670075469,0.0,0.0,-0.6262277670075469,0.4991421426433261,0.5008578573566739,6.661338147750939e-16,False,D_selected_from_small_S
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,record_only,1.0,0.0,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.2,0.9090909090909092,0.05,0.010000000000000002,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,-0.2115978966959133,0.0,0.0,-0.2115978966959133,0.5070003537989802,0.49299964620101977,6.661338147750939e-16,False,D_selected_from_small_S
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,record_only,1.0,0.0,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.2,0.9090909090909092,0.1,0.020000000000000004,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,-0.46931868288755296,0.0,0.0,-0.46931868288755296,0.5023596037399856,0.49764039626001455,6.661338147750939e-16,False,D_selected_from_small_S
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,record_only,1.0,0.0,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.2,0.9090909090909092,0.2,0.04000000000000001,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,0.6232872316961937,0.0,0.0,0.6232872316961937,0.5381022988363091,0.4618977011636908,6.661338147750939e-16,False,D_selected_from_small_S
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,record_only,1.0,0.0,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.2,0.9090909090909092,0.5,0.1,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,white_selected,natural_selection,0.9809119708876497,0.0,0.0,0.9809119708876497,0.9458690776762047,0.05413092232379557,6.661338147750939e-16,True,D_selected_from_small_S
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,record_only,1.0,0.0,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.2,0.9090909090909092,1.0,0.2,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,white_selected,natural_selection,0.9968458964265534,0.0,0.0,0.9968458964265534,0.9531117711029787,0.046888228897021156,6.661338147750939e-16,True,D_selected_from_small_S
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,record_only,1.0,0.0,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.5,0.9615384615384615,0.0,0.0,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,0.0,-0.0198578545264938,0.49947104964481936,0.5005289503551806,4.440892098500626e-16,False,gray_kept
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,record_only,1.0,0.0,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.5,0.9615384615384615,0.02,0.01,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,-0.04538751392334256,0.0,0.0,-0.04538751392334256,0.5087845800936924,0.49121541990630757,6.661338147750939e-16,False,gray_kept
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,record_only,1.0,0.0,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.5,0.9615384615384615,0.05,0.025,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,0.8581689254332373,0.0,0.0,0.8581689254332373,0.5019201437847532,0.4980798562152467,6.661338147750939e-16,False,D_selected_from_small_S
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,record_only,1.0,0.0,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.5,0.9615384615384615,0.1,0.05,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,0.9004598259462622,0.0,0.0,0.9004598259462622,0.9329133778587799,0.06708662214122017,6.661338147750939e-16,False,D_selected_from_small_S
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,record_only,1.0,0.0,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.5,0.9615384615384615,0.2,0.1,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,white_selected,natural_selection,0.9833771285518912,0.0,0.0,0.9833771285518912,0.9727774656499477,0.02722253435005234,6.661338147750939e-16,True,D_selected_from_small_S
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,record_only,1.0,0.0,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.5,0.9615384615384615,0.5,0.25,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,white_selected,natural_selection,0.9986596201374865,0.0,0.0,0.9986596201374865,0.9801248173737918,0.01987518262620841,4.440892098500626e-16,True,D_selected_from_small_S
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,record_only,1.0,0.0,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.5,0.9615384615384615,1.0,0.5,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,white_selected,natural_selection,0.9999880355768844,0.0,0.0,0.9999880355768844,0.9807634786427326,0.019236521357267167,4.440892098500626e-16,True,D_selected_from_small_S
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,record_only,1.0,0.0,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,1.0,0.9803921568627451,0.0,0.0,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,0.0,-0.0198578545264938,0.4994606780692276,0.5005393219307724,4.440892098500626e-16,False,gray_kept
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,record_only,1.0,0.0,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,1.0,0.9803921568627451,0.02,0.02,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,-0.8511834399098128,0.0,0.0,-0.8511834399098128,0.5198603405735435,0.4801396594264565,6.661338147750939e-16,False,D_selected_from_small_S
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,record_only,1.0,0.0,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,1.0,0.9803921568627451,0.05,0.05,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,0.9061059725968597,0.0,0.0,0.9061059725968597,0.9441695944102251,0.0558304055897747,6.661338147750939e-16,False,D_selected_from_small_S
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,record_only,1.0,0.0,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,1.0,0.9803921568627451,0.1,0.1,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,white_selected,natural_selection,0.9841557721757919,0.0,0.0,0.9841557721757919,0.9824293000861725,0.017570699913827533,6.661338147750939e-16,True,D_selected_from_small_S
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,record_only,1.0,0.0,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,1.0,0.9803921568627451,0.2,0.2,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,white_selected,natural_selection,0.9974665558537763,0.0,0.0,0.9974665558537763,0.9889541940459684,0.011045805954031263,4.440892098500626e-16,True,D_selected_from_small_S
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,record_only,1.0,0.0,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,1.0,0.9803921568627451,0.5,0.5,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,white_selected,natural_selection,0.9999946542329294,0.0,0.0,0.9999946542329294,0.9901934579573182,0.009806542042681665,4.440892098500626e-16,True,D_selected_from_small_S
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,record_only,1.0,0.0,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,1.0,0.9803921568627451,1.0,1.0,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,white_selected,natural_selection,0.9999999999989999,0.0,0.0,0.9999999999989999,0.9901960784308823,0.00980392156911769,4.440892098500626e-16,True,D_selected_from_small_S
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,weak_C_window,1.0,1e-05,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.0,0.0,0.0,0.0,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,0.0,-0.0198578545264938,0.5,0.5,4.440892098500626e-16,False,gray_kept
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,weak_C_window,1.0,1e-05,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.0,0.0,0.02,0.0,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,0.0,-0.0198578545264938,0.5,0.5,4.440892098500626e-16,False,gray_kept
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,weak_C_window,1.0,1e-05,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.0,0.0,0.05,0.0,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,0.0,-0.0198578545264938,0.5,0.5,4.440892098500626e-16,False,gray_kept
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,weak_C_window,1.0,1e-05,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.0,0.0,0.1,0.0,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,0.0,-0.0198578545264938,0.5,0.5,4.440892098500626e-16,False,gray_kept
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,weak_C_window,1.0,1e-05,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.0,0.0,0.2,0.0,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,0.0,-0.0198578545264938,0.5,0.5,4.440892098500626e-16,False,gray_kept
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,weak_C_window,1.0,1e-05,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.0,0.0,0.5,0.0,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,0.0,-0.0198578545264938,0.5,0.5,4.440892098500626e-16,False,gray_kept
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,weak_C_window,1.0,1e-05,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.0,0.0,1.0,0.0,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,0.0,-0.0198578545264938,0.5,0.5,4.440892098500626e-16,False,gray_kept
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,weak_C_window,1.0,1e-05,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.05,0.7142857142857143,0.0,0.0,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,0.0,-0.0198578545264938,0.49960706545043726,0.5003929345495627,4.440892098500626e-16,False,gray_kept
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,weak_C_window,1.0,1e-05,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.05,0.7142857142857143,0.02,0.001,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,-0.04138927073703774,0.0,0.0,-0.04138927073703774,0.49942003442768695,0.500579965572313,5.551115123125783e-16,False,gray_kept
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,weak_C_window,1.0,1e-05,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.05,0.7142857142857143,0.05,0.0025000000000000005,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,-0.12344861128972609,0.0,0.0,-0.12344861128972609,0.4990203700743559,0.5009796299256442,6.661338147750939e-16,False,D_selected_from_small_S
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,weak_C_window,1.0,1e-05,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.05,0.7142857142857143,0.1,0.005000000000000001,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,-0.6019748505406561,0.0,0.0,-0.6019748505406561,0.4992314408639647,0.5007685591360354,6.661338147750939e-16,False,D_selected_from_small_S
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,weak_C_window,1.0,1e-05,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.05,0.7142857142857143,0.2,0.010000000000000002,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,-0.7144461891618994,0.0,0.0,-0.7144461891618994,0.5030178052626444,0.4969821947373556,6.661338147750939e-16,False,D_selected_from_small_S
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,weak_C_window,1.0,1e-05,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.05,0.7142857142857143,0.5,0.025,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,-0.34116921704331954,0.0,0.0,-0.34116921704331954,0.499564232056086,0.5004357679439139,6.661338147750939e-16,False,D_selected_from_small_S
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,weak_C_window,1.0,1e-05,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.05,0.7142857142857143,1.0,0.05,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,-0.8511040598530348,0.0,0.0,-0.8511040598530348,0.481129287149704,0.518870712850296,6.661338147750939e-16,False,D_selected_from_small_S
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,weak_C_window,1.0,1e-05,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.1,0.8333333333333333,0.0,0.0,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,0.0,-0.0198578545264938,0.49954157635884344,0.5004584236411566,4.440892098500626e-16,False,gray_kept
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,weak_C_window,1.0,1e-05,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.1,0.8333333333333333,0.02,0.002,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,-0.10946915252620962,0.0,0.0,-0.10946915252620962,0.4989142602529045,0.5010857397470955,4.440892098500626e-16,False,D_selected_from_small_S
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,gray_metastable,0.01,3.141592653589793,1.0,0.01,0.0,0,weak_C_window,1.0,1e-05,0.020000000000000073,1.0,0.5098039215686275,0.49019607843137253,gray,0.1,0.8333333333333333,0.05,0.005000000000000001,unresolved,unstable_or_drifting,-0.0198578545264938,0.0,unresolved,unstable_or_drifting,-0.7964084514059978,0.0,0.0,-0.7964084514059978,0.5003953432477048,0.4996046567522952,6.661338147750939e-16,False,D_selected_from_small_S
