step,screw_deviation,optimal_phase
0,0.0,0.0
40,1.2007025541934124e-14,-1.6968781220744387e-17
80,2.2869259349611587e-14,-8.484390610372625e-18
120,3.4606644950134065e-14,1.6968781220744682e-17
160,4.832693677241112e-14,0.0
200,5.945812529591072e-14,0.0
240,7.987785199899034e-14,-8.48439061037232e-18
280,1.0698721988832355e-13,8.484390610372042e-18
320,1.3662034363327774e-13,0.0
360,1.689915746905163e-13,-4.242195305186141e-18
400,2.0057905503325223e-13,-1.1666037089261534e-17
440,2.335985366967907e-13,2.757426948370988e-17
480,2.7737794220394107e-13,1.6968781220744427e-17
520,3.2526178854429e-13,8.484390610372129e-18
560,3.834966581199152e-13,2.5453171831118168e-17
600,4.3865852616643e-13,2.5453171831117703e-17
640,4.9730760575951e-13,1.696878122074436e-17
680,5.592330110052918e-13,-1.6968781220744337e-17
720,6.138695097002194e-13,0.0
760,6.692782745041011e-13,8.484390610372192e-18
800,7.296016393220031e-13,1.696878122074457e-17
840,7.976345350365137e-13,8.484390610372118e-18
880,8.61286196489486e-13,0.0
920,9.237407932213711e-13,-1.1135762676114135e-17
960,9.833786004399882e-13,4.2421953051864726e-18
1000,1.039880975549543e-12,8.484390610373167e-18
1040,1.0957003533422405e-12,2.5453171831119925e-17
1080,1.1466457598392321e-12,8.484390610373762e-18
1120,1.1980762672631394e-12,1.6968781220747758e-17
1160,1.2471398160884094e-12,0.0
1200,1.295130909440525e-12,-1.696878122074926e-17
1240,1.3472246133797038e-12,1.696878122074929e-17
1280,1.3975159646421213e-12,-8.484390610374595e-18
1320,1.4481263217049477e-12,8.48439061037449e-18
1360,1.5029889521209751e-12,0.0
1400,1.5572166951893264e-12,1.2726585915562081e-17
1440,1.606900231475667e-12,-1.272658591556251e-17
1480,1.6570873086500395e-12,1.6968781220750556e-17
1520,1.7062286885887954e-12,0.0
1560,1.7598292282370606e-12,-1.6968781220752075e-17
1600,1.8170513507158905e-12,-1.6968781220753388e-17
1640,1.8842119968598354e-12,-1.696878122075374e-17
1680,1.95636383025818e-12,-3.393756244150807e-17
1720,2.0353599787026607e-12,-1.6968781220753958e-17
1760,2.111765439348508e-12,-1.6968781220754546e-17
1800,2.1875284848097865e-12,-8.48439061037716e-18
1840,2.2600655885032065e-12,-4.24219530518853e-18
1880,2.3308146681336663e-12,-6.363292957782763e-18
1920,2.3933551399456974e-12,-1.4847683568159976e-17
1960,2.4468468885382446e-12,8.48439061037721e-18
2000,2.5092783663171855e-12,-1.696878122075388e-17
2040,2.5704343565600335e-12,4.2421953051884125e-17
2080,2.6317624456429965e-12,8.484390610376532e-18
2120,2.7086683245194984e-12,-1.6968781220752777e-17
2160,2.793494073727048e-12,0.0
2200,2.8701135243819824e-12,0.0
