step,plane0_sigma0.148008,plane1_sigma0.148008,plane2_sigma0.148008,plane3_sigma0.148008,plane4_sigma0.148008,plane5_sigma0.148008,plane6_sigma0.418631
18760,6.494414854526053e-23,4.055082869609347e-22,3.144935772468137e-21,2.1180512134245717e-22,4.866358930103615e-22,2.0274811654820406e-22,0.9999999999999999
18780,6.527674755758386e-23,4.0773689421424974e-22,3.1621981523333192e-21,2.131451857163675e-22,4.893495548003637e-22,2.0391898963722371e-22,1.0
18800,6.561809606720978e-23,4.0996678564104046e-22,3.179621582619656e-21,2.1447503643633664e-22,4.920825542160313e-22,2.05128657075454e-22,1.0000000000000002
18820,6.593255121975226e-23,4.1226782176346636e-22,3.197165874942575e-21,2.1583575422400995e-22,4.948524054113819e-22,2.0637094213775971e-22,1.0000000000000004
18840,6.626079607323389e-23,4.145889879284569e-22,3.214912164348588e-21,2.1720887384021914e-22,4.976621884912574e-22,2.0761016414874794e-22,0.9999999999999997
18860,6.659032640565901e-23,4.169585277001072e-22,3.23269314633052e-21,2.18581126908166e-22,5.00482849031213e-22,2.0889525158220507e-22,0.9999999999999999
18880,6.691606761110831e-23,4.1931522502580357e-22,3.2504642302357516e-21,2.1993364477224995e-22,5.033076950511789e-22,2.1019230671553413e-22,1.0
18900,6.723189528881232e-23,4.216939532973189e-22,3.26832665436227e-21,2.213486080162189e-22,5.061805027433882e-22,2.115148370889694e-22,0.9999999999999999
18920,6.755497584254682e-23,4.240918194703176e-22,3.2861446097037066e-21,2.2277298625488117e-22,5.090765792166208e-22,2.1283500794777897e-22,0.9999999999999999
18940,6.787428669528158e-23,4.264926521176351e-22,3.303944339587104e-21,2.2423187529009266e-22,5.119829110190519e-22,2.141795786492939e-22,1.0000000000000002
18960,6.819259382045487e-23,4.289054006825507e-22,3.3216230149488932e-21,2.257046373880717e-22,5.148498524641459e-22,2.1555156065381613e-22,1.0000000000000007
18980,6.852403484097264e-23,4.313116349636808e-22,3.339386588736106e-21,2.27192050125068e-22,5.177710442896878e-22,2.1691627693983033e-22,1.0000000000000002
19000,6.885410820316517e-23,4.337155441284887e-22,3.357100404004922e-21,2.286904582284991e-22,5.206533997194156e-22,2.18267451185677e-22,1.0000000000000002
19020,6.917338126835064e-23,4.361039780593371e-22,3.3748616201845956e-21,2.302312488487809e-22,5.236063079771784e-22,2.195874933835183e-22,0.9999999999999999
19040,6.949393846243195e-23,4.38486412238003e-22,3.392798208379939e-21,2.3177849558766436e-22,5.265053635599558e-22,2.2092278179553634e-22,0.9999999999999999
19060,6.981840023983411e-23,4.408664982979543e-22,3.4108728757773784e-21,2.3334169088337275e-22,5.294165952317082e-22,2.2223212081869374e-22,0.9999999999999996
19080,7.017281652298171e-23,4.432674967068564e-22,3.429062389321916e-21,2.349081119881525e-22,5.323120652796162e-22,2.2353738492400364e-22,1.0000000000000002
19100,7.053599698017513e-23,4.456541671411552e-22,3.447459570797124e-21,2.3643563968647684e-22,5.3521089718132185e-22,2.2482128307127723e-22,1.0000000000000002
19120,7.088054115735322e-23,4.480473759756964e-22,3.465996128759952e-21,2.3796096193737143e-22,5.381458208785334e-22,2.260993964191685e-22,1.0000000000000002
19140,7.124837210765848e-23,4.504469106540777e-22,3.484673621673625e-21,2.3949853125240273e-22,5.411289159456852e-22,2.2740301105891386e-22,0.9999999999999997
19160,7.160900224870651e-23,4.528849841493314e-22,3.503623212673731e-21,2.410448057968986e-22,5.441454032580187e-22,2.286956139050512e-22,1.0
19180,7.197111094313284e-23,4.553376311997719e-22,3.52272500516845e-21,2.4256019952911344e-22,5.471966503960608e-22,2.3000431452004333e-22,0.9999999999999997
19200,7.233441920391671e-23,4.578046566970029e-22,3.5419878369361364e-21,2.4407163614127945e-22,5.502256296566145e-22,2.3132964622898027e-22,0.9999999999999996
19220,7.270378125118078e-23,4.602969958834421e-22,3.561422212835163e-21,2.455762277324038e-22,5.53324490353092e-22,2.326715033909314e-22,0.9999999999999997
19240,7.30555829349141e-23,4.62805499401355e-22,3.581039974127578e-21,2.470753748021098e-22,5.564530839629924e-22,2.340476753384492e-22,1.0000000000000002
19260,7.341019747446237e-23,4.653568199778121e-22,3.6007059449348904e-21,2.4859700851094554e-22,5.596162582106776e-22,2.3544805197748724e-22,0.9999999999999999
19280,7.376625319582813e-23,4.679499929351056e-22,3.6204847432981774e-21,2.501338116776904e-22,5.628077325480547e-22,2.3686289158156437e-22,0.9999999999999999
19300,7.411933228660458e-23,4.705670985772817e-22,3.6402516966712995e-21,2.5167042062292736e-22,5.660197100906579e-22,2.383208238411566e-22,1.0000000000000002
19320,7.446556733207336e-23,4.732154697599909e-22,3.660003113049747e-21,2.5325966067194555e-22,5.692246898800754e-22,2.3980400325503755e-22,0.9999999999999994
19340,7.479683141069925e-23,4.7587975393192125e-22,3.679780956771545e-21,2.5487585978182355e-22,5.724103870691013e-22,2.413042086305573e-22,0.9999999999999997
19360,7.514736485722301e-23,4.785447297519219e-22,3.699510142998164e-21,2.5647871917260334e-22,5.756122256160411e-22,2.428126853775923e-22,0.9999999999999996
19380,7.549737496585849e-23,4.812037309138023e-22,3.719160996231322e-21,2.5813049782251137e-22,5.78833668996476e-22,2.443412003586611e-22,0.9999999999999999
19400,7.584107659288422e-23,4.838770277982535e-22,3.738861459936959e-21,2.5980929749615405e-22,5.820431393760407e-22,2.458666597098491e-22,1.0000000000000002
19420,7.619279103563668e-23,4.865703628540891e-22,3.758595520885878e-21,2.6151164126758295e-22,5.852476105556098e-22,2.4738722361045163e-22,1.0
19440,7.653033044323108e-23,4.892338712951574e-22,3.778425456565143e-21,2.6324555518148413e-22,5.884223816235945e-22,2.488894618950868e-22,1.0
19460,7.687783421891023e-23,4.919176817532479e-22,3.798360759917498e-21,2.6500327760863776e-22,5.916624035130256e-22,2.503658397793676e-22,1.0
19480,7.725537128010873e-23,4.945908378486591e-22,3.818466693649757e-21,2.6675022422737094e-22,5.948905329493655e-22,2.5184686988011133e-22,0.9999999999999999
19500,7.763068841592343e-23,4.972707920286046e-22,3.8387981252210155e-21,2.6852174800399706e-22,5.98128589232345e-22,2.533181375649062e-22,1.0
19520,7.80055952830039e-23,4.9993209001767215e-22,3.859297631735539e-21,2.7029387433632284e-22,6.013939171205384e-22,2.547823021220907e-22,1.0000000000000002
19540,7.838873673357311e-23,5.026292694386258e-22,3.8799984309150114e-21,2.720835244649734e-22,6.0466667191784565e-22,2.5623543622821446e-22,0.9999999999999999
19560,7.879628868303398e-23,5.053546509129367e-22,3.900899917257518e-21,2.7384367870130178e-22,6.079991641062235e-22,2.5769040786868327e-22,1.0000000000000002
19580,7.918109200421123e-23,5.0809891655698e-22,3.92205756243424e-21,2.756075622208557e-22,6.114250583815846e-22,2.5913824747051786e-22,0.9999999999999999
19600,7.956492056606377e-23,5.108932778335464e-22,3.94339275907292e-21,2.773638385146101e-22,6.1484037999986895e-22,2.606027795314481e-22,1.0
19620,7.995642581145714e-23,5.136922403783521e-22,3.964999996058709e-21,2.7909241495382424e-22,6.182871120262947e-22,2.621001305353198e-22,0.9999999999999999
19640,8.034579622502261e-23,5.165161519074921e-22,3.98672967323246e-21,2.8085611680131797e-22,6.21778476254e-22,2.6364110532094386e-22,1.0
19660,8.072194253671586e-23,5.194127684873163e-22,4.0086798398982994e-21,2.8261639546855205e-22,6.253158109870662e-22,2.652039902331754e-22,0.9999999999999996
19680,8.109077797584494e-23,5.222990354580268e-22,4.03070731460892e-21,2.843825419219167e-22,6.288790320800663e-22,2.6679518577854685e-22,0.9999999999999999
19700,8.145932333213034e-23,5.252153912430626e-22,4.052796173036342e-21,2.8615139732787887e-22,6.32470335770118e-22,2.684106968329223e-22,0.9999999999999999
19720,8.181564403352806e-23,5.281588440495407e-22,4.075017158947054e-21,2.879395245468127e-22,6.360724053338339e-22,2.700428843268598e-22,1.0000000000000002
19740,8.21891357155999e-23,5.311251952785319e-22,4.0972120569867965e-21,2.897250663950698e-22,6.396883773520966e-22,2.716882792035441e-22,1.0
19760,8.253989265941664e-23,5.3410488268656375e-22,4.119355851176744e-21,2.9156142776845475e-22,6.433056700590198e-22,2.733699692608957e-22,0.9999999999999996
19780,8.290903143117665e-23,5.370933111286911e-22,4.141474245570056e-21,2.934402029532052e-22,6.468799731463442e-22,2.7506408269661784e-22,0.9999999999999999
19800,8.328004580899502e-23,5.401010653110041e-22,4.1636534260978714e-21,2.95335882040569e-22,6.504564944311752e-22,2.767630639972275e-22,0.9999999999999999
19820,8.36671214254286e-23,5.430924789885386e-22,4.1857669511873966e-21,2.9724365723494424e-22,6.54043705222526e-22,2.784643537428908e-22,0.9999999999999997
19840,8.40369591912543e-23,5.461016831414262e-22,4.207905953779602e-21,2.992112881043318e-22,6.5765571218789085e-22,2.801814335118073e-22,1.0000000000000002
19860,8.440743262149679e-23,5.491022779680639e-22,4.230161468867021e-21,3.0116518256924114e-22,6.611912771780145e-22,2.8189961314027867e-22,1.0000000000000004
19880,8.478250837561776e-23,5.520721863555065e-22,4.2525851546996875e-21,3.0315792364717835e-22,6.647883848509252e-22,2.8358760607315707e-22,1.0
19900,8.519498793369251e-23,5.55065727339949e-22,4.275050927706019e-21,3.0515549416314527e-22,6.6833785465476025e-22,2.852702627898265e-22,0.9999999999999999
19920,8.561291531059946e-23,5.580626880178513e-22,4.297703439554742e-21,3.0715066570249453e-22,6.719248426811668e-22,2.8691976461299355e-22,1.0
19940,8.603357383565675e-23,5.610194374774681e-22,4.320539146843448e-21,3.0911534016598524e-22,6.756202359622024e-22,2.885665319762824e-22,0.9999999999999997
19960,8.645343692636615e-23,5.640148092357806e-22,4.3435678678942574e-21,3.1110120607402756e-22,6.793481758744121e-22,2.9022481731332817e-22,1.0000000000000002
19980,8.68838920721694e-23,5.670457555330564e-22,4.366778174799919e-21,3.1311520539073483e-22,6.831128537382007e-22,2.9187309640723777e-22,0.9999999999999997
20000,8.730359360684078e-23,5.701159801063014e-22,4.390233591612932e-21,3.1511502197270964e-22,6.869270320745977e-22,2.9354228135608797e-22,0.9999999999999992
20020,8.774208596163787e-23,5.732339064766246e-22,4.413878380368931e-21,3.1712041878188735e-22,6.907387092934593e-22,2.952233955474218e-22,1.0
20040,8.816324886151187e-23,5.763693899020651e-22,4.43776107185978e-21,3.1912575378280665e-22,6.945416408767846e-22,2.9692505352840377e-22,1.0000000000000002
20060,8.859945600077798e-23,5.795161515133542e-22,4.461864608471328e-21,3.2111850783913907e-22,6.983851475747612e-22,2.986534941100705e-22,1.0
20080,8.902431895394966e-23,5.82711035251784e-22,4.486184480317675e-21,3.231247221879331e-22,7.022972644787295e-22,3.004080669412286e-22,0.9999999999999999
20100,8.944783681598743e-23,5.859171604536624e-22,4.5105569759667816e-21,3.251367384563048e-22,7.062157291588994e-22,3.0222247151274736e-22,1.0
20120,8.986620094144687e-23,5.891940742195235e-22,4.5350726355335455e-21,3.2716865231157354e-22,7.101104146529732e-22,3.040549852107246e-22,0.9999999999999997
20140,9.030169072782074e-23,5.9248494174182495e-22,4.559738558831641e-21,3.2920260444914345e-22,7.140801558472469e-22,3.0591545937424704e-22,0.9999999999999999
20160,9.070893404681449e-23,5.95816607728383e-22,4.584460084202458e-21,3.3127262826179947e-22,7.180752425464031e-22,3.077918125647692e-22,1.0000000000000002
20180,9.112687227337173e-23,5.991580654660742e-22,4.609206738720479e-21,3.3337366725479e-22,7.220830227035642e-22,3.096909015542358e-22,1.0
20200,9.156091259601925e-23,6.025330707696555e-22,4.63400260638275e-21,3.3551568372389384e-22,7.261124825170421e-22,3.1161303605169634e-22,1.0000000000000002
20220,9.19736777203991e-23,6.058797905173681e-22,4.6588619129898805e-21,3.3766691774982346e-22,7.30149309258214e-22,3.1354836425455056e-22,1.0
20240,9.240244649157563e-23,6.092568344510318e-22,4.6836579105797524e-21,3.398585800489701e-22,7.34186334684314e-22,3.154835495712339e-22,1.0000000000000002
20260,9.283573089399664e-23,6.126173149291033e-22,4.7085899048160004e-21,3.420891414680217e-22,7.382487928877945e-22,3.1741385995318264e-22,1.0
20280,9.32787735870362e-23,6.159430949190777e-22,4.733491206728017e-21,3.4428959025560887e-22,7.423096311306052e-22,3.193415867035802e-22,1.0000000000000002
20300,9.373422321771996e-23,6.192797061000777e-22,4.758355329670466e-21,3.4652753753017736e-22,7.463506708297454e-22,3.2124964162127887e-22,1.0
20320,9.41888510213539e-23,6.22644436752107e-22,4.7834362389013865e-21,3.487978356883549e-22,7.504480355861641e-22,3.231641040964496e-22,1.0
20340,9.464262116401381e-23,6.260152669731903e-22,4.808686261180741e-21,3.5107566314338192e-22,7.545327203066939e-22,3.2505536487411365e-22,0.9999999999999997
20360,9.509851887917732e-23,6.293997644331665e-22,4.833997116882522e-21,3.5336150403839867e-22,7.586217372021838e-22,3.269436846504346e-22,0.9999999999999996
20380,9.555608840156805e-23,6.327956750095669e-22,4.859473323578069e-21,3.556622757846675e-22,7.627522682215188e-22,3.288191534214604e-22,1.0
20400,9.600959776954007e-23,6.36177594736438e-22,4.8850623158159184e-21,3.5792945705504752e-22,7.669361660582546e-22,3.306919023303527e-22,0.9999999999999999
20420,9.64784407664663e-23,6.3958340129184485e-22,4.910810192736541e-21,3.6018047168671834e-22,7.710755440233623e-22,3.326096913729097e-22,0.9999999999999999
20440,9.693880029677038e-23,6.430301287897532e-22,4.936731578300007e-21,3.6248420171350106e-22,7.752736129264706e-22,3.345365094997772e-22,1.0000000000000002
20460,9.739564451228236e-23,6.465127331332809e-22,4.962867594763751e-21,3.6477916029753307e-22,7.795246283556333e-22,3.364793051320992e-22,0.9999999999999996
20480,9.785537812130726e-23,6.500251070168799e-22,4.98923531717013e-21,3.670742766220813e-22,7.838049555549865e-22,3.3844043536581716e-22,1.0000000000000002
20500,9.832630832706796e-23,6.535616487371389e-22,5.015775608731604e-21,3.693820698898835e-22,7.881007640830666e-22,3.4042485980355664e-22,1.0000000000000002
20520,9.878389409820467e-23,6.571485256280755e-22,5.042412772325994e-21,3.71672988433297e-22,7.92459908703316e-22,3.4242130368848086e-22,0.9999999999999999
20540,9.924112469641684e-23,6.60762128403103e-22,5.069183420532448e-21,3.739787029051703e-22,7.968273776538699e-22,3.4445720394071904e-22,0.9999999999999997
20560,9.969717126484235e-23,6.643973755053013e-22,5.096058772042531e-21,3.7630868152077014e-22,8.012069841714318e-22,3.46509362321004e-22,1.0
20580,1.0015588422187609e-22,6.680417299645623e-22,5.123090346646705e-21,3.7866218161790106e-22,8.056321188567459e-22,3.4858372384232956e-22,0.9999999999999999
20600,1.0061837661728103e-22,6.717101247408963e-22,5.150088684375171e-21,3.810380862531014e-22,8.1004081572514e-22,3.506972695256224e-22,1.0
20620,1.0108447406288648e-22,6.753999717330336e-22,5.17712568289168e-21,3.834286617400265e-22,8.145388066664592e-22,3.528322716432049e-22,0.9999999999999999
20640,1.0152580342106698e-22,6.7916274502351e-22,5.204280142536504e-21,3.8584302223567448e-22,8.189817582221603e-22,3.5496969620588808e-22,0.9999999999999999
20660,1.0199057992191279e-22,6.82873976011935e-22,5.231433983350788e-21,3.88281264506014e-22,8.234103664226136e-22,3.5711482723684893e-22,1.0000000000000002
20680,1.0245980639114976e-22,6.865798087124783e-22,5.258662522499499e-21,3.9075841972615076e-22,8.27930365820895e-22,3.5924945689594547e-22,1.0000000000000002
20700,1.0293312199749379e-22,6.902856978594421e-22,5.285943252348797e-21,3.9325684461461065e-22,8.324269773624472e-22,3.614009945353097e-22,1.0
20720,1.0341309553685294e-22,6.939759481552226e-22,5.313317378154276e-21,3.9575729077772466e-22,8.369474723320269e-22,3.6353788062882525e-22,1.0000000000000002
20740,1.0386679380113278e-22,6.977068643408125e-22,5.34079308134026e-21,3.9831383498731403e-22,8.414641765045931e-22,3.6567857232500214e-22,0.9999999999999999
20760,1.0436495442811653e-22,7.014300137961656e-22,5.3684649836246e-21,4.0083968622696026e-22,8.460069516307893e-22,3.678041842701538e-22,1.0000000000000004
20780,1.0486356207393711e-22,7.051947264923501e-22,5.3963033810903214e-21,4.0337969840888127e-22,8.50567481477095e-22,3.6993000188569673e-22,0.9999999999999997
20800,1.0537311247100312e-22,7.089521277778337e-22,5.424258960431564e-21,4.059497463886624e-22,8.551765718233532e-22,3.7206530555133436e-22,0.9999999999999996
20820,1.0588470129080163e-22,7.1275015166656885e-22,5.452510772632119e-21,4.085179255002374e-22,8.59765024765788e-22,3.7418470971531255e-22,1.0000000000000004
20840,1.0640663071110677e-22,7.165972853947539e-22,5.480981002556333e-21,4.111160747986286e-22,8.644044610991647e-22,3.7634628989601997e-22,0.9999999999999997
20860,1.0690328979013847e-22,7.204751381786216e-22,5.509754905952182e-21,4.137280909412762e-22,8.69114810580772e-22,3.7852347308626974e-22,0.9999999999999999
20880,1.0743862165471538e-22,7.243939274300239e-22,5.538852391971771e-21,4.1632193006725296e-22,8.737966995119715e-22,3.8070819676411704e-22,1.0000000000000004
20900,1.0796080902076148e-22,7.283201810506356e-22,5.568101624656873e-21,4.1894033884956495e-22,8.785382586370793e-22,3.829447132412863e-22,1.0
20920,1.084788368788286e-22,7.3233111382954e-22,5.597639704747737e-21,4.215737479255539e-22,8.832930886663444e-22,3.8522615401132384e-22,0.9999999999999999
20940,1.089795641976543e-22,7.363494446473427e-22,5.627455279234439e-21,4.242073020605687e-22,8.881267327848882e-22,3.875532552076123e-22,1.0000000000000002
20960,1.0948724885077884e-22,7.403808265991136e-22,5.657395421535693e-21,4.268606532187875e-22,8.930023903852792e-22,3.8988525929335203e-22,0.9999999999999999
20980,1.1000576284152866e-22,7.44453431329149e-22,5.6874505582992064e-21,4.295428281374521e-22,8.97921474830602e-22,3.9224621056859265e-22,1.0
21000,1.105180640516128e-22,7.485512347458162e-22,5.717507384881881e-21,4.322374456377497e-22,9.028849531366795e-22,3.946481109489334e-22,1.0
21020,1.1102880850831513e-22,7.526924341135583e-22,5.747682674723366e-21,4.349814522779394e-22,9.078949211860243e-22,3.970534045996365e-22,0.9999999999999999
21040,1.1153571454217574e-22,7.568375705431417e-22,5.777874401524298e-21,4.377625747363089e-22,9.129482336935177e-22,3.9949854630927043e-22,1.0
21060,1.1205624656013726e-22,7.610176540593721e-22,5.808076101387545e-21,4.405428168969052e-22,9.179924083757831e-22,4.019479309864839e-22,1.0000000000000002
21080,1.125778594044775e-22,7.652348941020452e-22,5.838394562586789e-21,4.433517608053652e-22,9.230868226183624e-22,4.0438908821015955e-22,0.9999999999999996
21100,1.1309776534985307e-22,7.6940378324482965e-22,5.868674616399689e-21,4.461871711488794e-22,9.281753373492143e-22,4.0684516228309813e-22,0.9999999999999999
21120,1.1364040147222263e-22,7.736009760953866e-22,5.89906489674134e-21,4.490658908028931e-22,9.332742248981953e-22,4.092718258881876e-22,0.9999999999999999
21140,1.1417091565490917e-22,7.777659965151505e-22,5.9297108507990255e-21,4.519368750923342e-22,9.383254175190464e-22,4.116767541946346e-22,1.0000000000000002
21160,1.1473282912146434e-22,7.819530269758923e-22,5.960441601171791e-21,4.548262153481077e-22,9.434256065077149e-22,4.1408154512510592e-22,0.9999999999999996
21180,1.1528056244899097e-22,7.861357422753013e-22,5.991364104491085e-21,4.577167096406353e-22,9.485262279186743e-22,4.1647408475321427e-22,0.9999999999999997
21200,1.1581585953083524e-22,7.903282385403047e-22,6.022475337448387e-21,4.606725439198279e-22,9.53690628989777e-22,4.188847439276702e-22,0.9999999999999999
21220,1.163802721985658e-22,7.945574383981218e-22,6.053962059235146e-21,4.636138323809323e-22,9.588647049156717e-22,4.2126624921682646e-22,0.9999999999999999
21240,1.1695918450815292e-22,7.9882494487510775e-22,6.0856771654161906e-21,4.665412488295188e-22,9.639979874290002e-22,4.236768314776461e-22,0.9999999999999999
21260,1.175308790412256e-22,8.031052460017497e-22,6.117663771499411e-21,4.694648878679289e-22,9.691838431043874e-22,4.260978050521046e-22,1.0
21280,1.1810113827393256e-22,8.07408454360791e-22,6.149906422821329e-21,4.723845063126107e-22,9.744300457799105e-22,4.285673336658931e-22,1.0
21300,1.1868675017516012e-22,8.118146146588039e-22,6.182488543190068e-21,4.75339233760812e-22,9.79713112564938e-22,4.310638145496274e-22,1.0
21320,1.1925716858133746e-22,8.162334103302154e-22,6.215281030941911e-21,4.7828804928122e-22,9.8502398176468e-22,4.336116666502458e-22,0.9999999999999999
21340,1.1983970504561165e-22,8.207258854891839e-22,6.248346440010489e-21,4.81259410554436e-22,9.903917344745597e-22,4.3620073921051115e-22,1.0000000000000004
21360,1.2043203721621132e-22,8.252328567656425e-22,6.28152602356869e-21,4.84243372342639e-22,9.958278621976414e-22,4.388306305582648e-22,1.0
21380,1.2101535440159156e-22,8.29776331579684e-22,6.314901430752701e-21,4.872211516146433e-22,1.0013496467400143e-21,4.414899527249169e-22,0.9999999999999999
21400,1.2160753821746665e-22,8.343801951365537e-22,6.348490116091208e-21,4.902427104299867e-22,1.0069287012211323e-21,4.441796412186216e-22,0.9999999999999999
21420,1.2219232545791368e-22,8.389978559602261e-22,6.382098108965465e-21,4.932822291410933e-22,1.0125341996361595e-21,4.468765581934873e-22,1.0000000000000002
21440,1.227764420872518e-22,8.436264752772628e-22,6.415858643222724e-21,4.963717082715019e-22,1.0181140346364336e-21,4.495859457908879e-22,1.0
21460,1.233526812856106e-22,8.482484789312651e-22,6.4496892499202776e-21,4.994603015271465e-22,1.0237566810641623e-21,4.5229653975120735e-22,0.9999999999999999
21480,1.2394735514815757e-22,8.528982582438417e-22,6.483539371473047e-21,5.025728714342288e-22,1.0294565890449548e-21,4.550156767194527e-22,0.9999999999999996
21500,1.24539300890849e-22,8.575526367831448e-22,6.517335181798638e-21,5.05724014481073e-22,1.0351556301919844e-21,4.577222731961039e-22,0.9999999999999999
21520,1.2512023980813106e-22,8.62209908236081e-22,6.551238011314217e-21,5.089215502702224e-22,1.0408893251759413e-21,4.604514643601568e-22,0.9999999999999999
21540,1.2572017188884893e-22,8.669064491673354e-22,6.585161261493657e-21,5.121362965456215e-22,1.0465641233545617e-21,4.631707774321576e-22,1.0000000000000002
21560,1.2631206795754074e-22,8.7156981187628e-22,6.619219581828388e-21,5.153880737184763e-22,1.0523208446673516e-21,4.6590785461787015e-22,1.0000000000000002
21580,1.2692139445705904e-22,8.7622171016304e-22,6.6534245830144026e-21,5.186145218757142e-22,1.0580364170605528e-21,4.686058084260817e-22,0.9999999999999999
21600,1.2754038408259222e-22,8.809021287825833e-22,6.687792573480195e-21,5.218715800260583e-22,1.063761277148336e-21,4.713088547179655e-22,0.9999999999999997
21620,1.2816975296309708e-22,8.85606740261262e-22,6.722414286335529e-21,5.25147630487749e-22,1.0695562720923396e-21,4.74031458084282e-22,0.9999999999999999
21640,1.2878855239215683e-22,8.903083974089225e-22,6.757149523657172e-21,5.284212466925287e-22,1.0753664810617177e-21,4.767702066079089e-22,1.0000000000000002
21660,1.2940801634354172e-22,8.950667487953815e-22,6.792158280603522e-21,5.3169733225093775e-22,1.0811247224719903e-21,4.795505185419301e-22,1.0000000000000002
21680,1.3004243559341945e-22,8.99870375820847e-22,6.827496604666074e-21,5.3498479410714455e-22,1.0869703551832855e-21,4.8232287489633625e-22,0.9999999999999996
21700,1.3066186357605942e-22,9.047193340655714e-22,6.863175476664423e-21,5.382714799712781e-22,1.0928252823011344e-21,4.851370791598409e-22,0.9999999999999994
21720,1.3129540955727113e-22,9.096124526708341e-22,6.899323624343817e-21,5.415648846417358e-22,1.098816893729357e-21,4.879639154913467e-22,0.9999999999999999
21740,1.3190697901441174e-22,9.14587298374613e-22,6.935927767622395e-21,5.4487826283837e-22,1.1048134220916858e-21,4.908349115722708e-22,1.0000000000000002
21760,1.3256404785530322e-22,9.19576969630771e-22,6.972716055597692e-21,5.4816857063920525e-22,1.1108949479956892e-21,4.936999339851818e-22,0.9999999999999997
21780,1.3320613965500014e-22,9.246166438726469e-22,7.009806649811025e-21,5.51485882720289e-22,1.1169861168565287e-21,4.965950261450087e-22,0.9999999999999997
21800,1.3384199947565293e-22,9.297243959236394e-22,7.047196993637799e-21,5.548360342438671e-22,1.1231879957906197e-21,4.995350335136523e-22,0.9999999999999999
21820,1.3447670630086035e-22,9.348745279616859e-22,7.084788392533512e-21,5.582121825074076e-22,1.1294014189050407e-21,5.025056326569855e-22,1.0
21840,1.351116060684698e-22,9.401083743864434e-22,7.122633022606011e-21,5.615985460074934e-22,1.135662945161529e-21,5.055057582088075e-22,1.0000000000000002
21860,1.3573005877003662e-22,9.453383736416764e-22,7.160504410060356e-21,5.650493662716496e-22,1.142033003294322e-21,5.08544201774384e-22,0.9999999999999999
21880,1.3637645219334745e-22,9.505964639187087e-22,7.198456134661501e-21,5.685248282667688e-22,1.1484199190469365e-21,5.115829053429968e-22,1.0000000000000002
21900,1.370053334011249e-22,9.5584364750489e-22,7.236439424476187e-21,5.720168553688868e-22,1.1548608073739509e-21,5.146188715483779e-22,1.0000000000000002
21920,1.3765944821130675e-22,9.61067985366258e-22,7.274436935124404e-21,5.755448276098921e-22,1.1612874314316274e-21,5.176851544537199e-22,0.9999999999999999
21940,1.3828535094987305e-22,9.663624167824507e-22,7.31275483585024e-21,5.791580289893963e-22,1.1677108444388643e-21,5.207647543974683e-22,0.9999999999999997
21960,1.3893637875765065e-22,9.7163524235388e-22,7.351072573775844e-21,5.827666188214254e-22,1.1741781549101194e-21,5.238265923370058e-22,1.0000000000000002
21980,1.3961413929572645e-22,9.769281071140389e-22,7.389576115840463e-21,5.863932364308066e-22,1.180607458034968e-21,5.2690772087327785e-22,0.9999999999999999
22000,1.403083994132873e-22,9.821665266332789e-22,7.428289069866846e-21,5.900651202811284e-22,1.1870968550156443e-21,5.299840960846949e-22,0.9999999999999999
22020,1.409730260461901e-22,9.874351183241322e-22,7.46737717277899e-21,5.9378696390844705e-22,1.1936194074058997e-21,5.33078149880227e-22,0.9999999999999996
22040,1.4167807134387709e-22,9.927332832267463e-22,7.506670349942212e-21,5.974737586965311e-22,1.2001308583082506e-21,5.3614370710104405e-22,1.0
22060,1.4238513734747708e-22,9.980916099402015e-22,7.546261261510829e-21,6.011990126742751e-22,1.206684254099103e-21,5.392593897066778e-22,0.9999999999999994
22080,1.4310886153648698e-22,1.003458750189603e-21,7.586049902625813e-21,6.049239982877058e-22,1.2132244430822476e-21,5.424035113635306e-22,0.9999999999999999
22100,1.4381433762562731e-22,1.0088231194481594e-21,7.626037423485158e-21,6.086104020771818e-22,1.219885210868094e-21,5.455627689766493e-22,1.0
22120,1.4453102601156395e-22,1.0142979654334341e-21,7.66635746221182e-21,6.123372812155815e-22,1.2265649487154212e-21,5.487663280920341e-22,1.0
22140,1.4525174543242735e-22,1.0198163273497068e-21,7.70707769678069e-21,6.160911896358237e-22,1.2332973128602374e-21,5.519515664537117e-22,0.9999999999999999
22160,1.4599133481470077e-22,1.0253966549794863e-21,7.748117404084553e-21,6.198198425286685e-22,1.2400578483360877e-21,5.551858255751088e-22,0.9999999999999999
22180,1.4671119377992204e-22,1.0310187626459756e-21,7.789661530156424e-21,6.235590976053791e-22,1.2468875119337057e-21,5.5845653346158345e-22,0.9999999999999999
22200,1.4742147371088376e-22,1.0367435884283858e-21,7.831472756163697e-21,6.273840686476401e-22,1.253788215967006e-21,5.6175273738528815e-22,1.0
22220,1.4813560338149717e-22,1.0425045659042404e-21,7.87353140982097e-21,6.311594906085222e-22,1.2607522486724396e-21,5.65075463019812e-22,0.9999999999999999
22240,1.488604527990972e-22,1.0482883641482811e-21,7.915818635323992e-21,6.349975413914863e-22,1.2677633662358173e-21,5.684194363813409e-22,1.0000000000000002
22260,1.4957192106477473e-22,1.054152789133131e-21,7.958351857509517e-21,6.388800883494182e-22,1.2748809766782797e-21,5.718204194143155e-22,0.9999999999999999
