step,r1_full,r2_full,r3_full,r4_full,r5_full,r6_full,r7_full,r1_perp,r2_perp,r3_perp,r4_perp,r5_perp,r6_perp,r7_perp
20320,0.3038082687442866,0.30380826874374145,0.3038082687400745,0.3038082687339599,0.3038082687327628,0.3038082687293964,3.2027683402422536e-09,3.4050500011146956e-11,3.1369555252570836e-11,2.992159528930003e-11,2.575570310135485e-11,1.846977815333888e-11,8.05254409163636e-12,2.6089848849160264e-19
20360,0.30380826874432454,0.30380826874377115,0.3038082687400878,0.30380826873394123,0.30380826873273836,0.30380826872935407,1.570503929237795e-09,3.4235707005094644e-11,3.153698872686384e-11,3.008343904956386e-11,2.589125428125198e-11,1.8572984711811294e-11,8.092493909886453e-12,2.6286549896660305e-19
20400,0.3038082687443643,0.30380826874380107,0.3038082687401046,0.30380826873392053,0.30380826873271627,0.30380826872931,2.4414202787627376e-09,3.4421997272504434e-11,3.170348191591337e-11,3.024494763234815e-11,2.602768052536831e-11,1.8675616354818115e-11,8.136998406071242e-12,2.2227598370688654e-19
20440,0.3038082687443994,0.30380826874383743,0.30380826874012223,0.30380826873389816,0.3038082687326943,0.30380826872926525,2.6788234691980803e-09,3.460892782971014e-11,3.186928054826766e-11,3.0406135528615515e-11,2.6164140938751253e-11,1.877667618227603e-11,8.181677964690058e-12,3.237738242732977e-19
20480,0.30380826874443656,0.3038082687438713,0.3038082687401371,0.30380826873387756,0.30380826873266764,0.30380826872921907,2.093383137643009e-09,3.479707830635956e-11,3.203758637592425e-11,3.0570040818110947e-11,2.6302845223203738e-11,1.88790791975256e-11,8.227733425219115e-12,2.479994701956177e-19
20520,0.3038082687444794,0.3038082687439041,0.30380826874015415,0.3038082687338604,0.30380826873264105,0.3038082687291747,7.852466378479269e-10,3.49853704023587e-11,3.2208343659493296e-11,3.073596601259039e-11,2.64422925912646e-11,1.8982652320604738e-11,8.271020811898588e-12,3.644409188797983e-19
20560,0.30380826874451755,0.3038082687439397,0.30380826874017114,0.30380826873383937,0.30380826873261707,0.30380826872912786,1.2811852817867484e-09,3.5173497692979724e-11,3.238132804878357e-11,3.0902741218402245e-11,2.6582296628552618e-11,1.9088480605395125e-11,8.311893436586117e-12,4.0395790857225967e-19
20600,0.3038082687445531,0.3038082687439807,0.303808268740186,0.303808268733819,0.30380826873259414,0.3038082687290811,2.5711643030228573e-09,3.5361608359178216e-11,3.25560911475868e-11,3.107055700571154e-11,2.6722856494523367e-11,1.9196277525402182e-11,8.346915733806904e-12,3.2832933304512636e-19
20640,0.3038082687445903,0.30380826874401556,0.3038082687401968,0.3038082687338015,0.30380826873256667,0.30380826872903444,1.649155939969265e-09,3.555018096575324e-11,3.2732680423353877e-11,3.123959769104752e-11,2.6864142036119877e-11,1.9306203909932677e-11,8.380536427122298e-12,3.4096872108649123e-19
20680,0.3038082687446316,0.30380826874405004,0.3038082687402105,0.3038082687337853,0.3038082687325434,0.3038082687289907,1.627840141285352e-09,3.573953885127138e-11,3.2908759918581285e-11,3.140774813717674e-11,2.7004940650283937e-11,1.9416367810138736e-11,8.412987863426546e-12,3.1347950426945133e-19
20720,0.303808268744667,0.3038082687440869,0.30380826874022465,0.30380826873376415,0.3038082687325232,0.3038082687289457,1.8621422635519697e-09,3.592963070692219e-11,3.3084157977362063e-11,3.1576022802849244e-11,2.7145617306389545e-11,1.9525032403459406e-11,8.447702503296543e-12,2.930846893925659e-19
20760,0.30380826874470745,0.30380826874412875,0.3038082687402426,0.3038082687337485,0.3038082687325055,0.30380826872890526,3.0128170179795364e-09,3.612162575135317e-11,3.3258585036845915e-11,3.1744235545170224e-11,2.7286794569991508e-11,1.963496848160093e-11,8.486496833521212e-12,2.872572826877243e-19
20800,0.3038082687447504,0.3038082687441637,0.3038082687402597,0.30380826873373284,0.3038082687324831,0.3038082687288642,2.701768928944711e-09,3.631499007700156e-11,3.343309369695409e-11,3.191430760526887e-11,2.7429085756476724e-11,1.9741788426262784e-11,8.529478966102612e-12,1.6752254987186847e-19
20840,0.3038082687447913,0.3038082687441951,0.30380826874027594,0.30380826873371,0.3038082687324586,0.30380826872881866,2.4588282742490264e-09,3.6510538958010554e-11,3.360796316266511e-11,3.208532436664897e-11,2.757261256970116e-11,1.9848183409430382e-11,8.573925041216796e-12,3.640495915544612e-19
20880,0.3038082687448295,0.30380826874423195,0.30380826874029343,0.3038082687336852,0.30380826873243577,0.30380826872877104,2.2600378473298462e-09,3.6707972494128715e-11,3.37853251625407e-11,3.2257837938512194e-11,2.7717663854175753e-11,1.9955422510331343e-11,8.62215364861226e-12,2.6490344590231253e-19
20920,0.30380826874486677,0.3038082687442685,0.3038082687403083,0.30380826873366057,0.30380826873240635,0.30380826872872074,1.4130958950358515e-09,3.6906133178111304e-11,3.3964429343703996e-11,3.243146978488351e-11,2.7862778643964933e-11,2.006320622090864e-11,8.66822763596859e-12,2.839398803766063e-19
20960,0.30380826874490846,0.30380826874430084,0.30380826874032224,0.30380826873363626,0.30380826873237454,0.30380826872866923,2.6726718326226846e-09,3.7105236004904326e-11,3.414675090391422e-11,3.2606762376546777e-11,2.800935437525604e-11,2.017446174781354e-11,8.713132601000323e-12,2.0273779732582768e-19
21000,0.303808268744948,0.3038082687443393,0.30380826874033723,0.3038082687336137,0.3038082687323479,0.3038082687286184,1.966916284902197e-09,3.7304580605777266e-11,3.433072006266765e-11,3.2782151474504775e-11,2.8156663375347458e-11,2.0288220529739675e-11,8.752584390131657e-12,2.37355636573707e-19
21040,0.30380826874498396,0.3038082687443809,0.3038082687403501,0.30380826873359146,0.30380826873232164,0.3038082687285665,2.3922634561243874e-09,3.750448726947517e-11,3.4516485260365025e-11,3.295925777319431e-11,2.8304970956855767e-11,2.0404890508770355e-11,8.787602817259421e-12,1.6147333227495168e-19
21080,0.3038082687450255,0.3038082687444217,0.3038082687403652,0.3038082687335749,0.3038082687322969,0.30380826872852,2.499814365636737e-09,3.770520748598726e-11,3.470298749676529e-11,3.313781536152119e-11,2.845456716036116e-11,2.0522122612319826e-11,8.82125759569661e-12,3.033998581410188e-19
21120,0.30380826874507166,0.30380826874445876,0.3038082687403821,0.3038082687335585,0.30380826873227484,0.30380826872847594,1.8703111133836387e-09,3.790676919816841e-11,3.488864536336599e-11,3.331650233919836e-11,2.8604167877590015e-11,2.0639301066949226e-11,8.855679857014864e-12,3.3203756533341466e-19
21160,0.3038082687451091,0.3038082687444944,0.30380826874039696,0.30380826873353506,0.30380826873225264,0.3038082687284277,2.207590919869771e-09,3.81102301041584e-11,3.5073863144558616e-11,3.349572670474894e-11,2.8754149667750682e-11,2.0754206793013566e-11,8.894357073650603e-12,1.7237871595281881e-19
21200,0.30380826874514816,0.3038082687445338,0.30380826874041283,0.3038082687335135,0.3038082687322309,0.30380826872838085,2.6029522422132e-09,3.831493749298071e-11,3.5258735002511194e-11,3.3675224480852236e-11,2.8904869650769637e-11,2.0869011487046684e-11,8.937736469712663e-12,3.915941616213161e-19
21240,0.3038082687451909,0.30380826874456807,0.3038082687404301,0.3038082687334925,0.3038082687322043,0.3038082687283343,2.7509572034955707e-09,3.852156293579943e-11,3.544478981738242e-11,3.385697843867153e-11,2.9056420563275006e-11,2.098183296759715e-11,8.987382248244927e-12,3.655000938095496e-19
21280,0.30380826874523525,0.30380826874460093,0.30380826874044803,0.3038082687334675,0.30380826873217626,0.3038082687282851,1.0575627223301582e-09,3.8729448813101084e-11,3.56314761051064e-11,3.4038603788121216e-11,2.9208628002585836e-11,2.1094802344484427e-11,9.037640384240489e-12,2.984389331739675e-19
21320,0.3038082687452782,0.30380826874464306,0.3038082687404689,0.3038082687334427,0.3038082687321524,0.3038082687282362,2.495221939249783e-09,3.893843985787135e-11,3.5820652736068924e-11,3.4222292047230595e-11,2.93617839602892e-11,2.1208819509514213e-11,9.08795521694242e-12,3.9037177553255684e-19
21360,0.3038082687453183,0.3038082687446853,0.3038082687404853,0.303808268733418,0.30380826873212347,0.3038082687281827,1.936950549884947e-09,3.914852133898222e-11,3.6012359119429046e-11,3.440645178420586e-11,2.951657039484786e-11,2.132413662348329e-11,9.134825089158322e-12,5.22715656863624e-19
21400,0.3038082687453684,0.30380826874472755,0.3038082687405041,0.30380826873340033,0.3038082687320958,0.3038082687281343,2.632791459258486e-09,3.935942151796188e-11,3.620689200300616e-11,3.459264747743844e-11,2.967304065217605e-11,2.1443944019554392e-11,9.178270386299407e-12,4.130551037181206e-19
21440,0.3038082687454136,0.3038082687447678,0.3038082687405215,0.30380826873337996,0.30380826873206956,0.30380826872808325,1.4632903119396043e-09,3.957095544093648e-11,3.640368616394517e-11,3.478036052015589e-11,2.983029090221302e-11,2.1566277149035356e-11,9.216906235776021e-12,3.7975186653504933e-19
21480,0.30380826874545264,0.30380826874481254,0.3038082687405388,0.3038082687333573,0.3038082687320462,0.3038082687280308,2.7859947061631975e-09,3.9783279175328424e-11,3.6600490668191684e-11,3.496886391531496e-11,2.998781698893308e-11,2.1688407910798475e-11,9.25451631736588e-12,2.879485663508435e-19
21520,0.3038082687454926,0.30380826874485467,0.30380826874055256,0.30380826873333816,0.30380826873201955,0.30380826872797956,2.9072850095531795e-09,3.999585431476509e-11,3.679721357512844e-11,3.515740211720068e-11,3.0146084483513514e-11,2.1812539766298994e-11,9.290096275043913e-12,1.3029738911353046e-19
21560,0.30380826874553646,0.3038082687448895,0.30380826874056616,0.3038082687333172,0.30380826873199135,0.3038082687279296,1.8791230450237383e-09,4.0209752408257274e-11,3.699319522186473e-11,3.534643812896149e-11,3.0304927990285025e-11,2.1934894155030284e-11,9.327527374139323e-12,2.6951968423998884e-19
21600,0.3038082687455793,0.30380826874492706,0.30380826874058414,0.30380826873329586,0.30380826873196853,0.3038082687278808,2.7581626674108804e-09,4.042461543104407e-11,3.718853427186285e-11,3.553636539445254e-11,3.046356315015317e-11,2.20561140026891e-11,9.36868957926793e-12,4.957604642461029e-19
21640,0.30380826874561695,0.3038082687449665,0.3038082687405999,0.30380826873326966,0.30380826873194305,0.3038082687278287,1.5754634957368145e-09,4.0640821403261325e-11,3.738419094063043e-11,3.572606429852492e-11,3.0622811007939125e-11,2.217667514647326e-11,9.414605580909763e-12,4.1579120278032664e-19
21680,0.3038082687456599,0.3038082687450036,0.30380826874061595,0.30380826873324507,0.30380826873191313,0.3038082687277767,1.4881687040837725e-09,4.0858201833352514e-11,3.757999303516323e-11,3.5915413703133576e-11,3.078184253536148e-11,2.229509575300806e-11,9.466714030045268e-12,2.455980088936323e-19
21720,0.3038082687457115,0.30380826874504063,0.3038082687406364,0.3038082687332211,0.3038082687318855,0.3038082687277271,3.506548089797998e-09,4.107747509069327e-11,3.777853875422276e-11,3.6107415249844675e-11,3.094260695555474e-11,2.2414442482514884e-11,9.523120293009829e-12,3.0369584694559163e-19
21760,0.30380826874575656,0.3038082687450829,0.3038082687406568,0.3038082687331927,0.3038082687318592,0.3038082687276735,3.2138865217411326e-09,4.1298823495027085e-11,3.7979951258241954e-11,3.630121720234593e-11,3.110524432266243e-11,2.2535586009977047e-11,9.578856473962396e-12,2.8278096782856096e-19
21800,0.3038082687457992,0.30380826874512684,0.3038082687406737,0.30380826873316447,0.30380826873182937,0.3038082687276164,2.995110906363582e-09,4.1521763811651866e-11,3.818336451437901e-11,3.649625134756313e-11,3.12700838013711e-11,2.2659780316257322e-11,9.631972943202698e-12,2.193050725308291e-19
21840,0.303808268745849,0.30380826874517064,0.3038082687406928,0.30380826873314454,0.30380826873179934,0.3038082687275638,2.086144394581905e-09,4.174634552725099e-11,3.839041471339231e-11,3.669436749610406e-11,3.14370998590662e-11,2.2786631171169896e-11,9.679391062160925e-12,2.250510224817854e-19
21880,0.3038082687458951,0.3038082687452111,0.30380826874070904,0.3038082687331215,0.3038082687317686,0.30380826872750766,2.0251337565137876e-09,4.197191697196959e-11,3.859925290130564e-11,3.689421629506014e-11,3.1605366590744174e-11,2.2915999323988035e-11,9.72137944397484e-12,3.5055354020310606e-19
21920,0.30380826874593647,0.3038082687452559,0.3038082687407246,0.30380826873309696,0.3038082687317421,0.3038082687274516,1.7609965156984987e-09,4.219776893711171e-11,3.88082406176477e-11,3.709440195695916e-11,3.177401825201368e-11,2.3047351202296004e-11,9.760447394364758e-12,2.831517892684556e-19
21960,0.30380826874598044,0.303808268745301,0.303808268740741,0.3038082687330759,0.3038082687317164,0.3038082687273999,1.8296636919018822e-09,4.242521126530388e-11,3.901890905580746e-11,3.729716583210631e-11,3.1944172065328805e-11,2.3180148073175304e-11,9.800245954650782e-12,3.817433304094194e-19
22000,0.303808268746029,0.30380826874533945,0.30380826874075734,0.30380826873305555,0.3038082687316869,0.303808268727349,2.437882739796735e-09,4.2654059061616206e-11,3.9228485427320084e-11,3.749966500241134e-11,3.211365516314436e-11,2.331059248527028e-11,9.842346571765913e-12,4.229411438019488e-19
22040,0.3038082687460773,0.303808268745379,0.3038082687407768,0.30380826873302996,0.303808268731661,0.30380826872729644,9.379262632415012e-10,4.2885254301597975e-11,3.943833098518105e-11,3.7702558109689674e-11,3.2283369304103456e-11,2.3439421376520896e-11,9.892253851074486e-12,3.144325503188945e-19
22080,0.30380826874611744,0.303808268745421,0.3038082687407933,0.30380826873300015,0.3038082687316318,0.3038082687272389,1.5243895003037025e-09,4.311791530973697e-11,3.9647927473520626e-11,3.7905695454798736e-11,3.2452894467010695e-11,2.35661619782664e-11,9.94509886232544e-12,4.0197830159714934e-19
22120,0.30380826874616657,0.3038082687454655,0.30380826874081385,0.30380826873297656,0.3038082687316018,0.3038082687271854,1.5159037685081574e-09,4.335135107486158e-11,3.9857824013830327e-11,3.810807606233986e-11,3.2623511865122926e-11,2.3693595726991158e-11,1.0002844854549548e-11,2.588727815790714e-19
22160,0.3038082687462223,0.3038082687455074,0.3038082687408371,0.30380826873295197,0.3038082687315722,0.3038082687271325,2.150715119223265e-09,4.3586542304749476e-11,4.0070195671764775e-11,3.8313058447420574e-11,3.279619299069622e-11,2.3821673305366733e-11,1.0061926681088838e-11,3.48136255140454e-19
22200,0.30380826874627126,0.3038082687455522,0.30380826874085853,0.30380826873292177,0.3038082687315434,0.3038082687270747,2.2427680231245126e-09,4.382336923185447e-11,4.028666903068709e-11,3.852038236492731e-11,3.297054855336409e-11,2.3952764045401845e-11,1.0118962359060043e-11,3.857032951103336e-19
22240,0.30380826874631783,0.3038082687456026,0.3038082687408789,0.3038082687328949,0.303808268731514,0.3038082687270163,1.6402847188370455e-09,4.406137943817281e-11,4.050508819026424e-11,3.8729590682940186e-11,3.314683583729719e-11,2.4086910095303628e-11,1.0171820304626123e-11,1.6811047734226173e-19
22280,0.3038082687463695,0.3038082687456493,0.3038082687408973,0.3038082687328744,0.303808268731482,0.30380826872695943,3.442993442769782e-09,4.430130430446573e-11,4.072676403164779e-11,3.8941601053476073e-11,3.3326201021004204e-11,2.4224390997793757e-11,1.0219634671860386e-11,3.26977717950607e-19
22320,0.3038082687464197,0.30380826874569117,0.30380826874091355,0.30380826873285066,0.30380826873144906,0.30380826872690087,2.0832759388358417e-09,4.4541854509958023e-11,4.0949869694028044e-11,3.915470667839411e-11,3.35056828580168e-11,2.4363770145816328e-11,1.0264083132498064e-11,4.1895829122750555e-19
22360,0.3038082687464691,0.3038082687457414,0.3038082687409355,0.30380826873282885,0.30380826873142586,0.3038082687268472,2.351755217316394e-09,4.4783799655801626e-11,4.117360863461002e-11,3.93699572618129e-11,3.368653236226532e-11,2.4503926457387032e-11,1.0307545649582172e-11,4.0773912361528374e-19
22400,0.3038082687465158,0.30380826874579037,0.3038082687409537,0.3038082687328068,0.30380826873139777,0.3038082687267918,2.4620091272934348e-09,4.5027342119737814e-11,4.139722969542957e-11,3.95858280559196e-11,3.386732442395164e-11,2.464325688742664e-11,1.0350991120637806e-11,3.218921189767451e-19
22440,0.3038082687465664,0.30380826874583156,0.30380826874097194,0.30380826873278494,0.3038082687313656,0.30380826872673616,2.7996879332583587e-09,4.5272060516004736e-11,4.1619898909402714e-11,3.980226763921038e-11,3.404742888633299e-11,2.4779690816969823e-11,1.0398126374370466e-11,4.210424822736101e-19
22480,0.3038082687466186,0.30380826874587397,0.3038082687409935,0.30380826873275674,0.30380826873133737,0.30380826872668065,1.5722861339628849e-09,4.551860759618613e-11,4.184234514027689e-11,4.001836962826171e-11,3.422764999001714e-11,2.4915848856074668e-11,1.0450561558996684e-11,4.017578208945706e-19
22520,0.3038082687466664,0.30380826874592126,0.30380826874101463,0.30380826873272504,0.3038082687313093,0.30380826872662225,3.1120500350287376e-09,4.5766718234970327e-11,4.206565457186447e-11,4.0234169577119424e-11,3.440905552147539e-11,2.5051747158739734e-11,1.050901953618591e-11,3.088208058653219e-19
22560,0.30380826874671524,0.3038082687459646,0.3038082687410331,0.3038082687326947,0.30380826873127387,0.3038082687265603,2.108399785915955e-09,4.601734517290185e-11,4.229179888125e-11,4.045273593875787e-11,3.459326952903626e-11,2.5188445671215152e-11,1.0572071200094272e-11,2.984133592304018e-19
22600,0.3038082687467716,0.3038082687460075,0.3038082687410544,0.30380826873266775,0.30380826873123773,0.30380826872649974,2.8910676507407755e-09,4.6269439279429545e-11,4.2520459361433647e-11,4.067173586399438e-11,3.4778477656289726e-11,2.532653613330655e-11,1.0634286476609535e-11,5.072760483573487e-19
22640,0.3038082687468256,0.30380826874605843,0.3038082687410791,0.3038082687326411,0.3038082687312085,0.30380826872643923,1.741796806040857e-09,4.6522905380934684e-11,4.2752513723177796e-11,4.0894333126630386e-11,3.4966398982894324e-11,2.5467366012341284e-11,1.0692013990731774e-11,2.9887066480901196e-19
22680,0.30380826874687744,0.303808268746113,0.3038082687411012,0.3038082687326162,0.3038082687311806,0.3038082687263795,2.6469764026544366e-09,4.677771658907721e-11,4.29878651146289e-11,4.111922373677351e-11,3.5157014676316103e-11,2.5611672545630865e-11,1.0745540028807134e-11,3.7303361166312437e-19
22720,0.3038082687469281,0.30380826874616074,0.30380826874111716,0.3038082687325939,0.30380826873114325,0.3038082687263166,1.7660778995900256e-09,4.703301113953038e-11,4.3225107559855654e-11,4.134537060487882e-11,3.534750768175564e-11,2.5758526950033974e-11,1.0795105515826425e-11,5.264776707425136e-19
22760,0.30380826874698247,0.3038082687462057,0.3038082687411351,0.3038082687325698,0.30380826873111,0.3038082687262556,2.2701823381927636e-09,4.7289347638501726e-11,4.3462879315232255e-11,4.1572720848698163e-11,3.553915277592685e-11,2.5906423286887023e-11,1.0842335611597514e-11,4.438774263067251e-19
22800,0.3038082687470313,0.3038082687462536,0.30380826874115385,0.30380826873254,0.3038082687310809,0.30380826872619376,3.1522662302189906e-09,4.754827141351425e-11,4.3701348545813484e-11,4.1802318945826386e-11,3.573159412154885e-11,2.6053723320742646e-11,1.0892216961571634e-11,5.024400327565425e-19
22840,0.303808268747081,0.3038082687463043,0.30380826874117406,0.3038082687325126,0.3038082687310502,0.3038082687261342,2.6323468775396787e-09,4.780819394837683e-11,4.393826441605756e-11,4.203166473990358e-11,3.592337699171133e-11,2.6199775929359316e-11,1.0944345818743132e-11,3.5158562080040697e-19
22880,0.3038082687471347,0.3038082687463476,0.3038082687411934,0.30380826873248473,0.3038082687310143,0.30380826872607386,2.5212186320023995e-09,4.8070092835047355e-11,4.4175888165826365e-11,4.226146924142344e-11,3.611614229091077e-11,2.6346284534178766e-11,1.1002026603703418e-11,4.141482274648376e-19
22920,0.30380826874719064,0.3038082687463928,0.30380826874121747,0.30380826873245603,0.3038082687309808,0.3038082687260126,2.0795145320034613e-09,4.83342574639911e-11,4.441307978414217e-11,4.249154360922421e-11,3.630981882342864e-11,2.6490945656564624e-11,1.1061870551668707e-11,3.888040763377769e-19
22960,0.30380826874724376,0.3038082687464442,0.3038082687412422,0.3038082687324261,0.3038082687309505,0.30380826872595057,2.3198769244600036e-09,4.859903996834839e-11,4.465133448830523e-11,4.272223481097885e-11,3.6504654378148636e-11,2.6636413723522043e-11,1.1123271170302264e-11,3.3478905011023954e-19
23000,0.3038082687472959,0.30380826874649247,0.3038082687412624,0.3038082687323955,0.3038082687309131,0.30380826872588523,1.6065710575667991e-09,4.886514658563633e-11,4.4892754240171516e-11,4.295441220901667e-11,3.670121345753887e-11,2.6783606805279466e-11,1.1186367480839296e-11,4.918894593418566e-19
23040,0.3038082687473526,0.30380826874654004,0.3038082687412841,0.30380826873236866,0.303808268730875,0.3038082687258206,2.6514148973750097e-09,4.913178893821704e-11,4.5136688513144446e-11,4.318748034365191e-11,3.689815095767523e-11,2.6932090806556317e-11,1.1247404847954758e-11,3.143168191516403e-19
23080,0.30380826874740735,0.3038082687465895,0.30380826874130495,0.30380826873233824,0.3038082687308409,0.30380826872575467,1.8918453801649253e-09,4.939924879081172e-11,4.5383851210508324e-11,4.3422737538282536e-11,3.709685045906407e-11,2.7083092033793074e-11,1.1306024516199904e-11,2.5960075130846483e-19
23120,0.3038082687474583,0.30380826874664213,0.30380826874132455,0.3038082687323087,0.3038082687308067,0.3038082687256879,2.539106107057786e-09,4.966828057873075e-11,4.563342300256311e-11,4.366056547027812e-11,3.729711974897281e-11,2.7236915011694738e-11,1.136229536063941e-11,5.083569564087024e-19
23160,0.3038082687475128,0.30380826874669514,0.30380826874134437,0.30380826873228517,0.3038082687307714,0.30380826872562433,1.523705776553197e-09,4.993819645507014e-11,4.588345783431979e-11,4.3900232178903046e-11,3.749803454970592e-11,2.739139426208698e-11,1.1415268873793119e-11,3.9342562535275215e-19
23200,0.3038082687475704,0.30380826874674544,0.30380826874136607,0.30380826873226213,0.30380826873073735,0.30380826872556205,2.759914835467704e-09,5.020894695882399e-11,4.6132893409573e-11,4.414028164683054e-11,3.7699363300723544e-11,2.7545966263863396e-11,1.1465896371029605e-11,4.734339869133333e-19
23240,0.3038082687476223,0.3038082687467945,0.30380826874138606,0.30380826873223016,0.3038082687307045,0.3038082687254967,1.8366363186034248e-09,5.048148356439487e-11,4.638137047433102e-11,4.4380327025502425e-11,3.790119279936894e-11,2.7699797140983653e-11,1.1519520043588321e-11,5.295839842557692e-19
23280,0.30380826874767636,0.30380826874684835,0.3038082687414093,0.3038082687322018,0.303808268730673,0.3038082687254342,2.4573348781480316e-09,5.075639765195904e-11,4.6630197636961366e-11,4.462173600820657e-11,3.810371943056373e-11,2.785323342547776e-11,1.157577170100499e-11,3.343680703308482e-19
23320,0.3038082687477322,0.30380826874689587,0.30380826874142997,0.3038082687321727,0.3038082687306344,0.3038082687253695,1.5170480683395221e-09,5.103303953268026e-11,4.687885556963898e-11,4.4863723384168647e-11,3.830696689518487e-11,2.8006113287335216e-11,1.1632611116718628e-11,3.409592496095816e-19
23360,0.3038082687477896,0.3038082687469428,0.3038082687414531,0.3038082687321411,0.30380826873059846,0.3038082687253046,3.0250345442785473e-09,5.131029090169674e-11,4.712992052646664e-11,4.510610147496873e-11,3.8511009283216236e-11,2.816037263077432e-11,1.1693189239055518e-11,5.773028038761088e-19
23400,0.3038082687478466,0.3038082687469976,0.3038082687414794,0.30380826873211064,0.3038082687305675,0.30380826872524036,2.557008768003589e-09,5.1588257925355844e-11,4.738186487459225e-11,4.534790556103341e-11,3.8715468942268e-11,2.8313810102953247e-11,1.175685193292889e-11,2.855238527118433e-19
23440,0.30380826874790423,0.3038082687470524,0.30380826874150224,0.30380826873208305,0.303808268730532,0.3038082687251739,1.6671114191287006e-09,5.186800383810822e-11,4.763783051116793e-11,4.559282790762529e-11,3.892221277279624e-11,2.8468577460723748e-11,1.1820127651709445e-11,3.256311460417054e-19
23480,0.3038082687479632,0.30380826874710243,0.30380826874152245,0.30380826873205496,0.3038082687304916,0.3038082687251057,3.409492877139123e-09,5.2148096320856976e-11,4.7895842943133487e-11,4.583897194295898e-11,3.912934569212708e-11,2.862542342866062e-11,1.1881260648337719e-11,2.953752507610146e-19
23520,0.3038082687480171,0.3038082687471533,0.3038082687415419,0.3038082687320213,0.30380826873045386,0.3038082687250345,2.3997100564403635e-09,5.242958712136688e-11,4.8156383306284486e-11,4.6087108225936627e-11,3.9338104742133166e-11,2.8784877911170174e-11,1.1939518933913226e-11,4.913966361196161e-19
23560,0.3038082687480706,0.3038082687472102,0.3038082687415626,0.3038082687319912,0.30380826873041883,0.30380826872496497,2.192865961650884e-09,5.2712508591449245e-11,4.841790629010972e-11,4.633711830074741e-11,3.95477501855395e-11,2.8945304806721468e-11,1.1994582761119724e-11,2.237705723290667e-19
23600,0.30380826874812916,0.30380826874726424,0.30380826874158307,0.30380826873196426,0.3038082687303817,0.30380826872489775,1.6660508555173504e-09,5.29972186717054e-11,4.8679712767047634e-11,4.658825924445139e-11,3.9758349691519325e-11,2.9106844261453216e-11,1.2050112591574033e-11,4.579511522689447e-19
23640,0.30380826874818795,0.30380826874731487,0.3038082687416051,0.30380826873193506,0.30380826873034433,0.3038082687248303,2.376548016898251e-09,5.328425770045633e-11,4.894256045410861e-11,4.6841716446980794e-11,3.9970284750308e-11,2.927014362151563e-11,1.2103915766138034e-11,3.7622714535204717e-19
23680,0.303808268748243,0.30380826874736727,0.30380826874162836,0.3038082687319021,0.30380826873031,0.3038082687247615,2.635459657283342e-09,5.357256578821725e-11,4.920487491839118e-11,4.709572915835181e-11,4.018249601898513e-11,2.9433104008249146e-11,1.2158334220854354e-11,6.432177468327845e-19
23720,0.3038082687482986,0.30380826874742106,0.303808268741651,0.3038082687318694,0.30380826873027444,0.3038082687246936,1.9533052661095073e-09,5.386293029142562e-11,4.946733319513676e-11,4.735029548712472e-11,4.0395193921721206e-11,2.95953686679109e-11,1.221654776023053e-11,3.701593396431684e-19
23760,0.30380826874836114,0.3038082687474729,0.30380826874167594,0.30380826873184086,0.3038082687302373,0.30380826872462746,2.300381772860578e-09,5.415530382355239e-11,4.9730396299484574e-11,4.760587769517192e-11,4.060927283730534e-11,2.975650179385066e-11,1.2279161509031038e-11,4.030758153343986e-19
23800,0.3038082687484252,0.303808268747526,0.30380826874170347,0.3038082687318103,0.3038082687302026,0.30380826872456024,2.5258080153113077e-09,5.444944468371176e-11,4.9995646035848834e-11,4.786221410386399e-11,4.082487419446244e-11,2.991805753389878e-11,1.2344840830108716e-11,4.355557117348012e-19
23840,0.30380826874848466,0.30380826874758243,0.30380826874172967,0.30380826873177624,0.3038082687301678,0.30380826872448996,3.0279885612003828e-09,5.474448053195207e-11,5.026356258568746e-11,4.8119655457862466e-11,4.1041763232908306e-11,3.008107845337866e-11,1.2412430576576358e-11,1.100186867083961e-19
23880,0.3038082687485471,0.30380826874764055,0.30380826874175526,0.3038082687317461,0.30380826873013134,0.30380826872442035,1.9958436881858297e-09,5.504122977442189e-11,5.0535006014177184e-11,4.837918501458117e-11,4.126087111947866e-11,3.024586554068683e-11,1.248093584076782e-11,4.382821006524706e-19
23920,0.30380826874861067,0.30380826874769445,0.30380826874177813,0.3038082687317175,0.3038082687300912,0.30380826872434924,2.0329288247305835e-09,5.533880754801408e-11,5.080980185314605e-11,4.8640538018345625e-11,4.1480893939695484e-11,3.0413879964160596e-11,1.254731728596331e-11,2.982606540338693e-19
23960,0.30380826874867345,0.30380826874775324,0.3038082687418029,0.3038082687316888,0.30380826873005634,0.303808268724279,2.256962665060811e-09,5.5637932556173286e-11,5.1086600562532425e-11,4.890478589609704e-11,4.1703380992112577e-11,3.058267094196195e-11,1.2611705850226617e-11,3.5393095005487053e-19
24000,0.30380826874873035,0.30380826874781286,0.3038082687418241,0.30380826873165706,0.30380826873001854,0.3038082687242055,2.6884734921800882e-09,5.5939122667167105e-11,5.1364242164374117e-11,4.917095409144895e-11,4.192677091077769e-11,3.0752922290374526e-11,1.2672743660968955e-11,3.397111463445469e-19
