step,R_v0,R_v1,R_v2,R_v3,R_v4,R_v5,R_v6,nulldev_v0,nulldev_v1,nulldev_v2,nulldev_v3,nulldev_v4,nulldev_v5,nulldev_v6
17560,0.28127180167401133,0.281271801674081,0.2812718016741399,0.28127180167421667,0.2812718016742301,0.28127180167421717,0.2812718016742063,4.0220538494613653e-13,7.567571955702671e-13,5.00404312060061e-13,4.955072600255612e-13,1.0717335778161434e-12,8.034048812061653e-13,1.9918215444290023e-13
17600,0.28127180167401167,0.28127180167408283,0.28127180167413945,0.28127180167421645,0.28127180167422966,0.28127180167421795,0.2812718016742064,4.757685488587502e-13,8.654665691070882e-13,6.645414436640683e-13,3.1929679742932903e-13,9.345278148755218e-13,6.80775740744777e-13,3.9629313939167504e-13
17640,0.2812718016740097,0.2812718016740818,0.2812718016741379,0.2812718016742153,0.28127180167422766,0.28127180167421745,0.2812718016742053,4.4371730669220757e-13,9.41179642319524e-13,5.99613555139936e-13,2.4736613197754107e-13,9.492168738682211e-13,5.228110841953415e-13,4.588511619448819e-13
17680,0.2812718016740094,0.2812718016740829,0.2812718016741373,0.2812718016742159,0.28127180167422855,0.28127180167421806,0.28127180167420607,2.3681471233043517e-13,8.21449576428291e-13,4.574128580880579e-13,4.243400838034638e-13,1.0803497821585394e-12,6.292689486796567e-13,3.380556457929076e-13
17720,0.28127180167400717,0.2812718016740825,0.2812718016741362,0.2812718016742161,0.28127180167422966,0.28127180167421834,0.28127180167420607,2.2616629290059786e-13,7.716795203001162e-13,5.351281581614956e-13,4.3598334181456765e-13,1.0211483157753266e-12,6.946400484894071e-13,3.299641594184727e-13
17760,0.28127180167400684,0.2812718016740822,0.28127180167413574,0.28127180167421684,0.2812718016742309,0.28127180167421795,0.281271801674206,4.3166392755841884e-13,9.502254654513635e-13,5.765035887792255e-13,3.4259460284788247e-13,8.351190508372893e-13,5.787138385071729e-13,4.574429564270478e-13
17800,0.2812718016740056,0.281271801674082,0.28127180167413407,0.2812718016742166,0.2812718016742312,0.28127180167421695,0.28127180167420485,4.526633765895633e-13,1.003652729739128e-12,4.3214010539949836e-13,4.424521996182862e-13,8.546020230970817e-13,5.724310896397714e-13,4.483683466944488e-13
17840,0.28127180167400506,0.2812718016740821,0.28127180167413374,0.2812718016742175,0.281271801674232,0.28127180167421684,0.28127180167420485,4.213540916148101e-13,8.952551183932395e-13,3.58363792870286e-13,5.690712293196494e-13,9.59136555965283e-13,7.420705081232435e-13,2.841804470718007e-13
17880,0.28127180167400534,0.28127180167408133,0.2812718016741371,0.2812718016742199,0.28127180167423477,0.28127180167421917,0.2812718016742075,5.487106655404545e-13,8.836155640349785e-13,5.099550804107628e-13,5.05439160922729e-13,8.967669015007846e-13,7.650236771682902e-13,2.790074907283729e-13
17920,0.28127180167400356,0.28127180167407945,0.28127180167413685,0.28127180167422017,0.281271801674234,0.28127180167421933,0.2812718016742079,6.449316674228497e-13,9.991345912217528e-13,5.608571955031433e-13,3.7180719560622273e-13,8.571208042769841e-13,6.545962011723838e-13,3.8760461737554654e-13
17960,0.2812718016740025,0.2812718016740791,0.2812718016741374,0.2812718016742206,0.28127180167423393,0.2812718016742206,0.28127180167420895,5.665514345156394e-13,9.72948242259202e-13,4.812937432547943e-13,4.1042843399878257e-13,1.0233141062606408e-12,6.722994171825246e-13,3.4796893091673e-13
18000,0.2812718016740023,0.2812718016740799,0.28127180167413873,0.281271801674222,0.28127180167423443,0.2812718016742224,0.28127180167421034,4.1725844024541037e-13,8.355003500185639e-13,5.304833675147535e-13,4.731647989467018e-13,1.1320292132266575e-12,7.780746327100067e-13,2.5873576724947427e-13
18040,0.28127180167400095,0.2812718016740791,0.2812718016741385,0.28127180167422117,0.2812718016742334,0.2812718016742223,0.28127180167421,4.203364506098681e-13,8.739979898985778e-13,6.73882728185537e-13,3.5912595773379217e-13,1.0437978028792483e-12,7.17668590301752e-13,4.0326663971256136e-13
18080,0.2812718016739991,0.28127180167407817,0.2812718016741356,0.2812718016742193,0.28127180167423155,0.28127180167422083,0.28127180167420807,4.403040615457335e-13,9.904556636657385e-13,6.38169142253989e-13,2.9820360066597293e-13,9.994836433919433e-13,5.772831316174003e-13,4.795966396802111e-13
18120,0.28127180167399946,0.28127180167407934,0.2812718016741359,0.2812718016742206,0.28127180167423343,0.2812718016742217,0.28127180167420895,2.9385824952582656e-13,9.277058310113912e-13,4.957332552456419e-13,4.5136140664596956e-13,1.089896271429672e-12,6.351121373757205e-13,4.0744548698413895e-13
18160,0.2812718016739968,0.2812718016740789,0.281271801674131,0.28127180167421817,0.28127180167423166,0.28127180167421895,0.28127180167420596,2.6983840370266623e-13,8.581382098034746e-13,5.169473584323441e-13,5.009716566997063e-13,1.0671981818659855e-12,7.350302529973232e-13,3.235912816210946e-13
18200,0.2812718016739981,0.28127180167407967,0.2812718016741326,0.2812718016742203,0.2812718016742348,0.28127180167422017,0.2812718016742079,4.572169432323186e-13,9.734549573662884e-13,5.911123626714664e-13,3.98420089407193e-13,8.888916139202012e-13,6.510458646411083e-13,4.426526361656854e-13
18240,0.28127180167399735,0.28127180167407834,0.2812718016741323,0.28127180167422067,0.2812718016742362,0.2812718016742198,0.28127180167420845,5.058886241614906e-13,1.052627758724451e-12,4.844154629467361e-13,4.274133317804333e-13,8.601757854450786e-13,5.933820354053242e-13,4.880257951163071e-13
18280,0.28127180167399685,0.28127180167407756,0.28127180167413246,0.28127180167422133,0.2812718016742373,0.2812718016742199,0.2812718016742086,4.616393962027978e-13,9.421219494106162e-13,3.622329437057168e-13,5.655915742020703e-13,9.932165440449124e-13,7.584624818897539e-13,3.454623429903091e-13
18320,0.2812718016739942,0.2812718016740749,0.28127180167413113,0.28127180167422017,0.2812718016742361,0.2812718016742189,0.28127180167420746,5.739610650796395e-13,9.008936272606227e-13,5.060019418925472e-13,5.472203169051251e-13,9.750579176266496e-13,8.318522790109672e-13,2.593835706993807e-13
18360,0.28127180167399457,0.2812718016740753,0.2812718016741333,0.281271801674222,0.2812718016742376,0.2812718016742214,0.2812718016742091,6.962951784827794e-13,1.036104748265148e-12,5.965858790786395e-13,3.8565283868143944e-13,9.123012520268156e-13,7.134711275198201e-13,3.894763757161792e-13
18400,0.2812718016739939,0.28127180167407523,0.2812718016741348,0.28127180167422317,0.2812718016742377,0.2812718016742232,0.2812718016742108,6.261228095768704e-13,1.0469103431419055e-12,5.147952621217252e-13,4.0069673679969193e-13,1.0684404666309603e-12,6.981854874459166e-13,3.6658314294963075e-13
18440,0.28127180167399396,0.28127180167407567,0.2812718016741355,0.2812718016742243,0.2812718016742381,0.2812718016742252,0.281271801674212,4.3488639570219024e-13,9.132304868161428e-13,5.424308380115735e-13,4.833251102959561e-13,1.2027638887639744e-12,8.131986619321638e-13,2.5896753679328125e-13
18480,0.2812718016739949,0.28127180167407817,0.2812718016741375,0.28127180167422655,0.2812718016742391,0.28127180167422783,0.28127180167421423,4.214731180911684e-13,9.438982804035738e-13,6.989885376767753e-13,3.8877351786439287e-13,1.1235645030571253e-12,7.758588121737755e-13,3.905366655008502e-13
18520,0.28127180167399446,0.2812718016740791,0.28127180167413723,0.28127180167422683,0.2812718016742394,0.28127180167422844,0.2812718016742152,4.414653929254928e-13,1.0725680846944114e-12,6.902333021896846e-13,3.0154227887785936e-13,1.0347607740059589e-12,6.214239946253345e-13,5.009692858449727e-13
18560,0.2812718016739927,0.2812718016740783,0.281271801674137,0.2812718016742272,0.2812718016742402,0.2812718016742281,0.281271801674216,2.9186275685663116e-13,1.0085429021701167e-12,5.407410866265229e-13,4.628237760686865e-13,1.1135222292877906e-12,6.580233354391267e-13,4.3382666069438884e-13
18600,0.2812718016739902,0.28127180167407656,0.2812718016741346,0.2812718016742261,0.2812718016742396,0.28127180167422583,0.28127180167421495,2.6540322424150113e-13,9.082742865561408e-13,5.408469900627659e-13,5.276957086697617e-13,1.092843832884967e-12,7.595504318811417e-13,3.6281003068000633e-13
18640,0.2812718016739886,0.2812718016740755,0.2812718016741326,0.28127180167422544,0.28127180167423965,0.28127180167422394,0.28127180167421373,4.832116681487159e-13,1.0030518531952684e-12,6.05303986019426e-13,4.4388635648134446e-13,9.173002797724578e-13,7.002224870761566e-13,4.796064370124657e-13
18680,0.28127180167398813,0.2812718016740753,0.2812718016741323,0.2812718016742261,0.2812718016742409,0.2812718016742236,0.28127180167421384,5.610542236014199e-13,1.092407033499827e-12,5.132750107622734e-13,4.556936337294456e-13,9.031831855330235e-13,6.508350819989208e-13,5.096320171821251e-13
18720,0.28127180167398763,0.2812718016740746,0.28127180167413357,0.2812718016742276,0.28127180167424265,0.28127180167422444,0.28127180167421484,5.184651015367332e-13,9.900650341716058e-13,4.1718110530745145e-13,5.77329343754493e-13,1.0595593771160294e-12,7.923106478098875e-13,3.792446681960359e-13
18760,0.28127180167398613,0.2812718016740727,0.28127180167413235,0.2812718016742268,0.2812718016742417,0.281271801674224,0.28127180167421406,5.997181701355131e-13,9.456143347746462e-13,5.458626061012108e-13,5.632881508524495e-13,1.0741121684690082e-12,8.751443042567875e-13,2.899343320596519e-13
18800,0.28127180167398474,0.2812718016740719,0.2812718016741322,0.2812718016742266,0.28127180167424126,0.2812718016742246,0.2812718016742145,7.150085862016986e-13,1.0854154335919826e-12,6.437441119278619e-13,4.1043170560574083e-13,1.032323587982551e-12,7.805398374481429e-13,3.9465616225657677e-13
18840,0.28127180167398386,0.28127180167407095,0.28127180167413396,0.2812718016742279,0.2812718016742427,0.2812718016742267,0.2812718016742166,6.331111598498102e-13,1.1024142608194895e-12,5.73698238452899e-13,4.1076209383050183e-13,1.1620832656198544e-12,7.396563235771348e-13,4.051984901181933e-13
18880,0.28127180167398197,0.2812718016740708,0.2812718016741323,0.2812718016742271,0.2812718016742409,0.2812718016742264,0.2812718016742156,4.543368895035015e-13,1.0006057034891224e-12,5.744145885315363e-13,5.012422427449919e-13,1.2806486355572581e-12,8.335364552128102e-13,3.0653578986425997e-13
18920,0.28127180167398,0.2812718016740695,0.28127180167413035,0.28127180167422566,0.28127180167423926,0.2812718016742255,0.2812718016742144,3.925462969703315e-13,1.0061606301718595e-12,7.053106229883804e-13,4.3505475956422374e-13,1.196531603636137e-12,8.087260541023014e-13,4.0743244710078144e-13
18960,0.2812718016739801,0.2812718016740708,0.2812718016741291,0.2812718016742257,0.2812718016742393,0.28127180167422494,0.2812718016742144,4.2853242017854907e-13,1.1334401517464167e-12,7.001546415754024e-13,3.4588424751350923e-13,1.0674878883281254e-12,6.679615631529371e-13,5.302065979441205e-13
19000,0.28127180167398097,0.2812718016740726,0.28127180167413013,0.2812718016742279,0.2812718016742413,0.2812718016742259,0.2812718016742164,3.1703665132571007e-13,1.0919969875540681e-12,5.524393738656619e-13,4.688897954144247e-13,1.1056989221338236e-12,6.962442673954299e-13,4.911653513662077e-13
19040,0.2812718016739832,0.2812718016740744,0.281271801674134,0.2812718016742312,0.28127180167424665,0.28127180167422916,0.28127180167422056,3.302660006353494e-13,9.609098289369513e-13,5.34737567003158e-13,5.474547734004098e-13,1.103561630622291e-12,8.174556786283478e-13,4.0284760002399346e-13
19080,0.28127180167398186,0.28127180167407306,0.2812718016741337,0.28127180167423127,0.2812718016742481,0.2812718016742286,0.2812718016742207,5.573406120416934e-13,1.0342017769238266e-12,6.105571884741402e-13,4.736389972361281e-13,9.521736421333274e-13,7.773848225523775e-13,4.715327108431337e-13
19120,0.281271801673984,0.28127180167407534,0.28127180167413646,0.2812718016742351,0.28127180167425153,0.2812718016742312,0.28127180167422394,6.408275134346028e-13,1.1292070540487913e-12,5.49522589156167e-13,4.669801720536069e-13,9.62194688077813e-13,7.281490323586762e-13,4.98885503797718e-13
19160,0.28127180167398064,0.2812718016740717,0.28127180167413424,0.28127180167423305,0.28127180167424987,0.28127180167422977,0.2812718016742222,5.893018500640826e-13,1.054258527360764e-12,4.794121219820599e-13,5.706310228977193e-13,1.1277124828434745e-12,8.439242217114829e-13,3.8078329094721447e-13
19200,0.2812718016739781,0.28127180167406945,0.2812718016741333,0.28127180167423216,0.2812718016742483,0.2812718016742292,0.2812718016742211,6.203566081009998e-13,1.008069116954416e-12,6.057554455994906e-13,5.680135841498355e-13,1.1758717609942996e-12,9.153734319476036e-13,3.0544822110865236e-13
19240,0.281271801673976,0.2812718016740677,0.2812718016741332,0.2812718016742322,0.28127180167424726,0.2812718016742299,0.28127180167422144,6.9572006304051e-13,1.1272125291835042e-12,7.104124932294478e-13,4.3057041003592896e-13,1.1473032239425833e-12,8.160802014141213e-13,4.214842836689787e-13
19280,0.2812718016739759,0.2812718016740683,0.28127180167413346,0.28127180167423294,0.28127180167424704,0.2812718016742316,0.2812718016742221,6.239246027489668e-13,1.1742061413762454e-12,6.399696302864546e-13,4.2056508171935485e-13,1.2466150639993458e-12,7.635301724109778e-13,4.341818706096094e-13
19320,0.281271801673977,0.2812718016740701,0.28127180167413407,0.2812718016742342,0.28127180167424753,0.2812718016742336,0.28127180167422366,4.2672113812746564e-13,1.0734798645774598e-12,6.12807495748774e-13,4.995285378862008e-13,1.3383328980724215e-12,8.565258726728481e-13,3.5372152054622593e-13
19360,0.28127180167397525,0.28127180167406973,0.2812718016741324,0.2812718016742332,0.2812718016742462,0.28127180167423255,0.28127180167422267,3.6994887497705615e-13,1.075297446907284e-12,7.181118896645586e-13,4.364585645922125e-13,1.2310727361475745e-12,8.358527372467623e-13,4.4656451735092325e-13
19400,0.28127180167397303,0.2812718016740691,0.28127180167413074,0.28127180167423255,0.28127180167424626,0.2812718016742316,0.2812718016742225,4.128787284420482e-13,1.1737117051851627e-12,7.174750027806264e-13,3.5720751644046415e-13,1.0899546045118254e-12,7.078720042386068e-13,5.67879461064618e-13
19440,0.2812718016739728,0.2812718016740696,0.28127180167413063,0.2812718016742333,0.2812718016742478,0.28127180167423155,0.28127180167422317,3.378591497249359e-13,1.1305559308663236e-12,5.719670386533191e-13,4.934506886428201e-13,1.1190103779128241e-12,7.345435041056903e-13,5.303935442705109e-13
19480,0.28127180167397037,0.28127180167406757,0.28127180167412963,0.28127180167423316,0.28127180167424887,0.2812718016742306,0.28127180167422283,3.919141250723233e-13,1.0214057213745546e-12,5.5450741616346e-13,5.827519247399984e-13,1.1317019033601631e-12,8.604544956125096e-13,4.279348307623379e-13
19520,0.2812718016739678,0.28127180167406535,0.2812718016741285,0.2812718016742326,0.28127180167424926,0.28127180167422944,0.281271801674222,6.060029241060816e-13,1.0885386512996158e-12,6.463791146819518e-13,5.259657896909806e-13,1.0192211038835494e-12,8.454322037589804e-13,4.710140782206357e-13
19560,0.28127180167396654,0.28127180167406496,0.28127180167412824,0.28127180167423277,0.28127180167425014,0.28127180167422966,0.2812718016742221,6.873854446045497e-13,1.1896626923924346e-12,6.123521418433515e-13,5.116800251829496e-13,1.049386104368604e-12,8.005836701571437e-13,5.004411668709968e-13
19600,0.2812718016739664,0.28127180167406396,0.2812718016741297,0.2812718016742338,0.28127180167425175,0.2812718016742316,0.28127180167422344,6.260742399399176e-13,1.1310766330940382e-12,5.590629536708478e-13,5.99328116989547e-13,1.2274073110562612e-12,8.971968556445798e-13,3.9837411126207044e-13
19640,0.28127180167396476,0.28127180167406207,0.2812718016741293,0.2812718016742335,0.2812718016742511,0.28127180167423216,0.2812718016742236,6.333219391305609e-13,1.102154119383544e-12,6.709981664406541e-13,5.908751977689858e-13,1.2854085254813695e-12,9.687139448368885e-13,3.327219117214276e-13
19680,0.2812718016739641,0.2812718016740615,0.2812718016741304,0.2812718016742342,0.2812718016742516,0.2812718016742339,0.28127180167422494,6.749768844783886e-13,1.2013494272749977e-12,7.592991913224268e-13,4.520373253325366e-13,1.2501532260995681e-12,8.775557824140492e-13,4.447728736886405e-13
19720,0.2812718016739621,0.28127180167406,0.2812718016741298,0.2812718016742342,0.2812718016742511,0.28127180167423416,0.2812718016742252,5.885264295408125e-13,1.2308007391058328e-12,6.921070294283257e-13,4.345531200257366e-13,1.31788307181527e-12,8.143649232901043e-13,4.705872019283258e-13
19760,0.2812718016739619,0.281271801674061,0.2812718016741282,0.2812718016742336,0.2812718016742502,0.2812718016742339,0.28127180167422466,4.0825733795424706e-13,1.1344854682872837e-12,6.415500592780904e-13,5.13574353883141e-13,1.3761662683313112e-12,8.932209792475718e-13,3.9856291821541604e-13
19800,0.28127180167396076,0.2812718016740618,0.2812718016741269,0.2812718016742338,0.28127180167425037,0.2812718016742337,0.28127180167422483,4.018413490240574e-13,1.148186902844884e-12,7.233915926867607e-13,4.641707169582513e-13,1.25690302766613e-12,8.761766427905314e-13,4.745450425439053e-13
19840,0.2812718016739619,0.2812718016740645,0.28127180167412774,0.2812718016742356,0.2812718016742529,0.281271801674235,0.28127180167422633,4.666342174631889e-13,1.2501354316100887e-12,6.944152392274653e-13,4.1997682177217654e-13,1.125321621907482e-12,7.746234921195994e-13,5.703453184798287e-13
19880,0.28127180167396,0.28127180167406324,0.2812718016741275,0.2812718016742356,0.2812718016742535,0.2812718016742336,0.28127180167422655,4.1057055731409006e-13,1.2079036284242854e-12,5.744558098555469e-13,5.495520250258689e-13,1.1559294957696808e-12,8.229899082441725e-13,5.241847028448371e-13
19920,0.2812718016739583,0.281271801674063,0.28127180167412724,0.28127180167423654,0.2812718016742547,0.2812718016742335,0.28127180167422705,4.599525901504069e-13,1.0921947758113046e-12,6.031192772489174e-13,6.195486310069558e-13,1.1657162173783678e-12,9.36086925903868e-13,4.4113461357468174e-13
19960,0.2812718016739593,0.2812718016740636,0.28127180167412985,0.2812718016742389,0.2812718016742574,0.28127180167423604,0.28127180167422966,6.545808808238429e-13,1.1525603629434273e-12,7.109588193801477e-13,5.353898181117178e-13,1.0847568773158698e-12,9.088305055448396e-13,5.010783113803997e-13
20000,0.28127180167395777,0.28127180167406196,0.2812718016741287,0.2812718016742384,0.2812718016742572,0.28127180167423566,0.2812718016742285,7.169202994789917e-13,1.2439630924604838e-12,6.612696362601432e-13,4.993163529761533e-13,1.1509942749664981e-12,8.461847422756183e-13,5.363345358982515e-13
20040,0.2812718016739564,0.2812718016740609,0.2812718016741291,0.28127180167423915,0.28127180167425775,0.2812718016742368,0.281271801674229,6.364658254517894e-13,1.182437826371816e-12,5.851920705463954e-13,5.960529749870452e-13,1.3497423834639102e-12,9.43598314023592e-13,4.155503557732159e-13
20080,0.2812718016739552,0.28127180167405985,0.2812718016741295,0.2812718016742395,0.2812718016742575,0.2812718016742384,0.28127180167422916,6.144162122342278e-13,1.1354802081902951e-12,7.062837261143271e-13,6.019649559585807e-13,1.4010784422400775e-12,1.0115257972157402e-12,3.3766959659874816e-13
20120,0.28127180167395194,0.2812718016740582,0.2812718016741277,0.28127180167423854,0.28127180167425575,0.28127180167423815,0.28127180167422855,6.940344434880063e-13,1.283483217544733e-12,8.080489217830569e-13,4.461648622688394e-13,1.3254498628705174e-12,8.868407772225888e-13,4.867981671578064e-13
20160,0.28127180167395216,0.2812718016740587,0.28127180167412896,0.2812718016742405,0.2812718016742567,0.28127180167424015,0.2812718016742302,6.124076243782716e-13,1.3353344089001056e-12,7.198845921851492e-13,4.650034191646462e-13,1.3815327733125062e-12,8.169593172101888e-13,5.14478349877903e-13
20200,0.28127180167395194,0.2812718016740597,0.2812718016741289,0.28127180167424176,0.28127180167425775,0.28127180167424126,0.28127180167423144,3.9830189897578765e-13,1.2138884122285384e-12,6.676570119736025e-13,5.831887331382507e-13,1.4499293112934517e-12,9.268508759089818e-13,4.271328537089337e-13
20240,0.2812718016739503,0.2812718016740597,0.2812718016741275,0.28127180167424165,0.2812718016742577,0.28127180167424015,0.2812718016742314,4.137411114395882e-13,1.2145574893353393e-12,7.749953658415334e-13,5.276673766840705e-13,1.3061582536344801e-12,9.268625032100002e-13,5.178038486842589e-13
20280,0.28127180167394844,0.281271801674059,0.281271801674125,0.28127180167424026,0.28127180167425686,0.28127180167423776,0.28127180167423,5.176169045903818e-13,1.3318454331205046e-12,7.611162659371132e-13,4.560703040333996e-13,1.1402112364873243e-12,8.147376350911863e-13,6.334223394174546e-13
20320,0.2812718016739492,0.2812718016740607,0.28127180167412585,0.2812718016742421,0.2812718016742594,0.28127180167423876,0.28127180167423166,4.716193011783537e-13,1.2931304557152795e-12,6.07594313211812e-13,5.834111856265742e-13,1.1986221854364025e-12,8.843526269441274e-13,5.827052672719467e-13
20360,0.2812718016739482,0.28127180167406,0.28127180167412474,0.28127180167424143,0.2812718016742595,0.28127180167423776,0.2812718016742313,5.049842039080025e-13,1.1624746681708183e-12,6.203072362913203e-13,6.585562039945206e-13,1.243509044744137e-12,1.0288795397409741e-12,4.4647569197778227e-13
20400,0.28127180167394766,0.281271801674059,0.28127180167412497,0.28127180167424154,0.2812718016742606,0.28127180167423815,0.2812718016742312,6.882334011090189e-13,1.2146229301239507e-12,7.41701919623602e-13,5.549083266739889e-13,1.1592013794476584e-12,9.872537999004447e-13,4.955337246552753e-13
20440,0.28127180167394683,0.2812718016740591,0.2812718016741246,0.2812718016742412,0.28127180167426097,0.2812718016742387,0.2812718016742312,7.482457804565258e-13,1.317545311150268e-12,7.13879366752786e-13,4.96852751109742e-13,1.2101828573041696e-12,8.890333067815779e-13,5.492662432764192e-13
20480,0.28127180167394433,0.2812718016740565,0.28127180167412363,0.2812718016742405,0.28127180167426036,0.2812718016742389,0.28127180167423077,6.286591685803841e-13,1.2408219614792416e-12,6.309593010434749e-13,6.023075160661839e-13,1.4123792749644337e-12,9.654172378144578e-13,4.391474724394655e-13
20520,0.281271801673944,0.2812718016740564,0.2812718016741243,0.28127180167424154,0.28127180167426097,0.2812718016742409,0.2812718016742314,5.812144735355568e-13,1.181346597834488e-12,7.433858483427367e-13,6.143614459726844e-13,1.4584225450541623e-12,1.033234062953394e-12,3.5993387694633713e-13
20560,0.2812718016739432,0.2812718016740561,0.28127180167412363,0.28127180167424204,0.2812718016742605,0.28127180167424165,0.2812718016742313,6.633007654429723e-13,1.3353124345901736e-12,8.41441600256856e-13,4.714839044021926e-13,1.353962644818607e-12,9.013290833203862e-13,5.088065225247963e-13
20600,0.28127180167394245,0.2812718016740562,0.28127180167412347,0.2812718016742423,0.28127180167426086,0.2812718016742423,0.28127180167423194,6.005092714441998e-13,1.4091631165315505e-12,7.462089861763546e-13,5.008633469439347e-13,1.3837483806742557e-12,8.347013770268543e-13,5.441357412309306e-13
20640,0.28127180167394017,0.28127180167405463,0.2812718016741218,0.28127180167424176,0.2812718016742596,0.28127180167424104,0.2812718016742312,4.0045947609811184e-13,1.2857353904688796e-12,6.813278596558174e-13,6.17524027363249e-13,1.4506118448459819e-12,9.60153335634762e-13,4.5425978328711113e-13
20680,0.28127180167394034,0.2812718016740561,0.2812718016741221,0.28127180167424326,0.2812718016742613,0.28127180167424154,0.2812718016742328,4.5289776665038815e-13,1.2661612951767933e-12,7.840231966799876e-13,5.716458405048263e-13,1.327126975168623e-12,9.849856194904685e-13,5.074346967335166e-13
20720,0.2812718016739396,0.2812718016740566,0.2812718016741213,0.28127180167424337,0.28127180167426197,0.28127180167424093,0.28127180167423327,5.74056336849701e-13,1.3779214525593486e-12,7.888552475301605e-13,4.833273318259406e-13,1.1818631641088493e-12,8.925245430901978e-13,6.238579258432838e-13
20760,0.2812718016739423,0.2812718016740602,0.2812718016741252,0.281271801674248,0.2812718016742675,0.2812718016742447,0.2812718016742381,5.432689196528781e-13,1.3424122484923262e-12,6.482872799855605e-13,5.813192975355257e-13,1.2583349410823518e-12,9.368638996162526e-13,5.959560708198346e-13
20800,0.28127180167394356,0.28127180167406185,0.2812718016741276,0.281271801674251,0.28127180167427074,0.28127180167424737,0.28127180167424076,5.543430969660343e-13,1.2009702507535175e-12,6.400876302654003e-13,6.631582391853316e-13,1.3466182043012436e-12,1.0756907314478275e-12,4.718313716989867e-13
20840,0.2812718016739411,0.28127180167406013,0.2812718016741268,0.28127180167425064,0.2812718016742713,0.2812718016742475,0.28127180167424054,7.226817220485784e-13,1.2511188819562622e-12,7.630493674904302e-13,5.709347941063596e-13,1.2917295372757734e-12,1.053513647023032e-12,5.137317597891025e-13
20880,0.2812718016739387,0.2812718016740582,0.2812718016741267,0.28127180167425075,0.2812718016742716,0.28127180167424853,0.28127180167424026,7.892098406201004e-13,1.3832468584768944e-12,7.443583931676172e-13,5.00643925149722e-13,1.3323762918632894e-12,9.3912310008168e-13,5.837383713253479e-13
20920,0.28127180167393495,0.2812718016740554,0.28127180167412413,0.28127180167424914,0.2812718016742697,0.2812718016742476,0.2812718016742379,6.805766211224153e-13,1.3532755152485652e-12,6.624266112192238e-13,6.25158391329742e-13,1.5171679254361874e-12,1.0074241240208493e-12,4.672138898944601e-13
20960,0.28127180167393023,0.2812718016740511,0.28127180167412125,0.28127180167424676,0.2812718016742668,0.28127180167424587,0.2812718016742355,6.093470544608492e-13,1.3126306657768603e-12,7.857391909145215e-13,6.470371700295748e-13,1.5456214508736444e-12,1.077522939019033e-12,3.9003606266876546e-13
21000,0.2812718016739281,0.28127180167405064,0.28127180167411914,0.28127180167424615,0.28127180167426535,0.2812718016742454,0.2812718016742348,6.639979084947165e-13,1.4551592098109364e-12,8.888583637359003e-13,5.280215077557156e-13,1.4260446098222991e-12,9.575562391295992e-13,5.36333710823974e-13
21040,0.281271801673926,0.28127180167404947,0.2812718016741164,0.2812718016742449,0.28127180167426424,0.2812718016742439,0.28127180167423377,5.907790260903485e-13,1.5113848906773546e-12,8.082178542299433e-13,5.566977130136717e-13,1.4196879238226292e-12,8.976830945676232e-13,5.879516433199757e-13
21080,0.2812718016739266,0.2812718016740511,0.28127180167411747,0.2812718016742469,0.281271801674266,0.28127180167424515,0.2812718016742357,4.253861382813491e-13,1.4008409653410886e-12,7.231978943918096e-13,6.756522604524562e-13,1.477698619707167e-12,1.0160352494740176e-12,5.127120398158602e-13
21120,0.2812718016739279,0.28127180167405325,0.2812718016741201,0.2812718016742501,0.2812718016742697,0.2812718016742474,0.28127180167423904,4.84977916964656e-13,1.3325403504967006e-12,8.027243559773921e-13,6.420549227493903e-13,1.3773172046037705e-12,1.068380540918433e-12,5.391746319748623e-13
21160,0.28127180167392624,0.2812718016740519,0.28127180167411897,0.28127180167424976,0.28127180167427,0.281271801674246,0.28127180167423876,6.416109134124463e-13,1.4214752320541736e-12,8.251210833040321e-13,5.35114616970797e-13,1.2360139044594496e-12,9.784656865038666e-13,6.533140202970242e-13
21200,0.2812718016739252,0.28127180167405114,0.2812718016741203,0.2812718016742507,0.2812718016742722,0.28127180167424654,0.28127180167424015,6.298719593446188e-13,1.4038644661466605e-12,7.016214156470473e-13,5.838400679527245e-13,1.3252249883661301e-12,9.876317740013861e-13,6.534133417722796e-13
21240,0.2812718016739238,0.28127180167404975,0.2812718016741205,0.2812718016742514,0.2812718016742733,0.2812718016742475,0.28127180167424026,6.244514411255508e-13,1.2841309868501996e-12,6.567807852886406e-13,6.866069345774281e-13,1.4634651046330495e-12,1.1308021880274832e-12,5.021418156965599e-13
21280,0.2812718016739209,0.2812718016740472,0.28127180167411936,0.281271801674251,0.28127180167427296,0.28127180167424753,0.28127180167423965,7.671174002766509e-13,1.3201564212246017e-12,7.98884647867359e-13,6.1805637973987e-13,1.4451882230079455e-12,1.1310364405023586e-12,4.926719727433097e-13
21320,0.2812718016739208,0.2812718016740478,0.28127180167412047,0.28127180167425286,0.28127180167427446,0.28127180167425053,0.2812718016742408,8.567772379293505e-13,1.4920009437545728e-12,8.310485467292721e-13,5.264030292154055e-13,1.4417525164000807e-12,1.0057150288078575e-12,5.883959062097605e-13
21360,0.28127180167391835,0.28127180167404614,0.2812718016741188,0.2812718016742523,0.2812718016742733,0.2812718016742508,0.2812718016742398,7.406304135897051e-13,1.5079092821788874e-12,7.462282440551888e-13,6.376504359790106e-13,1.602834678887594e-12,1.0185092404617978e-12,5.288048402218716e-13
