t,H,Q2_re,Q2_im,generator_norm
0,np.float64(516.5141941810191),np.float64(-46.64805501988853),np.float64(28.94162699637796),np.float64(20.61492238419775)
1,np.float64(516.5141941810203),np.float64(-46.64805501988884),np.float64(28.941626996377565),np.float64(20.7466670458182)
2,np.float64(516.5141941810193),np.float64(-46.64805501988876),np.float64(28.94162699637716),np.float64(21.27979115090462)
3,np.float64(516.5141941810177),np.float64(-46.64805501988875),np.float64(28.94162699637729),np.float64(21.633178255918075)
4,np.float64(516.5141941810175),np.float64(-46.64805501988871),np.float64(28.941626996377288),np.float64(21.593509501607745)
5,np.float64(516.5141941810175),np.float64(-46.64805501988857),np.float64(28.941626996377465),np.float64(21.45056377960259)
6,np.float64(516.5141941810192),np.float64(-46.64805501988873),np.float64(28.94162699637761),np.float64(21.612731677768814)
7,np.float64(516.5141941810189),np.float64(-46.64805501988882),np.float64(28.941626996377295),np.float64(21.990266543046566)
8,np.float64(516.5141941810172),np.float64(-46.64805501988879),np.float64(28.94162699637726),np.float64(22.22085045346992)
9,np.float64(516.5141941810166),np.float64(-46.648055019888645),np.float64(28.941626996377018),np.float64(22.315736634339213)
10,np.float64(516.5141941810168),np.float64(-46.648055019888844),np.float64(28.941626996377025),np.float64(22.327155628264144)
11,np.float64(516.5141941810144),np.float64(-46.6480550198887),np.float64(28.94162699637686),np.float64(22.308721011489666)
12,np.float64(516.5141941810149),np.float64(-46.64805501988866),np.float64(28.941626996376836),np.float64(22.35505175344544)
13,np.float64(516.5141941810141),np.float64(-46.64805501988862),np.float64(28.94162699637686),np.float64(22.450248544444772)
14,np.float64(516.5141941810136),np.float64(-46.64805501988866),np.float64(28.941626996376808),np.float64(22.533499672636243)
15,np.float64(516.514194181014),np.float64(-46.64805501988879),np.float64(28.941626996377103),np.float64(22.596193404958324)
16,np.float64(516.5141941810135),np.float64(-46.64805501988868),np.float64(28.941626996376996),np.float64(22.646314665575993)
17,np.float64(516.5141941810134),np.float64(-46.6480550198887),np.float64(28.94162699637694),np.float64(22.684964318078162)
18,np.float64(516.5141941810136),np.float64(-46.648055019888915),np.float64(28.94162699637717),np.float64(22.70555477448724)
19,np.float64(516.5141941810132),np.float64(-46.64805501988886),np.float64(28.94162699637726),np.float64(22.716361810822455)
20,np.float64(516.5141941810139),np.float64(-46.6480550198888),np.float64(28.941626996377295),np.float64(22.720284463353362)
21,np.float64(516.514194181012),np.float64(-46.64805501988879),np.float64(28.94162699637713),np.float64(22.720836810478783)
22,np.float64(516.5141941810112),np.float64(-46.648055019888744),np.float64(28.941626996377),np.float64(22.718689393088084)
23,np.float64(516.5141941810133),np.float64(-46.64805501988886),np.float64(28.94162699637729),np.float64(22.73016630028039)
24,np.float64(516.5141941810107),np.float64(-46.64805501988849),np.float64(28.94162699637727),np.float64(22.760333178223405)
25,np.float64(516.5141941810098),np.float64(-46.64805501988832),np.float64(28.941626996377455),np.float64(22.799591182616965)
26,np.float64(516.5141941810098),np.float64(-46.64805501988835),np.float64(28.94162699637741),np.float64(22.826372602986304)
27,np.float64(516.5141941810073),np.float64(-46.6480550198884),np.float64(28.941626996377238),np.float64(22.827432450100467)
28,np.float64(516.5141941810064),np.float64(-46.64805501988826),np.float64(28.941626996377032),np.float64(22.812621628345028)
29,np.float64(516.5141941810064),np.float64(-46.648055019888325),np.float64(28.941626996377195),np.float64(22.80463592971882)
30,np.float64(516.514194181009),np.float64(-46.648055019888574),np.float64(28.941626996377348),np.float64(22.815311130682044)
31,np.float64(516.5141941810114),np.float64(-46.64805501988843),np.float64(28.94162699637709),np.float64(22.84083299739715)
32,np.float64(516.5141941810105),np.float64(-46.64805501988823),np.float64(28.941626996376844),np.float64(22.86647716915937)
33,np.float64(516.514194181008),np.float64(-46.64805501988803),np.float64(28.941626996376563),np.float64(22.885386669436617)
34,np.float64(516.5141941810081),np.float64(-46.64805501988791),np.float64(28.94162699637694),np.float64(22.89140333391511)
35,np.float64(516.5141941810073),np.float64(-46.64805501988775),np.float64(28.941626996377124),np.float64(22.886933361273957)
36,np.float64(516.5141941810089),np.float64(-46.648055019888055),np.float64(28.941626996377146),np.float64(22.880693954960872)
37,np.float64(516.5141941810086),np.float64(-46.64805501988805),np.float64(28.941626996377117),np.float64(22.875398243731812)
38,np.float64(516.5141941810103),np.float64(-46.648055019888105),np.float64(28.941626996377206),np.float64(22.873498338663936)
39,np.float64(516.5141941810097),np.float64(-46.648055019888275),np.float64(28.94162699637727),np.float64(22.874120768520815)
40,np.float64(516.5141941810099),np.float64(-46.64805501988837),np.float64(28.94162699637746),np.float64(22.881259517935167)
41,np.float64(516.5141941810095),np.float64(-46.648055019888446),np.float64(28.941626996377448),np.float64(22.899083991333306)
42,np.float64(516.514194181012),np.float64(-46.64805501988871),np.float64(28.941626996377487),np.float64(22.917583502141866)
43,np.float64(516.5141941810116),np.float64(-46.64805501988878),np.float64(28.941626996377444),np.float64(22.92662133603013)
44,np.float64(516.5141941810119),np.float64(-46.64805501988875),np.float64(28.941626996377686),np.float64(22.920926277597133)
45,np.float64(516.5141941810144),np.float64(-46.64805501988863),np.float64(28.94162699637781),np.float64(22.90816434616604)
46,np.float64(516.514194181015),np.float64(-46.648055019888844),np.float64(28.941626996377764),np.float64(22.896555627504828)
47,np.float64(516.5141941810172),np.float64(-46.64805501988906),np.float64(28.941626996378055),np.float64(22.89239134359569)
48,np.float64(516.514194181018),np.float64(-46.648055019889156),np.float64(28.941626996378325),np.float64(22.900838087214332)
49,np.float64(516.5141941810143),np.float64(-46.64805501988881),np.float64(28.941626996378325),np.float64(22.916318776860106)
50,np.float64(516.514194181014),np.float64(-46.648055019888645),np.float64(28.941626996378353),np.float64(22.927831736731893)
51,np.float64(516.5141941810139),np.float64(-46.64805501988871),np.float64(28.941626996378012),np.float64(22.931015959796216)
52,np.float64(516.5141941810139),np.float64(-46.64805501988877),np.float64(28.941626996377835),np.float64(22.931523834350603)
53,np.float64(516.5141941810155),np.float64(-46.64805501988876),np.float64(28.941626996377487),np.float64(22.93211327064981)
54,np.float64(516.514194181015),np.float64(-46.64805501988874),np.float64(28.941626996377465),np.float64(22.928601249877712)
55,np.float64(516.5141941810153),np.float64(-46.64805501988863),np.float64(28.94162699637741),np.float64(22.920330493944228)
56,np.float64(516.5141941810152),np.float64(-46.64805501988894),np.float64(28.94162699637765),np.float64(22.912595403628732)
57,np.float64(516.5141941810156),np.float64(-46.64805501988886),np.float64(28.941626996377916),np.float64(22.910985036958262)
58,np.float64(516.5141941810159),np.float64(-46.64805501988906),np.float64(28.941626996378048),np.float64(22.916059914958556)
59,np.float64(516.5141941810158),np.float64(-46.64805501988887),np.float64(28.94162699637777),np.float64(22.928447628860276)
60,np.float64(516.5141941810141),np.float64(-46.648055019888666),np.float64(28.941626996377664),np.float64(22.943152991029077)
61,np.float64(516.5141941810123),np.float64(-46.64805501988856),np.float64(28.94162699637756),np.float64(22.94968404248962)
62,np.float64(516.514194181012),np.float64(-46.648055019888446),np.float64(28.9416269963776),np.float64(22.943516223029803)
63,np.float64(516.5141941810137),np.float64(-46.64805501988858),np.float64(28.94162699637777),np.float64(22.931034350449487)
64,np.float64(516.5141941810125),np.float64(-46.648055019888375),np.float64(28.94162699637766),np.float64(22.922719241546805)
65,np.float64(516.5141941810115),np.float64(-46.648055019888446),np.float64(28.941626996377973),np.float64(22.920543418988853)
66,np.float64(516.5141941810111),np.float64(-46.64805501988812),np.float64(28.94162699637794),np.float64(22.923067040238383)
67,np.float64(516.5141941810125),np.float64(-46.648055019888275),np.float64(28.941626996378147),np.float64(22.928709098675853)
68,np.float64(516.5141941810134),np.float64(-46.64805501988845),np.float64(28.94162699637849),np.float64(22.935219256978527)
69,np.float64(516.5141941810126),np.float64(-46.64805501988799),np.float64(28.94162699637858),np.float64(22.94036242009294)
70,np.float64(516.5141941810141),np.float64(-46.64805501988802),np.float64(28.941626996378908),np.float64(22.943758283139044)
71,np.float64(516.5141941810159),np.float64(-46.648055019888204),np.float64(28.941626996379057),np.float64(22.94696790650693)
72,np.float64(516.5141941810156),np.float64(-46.648055019888304),np.float64(28.941626996379007),np.float64(22.94659969676503)
73,np.float64(516.5141941810168),np.float64(-46.6480550198885),np.float64(28.941626996379014),np.float64(22.938140597961123)
74,np.float64(516.5141941810157),np.float64(-46.64805501988812),np.float64(28.94162699637909),np.float64(22.926088738236334)
75,np.float64(516.5141941810149),np.float64(-46.64805501988814),np.float64(28.94162699637915),np.float64(22.920266649789994)
76,np.float64(516.5141941810168),np.float64(-46.64805501988825),np.float64(28.94162699637905),np.float64(22.926001521043254)
77,np.float64(516.514194181019),np.float64(-46.648055019888545),np.float64(28.941626996379313),np.float64(22.937686424618047)
78,np.float64(516.5141941810184),np.float64(-46.64805501988832),np.float64(28.941626996379306),np.float64(22.948883952790478)
79,np.float64(516.5141941810195),np.float64(-46.64805501988847),np.float64(28.941626996379405),np.float64(22.9544855535785)
80,np.float64(516.5141941810178),np.float64(-46.64805501988851),np.float64(28.941626996379057),np.float64(22.95129792833011)
81,np.float64(516.5141941810199),np.float64(-46.64805501988877),np.float64(28.941626996379618),np.float64(22.94238164714878)
82,np.float64(516.5141941810202),np.float64(-46.64805501988869),np.float64(28.94162699637971),np.float64(22.93496581130804)
83,np.float64(516.51419418102),np.float64(-46.64805501988854),np.float64(28.941626996379526),np.float64(22.933535455020625)
84,np.float64(516.5141941810208),np.float64(-46.648055019888645),np.float64(28.941626996379803),np.float64(22.93443224473187)
85,np.float64(516.514194181022),np.float64(-46.648055019888766),np.float64(28.941626996379902),np.float64(22.933445904397892)
86,np.float64(516.5141941810209),np.float64(-46.648055019888886),np.float64(28.94162699637964),np.float64(22.934501908778127)
87,np.float64(516.5141941810211),np.float64(-46.648055019889085),np.float64(28.941626996379377),np.float64(22.9404458590126)
88,np.float64(516.5141941810214),np.float64(-46.64805501988923),np.float64(28.941626996379057),np.float64(22.948449683365112)
89,np.float64(516.5141941810202),np.float64(-46.648055019889185),np.float64(28.941626996379256),np.float64(22.95342035960971)
90,np.float64(516.5141941810198),np.float64(-46.648055019888986),np.float64(28.941626996379085),np.float64(22.952655553907835)
91,np.float64(516.5141941810193),np.float64(-46.648055019889156),np.float64(28.9416269963792),np.float64(22.945299206689544)
92,np.float64(516.5141941810227),np.float64(-46.64805501988924),np.float64(28.94162699637952),np.float64(22.933561816768947)
93,np.float64(516.5141941810206),np.float64(-46.64805501988908),np.float64(28.941626996379114),np.float64(22.925631705797727)
94,np.float64(516.5141941810199),np.float64(-46.64805501988891),np.float64(28.941626996379185),np.float64(22.92901329140175)
95,np.float64(516.5141941810195),np.float64(-46.648055019888986),np.float64(28.941626996379043),np.float64(22.94018567191412)
