t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(952.581790841572),np.float64(-57.00955155485608),np.float64(138.58086686138412),np.float64(58.53067304072658),np.float64(4.440892098500626e-16)
1,np.float64(952.5817908415725),np.float64(-57.00955155485495),np.float64(138.58086686138444),np.float64(58.84021189502932),np.float64(8.881784197001252e-16)
2,np.float64(952.5817908415715),np.float64(-57.00955155485596),np.float64(138.58086686138435),np.float64(70.41356156575935),np.float64(8.881784197001252e-16)
3,np.float64(952.5817908415706),np.float64(-57.009551554855655),np.float64(138.58086686138427),np.float64(117.82851654264955),np.float64(1.7763568394002505e-15)
4,np.float64(952.5817908415695),np.float64(-57.00955155485748),np.float64(138.58086686138245),np.float64(164.99184643629476),np.float64(3.552713678800501e-15)
5,np.float64(952.5817908415688),np.float64(-57.00955155485806),np.float64(138.58086686138265),np.float64(205.86256368507173),np.float64(7.105427357601002e-15)
6,np.float64(952.5817908415686),np.float64(-57.00955155485646),np.float64(138.58086686138356),np.float64(234.18556424627096),np.float64(7.105427357601002e-15)
7,np.float64(952.5817908415688),np.float64(-57.009551554863684),np.float64(138.58086686138114),np.float64(258.7352901251389),np.float64(7.105427357601002e-15)
8,np.float64(952.5817908415718),np.float64(-57.009551554862654),np.float64(138.58086686138046),np.float64(347.878709584478),np.float64(7.105427357601002e-15)
9,np.float64(952.5817908415738),np.float64(-57.00955155486153),np.float64(138.5808668613806),np.float64(376.0666251779273),np.float64(1.4210854715202004e-14)
10,np.float64(952.5817908415728),np.float64(-57.00955155486155),np.float64(138.5808668613808),np.float64(383.98914135166666),np.float64(2.842170943040401e-14)
11,np.float64(952.5817908415731),np.float64(-57.00955155485785),np.float64(138.58086686137995),np.float64(414.6975518510243),np.float64(2.842170943040401e-14)
12,np.float64(952.5817908415722),np.float64(-57.00955155485583),np.float64(138.5808668613813),np.float64(435.05591772299243),np.float64(2.842170943040401e-14)
13,np.float64(952.5817908415747),np.float64(-57.00955155485655),np.float64(138.58086686138216),np.float64(446.5445826993099),np.float64(2.842170943040401e-14)
14,np.float64(952.581790841576),np.float64(-57.009551554857424),np.float64(138.580866861382),np.float64(447.6260512694487),np.float64(2.842170943040401e-14)
15,np.float64(952.5817908415792),np.float64(-57.009551554856905),np.float64(138.58086686138222),np.float64(448.64964801109335),np.float64(2.842170943040401e-14)
16,np.float64(952.5817908415842),np.float64(-57.009551554856955),np.float64(138.5808668613826),np.float64(449.96505688764586),np.float64(2.842170943040401e-14)
17,np.float64(952.5817908415859),np.float64(-57.00955155485776),np.float64(138.5808668613829),np.float64(451.2220599331273),np.float64(1.4210854715202004e-14)
