config_id,R_C_over_R_A,coupling_C,C_offset,projection_mode,projection_description,sigma_AC,sigma_BC,C_cell_count,C_cell_width,resolved_case_count,resolution_valid,clock_error,clock_valid,closure_valid,decomposition_valid,AB_dominant_valid,pair_sign_crossing,max_c_bias_ratio_to_f_AB,max_c_asymmetry_ratio_to_f_AB,f_ABC_common_mode_ratio,fit_valid_native,fit_valid_pair_tau_ABC,fit_valid_c_bias,fit_valid_c_asymmetry,fit_valid_common_mode_direct_control,alpha_native_AB_tau_ABC,alpha_pair_tau_ABC,alpha_pair_tau_AB,alpha_pair_tau_AC,alpha_pair_tau_BC,alpha_c_bias_tau_ABC,alpha_c_asymmetry_tau_ABC,alpha_common_mode_direct_control_tau_ABC,alpha_class_native_AB_tau_ABC,alpha_class_pair_tau_ABC,alpha_class_pair_tau_AB,alpha_class_pair_tau_AC,alpha_class_pair_tau_BC,alpha_class_c_bias_tau_ABC,alpha_class_c_asymmetry_tau_ABC,alpha_class_common_mode_direct_control_tau_ABC,tau_AB_alpha_delta_from_tau_ABC,tau_AC_alpha_delta_from_tau_ABC,tau_BC_alpha_delta_from_tau_ABC,log_rmse_pair_tau_ABC,inverse_term_injected,inverse_square_term_injected,deviation_deg,L_AB_true,L_AB_C_read,C_cell_crossings,resolution_valid_at_L,f_AB,f_AC,f_BC,f_ABC_common,c_bias_projected,c_asymmetry_projected,c_bias_ratio_to_f_AB,c_asymmetry_ratio_to_f_AB,a_A_circ,a_B_circ,AB_pair_projected_signed,AB_pair_projected_abs,common_mode_direct_control,omega_AB,omega_AC,omega_BC,omega_ABC,tau_AB_unit,tau_AC_unit,tau_BC_unit,tau_ABC_unit,AB_native_by_tau_ABC,AB_pair_by_tau_ABC,AB_pair_by_tau_AB,AB_pair_by_tau_AC,AB_pair_by_tau_BC,C_bias_by_tau_ABC,C_asymmetry_by_tau_ABC,common_mode_direct_by_tau_ABC
Rc0.5_eps0.005_off-0.08_c_opposes_ab,0.5,0.005,-0.08,c_opposes_ab,f_AC and f_BC oppose the AB-closing local directions.,-1.0,-1.0,48,0.1308996938995747,3,False,0.125125,True,True,False,True,False,0.007161972439135291,0.0005729577951308235,0.0025,True,True,True,True,True,-1.0000000000000002,-1.1246382325334134,-1.9728069937941042,-1.1246382325334139,-1.1246382325334137,-1.7290307733190832e-15,-8.645153866595417e-15,-1.1197302687699116,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.8481687612606907,-4.440892098500626e-16,-2.220446049250313e-16,0.005638369811372168,False,False,1.0,0.017453292519943295,0.0,0.13333333333333336,False,0.017453292519943295,0.0023,0.0027,0.0025,-0.0025,0.0002000000000000001,0.1432394487827058,0.01145915590261647,0.015153292519943296,0.014753292519943294,0.014953292519943295,0.014953292519943295,0.017453292519943295,1.0174532925199433,1.0023,1.0027,1.0025,0.9828460995229408,0.9977052778609199,0.9973072703700011,0.9975062344139651,0.0,0.01502815244062126,0.015479815930301736,0.015022156768452463,0.015034149309053457,0.0025125156249999996,0.00020100125000000005,0.01754066806562126
Rc0.5_eps0.005_off-0.08_c_opposes_ab,0.5,0.005,-0.08,c_opposes_ab,f_AC and f_BC oppose the AB-closing local directions.,-1.0,-1.0,48,0.1308996938995747,3,False,0.125125,True,True,False,True,False,0.007161972439135291,0.0005729577951308235,0.0025,True,True,True,True,True,-1.0000000000000002,-1.1246382325334134,-1.9728069937941042,-1.1246382325334139,-1.1246382325334137,-1.7290307733190832e-15,-8.645153866595417e-15,-1.1197302687699116,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.8481687612606907,-4.440892098500626e-16,-2.220446049250313e-16,0.005638369811372168,False,False,2.0,0.03490658503988659,0.0,0.2666666666666667,False,0.03490658503988659,0.0023,0.0027,0.0025,-0.0025,0.0002000000000000001,0.0716197243913529,0.005729577951308235,0.03260658503988659,0.03220658503988659,0.03240658503988659,0.03240658503988659,0.03490658503988659,1.0349065850398866,1.0023,1.0027,1.0025,0.9662707866154496,0.9977052778609199,0.9973072703700011,0.9975062344139651,0.0,0.03256882050624251,0.03470847791425662,0.03255582676190493,0.03258181684310691,0.0025125156249999996,0.00020100125000000005,0.03508133613124252
Rc0.5_eps0.005_off-0.08_c_opposes_ab,0.5,0.005,-0.08,c_opposes_ab,f_AC and f_BC oppose the AB-closing local directions.,-1.0,-1.0,48,0.1308996938995747,3,False,0.125125,True,True,False,True,False,0.007161972439135291,0.0005729577951308235,0.0025,True,True,True,True,True,-1.0000000000000002,-1.1246382325334134,-1.9728069937941042,-1.1246382325334139,-1.1246382325334137,-1.7290307733190832e-15,-8.645153866595417e-15,-1.1197302687699116,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.8481687612606907,-4.440892098500626e-16,-2.220446049250313e-16,0.005638369811372168,False,False,5.0,0.08726646259971647,0.0,0.6666666666666667,False,0.08726646259971647,0.0023,0.0027,0.0025,-0.0025,0.0002000000000000001,0.028647889756541162,0.002291831180523294,0.08496646259971648,0.08456646259971648,0.08476646259971649,0.08476646259971649,0.08726646259971649,1.0872664625997164,1.0023,1.0027,1.0025,0.9197377408376441,0.9977052778609199,0.9973072703700011,0.9975062344139651,0.0,0.08519082470310631,0.10020653480409263,0.08515683674226232,0.0852248194452673,0.0025125156249999996,0.00020100125000000005,0.08770334032810631
Rc0.5_eps0.005_off-0.08_c_opposes_ab,0.5,0.005,-0.08,c_opposes_ab,f_AC and f_BC oppose the AB-closing local directions.,-1.0,-1.0,48,0.1308996938995747,3,False,0.125125,True,True,False,True,False,0.007161972439135291,0.0005729577951308235,0.0025,True,True,True,True,True,-1.0000000000000002,-1.1246382325334134,-1.9728069937941042,-1.1246382325334139,-1.1246382325334137,-1.7290307733190832e-15,-8.645153866595417e-15,-1.1197302687699116,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.8481687612606907,-4.440892098500626e-16,-2.220446049250313e-16,0.005638369811372168,False,False,10.0,0.17453292519943295,0.0,1.3333333333333335,False,0.17453292519943295,0.0023,0.0027,0.0025,-0.0025,0.0002000000000000001,0.014323944878270581,0.001145915590261647,0.17223292519943295,0.17183292519943294,0.17203292519943295,0.17203292519943295,0.17453292519943295,1.174532925199433,1.0023,1.0027,1.0025,0.8514022711029597,0.9977052778609199,0.9973072703700011,0.9975062344139651,0.0,0.17289416503121258,0.2373241671100386,0.17282518670952463,0.17296315711553456,0.0025125156249999996,0.00020100125000000005,0.1754066806562126
Rc0.5_eps0.005_off-0.08_c_opposes_ab,0.5,0.005,-0.08,c_opposes_ab,f_AC and f_BC oppose the AB-closing local directions.,-1.0,-1.0,48,0.1308996938995747,3,False,0.125125,True,True,False,True,False,0.007161972439135291,0.0005729577951308235,0.0025,True,True,True,True,True,-1.0000000000000002,-1.1246382325334134,-1.9728069937941042,-1.1246382325334139,-1.1246382325334137,-1.7290307733190832e-15,-8.645153866595417e-15,-1.1197302687699116,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.8481687612606907,-4.440892098500626e-16,-2.220446049250313e-16,0.005638369811372168,False,False,20.0,0.3490658503988659,0.39269908169872414,2.666666666666667,True,0.3490658503988659,0.0023,0.0027,0.0025,-0.0025,0.0002000000000000001,0.007161972439135291,0.0005729577951308235,0.34676585039886587,0.3463658503988659,0.3465658503988659,0.3465658503988659,0.3490658503988659,1.349065850398866,1.0023,1.0027,1.0025,0.7412536606010294,0.9977052778609199,0.9973072703700011,0.9975062344139651,0.39466503147647836,0.34830084568742514,0.6307424550301141,0.3481618866440493,0.34843983245606913,0.0025125156249999996,0.00020100125000000005,0.3508133613124252
Rc0.5_eps0.005_off-0.08_c_opposes_ab,0.5,0.005,-0.08,c_opposes_ab,f_AC and f_BC oppose the AB-closing local directions.,-1.0,-1.0,48,0.1308996938995747,3,False,0.125125,True,True,False,True,False,0.007161972439135291,0.0005729577951308235,0.0025,True,True,True,True,True,-1.0000000000000002,-1.1246382325334134,-1.9728069937941042,-1.1246382325334139,-1.1246382325334137,-1.7290307733190832e-15,-8.645153866595417e-15,-1.1197302687699116,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.8481687612606907,-4.440892098500626e-16,-2.220446049250313e-16,0.005638369811372168,False,False,35.0,0.6108652381980153,0.6544984694978735,4.666666666666667,True,0.6108652381980153,0.0023,0.0027,0.0025,-0.0025,0.0002000000000000001,0.004092555679505881,0.0003274044543604706,0.6085652381980153,0.6081652381980153,0.6083652381980154,0.6083652381980154,0.6108652381980153,1.6108652381980153,1.0023,1.0027,1.0025,0.620784393558982,0.9977052778609199,0.9973072703700011,0.9975062344139651,0.6577750524607971,0.611410866671744,1.5786389356905235,0.6111669365458362,0.611654845466871,0.0025125156249999996,0.00020100125000000005,0.6139233822967441
Rc0.5_eps0.005_off-0.08_c_opposes_ab,0.5,0.005,-0.08,c_opposes_ab,f_AC and f_BC oppose the AB-closing local directions.,-1.0,-1.0,48,0.1308996938995747,3,False,0.125125,True,True,False,True,False,0.007161972439135291,0.0005729577951308235,0.0025,True,True,True,True,True,-1.0000000000000002,-1.1246382325334134,-1.9728069937941042,-1.1246382325334139,-1.1246382325334137,-1.7290307733190832e-15,-8.645153866595417e-15,-1.1197302687699116,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.8481687612606907,-4.440892098500626e-16,-2.220446049250313e-16,0.005638369811372168,False,False,60.0,1.0471975511965976,1.0471975511965976,8.0,True,1.0471975511965976,0.0023,0.0027,0.0025,-0.0025,0.0002000000000000001,0.0023873241463784303,0.0001909859317102745,1.0448975511965977,1.0444975511965977,1.0446975511965977,1.0446975511965977,1.0471975511965976,2.0471975511965974,1.0023,1.0027,1.0025,0.4884726436955217,0.9977052778609199,0.9973072703700011,0.9975062344139651,1.0524400839372754,1.0499275683122755,4.378346046915716,1.049508686382148,1.0503465338182074,0.0025125156249999996,0.00020100125000000005,1.0524400839372754
Rc0.5_eps0.005_off-0.08_c_assists_ab,0.5,0.005,-0.08,c_assists_ab,f_AC and f_BC assist the AB-closing local directions.,1.0,1.0,48,0.1308996938995747,3,False,0.125125,True,True,False,True,False,0.007161972439135291,0.0005729577951308235,0.0025,True,True,True,True,True,-1.0000000000000002,-1.1148690973520037,-1.9630378586126935,-1.114869097352004,-1.1148690973520037,-1.7290307733190832e-15,-8.645153866595417e-15,-1.1100539983719948,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.8481687612606899,-2.220446049250313e-16,0.0,0.006187652708082427,False,False,1.0,0.017453292519943295,0.0,0.13333333333333336,False,0.017453292519943295,0.0023,0.0027,0.0025,0.0025,-0.0002000000000000001,0.1432394487827058,0.01145915590261647,0.019753292519943295,0.020153292519943296,0.019953292519943294,0.019953292519943294,0.022453292519943293,1.0174532925199433,1.0023,1.0027,1.0025,0.9828460995229408,0.9977052778609199,0.9973072703700011,0.9975062344139651,0.0,0.02005318369062126,0.020655871942600105,0.020045183218452462,0.020061185759053454,0.0025125156249999996,0.00020100125000000005,0.022565699315621256
Rc0.5_eps0.005_off-0.08_c_assists_ab,0.5,0.005,-0.08,c_assists_ab,f_AC and f_BC assist the AB-closing local directions.,1.0,1.0,48,0.1308996938995747,3,False,0.125125,True,True,False,True,False,0.007161972439135291,0.0005729577951308235,0.0025,True,True,True,True,True,-1.0000000000000002,-1.1148690973520037,-1.9630378586126935,-1.114869097352004,-1.1148690973520037,-1.7290307733190832e-15,-8.645153866595417e-15,-1.1100539983719948,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.8481687612606899,-2.220446049250313e-16,0.0,0.006187652708082427,False,False,2.0,0.03490658503988659,0.0,0.2666666666666667,False,0.03490658503988659,0.0023,0.0027,0.0025,0.0025,-0.0002000000000000001,0.0716197243913529,0.005729577951308235,0.037206585039886594,0.03760658503988659,0.03740658503988659,0.03740658503988659,0.039906585039886595,1.0349065850398866,1.0023,1.0027,1.0025,0.9662707866154496,0.9977052778609199,0.9973072703700011,0.9975062344139651,0.0,0.037593851756242525,0.04006363611305123,0.03757885321190493,0.03760885329310691,0.0025125156249999996,0.00020100125000000005,0.04010636738124253
Rc0.5_eps0.005_off-0.08_c_assists_ab,0.5,0.005,-0.08,c_assists_ab,f_AC and f_BC assist the AB-closing local directions.,1.0,1.0,48,0.1308996938995747,3,False,0.125125,True,True,False,True,False,0.007161972439135291,0.0005729577951308235,0.0025,True,True,True,True,True,-1.0000000000000002,-1.1148690973520037,-1.9630378586126935,-1.114869097352004,-1.1148690973520037,-1.7290307733190832e-15,-8.645153866595417e-15,-1.1100539983719948,proportional_like_alpha_minus1,proportional_like_alpha_minus1,area_like_alpha_minus2,proportional_like_alpha_minus1,proportional_like_alpha_minus1,constant_like_alpha0,constant_like_alpha0,proportional_like_alpha_minus1,-0.8481687612606899,-2.220446049250313e-16,0.0,0.006187652708082427,False,False,5.0,0.08726646259971647,0.0,0.6666666666666667,False,0.08726646259971647,0.0023,0.0027,0.0025,0.0025,-0.0002000000000000001,0.028647889756541162,0.002291831180523294,0.08956646259971647,0.08996646259971647,0.08976646259971646,0.08976646259971646,0.09226646259971646,1.0872664625997164,1.0023,1.0027,1.0025,0.9197377408376441,0.9977052778609199,0.9973072703700011,0.9975062344139651,0.0,0.09021585595310629,0.1061172766075631,0.09017986319226232,0.09025185589526727,0.0025125156249999996,0.00020100125000000005,0.09272837157810629
