t,H,Q2_re,Q2_im,generator_norm
0,np.float64(350.6171176340731),np.float64(-38.61720389492777),np.float64(13.674369763232235),np.float64(17.016083409848633)
1,np.float64(350.61711763407357),np.float64(-38.617203894927925),np.float64(13.674369763232285),np.float64(17.195911820403325)
2,np.float64(350.6171176340734),np.float64(-38.61720389492795),np.float64(13.674369763232196),np.float64(17.746936850864383)
3,np.float64(350.61711763407277),np.float64(-38.61720389492804),np.float64(13.674369763232285),np.float64(17.950938212463132)
4,np.float64(350.6171176340715),np.float64(-38.61720389492788),np.float64(13.674369763232237),np.float64(17.762681951045042)
5,np.float64(350.61711763407106),np.float64(-38.61720389492786),np.float64(13.674369763232265),np.float64(17.68980221342853)
6,np.float64(350.61711763407027),np.float64(-38.61720389492777),np.float64(13.6743697632321),np.float64(18.123810207575392)
7,np.float64(350.6171176340696),np.float64(-38.617203894927826),np.float64(13.674369763231834),np.float64(18.401917022871096)
8,np.float64(350.61711763406936),np.float64(-38.617203894927876),np.float64(13.674369763231825),np.float64(18.40297489558909)
9,np.float64(350.6171176340698),np.float64(-38.61720389492801),np.float64(13.67436976323175),np.float64(18.297731304662143)
10,np.float64(350.6171176340706),np.float64(-38.61720389492801),np.float64(13.67436976323189),np.float64(18.295926603156083)
11,np.float64(350.6171176340714),np.float64(-38.61720389492817),np.float64(13.674369763231866),np.float64(18.48410184325424)
12,np.float64(350.6171176340715),np.float64(-38.61720389492835),np.float64(13.674369763231748),np.float64(18.666347243030536)
13,np.float64(350.61711763407095),np.float64(-38.61720389492846),np.float64(13.67436976323166),np.float64(18.769681483310904)
14,np.float64(350.61711763407067),np.float64(-38.61720389492857),np.float64(13.67436976323167),np.float64(18.78650358731731)
15,np.float64(350.61711763407186),np.float64(-38.61720389492876),np.float64(13.674369763232113),np.float64(18.751629641181943)
16,np.float64(350.617117634072),np.float64(-38.61720389492885),np.float64(13.674369763231851),np.float64(18.723530634812025)
17,np.float64(350.61711763407254),np.float64(-38.61720389492885),np.float64(13.674369763231631),np.float64(18.72869691943476)
18,np.float64(350.617117634073),np.float64(-38.61720389492898),np.float64(13.67436976323157),np.float64(18.749471410916584)
19,np.float64(350.617117634073),np.float64(-38.6172038949288),np.float64(13.67436976323151),np.float64(18.78464759461723)
20,np.float64(350.61711763407203),np.float64(-38.61720389492881),np.float64(13.67436976323185),np.float64(18.848444823497537)
21,np.float64(350.6171176340731),np.float64(-38.617203894929034),np.float64(13.674369763231885),np.float64(18.887717203632583)
22,np.float64(350.61711763407334),np.float64(-38.61720389492903),np.float64(13.674369763231871),np.float64(18.86926180885958)
23,np.float64(350.61711763407357),np.float64(-38.61720389492886),np.float64(13.67436976323155),np.float64(18.826453143931083)
24,np.float64(350.6171176340745),np.float64(-38.61720389492899),np.float64(13.674369763231617),np.float64(18.814596586318515)
25,np.float64(350.617117634074),np.float64(-38.61720389492906),np.float64(13.674369763231628),np.float64(18.850034008533196)
26,np.float64(350.61711763407334),np.float64(-38.617203894929055),np.float64(13.67436976323146),np.float64(18.88837441710521)
27,np.float64(350.61711763407357),np.float64(-38.61720389492916),np.float64(13.674369763231224),np.float64(18.900028344493936)
28,np.float64(350.6171176340737),np.float64(-38.61720389492922),np.float64(13.674369763231143),np.float64(18.903260679595068)
