N,series,denominator,onset_gt_0.05,initial,step1,final,max
40,N-2,38,-1,3.550210783994378e-32,6.520613868514378e-08,0.0005206642005497769,0.0011589049616836775
40,N-1,39,-1,3.550210783994378e-32,6.19051213694815e-08,0.0004094400639484713,0.0011585446681496895
40,N,40,-1,3.550210783994378e-32,5.8848570667413974e-08,0.00031099749724915285,0.0011582191751357785
40,N+1,41,-1,3.550210783994378e-32,5.6012929706620706e-08,0.00022692589384025032,0.0011578950882857348
40,N+2,42,-1,3.550210783994378e-32,5.337741217088954e-08,0.00015781634974165845,0.0011575860946006675
40,124,124,-1,3.550210783994378e-32,6.1237069348978476e-09,0.0009805122126216883,0.0009805122126216883
