R,phi,phi_over_pi,s0,stability_gain,condition_id,phase,S_mean,S_amp,S_max_abs,S_final,S_drift,Q_max_error,Q_tail_max_error,gray_error,gray_depth
0.697177879231003,0.0,0.0,0.0,-0.002,phi0_s0_g-0.002,gray_eigen,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16,0.27,0.5686362358410126
0.697177879231003,0.0,0.0,0.0,0.0,phi0_s0_g0,gray_eigen,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16,0.27,0.5686362358410126
0.697177879231003,0.0,0.0,0.0,0.002,phi0_s0_g0.002,gray_eigen,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,2.220446049250313e-16,0.27,0.5686362358410126
0.697177879231003,0.0,0.0,0.001,-0.002,phi0_s0.001_g-0.002,gray_metastable,9.97788891234185e-08,0.00025268868652661425,0.0002546078757987291,-1.6792884778848993e-06,9.065275926988842e-08,4.440892098500626e-16,4.440892098500626e-16,0.01974750174512178,1.704487839122856
0.697177879231003,0.0,0.0,0.001,0.0,phi0_s0.001_g0,gray_metastable,1.0884100194800136e-07,0.0019999999493778287,0.0019999999508446,-0.00010043784124891264,1.817888721738432e-07,4.440892098500626e-16,4.440892098500626e-16,0.018000290680496293,1.744720481568015
0.697177879231003,0.0,0.0,0.001,0.002,phi0_s0.001_g0.002,large_oscillation,-3.869871149195719e-05,0.11763335455049845,0.11839423200794713,-0.006124200624972598,3.0100368123525146e-05,4.440892098500626e-16,4.440892098500626e-16,0.5977021536301139,0.22351517932109588
0.697177879231003,0.0,0.0,0.01,-0.002,phi0_s0.01_g-0.002,gray_metastable,9.97983257815532e-07,0.002527380404204776,0.002546575891533342,-1.67962172610836e-05,9.067007886028209e-07,4.440892098500626e-16,4.440892098500626e-16,0.01747452427984164,1.7575946384979844
0.697177879231003,0.0,0.0,0.01,0.0,phi0_s0.01_g0,gray_metastable,1.0884100194662557e-06,0.019999999493781367,0.01999999950845116,-0.00100437841246237,1.8178887218195269e-06,4.440892098500626e-16,4.440892098500626e-16,2.9068049599187666e-06,5.536584107435874
0.697177879231003,0.0,0.0,0.01,0.002,phi0_s0.01_g0.002,large_oscillation,-0.00022689876599031266,0.7633669604151858,0.7665692031123355,-0.03958434903571933,3.746807525874967e-05,6.661338147750939e-16,6.661338147750939e-16,1.243631327256435,-0.0946916534509566
0.697177879231003,0.2617993877991494,0.08333333333333333,0.0,-0.002,phi0.0833333_s0_g-0.002,gray_metastable,-1.6855128215157292e-06,0.03401520583454284,0.03432705258773721,0.004430250353070264,1.2337100078900112e-05,6.661338147750939e-16,4.440892098500626e-16,0.014029228447443252,1.8529662128085465
0.697177879231003,0.2617993877991494,0.08333333333333333,0.0,0.0,phi0.0833333_s0_g0,large_oscillation,3.799310554959118e-05,0.25881903874007384,0.2588190389271646,0.2584924760258713,0.00026066785314247926,6.661338147750939e-16,6.661338147750939e-16,0.7391176996987658,0.13128639751923696
0.697177879231003,0.2617993877991494,0.08333333333333333,0.0,0.002,phi0.0833333_s0_g0.002,large_oscillation,0.00015388774267958025,0.9978160344565525,0.9979509931143379,0.9968096746465944,0.0009849677054383477,8.881784197001252e-16,6.661338147750939e-16,1.4789548899046703,-0.16995492763837075
0.697177879231003,0.2617993877991494,0.08333333333333333,0.001,-0.002,phi0.0833333_s0.001_g-0.002,gray_metastable,-1.5822750883961278e-06,0.03398855544925185,0.03431363942271837,0.004428511722366412,1.2243368122005553e-05,6.661338147750939e-16,6.661338147750939e-16,0.01400238109246225,1.853798106651135
0.697177879231003,0.2617993877991494,0.08333333333333333,0.001,0.0,phi0.0833333_s0.001_g0,large_oscillation,3.810187056525187e-05,0.25881935192362865,0.25881935808679946,0.25839152119916425,0.0002608491206784391,6.661338147750939e-16,6.661338147750939e-16,0.7391183029148723,0.13128604307863884
