R,phi,phi_over_pi,s0,stability_gain,condition_id,phase,S_mean,S_amp,S_max_abs,S_final,S_drift,Q_max_error,Q_tail_max_error,gray_error,gray_depth
0.697177879231003,0.2617993877991494,0.08333333333333333,0.001,0.002,phi0.0833333_s0.001_g0.002,large_oscillation,0.00015397336687266987,0.997786369544279,0.9979212918429925,0.9963904777779838,0.0009861214113945987,6.661338147750939e-16,6.661338147750939e-16,1.4789264643225462,-0.16994658039790816
0.697177879231003,0.2617993877991494,0.08333333333333333,0.01,-0.002,phi0.0833333_s0.01_g-0.002,gray_metastable,-6.529268927098049e-07,0.03400485187564947,0.03419279904535244,0.00441286216211445,1.1399587746023543e-05,6.661338147750939e-16,4.440892098500626e-16,0.014016904390288206,1.8533478889841928
0.697177879231003,0.2617993877991494,0.08333333333333333,0.01,0.0,phi0.0833333_s0.01_g0,large_oscillation,3.907391618793328e-05,0.2594615976009229,0.25946161826864733,0.25743639394733736,0.0002624336030792795,6.661338147750939e-16,6.661338147750939e-16,0.7397631051201902,0.1309073324451667
0.697177879231003,0.2617993877991494,0.08333333333333333,0.01,0.002,phi0.0833333_s0.01_g0.002,large_oscillation,0.00015431528842542179,0.9976797757109428,0.9977224888224836,0.9899816575117434,0.000993933411364472,6.661338147750939e-16,6.661338147750939e-16,1.4788280244107326,-0.16991767204146524
0.697177879231003,1.5707963267948966,0.5,0.0,-0.002,phi0.5_s0_g-0.002,large_oscillation,0.00014667382120798673,0.9999997823754969,0.9999997846105613,0.9986691599041213,0.0010073658900744019,8.881784197001252e-16,8.881784197001252e-16,1.4811538220867795,-0.1706001635951213
0.697177879231003,1.5707963267948966,0.5,0.0,0.0,phi0.5_s0_g0,large_oscillation,0.00014679408748507155,0.9999999754173063,0.9999999761401703,0.998738233978994,0.0010071432457344387,6.661338147750939e-16,6.661338147750939e-16,1.4811539127505258,-0.17060019017896624
0.697177879231003,1.5707963267948966,0.5,0.0,0.002,phi0.5_s0_g0.002,large_oscillation,0.00014662697541472852,0.9999999999934857,0.9999999999976521,0.9987180254125168,0.0010070876620844821,6.661338147750939e-16,6.661338147750939e-16,1.4811537146309848,-0.17060013208761704
0.697177879231003,1.5707963267948966,0.5,0.001,-0.002,phi0.5_s0.001_g-0.002,large_oscillation,0.00014678234119189785,0.9999964522832796,0.9999964613076073,0.9985638050927359,0.0010075437430569468,8.881784197001252e-16,6.661338147750939e-16,1.4811507783675284,-0.1705992711342481
0.697177879231003,1.5707963267948966,0.5,0.001,0.0,phi0.5_s0.001_g0,large_oscillation,0.000146902634898549,0.9999987578761667,0.9999987630150675,0.9986357986592836,0.0010073230203181136,6.661338147750939e-16,6.661338147750939e-16,1.4811529835313832,-0.17059991771918392
0.697177879231003,1.5707963267948966,0.5,0.001,0.002,phi0.5_s0.001_g0.002,large_oscillation,0.00014673489641632583,0.9999983837649807,0.9999983898677816,0.9986149946025226,0.0010072664076282117,6.661338147750939e-16,6.661338147750939e-16,1.4811523850690254,-0.17059974224173152
0.697177879231003,1.5707963267948966,0.5,0.01,-0.002,phi0.5_s0.01_g-0.002,large_oscillation,0.00014773247431129445,0.9997857478446524,0.9997858179697278,0.9974351556054744,0.001008962152326941,6.661338147750939e-16,6.661338147750939e-16,1.4809424424712905,-0.17053817978868804
0.697177879231003,1.5707963267948966,0.5,0.01,0.0,phi0.5_s0.01_g0,large_oscillation,0.00014785313575057518,0.9998083672800893,0.9998084311068615,0.9975340879409823,0.0010087596856602158,6.661338147750939e-16,6.661338147750939e-16,1.4809649801015001,-0.17054478902188747
0.697177879231003,1.5707963267948966,0.5,0.01,0.002,phi0.5_s0.01_g0.002,large_oscillation,0.0001476799280765924,0.9998047064480017,0.9998047735302549,0.9975086029468732,0.0010086947423447441,6.661338147750939e-16,6.661338147750939e-16,1.480961081118423,-0.170543645639642
0.697177879231003,3.141592653589793,1.0,0.0,-0.002,phi1_s0_g-0.002,gray_eigen,0.0,0.0,0.0,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,0.27,0.5686362358410126
0.697177879231003,3.141592653589793,1.0,0.0,0.0,phi1_s0_g0,gray_eigen,0.0,0.0,0.0,0.0,0.0,6.661338147750939e-16,4.440892098500626e-16,0.27,0.5686362358410126
0.697177879231003,3.141592653589793,1.0,0.0,0.002,phi1_s0_g0.002,gray_eigen,0.0,0.0,0.0,0.0,0.0,4.440892098500626e-16,4.440892098500626e-16,0.27,0.5686362358410126
0.697177879231003,3.141592653589793,1.0,0.001,-0.002,phi1_s0.001_g-0.002,gray_metastable,9.97788891238525e-08,0.00025268868652980614,0.00025460787580117156,-1.6792884730554292e-06,9.065275925807726e-08,6.661338147750939e-16,6.661338147750939e-16,0.019747501745118575,1.7044878391229263
0.697177879231003,3.141592653589793,1.0,0.001,0.0,phi1_s0.001_g0,gray_metastable,1.0884100194745338e-07,0.0019999999493810483,0.0019999999508482076,-0.00010043784123897612,1.817888721861159e-07,4.440892098500626e-16,4.440892098500626e-16,0.018000290680493084,1.7447204815680923
0.697177879231003,3.141592653589793,1.0,0.001,0.002,phi1_s0.001_g0.002,large_oscillation,-3.8698711491790046e-05,0.11763335455014548,0.11839423200760296,-0.006124200624736675,3.01003681232916e-05,4.440892098500626e-16,4.440892098500626e-16,0.5977021536297605,0.22351517932135267
0.697177879231003,3.141592653589793,1.0,0.01,-0.002,phi1_s0.01_g-0.002,gray_metastable,9.979832578195922e-07,0.002527380404202889,0.0025465758915311216,-1.6796217262748933e-05,9.06700788615173e-07,6.661338147750939e-16,6.661338147750939e-16,0.017474524279843546,1.757594638497937
0.697177879231003,3.141592653589793,1.0,0.01,0.0,phi1_s0.01_g0,gray_metastable,1.088410019472822e-06,0.019999999493782977,0.01999999950845272,-0.001004378412450546,1.8178887218250677e-06,6.661338147750939e-16,6.661338147750939e-16,2.9068049583210503e-06,5.5365841076745825
0.697177879231003,3.141592653589793,1.0,0.01,0.002,phi1_s0.01_g0.002,large_oscillation,-0.00022689876599024645,0.7633669604149826,0.7665692031121345,-0.039584349035662325,3.746807525880502e-05,6.661338147750939e-16,6.661338147750939e-16,1.2436313272562316,-0.09469165345088558
