phase_model,correction,delta_max,closure_global_abs,closure_pair_rms,closure_pair_max,transmission_leakage,reflection_rate,max_remaining_delta,rms_remaining_delta
mixed_smooth,quadratic,0.24,0.00014391819624239168,0.00024013909783481696,0.00047869663148748196,3.6031937186535355e-05,0.9999639680628135,0.02408362562976399,0.012005450208382437
mixed_smooth,cubic,0.24,3.3647135241707518e-06,3.67270403473442e-05,9.286689406000455e-05,8.418683656853461e-07,0.9999991581316344,0.004589178781199688,0.0018350682554518678
mixed_smooth,full,0.24,5.172508406773805e-18,7.315031540348366e-19,1.7241694689246018e-18,0.0,1.0,0.0,0.0
rippled_random_like,none,0.24,0.07777413521457657,0.002165895241239517,0.004766444602424256,0.0029514656523836787,0.9970485343476163,0.24,0.1088291258254813
rippled_random_like,constant,0.24,0.007172669711065103,0.0015057110533257777,0.00322574344413636,0.0014214154172152037,0.9985785845827848,0.16156989075597666,0.07544863545425465
rippled_random_like,linear,0.24,0.00380969680897095,0.0012365269604311256,0.002663536656044751,0.0009550846000707366,0.9990449153999293,0.13322433616601861,0.06183441672837184
rippled_random_like,affine,0.24,0.0038096161815324293,0.0012360483135091926,0.0026657140847495212,0.0009544114218138585,0.9990455885781863,0.1333338961865979,0.06181251718782013
rippled_random_like,quadratic,0.24,0.0035563307410883356,0.0011935889171300045,0.0024634124953517703,0.0008910429455148183,0.9991089570544852,0.12316153070537292,0.05972109198503205
rippled_random_like,cubic,0.24,0.0017783667860313394,0.0008446671939822569,0.001653574776715188,0.00044523051587328784,0.9995547694841268,0.08180519202330326,0.04220741693845567
rippled_random_like,full,0.24,5.172508406773805e-18,7.315031540348366e-19,1.7241694689246018e-18,0.0,1.0,0.0,0.0
linear,none,0.28,0.14026607982897996,0.0032579296207818926,0.005603167801901983,0.006676301303682873,0.9933236986963172,0.28,0.16374514775347426
linear,constant,0.28,0.009943921378045067,0.0016315923451902551,0.0027908059347946912,0.0016664594393431807,0.9983335405606568,0.13908707615855015,0.08168539830621774
linear,linear,0.28,1.7224229404325063e-18,8.07887970488604e-19,1.7224229404325063e-18,0.0,1.0,0.0,0.0
linear,affine,0.28,3.783665255185313e-17,1.2000592895106232e-18,2.1857483066057313e-18,5.029447285718674e-34,1.0,6.895525817007808e-17,4.485285848513414e-17
linear,quadratic,0.28,4.502620981729742e-17,1.332559062500741e-18,3.2295430133109495e-18,7.576119162808679e-34,1.0,1.6653345369377348e-16,5.5049501951638687e-17
linear,cubic,0.28,6.351434592844867e-17,2.053489898595189e-18,4.521360218635329e-18,2.1934044335761942e-33,1.0,2.220446049250313e-16,9.36675916969406e-17
linear,full,0.28,1.7224229404325063e-18,8.07887970488604e-19,1.7224229404325063e-18,0.0,1.0,0.0,0.0
quadratic_area,none,0.28,0.09470819885026045,0.0025560803790946767,0.005603167801901983,0.004096951506814332,0.9959030484931857,0.28,0.12825727000420897
quadratic_area,constant,0.28,0.01058042975481792,0.0017054961098852128,0.003714429879436214,0.0018176982844162713,0.9981823017155838,0.18424116638283178,0.08532393036664478
quadratic_area,linear,0.28,0.012053829624876087,0.0006396258848453972,0.0013695834984147975,0.0002553046012913746,0.9997446953987088,0.06760114681834453,0.031958972548030345
quadratic_area,affine,0.28,0.00045265913057721533,0.0004258007527576109,0.0009032623887666417,0.0001132300104707018,0.9998867699895293,0.044960045683848406,0.021282773320157523
quadratic_area,quadratic,0.28,1.1008378981406792e-17,1.0934116767580027e-18,2.1530286755406327e-18,3.6829691416233668e-34,1.0,1.1102230246251565e-16,3.8382126786426864e-17
quadratic_area,cubic,0.28,5.891051971920011e-17,1.679690658767608e-18,3.2864556399016843e-18,1.2854194976359446e-33,1.0,1.3877787807814457e-16,7.170549484205362e-17
quadratic_area,full,0.28,1.7224229404325063e-18,8.07887970488604e-19,1.7224229404325063e-18,0.0,1.0,0.0,0.0
cubic_high,none,0.28,0.07187201982011379,0.002184827286697709,0.005603167801901983,0.002988849027000572,0.9970111509729995,0.28,0.10954519405139308
cubic_high,constant,0.28,0.009723962372267747,0.0016393606561846113,0.004174211666500481,0.0016782094117080409,0.9983217905882921,0.20736047699178756,0.08199786117269606
cubic_high,linear,0.28,0.014788346502946838,0.0008745664166021023,0.0021898024948838715,0.00047678031708448524,0.9995232196829156,0.10821504097786638,0.04367868810374582
cubic_high,affine,0.28,0.0010696661830461272,0.0006552592266444614,0.0016257364169544296,0.000267777899324818,0.9997322221006751,0.0802696421466067,0.03273119879358137
cubic_high,quadratic,0.28,2.9509871166383184e-05,0.00010886262306635897,0.00025720339774055095,7.400148457267571e-06,0.9999925998515427,0.012808795419275787,0.005440658290891121
cubic_high,cubic,0.28,8.611200036917001e-18,9.95620273987326e-19,1.9257273904060775e-18,2.4281915618709447e-34,1.0,5.551115123125783e-17,3.116531124099963e-17
cubic_high,full,0.28,1.7224229404325063e-18,8.07887970488604e-19,1.7224229404325063e-18,0.0,1.0,0.0,0.0
quartic_edge,none,0.28,0.05814306792817941,0.001947444616646168,0.005603167801901983,0.002372674126468308,0.9976273258735318,0.28,0.09760263731907394
quartic_edge,constant,0.28,0.008768760163679943,0.0015583148036904194,0.004449385465522122,0.0015158200254417437,0.9984841799745583,0.22125025961095518,0.07794063648610086
quartic_edge,linear,0.28,0.015096162733033467,0.0009743614685878543,0.002735178657425908,0.0005914133075347956,0.9994085866924654,0.1353151933454421,0.04865222413744537
quartic_edge,affine,0.28,0.0015091440188288922,0.0007788801538947525,0.002166738742613944,0.00037800522381967096,0.9996219947761804,0.10707088386184957,0.03889154226634733
quartic_edge,quadratic,0.28,0.00012257794343653505,0.0002219357295021645,0.0005881456952578492,3.0717785339330396e-05,0.9999692822146607,0.029012193554729837,0.011084862456151845
quartic_edge,cubic,0.28,1.9028447747632839e-06,2.7618466485211166e-05,6.826341654758946e-05,4.7630952052048895e-07,0.9999995236904795,0.003401298142646712,0.0013803038817460306
quartic_edge,full,0.28,1.7224229404325063e-18,8.07887970488604e-19,1.7224229404325063e-18,0.0,1.0,0.0,0.0
alternating_linear,none,0.28,0.026419749590107493,0.0032579296207818926,0.005603167801901984,0.006676301303682873,0.9933236986963172,0.28,0.16374514775347426
alternating_linear,constant,0.28,0.02617150629530545,0.00325743714967205,0.00554725272600369,0.006674271551052778,0.9933257284489473,0.2772118145775325,0.1637200226228904
alternating_linear,linear,0.28,0.026232823735513677,0.0032564053774584096,0.005650018865108265,0.006670180976970032,0.99332981902303,0.2826441304989011,0.1636701794358852
alternating_linear,affine,0.28,0.026344785528728897,0.0032558892339030502,0.005700378008409914,0.006668134393125265,0.9933318656068748,0.28523364112146626,0.1636452327702634
alternating_linear,quadratic,0.28,0.026296124829982812,0.0032532822032651175,0.005927598754808789,0.006657903824437765,0.9933420961755624,0.29694231806154653,0.1635210040185675
alternating_linear,cubic,0.28,0.026234336292606835,0.0032496095650331254,0.006184412940374154,0.006643530333179918,0.9933564696668201,0.31022673763130026,0.16334647311079192
alternating_linear,full,0.28,1.7224229404325063e-18,8.07887970488604e-19,1.7224229404325063e-18,0.0,1.0,0.0,0.0
sinusoidal_loop,none,0.28,0.17436722589153578,0.003897346129933006,0.005516153926424889,0.009645438238334298,0.9903545617616657,0.28,0.19690433393185267
sinusoidal_loop,constant,0.28,0.007495145871571981,0.0017497562802891015,0.003556444169038986,0.0019182173612598131,0.9980817826387403,0.17632071789404066,0.0876488514612523
sinusoidal_loop,linear,0.28,0.046848670786398004,0.0025178659270378594,0.005177596780257967,0.003982235636736745,0.9960177643632633,0.25822615548888517,0.12635972019013433
sinusoidal_loop,affine,0.28,0.007627192288018025,0.0017478931547285847,0.003434444165661855,0.0019149654565426776,0.9980850345434573,0.17358880128362966,0.08757432665595684
sinusoidal_loop,quadratic,0.28,2.5083542198758876e-05,0.00010032082117595062,0.0002607883343852341,6.27962222867422e-06,0.9999937203777715,0.012862780346083048,0.005011847113207771
sinusoidal_loop,cubic,0.28,2.4916181683308897e-05,9.993414833785759e-05,0.00024121960980414607,6.236782295826983e-06,0.9999937632177043,0.012084099625066949,0.00499472203198669
sinusoidal_loop,full,0.28,1.7224229404325063e-18,8.07887970488604e-19,1.7224229404325063e-18,0.0,1.0,0.0,0.0
mixed_smooth,none,0.28,0.12262366768208167,0.002809956663446563,0.005603167801901983,0.004953842849980291,0.9950461571500197,0.28,0.14099748535271142
mixed_smooth,constant,0.28,0.0071552459226797,0.0013466281594127617,0.0031526559721295534,0.001132762855826741,0.9988672371441732,0.15612666924249952,0.06734752261836326
mixed_smooth,linear,0.28,0.0026019899290273163,0.0003497742780363523,0.0008260884549230776,7.626729098786291e-05,0.9999237327090121,0.040755056699446596,0.01746666653879256
mixed_smooth,affine,0.28,0.00027748168312426337,0.00033409227549709565,0.0009286568343858142,6.940059073646346e-05,0.9999305994092635,0.045818613448563555,0.016661962876313087
mixed_smooth,quadratic,0.28,0.00019579375604332475,0.00028017241249939453,0.0005582437547624941,4.904548129708677e-05,0.999950954518703,0.02811516384809578,0.014006699908088902
mixed_smooth,cubic,0.28,4.579421199281452e-06,4.285812565189527e-05,0.00010852625102677761,1.1461335105926954e-06,0.9999988538664895,0.005352683832920757,0.002141153385744636
mixed_smooth,full,0.28,1.7224229404325063e-18,8.07887970488604e-19,1.7224229404325063e-18,0.0,1.0,0.0,0.0
rippled_random_like,none,0.28,0.09050117904546819,0.00252227523573007,0.005543904297522992,0.004014594998041079,0.995985405001959,0.28,0.12699849174909572
rippled_random_like,constant,0.28,0.009746039806753946,0.001755277133446201,0.0037582759758819835,0.0019340165682786073,0.9980659834317214,0.18845823078327223,0.08802682202156613
rippled_random_like,linear,0.28,0.005151124155072719,0.0014424782556663272,0.0031058602686222193,0.0013002376930558884,0.9986997623069441,0.1554479498285693,0.07215817821081559
rippled_random_like,affine,0.28,0.005182349097548363,0.0014419040051292223,0.0031083944287142815,0.0012993058513792865,0.9987006941486207,0.15557581711547072,0.07213214939233455
rippled_random_like,quadratic,0.28,0.0048365718410143515,0.0013921384545710622,0.0028722268608363964,0.0012127738694171838,0.9987872261305828,0.14367011607814806,0.06968220997951553
rippled_random_like,cubic,0.28,0.0024200029591521345,0.0009856267994964648,0.0019320457317923833,0.0006061843954763541,0.9993938156045238,0.09543585716076125,0.049251861852931476
rippled_random_like,full,0.28,1.7224229404325063e-18,8.07887970488604e-19,1.7224229404325063e-18,0.0,1.0,0.0,0.0
linear,none,0.32,0.15981016086751537,0.003717150197925435,0.006390169054388334,0.008716314987378241,0.9912836850126218,0.32,0.18721206202896779
linear,constant,0.32,0.012964596454501617,0.0018638956152482213,0.0031908868616397613,0.0021763450101252944,0.9978236549898747,0.15903782743737277,0.09336356018689651
linear,linear,0.32,8.461071048979801e-17,2.202593376363685e-18,3.847557328374855e-18,2.3933649621898563e-33,1.0,1.6653345369377348e-16,9.784405883220209e-17
linear,affine,0.32,1.3847532011925695e-17,1.4606473651716682e-18,2.9254721937766114e-18,6.71465506441588e-34,1.0,1.1102230246251565e-16,5.182530294910346e-17
linear,quadratic,0.32,1.1680261122255794e-16,2.631817025142545e-18,4.1661671749802805e-18,3.703933716647277e-33,1.0,1.9125326322644298e-16,1.2171990332969013e-16
linear,cubic,0.32,2.875756245659503e-17,1.2390073884932504e-18,2.7544318679184394e-18,3.1625558161218235e-34,1.0,1.1102230246251565e-16,3.556715235225797e-17
linear,full,0.32,1.3765439573717849e-17,1.0324079680288387e-18,1.7206799467147311e-18,0.0,1.0,0.0,0.0
quadratic_area,none,0.32,0.1079586213713962,0.00291776968217449,0.006390169054388334,0.0053510031917422245,0.9946489968082578,0.32,0.14666315465450663
quadratic_area,constant,0.32,0.013796651089413147,0.001948690525328987,0.004244111451204768,0.0023745278113891,0.9976254721886109,0.2104738869714435,0.09754030704312754
quadratic_area,linear,0.32,0.013829739459947702,0.0007311369635340171,0.0015669091698630113,0.00033353547100945717,0.9996664645289906,0.07721036714234239,0.03652958481527255
quadratic_area,affine,0.32,0.0005911881312823783,0.00048667228054162856,0.0010334279597468304,0.00014790824272263692,0.9998520917572774,0.051409586071357254,0.02432478296390775
quadratic_area,quadratic,0.32,5.680761923371277e-17,1.807446198870752e-18,3.847557328374855e-18,1.3644323750056414e-33,1.0,1.6653345369377348e-16,7.38764475325023e-17
quadratic_area,cubic,0.32,3.7714503476385083e-17,1.4564497486056053e-18,3.4413598934294622e-18,6.80692937213989e-34,1.0,1.6653345369377348e-16,5.2180185404576284e-17
quadratic_area,full,0.32,1.3765439573717849e-17,1.0324079680288387e-18,1.7206799467147311e-18,0.0,1.0,0.0,0.0
cubic_high,none,0.32,0.08195410476902917,0.0024945270932968944,0.006390169054388335,0.003904506808068627,0.9960954931919315,0.32,0.1252774978630592
cubic_high,constant,0.32,0.012681789541523884,0.0018732088078027623,0.004767559347500241,0.002192625042916722,0.9978073749570833,0.23690061009209518,0.09374936195923048
cubic_high,linear,0.32,0.017025216847587607,0.0009998034884601498,0.0025046034368544625,0.0006229886029478055,0.9993770113970523,0.12360773939267383,0.0499315484671647
cubic_high,affine,0.32,0.0013969838912788243,0.0007490622043103916,0.001859767362446695,0.00034986216292015593,0.99965013783708,0.09167847248411476,0.03741421543740753
cubic_high,quadratic,0.32,3.851190895515173e-05,0.00012442982835829275,0.0002942683726589193,9.66666931363743e-06,0.9999903333306865,0.014646549654216086,0.006218276709073818
cubic_high,cubic,0.32,2.2357082845717586e-17,1.2604330008991898e-18,2.9254721937766114e-18,3.313259929750386e-34,1.0,1.1102230246251565e-16,3.6404724582121955e-17
cubic_high,full,0.32,1.3765439573717849e-17,1.0324079680288387e-18,1.7206799467147311e-18,0.0,1.0,0.0,0.0
quartic_edge,none,0.32,0.06631359534581206,0.002223754882509407,0.006390169054388334,0.003099925867109496,0.9969000741328905,0.32,0.11162644918306606
quartic_edge,constant,0.32,0.011437292559439776,0.001780601197430315,0.005080532299425279,0.0019806285805561118,0.998019371419444,0.2527809970837134,0.08911829107517645
quartic_edge,linear,0.32,0.01743034557791515,0.0011139458157200521,0.0031275259693178295,0.0007728658224713662,0.9992271341775286,0.15457238779967053,0.055622180386304364
quartic_edge,affine,0.32,0.001970894612134347,0.0008904688347407439,0.0024781919802010443,0.0004939502705817009,0.9995060497294184,0.12229770230334541,0.044460173489812134
quartic_edge,quadratic,0.32,0.00016003290868338662,0.00025371650355377243,0.0006729303672220429,4.013327927118971e-05,0.9999598667207288,0.03313216330273416,0.012670370655782581
quartic_edge,cubic,0.32,2.4846852102248703e-06,3.156782821428876e-05,7.809665032356481e-05,6.22192021179847e-07,0.9999993778079789,0.003889368701864817,0.0015775833795955568
quartic_edge,full,0.32,1.3765439573717849e-17,1.0324079680288387e-18,1.7206799467147311e-18,0.0,1.0,0.0,0.0
alternating_linear,none,0.32,0.03431720297355929,0.003717150197925435,0.006390169054388335,0.008716314987378241,0.9912836850126218,0.32,0.18721206202896779
alternating_linear,constant,0.32,0.034039461783011905,0.0037165912549782633,0.006326797065709789,0.008713664172349802,0.9912863358276501,0.3168199958919595,0.18718324522704288
alternating_linear,linear,0.32,0.03410734006532623,0.0037154004739714903,0.006442580929487982,0.008708302217479093,0.9912916977825209,0.3230330573694538,0.1871261472840743
alternating_linear,affine,0.32,0.03426437106587036,0.0037148049633450786,0.006499549800854752,0.008705619691073889,0.9912943803089264,0.32599465393993576,0.18709756927345247
alternating_linear,quadratic,0.32,0.03419753797196402,0.003711784644798602,0.006756321766389479,0.008692197402111992,0.991307802597888,0.3393806081800679,0.18695530543899364
alternating_linear,cubic,0.32,0.03411485321227567,0.0037075265212022897,0.007046114209932789,0.008673337106617015,0.9913266628933831,0.3545645002545986,0.18675546481919866
alternating_linear,full,0.32,1.3765439573717849e-17,1.0324079680288387e-18,1.7206799467147311e-18,0.0,1.0,0.0,0.0
sinusoidal_loop,none,0.32,0.19857211824352416,0.004439998469767285,0.00627708927218545,0.012577096100503046,0.9874229038994969,0.32,0.2250144203404436
sinusoidal_loop,constant,0.32,0.009771886921585928,0.0019985666783385375,0.004065347195229119,0.0025049056171910513,0.9974950943828091,0.20148385537545307,0.10017856748920567
sinusoidal_loop,linear,0.32,0.05400882323825157,0.0028742227089069688,0.005904691979985568,0.005199033523956968,0.9948009664760431,0.29492506857518264,0.14443216501877681
sinusoidal_loop,affine,0.32,0.00994627946110016,0.00199630871591873,0.00392377189277822,0.0025005020511666178,0.9974994979488334,0.1984966533620578,0.10009017459030535
sinusoidal_loop,quadratic,0.32,3.27556785256909e-05,0.0001146795035244249,0.000298551209104908,8.203837991818973e-06,0.9999917961620083,0.014697202426944762,0.005728486807431027
sinusoidal_loop,cubic,0.32,3.2534632369692334e-05,0.00011422276462280049,0.00027595943291791565,8.146855888186243e-06,0.9999918531441118,0.013818246785795987,0.005708557308294674
sinusoidal_loop,full,0.32,1.3765439573717849e-17,1.0324079680288387e-18,1.7206799467147311e-18,0.0,1.0,0.0,0.0
mixed_smooth,none,0.32,0.139772595306495,0.003207641257341686,0.006390169054388334,0.0064693045108839475,0.9935306954891161,0.32,0.1612081114273385
mixed_smooth,constant,0.32,0.009331575830543583,0.0015388162780826172,0.003604129414822941,0.0014798048548743258,0.9985201951451258,0.17836341068789258,0.07698786760264634
mixed_smooth,linear,0.32,0.002963395026238811,0.00039988381440649354,0.0009456870836600022,9.965052640988813e-05,0.99990034947359,0.04656983017815869,0.01996567516474528
mixed_smooth,affine,0.32,0.0003626432863757778,0.0003820934241777602,0.0010628269588613827,9.071213574990376e-05,0.9999092878642502,0.05234330019452521,0.019049418956578995
mixed_smooth,quadratic,0.32,0.0002555853925960433,0.0003202075843823164,0.0006377198934964536,6.406187216262522e-05,0.9999359381278374,0.032151696291339814,0.016008036788743903
mixed_smooth,cubic,0.32,5.980580702613074e-06,4.899206326136177e-05,0.0001242369730992087,1.497325613547058e-06,0.9999985026743865,0.006115807050081357,0.0024473064585206383
mixed_smooth,full,0.32,1.3765439573717849e-17,1.0324079680288387e-18,1.7206799467147311e-18,0.0,1.0,0.0,0.0
rippled_random_like,none,0.32,0.10311334863188808,0.002876321796369522,0.0063131525540771815,0.005239117887377429,0.9947608821126226,0.32,0.1451766849195662
rippled_random_like,constant,0.32,0.012704295668319692,0.0020041810525351263,0.004288321328032029,0.002524995646394518,0.9974750043536057,0.21533524181669567,0.10060595528429435
rippled_random_like,linear,0.32,0.0066956781917638765,0.0016482371425208836,0.003547134489342231,0.0016985305817615697,0.9983014694182384,0.17767707049469944,0.0824870387300347
rippled_random_like,affine,0.32,0.006763803414594662,0.0016475633139563844,0.003550021693301221,0.0016972934295693205,0.9983027065704309,0.17782323467743738,0.08245674000136657
rippled_random_like,quadratic,0.32,0.006310927091265593,0.0015904567663815523,0.0032800763369068837,0.0015839241637211415,0.9984160758362789,0.16417343843224733,0.07964545623680912
rippled_random_like,cubic,0.32,0.0031597902605960083,0.0011265995522371343,0.00221118937983402,0.0007919669990648109,0.9992080330009353,0.10906552578840453,0.0562991030968681
rippled_random_like,full,0.32,1.3765439573717849e-17,1.0324079680288387e-18,1.7206799467147311e-18,0.0,1.0,0.0,0.0
linear,none,0.36,0.1791458361161674,0.00417343687822568,0.007169880214951252,0.011024999119575704,0.9889750008804243,0.36,0.2106974603952125
linear,constant,0.36,0.016374387466532123,0.00209582949578429,0.0035908326988157834,0.002753996006662161,0.9972460039933381,0.1790086863343163,0.10504382674959996
linear,linear,0.36,5.2522966430338136e-17,1.5307817488126305e-18,2.7516473578276593e-18,1.0557081694649586e-33,1.0,1.1102230246251565e-16,6.498332615263576e-17
linear,affine,0.36,2.7480914607611754e-17,1.070938183336533e-18,2.027056503453622e-18,2.7041130384602696e-34,1.0,5.551115123125783e-17,3.2888375079716354e-17
linear,quadratic,0.36,1.6952796504253135e-16,3.737934187398411e-18,5.845029551220732e-18,8.329144200753316e-33,1.0,2.7755575615628914e-16,1.8252829041826164e-16
linear,cubic,0.36,5.343567273567759e-17,1.7589318565320567e-18,4.512218752259283e-18,1.4003008046356765e-33,1.0,2.220446049250313e-16,7.484118664574144e-17
linear,full,0.36,5.156821431153467e-18,8.764911035188334e-19,1.7189404770511556e-18,0.0,1.0,0.0,0.0
quadratic_area,none,0.36,0.12108479174115934,0.003277561387795003,0.007169880214951252,0.006771139631718288,0.9932288603682818,0.36,0.16508965075852847
quadratic_area,constant,0.36,0.017427672188275435,0.002191535870125377,0.0047724260933473825,0.0030055909885001795,0.9969944090114999,0.2366849449527996,0.10976333625705277
quadratic_area,linear,0.36,0.015627008704692108,0.0008226706369700977,0.00176459074453207,0.0004222241401291069,0.999577775859871,0.08680776130341283,0.041101421759016994
quadratic_area,affine,0.36,0.0007481506625407866,0.0005475503949091227,0.001163855267328488,0.00018721569466032177,0.9998127843053397,0.057865740402664866,0.02736717459889015
quadratic_area,quadratic,0.36,6.073475556613918e-17,1.5371475015290087e-18,2.4309489355578223e-18,1.0099639705528501e-33,1.0,1.1102230246251565e-16,6.355986062139691e-17
quadratic_area,cubic,0.36,2.1037665688941232e-17,1.0463014818699648e-18,2.027056503453622e-18,1.9307082193716275e-34,1.0,5.551115123125783e-17,2.778998538590208e-17
quadratic_area,full,0.36,5.156821431153467e-18,8.764911035188334e-19,1.7189404770511556e-18,0.0,1.0,0.0,0.0
cubic_high,none,0.36,0.09194992871675758,0.0028027498458164,0.007169880214951252,0.004941753823030649,0.9950582461769695,0.36,0.1410302988801113
cubic_high,constant,0.36,0.01602173690463075,0.0021066863395223633,0.005358562870710921,0.002775708598178871,0.9972242914018213,0.2664202334629513,0.10551005874837231
cubic_high,linear,0.36,0.019310019846276595,0.0011250789920868815,0.002819661244771174,0.00078877917451966,0.9992112208254804,0.1389840601608549,0.056187603242230204
cubic_high,affine,0.36,0.0017677765616908522,0.0008428982829394359,0.0020941441337922113,0.00044293070381064905,0.9995570692961894,0.10307297561162942,0.04209896874964594
cubic_high,quadratic,0.36,4.869544541444223e-05,0.00014000069568185003,0.00033141215938738085,1.2235837403336478e-05,0.9999877641625967,0.01648627022962978,0.006995985340731488
cubic_high,cubic,0.36,1.0495727795652518e-17,1.6187937601705038e-18,3.8436677559623014e-18,1.1569327077753535e-33,1.0,1.6653345369377348e-16,6.802742705042881e-17
cubic_high,full,0.36,5.156821431153467e-18,8.764911035188334e-19,1.7189404770511556e-18,0.0,1.0,0.0,0.0
quartic_edge,none,0.36,0.074418564043403,0.00249881165286324,0.007169880214951252,0.003923891104663798,0.9960761088953363,0.36,0.12567015706625417
quartic_edge,constant,0.36,0.014450985297023513,0.0020024888037981944,0.005708617141167252,0.002507521120526358,0.9974924788794737,0.2842927978122975,0.10030656964510015
quartic_edge,linear,0.36,0.019832028841707056,0.001253564411593725,0.003519821214791379,0.0009786483284195708,0.9990213516715805,0.1738114942955899,0.06259695656054616
quartic_edge,affine,0.36,0.0024938847811516005,0.0010021065618656966,0.00278989630907147,0.0006254353578198814,0.9993745646421802,0.13750754690493683,0.050031912279837505
quartic_edge,quadratic,0.36,0.0002024340822262243,0.0002855152436111076,0.0007578988528246727,5.080883589573332e-05,0.9999491911641044,0.037246086420279934,0.014256354098807869
quartic_edge,cubic,0.36,3.143674553346817e-06,3.551812509615838e-05,8.794989219016878e-05,7.875536082610787e-07,0.9999992124463918,0.004377977927791348,0.0017748849007651018
quartic_edge,full,0.36,5.156821431153467e-18,8.764911035188334e-19,1.7189404770511556e-18,0.0,1.0,0.0,0.0
alternating_linear,none,0.36,0.04318213448760386,0.00417343687822568,0.007169880214951251,0.011024999119575704,0.9889750008804243,0.36,0.2106974603952125
alternating_linear,constant,0.36,0.04287113695359747,0.004172813642819133,0.007099304201279898,0.011021646429068763,0.9889783535709313,0.3564297858158362,0.2106649263969234
alternating_linear,linear,0.36,0.04294610286204948,0.004171460143389518,0.007227466203747454,0.011014835218954246,0.9889851647810458,0.3634247372321561,0.21060054052343516
alternating_linear,affine,0.36,0.04315372031612884,0.004170783544740604,0.007290788458833329,0.011011427900059505,0.9889885720999405,0.36675894974859863,0.2105683144289986
alternating_linear,quadratic,0.36,0.043064503171982856,0.004167336104557708,0.007575865061899329,0.010994360085585178,0.9890056399144149,0.38182330573938644,0.21040794426565138
alternating_linear,cubic,0.36,0.04295710510507689,0.00416247162640896,0.007897073154584657,0.010970373213525137,0.989029626786475,0.39890708034343864,0.21018270080146892
alternating_linear,full,0.36,5.156821431153467e-18,8.764911035188334e-19,1.7189404770511556e-18,0.0,1.0,0.0,0.0
sinusoidal_loop,none,0.36,0.22250157575429602,0.004977171268085214,0.007027560013045574,0.015888141311344257,0.9841118586886559,0.36,0.25311977234513944
sinusoidal_loop,constant,0.36,0.012342553571876549,0.0022468640568653214,0.00457345573228924,0.003169451073463116,0.996830548926537,0.2266406668155639,0.11271036907690328
sinusoidal_loop,linear,0.36,0.061343719744538255,0.0032291185344219646,0.006625646203372125,0.006576530855059363,0.9934234691449408,0.33157712160272135,0.16250972624248788
sinusoidal_loop,affine,0.36,0.01256546439842902,0.002244177483400866,0.004411896615437487,0.0031636779879306532,0.9968363220120695,0.22343164170861507,0.11260724580408529
sinusoidal_loop,quadratic,0.36,4.144575336402763e-05,0.00012904498638482495,0.00033643924224893316,1.0385356695315059e-05,0.9999896146433048,0.016530858348202494,0.0064452898949978145
sinusoidal_loop,cubic,0.36,4.116316375204546e-05,0.00012851429840471002,0.00031076782190176365,1.0311929401331618e-05,0.9999896880705986,0.015554341144648032,0.006422463915196004
sinusoidal_loop,full,0.36,5.156821431153467e-18,8.764911035188334e-19,1.7189404770511556e-18,0.0,1.0,0.0,0.0
mixed_smooth,none,0.36,0.15676498879176778,0.0036034127573131743,0.007169880214951252,0.008185301114084931,0.9918146988859152,0.36,0.18143558230263832
mixed_smooth,constant,0.36,0.011789427609489764,0.001730808770554154,0.004055180372738744,0.0018731466076753506,0.9981268533923247,0.20058353757355415,0.08663291541287889
mixed_smooth,linear,0.36,0.0033216082230083164,0.00045002697710636773,0.001065665753338181,0.00012616552468011318,0.99987383447532,0.0523827892701485,0.022465616008439254
mixed_smooth,affine,0.36,0.000459236599789061,0.00043015987372421163,0.0011973512873847754,0.00011489109695368256,0.9998851089030464,0.05886286357416992,0.021438642181932158
mixed_smooth,quadratic,0.36,0.0003232645579068971,0.00036024422646307726,0.000717123671331189,8.108123018510715e-05,0.9999189187698149,0.03619321019653158,0.01800945705664331
mixed_smooth,cubic,0.36,7.567932063195196e-06,5.5128860470114904e-05,0.00013999887314574793,1.895475422649e-06,0.9999981045245774,0.006878550705094466,0.0027535271962183744
mixed_smooth,full,0.36,5.156821431153467e-18,8.764911035188334e-19,1.7189404770511556e-18,0.0,1.0,0.0,0.0
rippled_random_like,none,0.36,0.11559320652343363,0.0032276603721598835,0.007072948617977652,0.006623962507445284,0.9933760374925549,0.36,0.16336367533650786
rippled_random_like,constant,0.36,0.016042751697017743,0.002252324165381385,0.0048154968302594504,0.0031941347228719085,0.9968058652771282,0.2422009582143643,0.11318602464013834
rippled_random_like,linear,0.36,0.008442055731176344,0.00185374608976711,0.003987137062061214,0.0021499309996276,0.9978500690003724,0.19991166832300256,0.09282097936154203
rippled_random_like,affine,0.36,0.008552733699023358,0.001852968949149864,0.003990372912356057,0.0021483402309484356,0.9978516597690517,0.2000761102962571,0.09278626874839901
rippled_random_like,quadratic,0.36,0.007978100409976022,0.0017884982628619322,0.003686788008341328,0.002004440367628815,0.9979955596323713,0.18467148929415597,0.08961081457576259
rippled_random_like,cubic,0.36,0.003997414982029831,0.001267570845560443,0.0024909492652154994,0.001002588583342741,0.9989974114166573,0.12269420271522993,0.06334913130820541
rippled_random_like,full,0.36,5.156821431153467e-18,8.764911035188334e-19,1.7189404770511556e-18,0.0,1.0,0.0,0.0
linear,none,0.4,0.19824554521561713,0.004626333194136878,0.007941003572685349,0.013600709814428045,0.986399290185572,0.4,0.2342012758649816
