t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(45.54749628098898),np.float64(-12.329568801169579),np.float64(6.378591711452744e-15),np.float64(10.997796870441675),np.float64(1.9721522630525295e-31)
1,np.float64(45.54749628098896),np.float64(-12.329568801169547),np.float64(-7.105427357601002e-15),np.float64(14.749024525475908),np.float64(8.881784197001252e-16)
2,np.float64(45.54749628098902),np.float64(-12.329568801169584),np.float64(3.730349362740526e-14),np.float64(19.428136894854198),np.float64(8.881784197001252e-16)
3,np.float64(45.54749628098904),np.float64(-12.32956880116961),np.float64(5.240252676230739e-14),np.float64(19.716218771024817),np.float64(3.469446951953614e-16)
4,np.float64(45.54749628098904),np.float64(-12.329568801169623),np.float64(9.237055564881302e-14),np.float64(19.76524509724743),np.float64(8.881784197001252e-16)
5,np.float64(45.54749628098893),np.float64(-12.3295688011696),np.float64(-5.928590951498336e-14),np.float64(19.77456598515876),np.float64(1.1102230246251565e-16)
6,np.float64(45.54749628098898),np.float64(-12.329568801169614),np.float64(-6.039613253960852e-14),np.float64(19.775976863343338),np.float64(8.881784197001252e-16)
7,np.float64(45.547496280988966),np.float64(-12.32956880116955),np.float64(-9.14823772291129e-14),np.float64(19.77615103459103),np.float64(8.881784197001252e-16)
8,np.float64(45.547496280988966),np.float64(-12.329568801169525),np.float64(-8.526512829121202e-14),np.float64(19.776174075233282),np.float64(1.8388068845354155e-16)
9,np.float64(45.547496280988994),np.float64(-12.329568801169538),np.float64(-6.328271240363392e-14),np.float64(19.77617760569727),np.float64(1.7763568394002505e-15)
10,np.float64(45.54749628098902),np.float64(-12.329568801169552),np.float64(-1.509903313490213e-14),np.float64(19.776178092126415),np.float64(1.457167719820518e-16)
11,np.float64(45.547496280989066),np.float64(-12.329568801169566),np.float64(3.4638958368304884e-14),np.float64(19.7761782368388),np.float64(8.881784197001252e-16)
12,np.float64(45.54749628098904),np.float64(-12.329568801169577),np.float64(3.375077994860476e-14),np.float64(19.776178255513944),np.float64(8.881784197001252e-16)
13,np.float64(45.54749628098902),np.float64(-12.329568801169584),np.float64(5.573319583618286e-14),np.float64(19.776178257914793),np.float64(8.881784197001252e-16)
14,np.float64(45.54749628098894),np.float64(-12.329568801169572),np.float64(1.056932319443149e-13),np.float64(19.776178258073458),np.float64(8.881784197001252e-16)
15,np.float64(45.54749628098901),np.float64(-12.3295688011696),np.float64(1.056932319443149e-13),np.float64(19.776178258118872),np.float64(1.3877787807814457e-16)
16,np.float64(45.54749628098906),np.float64(-12.329568801169609),np.float64(9.725553695716371e-14),np.float64(19.776178258129267),np.float64(1.7763568394002505e-15)
17,np.float64(45.54749628098903),np.float64(-12.329568801169593),np.float64(7.749356711883593e-14),np.float64(19.776178258134006),np.float64(8.881784197001252e-16)
18,np.float64(45.54749628098908),np.float64(-12.329568801169668),np.float64(1.2079226507921703e-13),np.float64(19.776178258136476),np.float64(1.6306400674181987e-16)
19,np.float64(45.547496280989094),np.float64(-12.329568801169671),np.float64(1.8740564655672642e-13),np.float64(19.776178258137225),np.float64(1.7763568394002505e-15)
20,np.float64(45.547496280989094),np.float64(-12.329568801169643),np.float64(1.9584334154387761e-13),np.float64(19.776178258137623),np.float64(8.881784197001252e-16)
21,np.float64(45.547496280989066),np.float64(-12.329568801169653),np.float64(1.758593271006248e-13),np.float64(19.77617825813787),np.float64(8.881784197001252e-16)
22,np.float64(45.54749628098907),np.float64(-12.329568801169668),np.float64(1.7497114868092467e-13),np.float64(19.77617825813795),np.float64(8.881784197001252e-16)
23,np.float64(45.54749628098901),np.float64(-12.32956880116966),np.float64(1.7053025658242404e-13),np.float64(19.776178258137968),np.float64(8.881784197001252e-16)
24,np.float64(45.54749628098892),np.float64(-12.329568801169605),np.float64(2.460254222569347e-13),np.float64(19.776178258137953),np.float64(8.881784197001252e-16)
25,np.float64(45.54749628098892),np.float64(-12.329568801169593),np.float64(1.9895196601282805e-13),np.float64(19.776178258137964),np.float64(1.7763568394002505e-15)
26,np.float64(45.54749628098887),np.float64(-12.32956880116955),np.float64(1.9273471707492718e-13),np.float64(19.77617825813794),np.float64(8.881784197001252e-16)
27,np.float64(45.54749628098886),np.float64(-12.329568801169557),np.float64(1.8829382497642655e-13),np.float64(19.776178258137943),np.float64(8.881784197001252e-16)
