step,takagi_r1,takagi_r2,takagi_r3
0,0.5000000000002373,0.4999999999997625,2.1106362268430917e-09
1,0.5000000000002285,0.4999999999997713,1.5596599213584808e-09
2,0.5000000000002202,0.4999999999997797,3.2906902460637606e-09
3,0.5000000000002122,0.4999999999997877,4.489234151492902e-09
4,0.5000000000002045,0.49999999999979544,2.865870980781795e-09
5,0.5000000000001973,0.49999999999980277,3.972476919124921e-09
6,0.5000000000001903,0.49999999999980976,3.936831810940644e-09
7,0.5000000000001835,0.49999999999981637,2.7168028004841823e-09
8,0.5000000000001772,0.49999999999982275,2.5990271341185464e-09
9,0.5000000000001711,0.4999999999998288,1.5180820916062669e-09
10,0.5000000000001653,0.4999999999998346,2.6995132915463594e-09
11,0.5000000000001598,0.49999999999983996,4.24539840825541e-09
12,0.5000000000001544,0.4999999999998452,4.3711952299544526e-09
13,0.5000000000001495,0.4999999999998502,3.6452350382662534e-09
14,0.5000000000001448,0.49999999999985495,3.0438125345049674e-09
15,0.5000000000001403,0.4999999999998594,3.830515212663732e-09
16,0.500000000000136,0.49999999999986366,4.141166931415803e-09
17,0.500000000000132,0.4999999999998677,3.901571883702541e-09
18,0.5000000000001281,0.49999999999987144,2.389037574772615e-09
19,0.5000000000001246,0.49999999999987504,2.6663896018461338e-09
20,0.5000000000001211,0.49999999999987843,3.1916595580912595e-09
21,0.500000000000118,0.4999999999998816,2.9638933345936193e-09
22,0.500000000000115,0.49999999999988465,5.7358164594150444e-09
23,0.5000000000001122,0.4999999999998875,3.1560887338811864e-09
24,0.5000000000001096,0.4999999999998901,2.5992105231092404e-09
25,0.5000000000001072,0.49999999999989253,4.57298106841425e-09
26,0.5000000000001049,0.4999999999998948,4.812385802515258e-09
27,0.5000000000001029,0.49999999999989697,3.1378526075078497e-09
28,0.500000000000101,0.49999999999989886,5.061898502194336e-09
29,0.5000000000000993,0.4999999999999006,3.2312315204287206e-09
30,0.5000000000000976,0.49999999999990213,3.902101143784835e-09
31,0.5000000000000961,0.49999999999990363,3.382376871662033e-09
32,0.5000000000000949,0.4999999999999049,2.7131093072948307e-09
33,0.5000000000000938,0.499999999999906,3.0082179716539353e-09
34,0.5000000000000928,0.499999999999907,4.586641485013617e-09
35,0.5000000000000919,0.49999999999990785,3.5480523534854524e-09
36,0.5000000000000913,0.4999999999999086,1.4941420490090234e-09
37,0.5000000000000907,0.499999999999909,3.2267454578424668e-09
38,0.5000000000000904,0.4999999999999094,3.71084683933944e-09
39,0.50000000000009,0.4999999999999097,2.601018477797941e-09
40,0.5000000000000899,0.49999999999990974,3.273771043286529e-09
41,0.50000000000009,0.4999999999999097,3.288361768658916e-09
42,0.5000000000000902,0.4999999999999095,4.9293496899888684e-09
43,0.5000000000000905,0.4999999999999092,3.291169469736922e-09
44,0.5000000000000909,0.4999999999999087,1.380338422207021e-09
45,0.5000000000000915,0.499999999999908,3.126008749176262e-09
46,0.5000000000000923,0.4999999999999073,4.614151160322911e-09
47,0.500000000000093,0.49999999999990635,2.8948447248044146e-09
48,0.5000000000000941,0.4999999999999053,2.350002871105427e-09
49,0.5000000000000953,0.49999999999990413,3.524844180734724e-09
50,0.5000000000000966,0.4999999999999028,1.7017946737960078e-09
51,0.5000000000000981,0.49999999999990136,6.545603632285946e-10
52,0.5000000000000998,0.49999999999989975,3.339268980591657e-09
53,0.5000000000001016,0.49999999999989797,2.795393213516612e-09
54,0.5000000000001035,0.49999999999989597,4.575152850346885e-09
55,0.5000000000001057,0.49999999999989386,2.3991006672563234e-09
56,0.5000000000001079,0.49999999999989164,4.1446971164281315e-09
57,0.5000000000001104,0.4999999999998892,2.0953885003310564e-09
58,0.5000000000001129,0.4999999999998866,1.8272898426762563e-09
59,0.5000000000001157,0.49999999999988387,3.27288762095839e-09
60,0.5000000000001187,0.4999999999998809,5.933796636142447e-09
61,0.5000000000001218,0.49999999999987776,3.6778029798625134e-09
62,0.5000000000001251,0.4999999999998745,4.084539867759406e-09
63,0.5000000000001287,0.499999999999871,2.0928332920718997e-09
64,0.5000000000001323,0.49999999999986733,3.3388785764773528e-09
65,0.5000000000001361,0.49999999999986333,4.08977015375219e-09
66,0.5000000000001404,0.4999999999998594,4.38492762586502e-09
67,0.5000000000001447,0.49999999999985495,4.711592636450579e-09
