class_id,count,a2n,b2n,abn,edges
0,2,0.7878379424957871,0.21216205750421283,0.4088389889183661,"1-2,3-4"
1,2,0.0020149962490214847,0.9979850037509785,0.04484346149817066,"1-3,2-4"
2,2,0.7101633274346054,0.2898366725653946,-0.45368642893700806,"1-4,2-3"
