class_id,count,a2n,b2n,abn,edges
0,1,0.03372538370135591,0.966274616298644,-0.18052141755357512,1-2
1,1,0.6043555655257434,0.39564443447425646,0.4889886664778666,1-3
2,1,0.8982193014930409,0.10178069850695913,-0.3023596995606303,2-3
