step,max_abs_error_from_one_third,mean_abs_error_from_one_third
159,0.3333333333234934,0.22222222221566224
160,0.33333333332310805,0.2222222222154054
161,0.333333333322708,0.22222222221513865
162,0.33333333332229187,0.22222222221486132
163,0.3333333333218598,0.2222222222145732
164,0.33333333332141063,0.22222222221427382
165,0.33333333332094384,0.22222222221396257
166,0.33333333332045884,0.22222222221363927
167,0.3333333333199549,0.22222222221330332
168,0.3333333333194313,0.22222222221295418
169,0.3333333333188871,0.22222222221259136
170,0.33333333331832155,0.2222222222122144
171,0.3333333333177339,0.22222222221182264
172,0.3333333333171232,0.2222222222114155
173,0.3333333333164887,0.2222222222109925
174,0.33333333331582926,0.22222222221055285
175,0.3333333333151439,0.22222222221009594
176,0.33333333331443205,0.22222222220962143
177,0.333333333313692,0.22222222220912802
178,0.3333333333129232,0.2222222222086155
179,0.33333333331212395,0.22222222220808266
180,0.3333333333112939,0.22222222220752932
181,0.3333333333104311,0.2222222222069541
182,0.33333333330953485,0.22222222220635657
183,0.33333333330860304,0.22222222220573537
184,0.3333333333076347,0.2222222222050898
185,0.3333333333066288,0.22222222220441923
186,0.3333333333055836,0.22222222220372237
187,0.33333333330449716,0.22222222220299817
188,0.33333333330336823,0.22222222220224555
189,0.3333333333021953,0.22222222220146345
190,0.3333333333009762,0.22222222220065083
191,0.3333333332997096,0.22222222219980634
192,0.3333333332983933,0.22222222219892887
193,0.3333333332970255,0.2222222221980171
194,0.33333333329560433,0.22222222219706955
195,0.3333333332941271,0.2222222221960848
196,0.33333333329259224,0.22222222219506146
197,0.3333333332909972,0.22222222219399815
198,0.3333333332893399,0.2222222221928933
199,0.33333333328761755,0.22222222219174506
200,0.333333333285828,0.22222222219055202
201,0.3333333332839683,0.2222222221893122
202,0.3333333332820356,0.2222222221880239
203,0.3333333332800275,0.22222222218668508
204,0.3333333332779408,0.22222222218529386
205,0.33333333327577236,0.2222222221838482
206,0.33333333327351883,0.22222222218234589
207,0.33333333327117737,0.2222222221807848
208,0.33333333326874404,0.22222222217916268
209,0.3333333332662154,0.22222222217747697
210,0.3333333332635878,0.22222222217572526
211,0.3333333332608574,0.22222222217390505
212,0.33333333325802034,0.2222222221720136
213,0.33333333325507186,0.22222222217004792
214,0.3333333332520081,0.2222222221680055
215,0.3333333332488244,0.22222222216588294
216,0.33333333324551606,0.22222222216367737
217,0.33333333324207826,0.22222222216138557
218,0.33333333323850584,0.22222222215900392
219,0.3333333332347935,0.22222222215652898
220,0.33333333323093584,0.22222222215395723
221,0.33333333322692693,0.22222222215128462
222,0.3333333332227614,0.2222222221485076
223,0.333333333218433,0.22222222214562196
224,0.3333333332139347,0.22222222214262322
225,0.33333333320926056,0.22222222213950707
226,0.3333333332044032,0.22222222213626885
227,0.33333333319935593,0.2222222221329039
228,0.33333333319411096,0.22222222212940734
229,0.33333333318866076,0.2222222221257739
230,0.33333333318299696,0.22222222212199796
231,0.33333333317711156,0.22222222211807444
232,0.33333333317099584,0.22222222211399723
233,0.33333333316464064,0.2222222221097605
234,0.3333333331580367,0.2222222221053578
235,0.333333333151174,0.2222222221007827
236,0.33333333314404295,0.22222222209602868
237,0.3333333331366327,0.22222222209108847
238,0.3333333331289322,0.2222222220859548
239,0.3333333331209302,0.22222222208062017
240,0.333333333112615,0.2222222220750767
241,0.33333333310397445,0.22222222206931633
242,0.3333333330949954,0.2222222220633303
243,0.3333333330856651,0.22222222205711004
244,0.3333333330759692,0.22222222205064615
245,0.3333333330658939,0.2222222220439293
246,0.33333333305542406,0.2222222220369494
247,0.3333333330445445,0.22222222202969633
248,0.3333333330332389,0.22222222202215933
249,0.3333333330214908,0.2222222220143273
250,0.33333333300928286,0.2222222220061886
251,0.33333333299659684,0.22222222199773126
252,0.33333333298341433,0.22222222198894284
253,0.3333333329697156,0.22222222197981037
254,0.33333333295548057,0.2222222219703204
255,0.33333333294068834,0.22222222196045893
256,0.3333333329253172,0.22222222195021146
257,0.333333332909344,0.22222222193956273
258,0.33333333289274564,0.22222222192849705
259,0.33333333287549755,0.2222222219169984
260,0.3333333328575742,0.2222222219050495
261,0.333333332838949,0.22222222189263272
262,0.3333333328195949,0.22222222187972993
263,0.333333332799483,0.22222222186632204
264,0.3333333327785838,0.22222222185238918
265,0.3333333327568663,0.22222222183791085
266,0.3333333327342986,0.22222222182286577
267,0.3333333327108476,0.22222222180723175
268,0.33333333268647847,0.22222222179098564
269,0.33333333266115533,0.22222222177410358
270,0.33333333263484083,0.2222222217565606
271,0.3333333326074961,0.22222222173833076
272,0.33333333257908104,0.22222222171938733
273,0.33333333254955344,0.22222222169970232
274,0.3333333325188699,0.22222222167924657
275,0.33333333248698516,0.2222222216579902
276,0.33333333245385244,0.22222222163590163
277,0.33333333241942226,0.22222222161294822
278,0.33333333238364427,0.22222222158909619
279,0.33333333234646584,0.2222222215643105
280,0.33333333230783185,0.22222222153855456
281,0.33333333226768525,0.22222222151179025
282,0.33333333222596706,0.2222222214839781
283,0.33333333218261596,0.22222222145507733
284,0.33333333213756744,0.22222222142504502
285,0.3333333320907556,0.22222222139383704
286,0.33333333204211096,0.22222222136140732
287,0.3333333319915622,0.22222222132770808
288,0.33333333193903414,0.22222222129268943
289,0.33333333188445013,0.22222222125630017
290,0.33333333182772884,0.2222222212184859
291,0.33333333176878766,0.22222222117919177
292,0.33333333170753837,0.22222222113835896
293,0.3333333316438917,0.2222222210959278
294,0.3333333315777531,0.22222222105183542
295,0.3333333315090254,0.22222222100601696
296,0.33333333143760735,0.22222222095840496
297,0.3333333313633933,0.22222222090892893
298,0.33333333128627374,0.22222222085751586
299,0.33333333120613506,0.22222222080409004
300,0.3333333311228594,0.2222222207485729
301,0.33333333103632345,0.2222222206908823
302,0.33333333094639966,0.22222222063093322
303,0.33333333085295586,0.2222222205686372
304,0.33333333075585364,0.22222222050390247
305,0.33333333065495035,0.22222222043663353
306,0.33333333055009634,0.222222220366731
307,0.33333333044113816,0.22222222029409208
308,0.3333333303279141,0.2222222202186094
309,0.33333333021025763,0.22222222014017168
310,0.3333333300879951,0.22222222005866335
311,0.3333333299609462,0.2222222199739642
312,0.33333332982892355,0.22222221988594906
313,0.3333333296917325,0.22222221979448833
314,0.33333332954917044,0.222222219699447
315,0.33333332940102783,0.22222221960068514
316,0.3333333292470853,0.22222221949805684
317,0.3333333290871164,0.22222221939141096
318,0.3333333289208851,0.22222221928059002
319,0.3333333287481462,0.22222221916543075
320,0.33333332856864445,0.22222221904576298
321,0.33333332838211605,0.2222222189214107
322,0.33333332818828515,0.22222221879219015
323,0.33333332798686616,0.22222221865791073
324,0.33333332777756186,0.22222221851837462
325,0.33333332756006395,0.22222221837337597
326,0.3333333273340512,0.22222221822270083
327,0.33333332709919056,0.22222221806612708
328,0.3333333268551357,0.2222222179034238
329,0.3333333266015262,0.2222222177343509
330,0.33333332633798884,0.22222221755865923
331,0.3333333260641342,0.2222222173760895
332,0.33333332577955876,0.2222222171863725
333,0.33333332548384254,0.2222222169892284
334,0.3333333251765498,0.22222221678436652
335,0.33333332485722705,0.22222221657148475
336,0.3333333245254033,0.22222221635026887
337,0.3333333241805895,0.22222221612039303
338,0.33333332382227665,0.22222221588151783
339,0.3333333234499366,0.22222221563329111
340,0.3333333230630203,0.2222222153753469
341,0.3333333226609568,0.22222221510730455
342,0.3333333222431533,0.22222221482876883
343,0.33333332180899344,0.22222221453932903
344,0.33333332135783744,0.22222221423855829
345,0.3333333208890192,0.22222221392601274
346,0.33333332040184765,0.22222221360123182
347,0.3333333198956043,0.22222221326373623
348,0.33333331936954225,0.22222221291302816
349,0.333333318822886,0.22222221254859073
350,0.33333331825482937,0.22222221216988625
351,0.3333333176645342,0.22222221177635623
352,0.3333333170511302,0.22222221136742015
353,0.33333331641371255,0.22222221094247505
354,0.33333331575134095,0.22222221050089397
355,0.333333315063039,0.22222221004202602
356,0.3333333143477913,0.22222220956519415
357,0.3333333136045429,0.22222220906969525
358,0.33333331283219775,0.22222220855479854
359,0.33333331202961675,0.22222220801974454
360,0.3333333111956162,0.22222220746374421
361,0.33333331032896624,0.22222220688597752
362,0.33333330942838835,0.22222220628559222
363,0.33333330849255455,0.22222220566170306
364,0.33333330752008467,0.22222220501338982
365,0.3333333065095444,0.22222220433969633
366,0.33333330545944345,0.222222203639629
367,0.333333304368233,0.22222220291215533
368,0.33333330323430366,0.22222220215620245
369,0.33333330205598305,0.2222222013706554
370,0.3333333008315334,0.22222220055435563
371,0.333333299559149,0.22222219970609935
372,0.33333329823695307,0.22222219882463543
373,0.33333329686299557,0.2222221979086638
374,0.33333329543525053,0.22222219695683373
375,0.33333329395161154,0.22222219596774107
376,0.33333329240989107,0.22222219493992737
377,0.333333290807815,0.22222219387187667
378,0.3333332891430208,0.22222219276201394
379,0.33333328741305307,0.22222219160870205
380,0.3333332856153602,0.22222219041024013
381,0.3333332837472911,0.22222218916486072
382,0.3333332818060903,0.2222221878707269
383,0.33333327978889543,0.22222218652593032
384,0.33333327769273147,0.22222218512848765
385,0.3333332755145064,0.22222218367633761
386,0.3333332732510077,0.22222218216733847
387,0.33333327089889736,0.22222218059926488
388,0.3333332684547064,0.2222221789698043
389,0.3333332659148299,0.22222217727655322
390,0.33333326327552193,0.22222217551701462
391,0.3333332605328901,0.22222217368859343
392,0.3333332576828892,0.22222217178859283
393,0.33333325472131636,0.22222216981421092
394,0.33333325164380345,0.22222216776253564
395,0.3333332484458117,0.2222221656305412
396,0.3333332451226243,0.22222216341508297
397,0.33333324166934086,0.22222216111289386
398,0.33333323808086746,0.22222215872057827
399,0.3333332343519119,0.22222215623460806
400,0.33333323047697516,0.2222221536513168
401,0.33333322645034175,0.22222215096689454
402,0.333333222266073,0.22222214817738203
403,0.3333332179179983,0.2222221452786656
404,0.3333332133997046,0.22222214226646977
405,0.33333320870452793,0.22222213913635194
406,0.33333320382554404,0.22222213588369613
407,0.3333331987555573,0.2222221325037049
408,0.33333319348708973,0.22222212899139326
409,0.33333318801237183,0.22222212534158126
410,0.33333318232332865,0.22222212154888576
411,0.3333331764115703,0.2222221176077136
412,0.33333317026837783,0.222222113512252
413,0.3333331638846911,0.22222210925646071
414,0.3333331572510944,0.222222104834063
415,0.3333331503578053,0.22222210023853695
416,0.33333314319465673,0.22222209546310454
417,0.3333331357510842,0.22222209050072284
418,0.33333312801611004,0.22222208534407337
419,0.33333311997832593,0.22222207998555063
420,0.33333311162587775,0.22222207441725184
421,0.3333331029464468,0.22222206863096453
422,0.33333309392723254,0.22222206261815516
423,0.33333308455493293,0.2222220563699553
424,0.3333330748157253,0.22222204987715033
425,0.33333306469524643,0.22222204313016422
426,0.33333305417856907,0.22222203611904612
427,0.33333304325018404,0.2222220288334561
428,0.33333303189397284,0.2222220212626486
429,0.33333302009318766,0.22222201339545844
430,0.33333300783042363,0.2222220052202825
431,0.3333329950875955,0.22222199672506368
432,0.33333298184590965,0.22222198789727307
433,0.3333329680858366,0.22222197872389113
434,0.3333329537870825,0.22222196919138834
435,0.33333293892855903,0.22222195928570607
436,0.3333329234883522,0.2222219489922348
437,0.33333290744369015,0.22222193829579343
438,0.33333289077090983,0.22222192718060654
439,0.33333287344542145,0.22222191563028101
440,0.33333285544167257,0.22222190362778171
441,0.3333328367331109,0.22222189115540733
442,0.33333281729214387,0.2222218781947626
443,0.3333327970900998,0.2222218647267332
444,0.3333327760971833,0.22222185073145553
445,0.33333275428243375,0.2222218361882892
446,0.33333273161367755,0.22222182107578506
447,0.3333327080574821,0.22222180537165478
448,0.3333326835791059,0.2222217890527373
449,0.3333326581424471,0.22222177209496477
450,0.3333326317099907,0.22222175447332715
451,0.33333260424275357,0.22222173616183571
452,0.33333257570022545,0.22222171713348363
453,0.33333254604031104,0.22222169736020733
454,0.3333325152192663,0.22222167681284422
455,0.33333248319163594,0.2222216554610906
456,0.33333244991018357,0.2222216332734557
457,0.33333241532582497,0.22222161021721668
458,0.3333323793875536,0.2222215862583691
459,0.33333234204236645,0.22222156136157767
460,0.33333230323518515,0.22222153549012344
461,0.3333322629087756,0.2222215086058504
462,0.3333322210036628,0.22222148066910852
463,0.3333321774580432,0.22222145163869556
464,0.33333213220769464,0.2222214214717965
465,0.33333208518587976,0.22222139012391984
466,0.33333203632324915,0.2222213575488328
467,0.33333198554773813,0.2222213236984921
468,0.33333193278446127,0.2222212885229742
469,0.33333187795560076,0.22222125197040055
470,0.33333182098029346,0.22222121398686231
471,0.3333317617745098,0.2222211745163399
472,0.33333170025093095,0.22222113350062064
473,0.3333316363188191,0.22222109087921274
474,0.33333156988388546,0.22222104658925698
475,0.33333150084814855,0.22222100056543237
476,0.3333314291097922,0.22222095273986145
477,0.33333135456301366,0.22222090304200912
478,0.3333312770978688,0.2222208513985792
479,0.3333311966001088,0.22222079773340583
480,0.3333311129510125,0.22222074196734165
481,0.333331026027211,0.22222068401814066
482,0.33333093570050576,0.22222062380033716
483,0.3333308418376797,0.22222056122511982
484,0.3333307443002999,0.22222049620019999
485,0.33333064294451475,0.2222204286296766
486,0.33333053762084114,0.22222035841389406
487,0.3333304281739428,0.2222202854492952
488,0.3333303144424042,0.2222202096282695
489,0.3333301962584891,0.2222201308389927
490,0.33333007344789545,0.22222004896526368
491,0.33332994582949754,0.22221996388633172
492,0.33332981321507876,0.2222198754767192
493,0.3333296754090544,0.22221978360603636
494,0.3333295322081828,0.22221968813878853
495,0.3333293834012658,0.22221958893417723
496,0.3333292287688372,0.22221948584589146
497,0.33332906808283913,0.22221937872189282
498,0.33332890110628594,0.22221926740419065
499,0.33332872759291376,0.2222191517286092
500,0.33332854728681877,0.22221903152454595
501,0.33332835992207893,0.2222189066147192
502,0.3333281652223603,0.22221877681490695
503,0.3333279629005136,0.22221864193367571
504,0.333327752658146,0.22221850177209737
505,0.33332753418518424,0.2222183561234562
506,0.333327307159416,0.22221820477294396
507,0.33332707124601496,0.22221804749734334
508,0.333326826097047,0.222217884064698
509,0.3333265713509566,0.22221771423397116
510,0.3333263066320351,0.2222175377546902
511,0.3333260315498645,0.2222173543665765
512,0.33332574569874346,0.22221716379916234
513,0.333325448657087,0.2222169657713913
514,0.3333251399868073,0.22221675999120485
515,0.3333248192326653,0.22221654615511022
516,0.3333244859216005,0.22221632394773358
517,0.3333241395620328,0.22221609304135526
518,0.33332377964313814,0.22221585309542546
519,0.33332340563409424,0.22221560375606278
520,0.33332301698329786,0.22221534465553194
521,0.3333226131175523,0.22221507541170152
522,0.3333221934412202,0.22221479562748025
523,0.3333217573353476,0.22221450489023176
524,0.33332130415674854,0.22221420277116566
525,0.3333208332370575,0.22221388882470502
526,0.3333203438817445,0.22221356258782957
527,0.3333198353690891,0.22221322357939277
528,0.3333193069491175,0.22221287129941167
529,0.3333187578424954,0.22221250522833033
530,0.3333181872393795,0.22221212482625305
531,0.3333175942982227,0.22221172953214843
532,0.333316978144532,0.22221131876302144
533,0.3333163378695807,0.2222108919130538
534,0.3333156725290664,0.22221044835271098
535,0.33331498114171976,0.22220998742781317
536,0.33331426268785586,0.2222095084585706
537,0.3333135161078714,0.22220901073858093
538,0.33331274030068153,0.22220849353378777
539,0.33331193412209625,0.2222079560813975
540,0.33331109638313217,0.22220739758875477
541,0.3333102258482596,0.2222068172321731
542,0.33330932123358076,0.22220621415572048
543,0.33330838120493467,0.22220558746995653
544,0.3333074043759313,0.22220493625062088
545,0.3333063893059057,0.2222042595372705
546,0.3333053344977937,0.22220355633186248
547,0.33330423839592355,0.2222028255972824
548,0.3333030993837225,0.22220206625581498
549,0.33330191578133145,0.22220127718755434
550,0.3333006858431282,0.22220045722875215
551,0.3332994077551528,0.22219960517010187
552,0.33329807963243185,0.22219871975495456
553,0.33329669951619934,0.22219779967746625
554,0.3332952653710067,0.22219684358067116
555,0.33329377508172187,0.2221958500544812
556,0.3332922264504086,0.2221948176336058
557,0.3332906171930866,0.22219374479539108
558,0.33328894493636135,0.22219262995757427
559,0.3332872072139246,0.22219147147594973
560,0.3332854014629165,0.22219026764194436
561,0.33328352502014635,0.22218901668009763
562,0.3332815751181649,0.22218771674544327
563,0.33327954888118183,0.22218636592078797
564,0.33327744332082554,0.22218496221388365
565,0.3332752553317346,0.22218350355448976
566,0.3332729816869794,0.22218198779131967
567,0.33327061903330196,0.222180412688868
568,0.3332681638861699,0.22217877592411328
569,0.33326561262463894,0.22217707508309262
570,0.3332629614860111,0.2221753076573407
571,0.33326020656028593,0.22217347104019058
572,0.33325734378439403,0.22217156252292938
573,0.33325436893620436,0.22216957929080294
574,0.33325127762829776,0.22216751841886517
575,0.33324806530149553,0.22216537686766366
576,0.3332447272181362,0.2221631514787575
577,0.3332412584550878,0.22216083897005853
578,0.3332376538964866,0.22215843593099105
579,0.3332339082261932,0.22215593881746218
580,0.33323001591995144,0.22215334394663433
581,0.3332259712372406,0.2221506474914938
582,0.3332217682128101,0.22214784547520675
583,0.33321740064788086,0.22214493376525393
584,0.33321286210100376,0.2221419080673359
585,0.33320814587855924,0.22213876391903953
586,0.33320324502488563,0.22213549668325713
587,0.33319815231202005,0.22213210154134677
588,0.33319286022903977,0.22212857348602655
589,0.3331873609709829,0.22212490731398862
590,0.3331816464273392,0.22212109761822618
591,0.33317570817008796,0.22211713878005868
592,0.33316953744126737,0.22211302496084503
593,0.3331631251400595,0.22210875009337297
594,0.33315646180936603,0.22210430787291077
595,0.33314953762186333,0.22209969174790897
596,0.3331423423655069,0.22209489491033793
597,0.3331348654284714,0.2220899102856476
598,0.33312709578349925,0.2220847305223328
599,0.3331190219716388,0.22207934798109255
600,0.3331106320853434,0.22207375472356228
601,0.33310191375091,0.22206794250060677
602,0.3330928541102311,0.2220619027401541
603,0.33308343980183036,0.22205562653455355
604,0.3330736569411573,0.2220491046274383
605,0.33306349110011196,0.22204232740007468
606,0.33305292728576286,0.22203528485717527
607,0.3330419499182389,0.22202796661215926
608,0.33303054280774974,0.2220203618718332
609,0.33301868913071064,0.22201245942047385
610,0.33300637140493067,0.2220042476032871
611,0.33299357146382974,0.2219957143092198
612,0.3329802704296476,0.22198684695309837
613,0.3329664486856032,0.2219776324570689
614,0.33295208584696395,0.22196805723130922
615,0.332937160730983,0.22195810715398867
616,0.3329216513256602,0.22194776755044013
617,0.33290553475727974,0.2219370231715199
618,0.33288878725667564,0.22192585817111712
619,0.3328713841241809,0.22191425608278728
620,0.33285329969319927,0.22190219979546622
621,0.3328345072923561,0.22188967152823738
622,0.332814979206165,0.22187665280410998
623,0.33279468663415396,0.22186312442276934
624,0.3327735996483962,0.2218490664322641
625,0.3327516871493729,0.221834458099582
626,0.3327289168201142,0.2218192778800762
627,0.3327052550785396,0.2218035033856931
628,0.33268066702793864,0.22178711135195905
629,0.33265511640550977,0.22177007760367315
630,0.33262856552888675,0.2217523770192579
631,0.33260097524057225,0.22173398349371487
632,0.33257230485019695,0.22171486990013137
633,0.3325425120745194,0.22169500804967956
634,0.33251155297507645,0.22167436865005105
635,0.3324793818933971,0.2216529212622648
636,0.3324459513836786,0.22163063425578575
637,0.33241121214282887,0.22160747476188594
638,0.3323751129377732,0.22158340862518214
639,0.33233760052991684,0.22155840035327787
640,0.3322986195966502,0.22153241306443353
641,0.332258112649787,0.22150540843319141
642,0.3322160199508092,0.22147734663387278
643,0.3321722794227976,0.22144818628186505
644,0.3321268265589204,0.2214178843726136
645,0.33207959432733836,0.22138639621822556
646,0.33203051307239634,0.2213536753815976
647,0.33197951041194707,0.22131967360796476
648,0.33192651113066457,0.22128434075377643
649,0.33187143706918265,0.22124762471278844
650,0.3318142070089041,0.22120947133926946
651,0.3317547365523057,0.22116982436820376
652,0.33169293799856464,0.2211286253323765
653,0.3316287202143295,0.2210858134762197
654,0.3315619884994367,0.22104132566629117
655,0.3314926444473879,0.22099509629825861
656,0.3314205858003743,0.22094705720024957
657,0.33134570629864196,0.220897137532428
658,0.3312678955239765,0.220845263682651
659,0.3311870387370801,0.2207913591580534
660,0.33110301670860126,0.22073534447240087
661,0.33101570554357496,0.22067713702904998
662,0.33092497649901575,0.22061665099934383
663,0.33083069579439994,0.22055379719626664
664,0.33073272441476104,0.220488482943174
665,0.33063091790611554,0.22042061193741036
666,0.3305251261629211,0.2203500841086141
667,0.3304151932072604,0.22027679547150691
668,0.3303009569594355,0.220200637972957
669,0.3301822489996384,0.2201214993330923
670,0.3300588943203594,0.2200392628802396
671,0.3299307110691766,0.21995380737945106
672,0.3297975102815612,0.21986500685437413
673,0.32965909560331386,0.21977273040220924
674,0.3295152630022437,0.21967684200149584
675,0.32936580046867675,0.21957720031245112
676,0.32921048770437206,0.21947365846958145
677,0.32904909579941066,0.2193660638662738
678,0.3288813868966002,0.21925425793106681
679,0.32870711384293083,0.21913807589528722
680,0.3285260198275969,0.21901734655173125
681,0.3283378380060834,0.2188918920040556
682,0.32814229110980153,0.21876152740653435
683,0.3279390910407407,0.21862606069382715
684,0.327727938450585,0.21848529230039007
685,0.32750852230372807,0.21833901486915205
686,0.3272805194236013,0.21818701294906753
687,0.3270435940217134,0.21802906268114228
688,0.32679739720878304,0.21786493147252214
689,0.3265415664873283,0.21769437765821886
690,0.32627572522505593,0.21751715015003725
691,0.3259994821083872,0.21733298807225818
692,0.32571243057542903,0.21714162038361928
693,0.3254141482276882,0.2169427654851255
694,0.3251041962198166,0.2167361308132111
695,0.32478211862665085,0.21652141241776723
696,0.32444744178680657,0.21629829452453775
697,0.32409967362207154,0.21606644908138103
