step,takagi_r1,takagi_r2,takagi_r3,takagi_r4
41,0.4999999999999999,0.3535533905954994,0.3535533905910478,3.5571523231462053e-09
42,0.49999999999999994,0.3535533905956715,0.3535533905908757,4.193463542929724e-09
43,0.4999999999999999,0.3535533905958567,0.3535533905906903,5.60679622598865e-09
44,0.49999999999999994,0.3535533905960565,0.3535533905904908,3.287040495264068e-09
45,0.49999999999999983,0.3535533905962714,0.3535533905902758,2.0347102399885917e-09
46,0.49999999999999983,0.35355339059650287,0.35355339059004426,4.0300645323095674e-09
47,0.49999999999999983,0.3535533905967521,0.3535533905897949,4.4201437116653265e-09
48,0.4999999999999998,0.3535533905970206,0.3535533905895264,5.848940632179818e-09
49,0.49999999999999983,0.3535533905973099,0.35355339058923735,2.5535438201664584e-09
50,0.49999999999999983,0.3535533905976213,0.3535533905889259,2.1006617049296844e-09
51,0.4999999999999998,0.3535533905979569,0.3535533905885905,4.39522870017564e-09
52,0.4999999999999998,0.35355339059831814,0.3535533905882292,3.702701330812651e-09
53,0.49999999999999983,0.35355339059870733,0.3535533905878402,4.238709728207605e-09
54,0.49999999999999983,0.35355339059912644,0.3535533905874211,2.9143368555574695e-09
55,0.4999999999999999,0.35355339059957785,0.35355339058696966,2.973827656921852e-09
56,0.4999999999999999,0.3535533906000641,0.3535533905864835,1.7560774527863689e-09
57,0.49999999999999983,0.35355339060058777,0.3535533905859598,2.5507832511355117e-09
58,0.4999999999999999,0.3535533906011518,0.3535533905853959,2.861354486797603e-09
59,0.49999999999999983,0.3535533906017592,0.3535533905847883,1.8072940077195995e-09
60,0.49999999999999983,0.35355339060241364,0.35355339058413404,2.6095177646852563e-09
61,0.49999999999999994,0.3535533906031184,0.3535533905834293,4.200683889728563e-09
62,0.49999999999999994,0.35355339060387736,0.35355339058267005,2.47849048224939e-09
63,0.49999999999999994,0.353553390604695,0.3535533905818524,4.821404511675193e-09
64,0.49999999999999994,0.35355339060557556,0.3535533905809718,4.435842537666608e-09
65,0.4999999999999999,0.3535533906065241,0.3535533905800232,1.6505672301968542e-09
66,0.4999999999999999,0.35355339060754565,0.3535533905790015,3.5828829389966707e-09
67,0.4999999999999999,0.35355339060864605,0.353553390577901,2.910455569229487e-09
68,0.49999999999999994,0.35355339060983126,0.35355339057671575,4.5332939611100996e-09
69,0.49999999999999994,0.3535533906111079,0.3535533905754392,3.4713646138491584e-09
70,0.4999999999999999,0.3535533906124829,0.3535533905740641,2.826523508448035e-09
71,0.49999999999999983,0.3535533906139639,0.353553390572583,3.0495635704854574e-09
72,0.49999999999999983,0.3535533906155592,0.3535533905709878,5.612307791763522e-09
73,0.49999999999999983,0.3535533906172775,0.3535533905692696,6.186476451225385e-09
74,0.49999999999999983,0.3535533906191282,0.3535533905674189,3.556878785363383e-09
75,0.4999999999999998,0.3535533906211216,0.35355339056542556,3.085120365143493e-09
76,0.49999999999999983,0.3535533906232688,0.35355339056327856,3.6676469631102975e-09
77,0.4999999999999999,0.3535533906255814,0.3535533905609661,1.751809563182719e-09
78,0.49999999999999994,0.35355339062807234,0.35355339055847523,4.799801995349292e-09
79,0.4999999999999999,0.3535533906307553,0.35355339055579244,4.2738833745242615e-09
80,0.4999999999999999,0.35355339063364505,0.35355339055290264,3.63720624778728e-09
81,0.4999999999999999,0.3535533906367576,0.3535533905497901,2.9165870508099464e-09
82,0.49999999999999983,0.35355339064011015,0.35355339054643753,2.7595047026638567e-09
83,0.49999999999999994,0.3535533906437212,0.35355339054282653,3.1842044297586547e-09
84,0.4999999999999999,0.35355339064761054,0.35355339053893714,3.0077841102967345e-09
85,0.4999999999999999,0.3535533906517998,0.3535533905347478,5.884737986283249e-09
86,0.49999999999999994,0.353553390656312,0.35355339053023555,4.034201965888757e-09
87,0.49999999999999994,0.3535533906611722,0.35355339052537527,4.81901318449589e-09
88,0.4999999999999999,0.353553390666407,0.35355339052014034,5.1090985264144714e-09
89,0.4999999999999998,0.3535533906720454,0.3535533905145018,5.61381197516695e-09
90,0.4999999999999999,0.3535533906781186,0.35355339050842866,1.9421011989629803e-09
91,0.4999999999999999,0.3535533906846599,0.3535533905018872,2.9639137017378654e-09
92,0.4999999999999999,0.3535533906917056,0.3535533904948414,5.539053168016914e-09
93,0.49999999999999994,0.35355339069929453,0.35355339048725243,4.225148007313026e-09
94,0.4999999999999999,0.35355339070746855,0.3535533904790783,2.673065289485768e-09
95,0.49999999999999994,0.3535533907162729,0.3535533904702741,4.521208531771286e-09
96,0.49999999999999983,0.35355339072575587,0.35355339046079104,2.901426904315172e-09
97,0.49999999999999983,0.35355339073597003,0.3535533904505769,2.991039368879537e-09
98,0.49999999999999994,0.3535533907469718,0.3535533904395753,2.3234175055005636e-09
99,0.4999999999999999,0.3535533907588217,0.35355339042772543,3.5181195925990287e-09
100,0.4999999999999999,0.35355339077158526,0.35355339041496203,5.688147592267959e-09
101,0.4999999999999999,0.3535533907853328,0.3535533904012145,2.345064204581622e-09
102,0.49999999999999983,0.35355339080014037,0.35355339038640715,4.86040343826522e-09
103,0.4999999999999999,0.3535533908160895,0.3535533903704582,3.060616970462274e-09
104,0.49999999999999983,0.35355339083326826,0.3535533903532795,1.2560845623007476e-09
105,0.49999999999999983,0.35355339085177145,0.35355339033477623,2.9828260032998502e-09
106,0.4999999999999999,0.3535533908717012,0.35355339031484656,1.382974196762738e-09
107,0.49999999999999983,0.35355339089316745,0.35355339029338034,1.9139034196986198e-09
108,0.4999999999999999,0.3535533909162888,0.35355339027025906,2.752810298566538e-09
109,0.49999999999999983,0.35355339094119265,0.35355339024535515,2.3632998676678374e-09
110,0.4999999999999999,0.3535533909680166,0.3535533902185312,3.770798057836875e-09
111,0.4999999999999999,0.3535533909969086,0.3535533901896391,3.569034655471354e-09
112,0.4999999999999999,0.35355339102802813,0.3535533901585195,2.789953642591553e-09
113,0.4999999999999999,0.3535533910615469,0.3535533901250007,5.395817892933303e-09
114,0.49999999999999994,0.3535533910976499,0.3535533900888976,1.9151069768520933e-09
115,0.4999999999999999,0.3535533911365364,0.353553390050011,5.019146766981031e-09
116,0.4999999999999999,0.35355339117842094,0.35355339000812624,4.744989545278514e-09
117,0.49999999999999994,0.3535533912235348,0.35355338996301233,5.748204578236343e-09
118,0.49999999999999994,0.35355339127212687,0.3535533899144202,3.4999628887651197e-09
119,0.49999999999999994,0.3535533913244653,0.35355338986208174,3.407010153397393e-09
120,0.4999999999999999,0.3535533913808389,0.35355338980570805,3.967841862249332e-09
121,0.49999999999999983,0.3535533914415588,0.35355338974498807,4.442119031115225e-09
122,0.4999999999999999,0.35355339150696025,0.3535533896795868,2.8407123936310184e-09
123,0.49999999999999994,0.353553391577404,0.3535533896091431,6.517865495354906e-09
124,0.49999999999999983,0.3535533916532787,0.3535533895332683,2.6764225441643733e-09
125,0.4999999999999999,0.35355339173500344,0.35355338945154385,2.985550690305249e-09
126,0.49999999999999983,0.3535533918230289,0.35355338936351843,3.866526823618326e-09
127,0.4999999999999999,0.353553391917841,0.3535533892687065,4.921399123695095e-09
128,0.49999999999999983,0.35355339201996294,0.35355338916658463,1.6416265883036012e-09
129,0.49999999999999983,0.3535533921299583,0.3535533890565893,3.489510227173125e-09
130,0.49999999999999983,0.353553392248434,0.35355338893811356,3.3602150519009953e-09
131,0.49999999999999983,0.35355339237604416,0.3535533888105035,3.1043527568524655e-09
132,0.4999999999999997,0.35355339251349266,0.35355338867305486,4.09821055902357e-09
133,0.4999999999999998,0.3535533926615384,0.3535533885250093,1.5055479417515404e-09
134,0.49999999999999983,0.35355339282099807,0.3535533883655496,4.343832256287056e-09
135,0.49999999999999983,0.3535533929927519,0.35355338819379595,3.173323558629429e-09
136,0.4999999999999997,0.3535533931777475,0.3535533880088002,4.227764215084507e-09
137,0.4999999999999997,0.35355339337700603,0.35355338780954165,2.735663561728685e-09
138,0.4999999999999997,0.353553393591627,0.35355338759492044,4.1038639695809685e-09
139,0.49999999999999967,0.35355339382279494,0.3535533873637525,4.004712998634716e-09
140,0.49999999999999967,0.35355339407178543,0.35355338711476186,2.6994277325558968e-09
141,0.4999999999999997,0.3535533943399728,0.3535533868465744,4.74561985147205e-09
142,0.4999999999999997,0.3535533946288369,0.3535533865577102,3.0667860291320086e-09
143,0.4999999999999996,0.353553394939972,0.35355338624657506,3.93281876556949e-09
144,0.4999999999999997,0.3535533952750951,0.353553385911452,4.3103340260562075e-09
145,0.4999999999999998,0.35355339563605565,0.3535533855504915,4.651697805766465e-09
146,0.49999999999999967,0.35355339602484553,0.35355338516170154,3.7588700078800086e-09
147,0.49999999999999967,0.3535533964436105,0.35355338474293646,3.994172938878859e-09
148,0.4999999999999996,0.35355339689466164,0.35355338429188543,4.008515218393162e-09
149,0.49999999999999956,0.3535533973804881,0.35355338380605916,4.414074512810111e-09
150,0.4999999999999995,0.3535533979037709,0.35355338328277647,4.7065189822189165e-09
151,0.49999999999999956,0.35355339846739786,0.3535533827191496,4.23209639148095e-09
152,0.49999999999999944,0.3535533990744795,0.353553382112068,5.151923837762757e-09
153,0.49999999999999933,0.35355339972836625,0.3535533814581815,1.98296271914309e-09
154,0.4999999999999993,0.3535534004326664,0.3535533807538814,4.452291701325941e-09
155,0.49999999999999917,0.35355340119126705,0.353553379995281,3.611018258186119e-09
156,0.4999999999999991,0.3535534020083544,0.3535533791781938,3.939372890847029e-09
157,0.49999999999999895,0.35355340288843784,0.3535533782981105,3.0149815112696124e-09
158,0.4999999999999988,0.3535534038363741,0.35355337735017434,2.426142476136724e-09
159,0.49999999999999867,0.35355340485739484,0.3535533763291539,2.0874176878374174e-09
160,0.4999999999999985,0.35355340595713447,0.35355337522941443,5.00576106593033e-09
161,0.4999999999999983,0.3535534071416621,0.3535533740448869,1.125076728198459e-09
162,0.49999999999999806,0.35355340841751487,0.3535533727690344,3.95055645004888e-09
163,0.4999999999999978,0.3535534097917337,0.35355337139481585,3.885320128459419e-09
164,0.4999999999999975,0.35355341127190243,0.35355336991464725,4.608401508321304e-09
165,0.4999999999999971,0.3535534128661897,0.3535533683203602,2.9863073175467666e-09
166,0.49999999999999667,0.3535534145833939,0.3535533666031564,2.8633903080444213e-09
167,0.4999999999999961,0.3535534164329915,0.35355336475355903,3.2061299390026325e-09
168,0.4999999999999955,0.35355341842519006,0.35355336276136085,1.882152505361349e-09
169,0.49999999999999484,0.3535534205709839,0.3535533606155677,8.721714449914927e-10
170,0.49999999999999406,0.3535534228822146,0.3535533583043375,2.8819188329232533e-09
171,0.4999999999999931,0.3535534253716374,0.3535533558149155,3.398330091886415e-09
172,0.49999999999999206,0.35355342805299056,0.3535533531335632,1.229908528401936e-09
173,0.4999999999999908,0.35355343094107156,0.35355335024548323,2.4236356058315104e-09
174,0.4999999999999894,0.35355343405181877,0.35355334713473735,3.0187746597148187e-09
175,0.4999999999999877,0.35355343740239953,0.3535533437841583,2.2231211975513812e-09
176,0.4999999999999858,0.3535534410113043,0.3535533401752554,2.1746262265334514e-09
177,0.49999999999998357,0.35355344489844964,0.3535533362881122,3.5018479637302225e-09
178,0.4999999999999809,0.35355344908528735,0.3535533321012769,2.337628473771093e-09
179,0.4999999999999779,0.35355345359492335,0.3535533275916438,2.6005787770829944e-09
180,0.4999999999999744,0.3535534584522446,0.3535533227343258,2.2036303127604073e-09
181,0.4999999999999703,0.3535534636840573,0.35355331750251695,4.029694818691826e-09
182,0.4999999999999656,0.353553469319234,0.35355331186734457,3.836155145459234e-09
183,0.4999999999999601,0.35355347538887355,0.35355330579771016,2.4404400745149387e-09
184,0.4999999999999537,0.3535534819264721,0.35355329926011736,4.728684565825256e-09
185,0.4999999999999463,0.3535534889681086,0.35355329221848747,3.1270359751911386e-09
186,0.49999999999993766,0.3535534965526437,0.3535532846339601,2.205893807978447e-09
187,0.4999999999999277,0.35355350472193386,0.3535532764646788,1.8010457328004478e-09
188,0.4999999999999162,0.3535535135210629,0.3535532676655602,2.767036760480302e-09
189,0.49999999999990286,0.35355352299859033,0.3535532581880449,4.380164790461539e-09
190,0.4999999999998873,0.3535535332068194,0.35355324797982957,4.456564906500395e-09
191,0.4999999999998693,0.3535535442020863,0.3535532369845788,2.065030073255174e-09
192,0.49999999999984845,0.3535535560450704,0.3535532251416135,4.307143025208639e-09
193,0.4999999999998242,0.35355356880112926,0.3535532123855764,2.1401478588097027e-09
194,0.4999999999997961,0.35355358254065944,0.35355319864607143,3.737431043492309e-09
195,0.49999999999976347,0.3535535973394852,0.35355318384727497,5.071667073465564e-09
196,0.4999999999997256,0.3535536132792767,0.3535531679075176,2.3917644386637343e-09
197,0.49999999999968175,0.3535536304480006,0.3535531507388334,4.236443124042866e-09
198,0.49999999999963085,0.3535536489404056,0.3535531322464744,4.571344576526137e-09
199,0.49999999999957173,0.35355366885854556,0.35355311232838765,4.3279759330957094e-09
200,0.49999999999950323,0.3535536903123427,0.35355309087465253,4.747828476104403e-09
201,0.4999999999994236,0.35355371342019387,0.3535530677668734,2.5227063234025347e-09
202,0.49999999999933137,0.35355373830962405,0.3535530428775265,2.057617629550822e-09
203,0.49999999999922434,0.3535537651179907,0.3535530160692567,4.2619990344864155e-09
204,0.4999999999991001,0.35355379399324083,0.3535529871941186,3.6448325972521243e-09
205,0.49999999999895606,0.3535538250947286,0.353552956092761,3.191627975845814e-09
206,0.4999999999987888,0.35355385859409383,0.35355292259354676,4.406978184303969e-09
207,0.4999999999985949,0.35355389467620957,0.3535528865116062,3.118887409990942e-09
208,0.4999999999983699,0.3535539335402026,0.35355284764781636,3.814941506730816e-09
209,0.49999999999810896,0.35355397540055195,0.35355280578770265,2.048164240330969e-09
210,0.4999999999978061,0.35355402048827317,0.3535527607002549,2.707891833607414e-09
211,0.49999999999745487,0.3535540690521927,0.3535527121366526,4.3987232405116284e-09
212,0.49999999999704725,0.3535541213603212,0.3535526598288919,4.910056928575116e-09
213,0.4999999999965744,0.35355417770133307,0.3535526034883068,3.4805833208503486e-09
214,0.4999999999960259,0.3535542383861592,0.3535525428039758,2.4812684728822964e-09
215,0.49999999999538947,0.35355430374970315,0.35355247744100626,3.825399351220001e-09
216,0.49999999999465117,0.3535543741526894,0.35355240703868634,1.292185658397672e-09
217,0.49999999999379463,0.3535544499836543,0.3535523312084945,3.823263324132447e-09
218,0.49999999999280087,0.35355453166109035,0.3535522495319555,4.244193459569814e-09
219,0.499999999991648,0.3535546196357554,0.3535521615583309,3.348016365835176e-09
220,0.4999999999903105,0.35355471439316133,0.3535520668021322,3.805107661211175e-09
221,0.4999999999887588,0.3535548164562529,0.3535519647404412,4.142169349412824e-09
222,0.4999999999869586,0.353554926388294,0.353551854810025,2.8363680919006954e-09
223,0.4999999999848702,0.3535550447959767,0.3535517364042274,4.863336795405238e-09
224,0.4999999999824473,0.3535551723327694,0.3535516088696216,4.000901972679363e-09
225,0.49999999997963646,0.35355530970252363,0.3535514715024047,4.591293472041407e-09
226,0.4999999999763754,0.35355545766335844,0.3535513235445135,2.0420012410150643e-09
227,0.4999999999725922,0.3535556170318452,0.3535511641794419,4.865217693027354e-09
228,0.49999999996820305,0.353555788687514,0.353550992527735,2.64173120562799e-09
229,0.4999999999631111,0.35355597357770857,0.35355080764213687,2.9393604416203244e-09
230,0.4999999999572037,0.35355617272281475,0.35355060850236325,3.690345133131351e-09
231,0.49999999995035027,0.3535563872218925,0.35355039400947197,8.419787213918115e-10
232,0.49999999994239935,0.3535566182587425,0.353550162979799,4.554675769345e-09
233,0.4999999999331751,0.35355686710844014,0.3535499141384279,2.193093263412882e-09
234,0.49999999992247374,0.3535571351443736,0.3535496461121543,3.859713718774619e-09
235,0.4999999999100587,0.3535574238458243,0.3535493574219103,1.4716857105655174e-09
236,0.4999999998956554,0.353557734806133,0.353549046474603,2.427735233069633e-09
237,0.49999999987894556,0.3535580697414942,0.35354871155432516,1.8924051564784796e-09
238,0.49999999985955984,0.35355843050043045,0.3535483508128877,4.137713013468764e-09
239,0.49999999983706966,0.35355881907399583,0.3535479622596234,4.685949888872196e-09
240,0.49999999981097787,0.35355923760676733,0.35354754375040387,2.69739993979235e-09
241,0.49999999978070775,0.35355968840868407,0.35354709297581083,5.3512736113572094e-09
242,0.4999999997455902,0.353560173967799,0.35354660744839533,3.302461522409987e-09
243,0.4999999997048488,0.3535606969640146,0.35354608448895536,2.4494381641975576e-09
244,0.499999999657583,0.35356126028387874,0.35354552121175614,2.555820050684248e-09
245,0.4999999996027481,0.3535618670365207,0.3535449145086114,3.4932616937920303e-09
246,0.4999999995391318,0.35356252057081766,0.3535442610317384,4.482836619306158e-09
247,0.49999999946532814,0.3535632244938847,0.35354355717529123,5.521858880644515e-09
248,0.4999999993797053,0.3535639826909924,0.353542799055472,3.6281063487784394e-09
249,0.49999999928037087,0.35356479934701984,0.35354198248911023,5.339470836191208e-09
250,0.4999999991651289,0.353565678969564,0.35354110297059066,1.9235652560083587e-09
251,0.49999999903143205,0.35356662641383235,0.3535401556470055,2.630642025658506e-09
252,0.49999999887632485,0.3535676469094562,0.3535391352913915,3.940485873582744e-09
253,0.4999999986963787,0.3535687460893723,0.3535380362739063,3.8399127615287134e-09
254,0.4999999984876158,0.35356993002093645,0.3535368525307849,3.569736949666034e-09
255,0.4999999982454214,0.3535712052394358,0.3535355775309057,4.861480671210615e-09
256,0.49999999796444183,0.3535725787841895,0.3535342042397821,5.05331443511529e-09
257,0.49999999763846603,0.35357405823743676,0.35353272508078143,3.33053507531424e-09
258,0.49999999726028826,0.3535756517662268,0.3535311318933589,4.818154334392467e-09
259,0.4999999968215487,0.3535773681675437,0.35352941588807624,2.5993332592996957e-09
260,0.49999999631254916,0.3535792169169168,0.3535275675981587,2.9394056555454976e-09
261,0.49999999572203807,0.3535812082207851,0.3535255768273235,3.1181967363513624e-09
262,0.499999995036962,0.35358335307290695,0.353523432593595,4.494211183134586e-09
263,0.49999999424217745,0.3535856633151286,0.3535211230687964,4.325806904840574e-09
264,0.4999999933201154,0.35358815170284824,0.35351863551338875,3.913360739292731e-09
265,0.49999999225039365,0.35359083197553937,0.35351595620629656,4.115781140483417e-09
266,0.499999991009366,0.3535937189327263,0.35351307036934015,3.816140131287945e-09
267,0.4999999895695992,0.353596828515834,0.3535099620858576,3.911415169918951e-09
268,0.499999987899267,0.35360017789636744,0.35350661421307233,4.840568936266258e-09
269,0.4999999859614466,0.353603785570912,0.3535030082877277,5.221168150055907e-09
270,0.4999999837133024,0.35360767146348465,0.35349912442447334,3.492875070953995e-09
271,0.4999999811051386,0.3536118570358059,0.3534949412064467,3.1829411502998684e-09
272,0.49999997807930174,0.35361636540610913,0.35349043556745674,4.282837723282188e-09
273,0.4999999745689051,0.3536212214771496,0.353485582665124,3.5763019435263645e-09
274,0.4999999704963512,0.35362645207413096,0.3534803557442896,3.904974739034162e-09
275,0.49999996577161576,0.35363208609331903,0.3534747259899494,4.787436680502107e-09
276,0.49999996029025795,0.3536381546621771,0.35346866236891483,3.566175885685548e-09
277,0.4999999539311119,0.3536446913119203,0.3534621314593431,2.7729969994084915e-09
278,0.49999994655360824,0.3536517321634586,0.35345509726721114,2.04900461884991e-09
279,0.4999999379946665,0.3536593161277733,0.3534475210287446,2.411926312443305e-09
280,0.4999999280650908,0.3536674851218561,0.3534393609977322,4.958380332979264e-09
281,0.4999999165453873,0.3536762843014283,0.3534305722165823,4.086966400790097e-09
282,0.4999999031809121,0.3536857623117538,0.35342110626988854,4.388773147054104e-09
283,0.49999988767624315,0.3536959715579668,0.3534109110191846,2.1216129994168106e-09
284,0.49999986968864946,0.3537069684964436,0.3533999303174653,1.5707432351863602e-09
285,0.499999848820515,0.3537188139488764,0.353388103701953,1.439761571235834e-09
286,0.49999982461055,0.3537315734408328,0.35337536606347075,2.394938559095157e-09
287,0.4999997965235942,0.3537453175667348,0.35336164729066805,1.3176993512929086e-09
288,0.4999997639387871,0.35376012238334087,0.35334687188721636,2.8227425829223448e-09
289,0.4999997261358447,0.353776069833988,0.35333095855995633,3.08178521208733e-09
290,0.49999968227913794,0.3537932482060278,0.35331381977583226,3.50496618541466e-09
291,0.4999996313992218,0.35381175262409487,0.35329536128529704,2.9712672729411464e-09
292,0.49999957237140724,0.35383168558205486,0.3532754816097087,2.8516729630183662e-09
293,0.49999950389090075,0.35385315751671587,0.3532540714900582,4.844912598817016e-09
294,0.4999994244439643,0.35387628742663757,0.35323101329419504,4.930087744121344e-09
295,0.49999933227445664,0.35390120353964954,0.35320618037951207,1.8395729692901594e-09
296,0.49999922534501795,0.3539280440329848,0.3531794364078506,2.3119671517907477e-09
297,0.49999910129203806,0.3539569578102613,0.3531506346091687,2.4153867445053048e-09
298,0.4999989573734163,0.35398810533989644,0.35311961699028593,4.031767215046258e-09
299,0.4999987904079564,0.35402165955991877,0.3530862134847813,4.4401084380660215e-09
300,0.49999859670505853,0.3540578068545613,0.3530502410398692,3.52762686385388e-09
301,0.49999837198315467,0.3540967481084713,0.3530115026358206,3.294399959193089e-09
302,0.49999811127508775,0.354138699844866,0.3529697862332298,6.461752089072527e-09
303,0.49999780881834366,0.3541838954544955,0.35292486364314607,2.6453369946494395e-09
304,0.49999745792771044,0.3542325865228625,0.35287648931481624,1.98393119126652e-09
305,0.4999970508475583,0.3542850442637787,0.35282439903549184,2.7412034561795966e-09
306,0.49999657858047636,0.3543415610680329,0.3527683085364762,4.7806295225435835e-09
307,0.4999960306884854,0.3544024521766896,0.3527079119993029,4.5741660634846555e-09
308,0.49999539506244245,0.3544680574893617,0.35264288045566794,3.9828361312949126e-09
309,0.49999465765455176,0.3545387435186818,0.35257286007448413,4.561962903980728e-09
310,0.49999380216808564,0.3546149055031643,0.3524974703291968,3.4687236326073418e-09
311,0.49999280969747795,0.35469696969169134,0.3524163020383039,3.7066601253161118e-09
312,0.49999165831086523,0.354785395813991,0.3523289152718819,3.018494428277081e-09
313,0.4999903225658869,0.3548806797526972,0.35223483711683606,4.054532181033505e-09
314,0.49998877294809596,0.354983356433903,0.3521335592935984,4.3807282491130025e-09
315,0.4999869752196368,0.35509400295453336,0.35202453561711305,3.3857201069200447e-09
316,0.499984889663894,0.3552132419663949,0.3519071792952041,4.6904694465932294e-09
317,0.49998247020954123,0.3553417453383737,0.3517808600578539,4.8356983903268185e-09
318,0.49997966341480926,0.35548023811998386,0.35164490111158075,4.5961917458926936e-09
319,0.49997640728975445,0.355629502831285,0.3514985759140458,4.2341438097081924e-09
320,0.49997262993081665,0.35579038410608393,0.35134110476530844,4.987515205809092e-09
321,0.4999682479379116,0.3559637937172973,0.3511716512138811,4.656393536265442e-09
322,0.499963164579649,0.3561507160153504,0.3509893182780002,2.081399816097825e-09
323,0.49995726766689746,0.35635221381247034,0.3507931444854657,4.342187489041168e-09
324,0.49995042708873905,0.3565694347476616,0.3505820997391619,3.821257372368286e-09
325,0.4999424919577573,0.3568036181689312,0.3503550810201367,5.076071842597817e-09
326,0.49993328730345105,0.3570561025708692,0.3501109079461322,3.6774398187993284e-09
327,0.4999226102432342,0.3573283336268416,0.34984831821098566,4.812856975663082e-09
328,0.4999102255498084,0.3576218728556273,0.34956596293971826,3.168021373841919e-09
329,0.49989586052153856,0.3579384069621094,0.34926240200579456,4.394144056858431e-09
330,0.4998791990486346,0.35827975789027267,0.34893609937147907,3.3986844046487354e-09
331,0.4998598747522997,0.3586478936238895,0.3485854185300386,2.9595691748198732e-09
332,0.49983746305637095,0.35904493976536667,0.3482086181504632,6.388896851866596e-09
333,0.49981147203121473,0.35947319191563065,0.347803848052287,4.241120896770646e-09
334,0.499781331827647,0.35993512886681595,0.34736914567101645,4.629739092072349e-09
335,0.49974638249437175,0.3604334266038546,0.34690243321486347,2.8258700027181844e-09
336,0.49970585994593086,0.3609709730895382,0.3464015157624021,4.5592266809579565e-09
337,0.4996588798196348,0.36155088377861716,0.34586408061012736,1.786294346823609e-09
338,0.49960441892979324,0.3621765177680088,0.3452876982506949,5.885231625184113e-09
339,0.4995412939965138,0.36285149443975084,0.34466982544912167,3.3334465185463216e-09
340,0.49946813729551703,0.36357971038796794,0.34400781098798877,3.67018925107323e-09
341,0.49938336884653656,0.3643653563372125,0.34329890477649383,3.6860816713771047e-09
342,0.499285164733451,0.36521293365282653,0.34254027116499264,3.778835541689785e-09
343,0.4991714211328994,0.36612726990942657,0.3417290074793642,2.891149065866229e-09
344,0.499039713624724,0.3671135328154908,0.340862168990756,3.5328666365237366e-09
345,0.4988872513739921,0.36817724158389886,0.3399368017678788,2.6284581584269427e-09
