step,max_within_opposite_pair_phase_diff,max_class_gap_error_from_one_third,gap1,gap2,gap3
0,7.067899292141149e-17,0.3333333333327385,5.948019854429276e-13,0.4999999999997026,0.49999999999970257
1,7.067899292141149e-17,0.33333333333273657,5.967448757360216e-13,0.4999999999997017,0.49999999999970157
2,1.4135798584282297e-16,0.33333333333273096,6.023515020103787e-13,0.49999999999969885,0.4999999999996989
3,7.067899292141149e-17,0.33333333333272175,6.115663531147675e-13,0.4999999999996943,0.49999999999969413
4,1.4135798584282297e-16,0.33333333333270854,6.247780071078068e-13,0.49999999999968764,0.4999999999996877
5,2.8271597168564594e-16,0.3333333333326917,6.41597885930878e-13,0.49999999999967937,0.49999999999967903
6,2.8271597168564594e-16,0.33333333333267107,6.622480341889059e-13,0.499999999999669,0.4999999999996688
7,2.8271597168564594e-16,0.3333333333326463,0.4999999999996565,6.870060076380469e-13,0.4999999999996566
8,1.4135798584282297e-16,0.33333333333261755,0.4999999999996422,7.157607839758384e-13,0.4999999999996422
9,2.8271597168564594e-16,0.3333333333325847,0.4999999999996257,7.486233855047431e-13,0.49999999999962563
10,2.8271597168564594e-16,0.3333333333325475,0.4999999999996072,7.858158568296858e-13,0.499999999999607
11,2.8271597168564594e-16,0.33333333333250564,0.4999999999995861,8.276712648580542e-13,0.49999999999958633
12,2.8271597168564594e-16,0.33333333333245924,0.4999999999995629,8.740785872873857e-13,0.499999999999563
13,2.8271597168564594e-16,0.3333333333324076,0.4999999999995371,9.257039579324555e-13,0.49999999999953715
14,2.8271597168564594e-16,0.33333333333235077,0.49999999999950867,9.825473767932635e-13,0.49999999999950884
15,2.8271597168564594e-16,0.3333333333322884,0.49999999999947753,1.0449419107771973e-12,0.49999999999947753
16,2.8271597168564594e-16,0.3333333333322201,0.4999999999994434,1.1132206267916445e-12,0.49999999999944333
17,2.8271597168564594e-16,0.3333333333321455,0.4999999999994061,1.187827614046455e-12,0.49999999999940603
18,2.8271597168564594e-16,0.3333333333320642,0.49999999999936545,1.2690959394490164e-12,0.4999999999993655
19,2.8271597168564594e-16,0.333333333331976,1.357320072309376e-12,0.4999999999993214,0.4999999999993212
20,2.8271597168564594e-16,0.3333333333318801,1.4532264280830987e-12,0.4999999999992733,0.49999999999927347
