step,treat_Hperp,treat_Hperp_frac,treat_PR_M,treat_amp_std
0,5.888817243113591e-32,4.9073477025956735e-32,0.6339503534116989,0.10919819648717753
5,3.6019367108250296e-16,3.001613925688148e-16,0.6339503534116937,0.10919819648717816
10,1.440774682663172e-15,1.2006455688862257e-15,0.6339503534116773,0.10919819648718047
25,9.004841640912902e-15,7.504034700762286e-15,0.6339503534115618,0.10919819648719664
50,3.6019367179774485e-14,3.0016139316484724e-14,0.6339503534111393,0.10919819648725522
75,8.104357786588692e-14,6.753631488825264e-14,0.6339503534104367,0.1091981964873519
100,1.4407747353124478e-13,1.200645612760612e-13,0.6339503534094499,0.1091981964874879
125,2.2512105675755458e-13,1.8760088063133124e-13,0.6339503534081762,0.10919819648766403
150,3.2417432631208576e-13,2.70145271926791e-13,0.633950353406626,0.10919819648787732
200,5.763099292947383e-13,4.802582744123705e-13,0.633950353402676,0.10919819648842258
250,9.004842927575691e-13,7.504035772981047e-13,0.6339503533975933,0.10919819648912389
300,1.2966974180807974e-12,1.0805811817341762e-12,0.6339503533913806,0.10919819648998068
350,1.7649493147223048e-12,1.470791095602154e-12,0.633950353384042,0.10919819649099276
400,2.3052399808402327e-12,1.921033317367151e-12,0.6339503533755759,0.10919819649216064
450,2.917569425461955e-12,2.4313078545519766e-12,0.6339503533659726,0.10919819649348522
500,3.601937659342269e-12,3.0016147161189362e-12,0.633950353355245,0.10919819649496512
