step,norm2,ztz_re,ztz_im,abs_ztz,sum_a2,sum_b2,sum_ab,f,a_1_2,b_1_2,abs_1_2,phase_1_2,a_1_3,b_1_3,abs_1_3,phase_1_3,a_1_4,b_1_4,abs_1_4,phase_1_4,a_1_5,b_1_5,abs_1_5,phase_1_5,a_2_3,b_2_3,abs_2_3,phase_2_3,a_2_4,b_2_4,abs_2_4,phase_2_4,a_2_5,b_2_5,abs_2_5,phase_2_5,a_3_4,b_3_4,abs_3_4,phase_3_4,a_3_5,b_3_5,abs_3_5,phase_3_5,a_4_5,b_4_5,abs_4_5,phase_4_5
0,0.8596491228071359,-3.608224830031759e-15,-7.686995470881945e-15,8.49171277148593e-15,0.42982456140356606,0.4298245614035697,-3.8441472227646045e-15,2.0611380874214844e-32,0.11693578830392062,-0.2688697336988164,0.29319773581242364,-1.160556684693153,0.2783722294456659,0.09205332225843581,0.2931977357780341,0.31936452114834396,-0.09205332223609637,0.2783722294726576,0.2931977357966472,1.8901608478419976,-0.26886973367441297,-0.1169357882053843,0.293197735750746,-2.731353011763043,-0.26886973367161904,-0.1169357884185092,0.29319773583318426,-2.7313530110926587,0.27837222955506247,0.09205332214287099,0.2931977358456159,0.31936452065697657,-0.09205332229003502,0.27837222945941653,0.2931977358010104,1.890160848030841,0.0920533222832488,-0.2783722294529005,0.29319773579269326,-1.25143180557395,0.11693578835446201,-0.2688697336852654,0.29319773582015446,-1.160556684516643,-0.27837222941899914,-0.09205332244586273,0.2931977358115609,-2.8222281318059665
1,0.8596491228071372,-4.829470157119431e-15,-8.720998452401633e-15,9.968931537797763e-15,0.42982456140356623,0.42982456140357106,-4.3576253716537394e-15,9.12139849094796e-25,0.12095651828909045,-0.267085066915295,0.2931977358128242,-1.1455529770888648,0.27695980836082196,0.09621942017111981,0.2931977357779724,0.33436822875329236,-0.09621942014903398,0.27695980838830453,0.293197735796685,1.9051645554462724,-0.2670850668918666,-0.12095651819012522,0.29319773575065505,-2.7163493041582725,-0.2670850668858191,-0.12095651840341183,0.29319773583313596,-2.716349303487102,0.2769598084720091,0.09621942005718108,0.29319773584561015,0.33436822826175683,-0.09621942020314635,0.27695980837422174,0.2931977358011403,1.9051645556363732,0.09621942019624638,-0.2769598083673031,0.29319773579234043,-1.2364280979679063,0.12095651833909574,-0.2670850669004078,0.2931977358198922,-1.145552976912556,-0.2769598083317015,-0.09621942035807063,0.2931977358118168,-2.8072244242015927
2,0.8596491228071361,-4.6629367034256575e-15,-8.583306700993481e-15,9.768118172067418e-15,0.4298245614035656,0.4298245614035704,-4.288236432614667e-15,3.644468605880925e-24,0.12495002011301001,-0.26524027740853856,0.2931977358132223,-1.130549269484582,0.27548504167913607,0.10036385841695653,0.2931977357779119,0.3493719363582373,-0.10036385839513487,0.2754850417071058,0.2931977357967222,1.9201682630505492,-0.2652402773860937,-0.124950020013628,0.2931977357505647,-2.701345596553493,-0.2652402773767886,-0.12495002022702391,0.29319773583308834,-2.701345595881546,0.2754850417920864,0.10036385830467351,0.29319773584560327,0.34937193586654347,-0.10036385844940764,0.2754850416921731,0.29319773580126957,1.9201682632419068,0.10036385844238077,-0.2754850416848544,0.29319773579198766,-1.2214243903618602,0.12495002016245285,-0.2652402773923296,0.2931977358196296,-1.130549269308469,-0.27548504164756826,-0.10036385860339679,0.2931977358120711,-2.79222071659723
3,0.8596491228071376,-4.218847493575595e-15,-8.308599818662356e-15,9.318342401990025e-15,0.4298245614035667,0.42982456140357084,-4.135580766728708e-15,8.190304319217356e-24,0.12891539481038866,-0.26333578045361433,0.29319773581361874,-1.1155455618803045,0.27394826138094064,0.10448570405380725,0.29319773577785346,0.3643756439631784,-0.10448570403226061,0.27394826140939377,0.29319773579676006,1.935171970654828,-0.2633357804321613,-0.1289153947106018,0.29319773575047564,-2.6863418889487063,-0.2633357804195952,-0.12891539492405515,0.29319773583304215,-2.686341888275991,0.273948261495626,0.104485703943209,0.2931977358455959,0.3643756434713361,-0.10448570408668022,0.2739482613936032,0.29319773580139946,1.9351719708474422,0.10448570407951338,-0.2739482613858872,0.29319773579163605,-1.2064206827558115,0.1289153948592432,-0.26333578043609873,0.2931977358193678,-1.115545561704382,-0.2739482613469317,-0.10448570423970244,0.29319773581232406,-2.7772170089928783
4,0.8596491228071377,-4.773959005888173e-15,-8.898179435082432e-15,1.0097934533795747e-14,0.42982456140356645,0.42982456140357117,-4.454769886308441e-15,1.454128407186709e-23,0.13285174974754888,-0.2613720047661541,0.2931977358140131,-1.1005418542760321,0.2723498134062664,0.10858402922528793,0.29319773577779606,0.37937935156811675,-0.10858402920402725,0.2723498134351997,0.29319773579679825,1.9501756782591102,-0.26137200474570027,-0.13285174964736932,0.2931977357503868,-2.67133818134391,-0.26137200472987093,-0.13285174986082757,0.29319773583299646,-2.6713381806704377,0.2723498135226586,0.1085840291164028,0.29319773584558717,0.3793793510761349,-0.10858402925857953,0.2723498134185436,0.29319773580152964,1.9501756784529787,0.10858402925125984,-0.2723498134104333,0.2931977357912852,-1.1914169751497603,0.13285174979578937,-0.2613720047473473,0.29319773581910613,-1.100541854100295,-0.27234981336982306,-0.10858402941060336,0.29319773581257447,-2.762213301388537
5,0.8596491228071379,-5.2735593669694936e-15,-9.469508311738184e-15,1.0838912125440922e-14,0.4298245614035663,0.4298245614035715,-4.718447854656915e-15,2.2691868894411808e-23,0.13675819882336487,-0.2593493924058486,0.29319773581440534,-1.0855381466717648,0.2706900575769725,0.1126579113696363,0.29319773577774016,0.3943830591730515,-0.11265791134867224,0.27069005760638215,0.2931977357968369,1.965179385863394,-0.2593493923864019,-0.1367581987228048,0.2931977357502988,-2.6563344737391064,-0.25934939236730753,-0.13675819893621594,0.29319773583295156,-2.6563344730648852,0.2706900576950424,0.11265791126249237,0.2931977358455774,0.39438305868094026,-0.1126579114033432,0.27069005758885273,0.29319773580165986,1.9651793860585167,0.11265791139585775,-0.27069005758035164,0.29319773579093517,-1.1764132675437062,0.13675819887096619,-0.259349392385767,0.29319773581884506,-1.0855381464962084,-0.27069005753810244,-0.11265791155433767,0.2931977358128234,-2.7472095937842065
6,0.8596491228071363,-4.6074255521944e-15,-8.743999964683594e-15,9.88361804206337e-15,0.4298245614035659,0.42982456140357045,-4.3576253716537394e-15,3.263564180710969e-23,0.1406338626687302,-0.2572683986769364,0.293197735814795,-1.070534439067502,0.2689693675157459,0.11670643342738737,0.2931977357776857,0.40938676677798347,-0.11670643340672981,0.2689693675456271,0.293197735796875,1.9801830934676792,-0.25726839865850515,-0.14063386256780194,0.29319773575021163,-2.6413307661342955,-0.2572683986361448,-0.14063386278111423,0.2931977358329078,-2.6413307654593328,0.26896936763546425,0.11670643332201194,0.29319773584556674,0.4093867662857516,-0.11670643346150557,0.26896936752721734,0.2931977358017898,1.9801830936640563,0.1167064334538416,-0.26896936751832917,0.2931977357905855,-1.1614095599376495,0.14063386271566736,-0.25726839865559636,0.29319773581858377,-1.0705344388921214,-0.26896936747445693,-0.11670643361143995,0.2931977358130702,-2.732205886179887
7,0.8596491228071377,-5.384581669432009e-15,-9.854857305066473e-15,1.1229956912562275e-14,0.4298245614035662,0.4298245614035715,-4.9404924595819466e-15,4.436182198798787e-23,0.1444778688445104,-0.25512949202571333,0.2931977358151834,-1.0555307314632443,0.2671881305619972,0.1207286840478091,0.2931977357776328,0.42439047438291116,-0.12072868402746947,0.2671881305923465,0.29319773579691466,1.9951868010719676,-0.2551294920083042,-0.14447786874322646,0.2931977357501253,-2.626327058529476,-0.2551294919826782,-0.14447786895638734,0.293197735832865,-2.6263270578537816,0.2671881306833337,0.12072868394422917,0.2931977358455549,0.4243904738905693,-0.12072868408233507,0.2671881305730488,0.2931977358019206,1.9951868012695972,0.12072868407447977,-0.2671881305637778,0.2931977357902375,-1.146405852331591,0.1444778688907589,-0.25512949200313206,0.2931977358183237,-1.055530731288035,-0.26718813051829793,-0.12072868423117891,0.29319773581331543,-2.717202178575578
8,0.8596491228071387,-6.106226635438361e-15,-1.0260057429862e-14,1.1939630739156186e-14,0.42982456140356634,0.4298245614035724,-5.1209037010835345e-15,5.78712547664574e-23,0.14828935203793364,-0.2529331539350789,0.29319773581556957,-1.040527023858992,0.26534674768466693,0.12472375779405524,0.29319773577758146,0.43939418198783653,-0.12472375777404332,0.26534674771547984,0.2931977357969545,2.0101905086762573,-0.25293315391869914,-0.14828935193630677,0.2931977357500399,-2.6113233509246485,-0.25293315388980836,-0.14828935214926403,0.2931977358328231,-2.6113233502482314,0.2653467478075913,0.12472375769229692,0.29319773584554204,0.4393941814953934,-0.12472375782898429,0.2653467476952872,0.2931977358020514,2.0101905088751395,0.12472375782092518,-0.26534674768563776,0.2931977357898903,-1.1314021447255296,0.14828935208346933,-0.2529331539112735,0.29319773581806374,-1.0405270236839488,-0.26534674763856675,-0.12472375797670794,0.2931977358135592,-2.70219847097128
9,0.8596491228071406,-6.2727600891321345e-15,-1.0315938930728855e-14,1.2073363870866155e-14,0.42982456140356706,0.4298245614035733,-5.1486592766991635e-15,7.315158813088805e-23,0.15206745425738047,-0.2506798788161533,0.2931977358159537,-1.0255233162547444,0.26344563339196553,0.128690755346984,0.29319773577753155,0.4543978895927591,-0.1286907553273101,0.2634456334232373,0.2931977357969947,2.0251942162805494,-0.25067987880081005,-0.15206745415542344,0.29319773574995533,-2.5963196433198137,-0.25067987876865633,-0.1520674543681248,0.2931977358327822,-2.596319642642683,0.26344563351644745,0.12869075524707302,0.29319773584552866,0.4543978891002235,-0.1286907553823115,0.26344563340214305,0.2931977358021823,2.0251942164806835,0.12869075537403576,-0.2634456333921199,0.29319773578954383,-1.1163984371194664,0.1520674543021797,-0.2506798787911417,0.29319773581780434,-1.0255233160798625,-0.26344563334347443,-0.1286907555288855,0.2931977358138015,-2.687194763366992
