step,full_r1,parallel_r1,perp_r1,cross_r1,full_r2,parallel_r2,perp_r2,cross_r2,full_r3,parallel_r3,perp_r3,cross_r3,full_r4,parallel_r4,perp_r4,cross_r4,full_r5,parallel_r5,perp_r5,cross_r5,full_r6,parallel_r6,perp_r6,cross_r6,full_r7,parallel_r7,perp_r7,cross_r7,full_r8,parallel_r8,perp_r8,cross_r8,full_r9,parallel_r9,perp_r9,cross_r9,full_r10,parallel_r10,perp_r10,cross_r10,full_r11,parallel_r11,perp_r11,cross_r11,full_r12,parallel_r12,perp_r12,cross_r12,full_r13,parallel_r13,perp_r13,cross_r13,full_r14,parallel_r14,perp_r14,cross_r14,full_r15,parallel_r15,perp_r15,cross_r15,full_r16,parallel_r16,perp_r16,cross_r16
0,0.3234057875667666,0.3234057875667665,4.836772614953649e-17,5.377685422207562e-09,0.3123285738920406,0.3123285738920406,4.3417155567127555e-17,5.133435278913069e-09,0.29903030211687937,0.29903030211687937,4.1163825807935724e-17,4.786038445595726e-09,0.2892538253397423,0.2892538253397423,3.848566628358674e-17,4.658006927543702e-09,0.2705193409858133,0.27051934098581326,3.509179172423789e-17,4.347588515317673e-09,0.25255726467928774,0.25255726467928774,3.351684721430349e-17,3.99319501816521e-09,0.23264656414286325,0.23264656414286322,3.2367901671012376e-17,3.805577612062361e-09,0.22138554269680036,0.22138554269680027,3.047314024477064e-17,3.591880748233479e-09,0.1986615595287428,0.19866155952874276,2.7378114178750396e-17,3.3405692755382373e-09,0.19052689276590518,0.19052689276590518,2.2800184367770052e-17,3.071152144884201e-09,0.18026039522497572,0.1802603952249757,2.1005587564599096e-17,2.9455053677504773e-09,0.14579293297644771,0.1457929329764477,1.9834288896381703e-17,2.576363522857727e-09,0.13526175305478505,0.135261753054785,1.6680489708159797e-17,2.2838088121869043e-09,0.09567098523635317,0.09567098523635319,1.3342976621812355e-17,1.969865997361956e-09,0.08353471285840458,0.08353471285840469,8.282381316889342e-18,1.2086876889152105e-09,3.5497719061553512e-09,1.3979950562887208e-09,1.7155852126465536e-25,4.984588756414392e-10
1,0.32340578756676763,0.32340578756676686,2.6042225382369186e-13,3.4057418623995075e-07,0.31232857389204327,0.3123285738920409,2.4477800740480013e-13,3.1728354481961485e-07,0.299030302116879,0.29903030211687964,2.334926733184264e-13,2.929485905485522e-07,0.28925382533973665,0.28925382533974264,2.056505864898605e-13,2.8398891599010044e-07,0.2705193409858238,0.27051934098581354,1.8899811700259333e-13,2.804539953911355e-07,0.2525572646792876,0.252557264679288,1.541023627361283e-13,2.505161485343207e-07,0.2326465641428605,0.23264656414286342,1.46142488061816e-13,2.407447465310519e-07,0.22138554269679606,0.2213855426968006,1.2542734357348598e-13,1.9518307974053465e-07,0.19866155952874506,0.19866155952874298,1.1182813919579999e-13,1.7872626943394798e-07,0.19052689276589713,0.1905268927659053,1.0417877587438753e-13,1.7662603937092403e-07,0.1802603952249795,0.1802603952249759,7.945775288567948e-14,1.4489029830244721e-07,0.14579293297643958,0.14579293297644788,7.562239273130731e-14,1.3613377905050755e-07,0.13526175305477714,0.13526175305478516,5.478380186463899e-14,9.407601346190654e-08,0.09567098523637511,0.0956709852363533,3.775182333661219e-14,7.203697791873113e-08,0.08353471285839763,0.08353471285840469,2.5062112294596856e-14,1.776253536031754e-08,1.742697987587739e-09,1.355015390439879e-09,1.5767245424444368e-21,1.4885110518075278e-09
2,0.3234057875667687,0.32340578756676713,5.209260698867818e-13,4.817795994331326e-07,0.312328573892046,0.31232857389204116,4.897243749411733e-13,4.4873260815703727e-07,0.2990303021168785,0.29903030211687986,4.671963460890039e-13,4.141848271673151e-07,0.28925382533973065,0.2892538253397428,4.1146996968482576e-13,4.018347250529198e-07,0.2705193409858342,0.27051934098581376,3.7802437677053e-13,3.9662403298798397e-07,0.25255726467928746,0.25255726467928813,3.084910884582173e-13,3.5432297461588115e-07,0.23264656414285767,0.23264656414286358,2.922049452569176e-13,3.404990160391397e-07,0.22138554269679167,0.22138554269680075,2.5077618310984486e-13,2.761515757604938e-07,0.19866155952874756,0.19866155952874312,2.2421995284149351e-13,2.528446082532536e-07,0.19052689276588924,0.19052689276590545,2.0831792335803483e-13,2.497612741756577e-07,0.18026039522498313,0.18026039522497603,1.5929489793323986e-13,2.0496633579925487e-07,0.14579293297643164,0.14579293297644802,1.5176252611533393e-13,1.9281879944288522e-07,0.13526175305476976,0.1352617530547853,1.0966594632169379e-13,1.3328555511930625e-07,0.09567098523639708,0.09567098523635333,7.530509059747148e-14,1.0188817773319534e-07,0.083534712858391,0.08353471285840479,4.922669140923688e-14,2.7294203352718788e-08,2.241770520879919e-09,2.5220987316457314e-09,3.943514200067465e-21,1.7325467771652898e-09
3,0.32340578756676985,0.3234057875667673,7.814492693488282e-13,5.901625424372153e-07,0.31232857389204866,0.3123285738920413,7.348600839081688e-13,5.49610159694231e-07,0.299030302116878,0.29903030211688,7.010361650861989e-13,5.071401189725576e-07,0.28925382533972444,0.289253825339743,6.174593587476474e-13,4.923763921054986e-07,0.2705193409858444,0.2705193409858139,5.671799947086998e-13,4.857788510313466e-07,0.25255726467928735,0.2525572646792883,4.630771632739927e-13,4.340343530430487e-07,0.2326465641428548,0.23264656414286372,4.381946590878669e-13,4.17035058977238e-07,0.2213855426967875,0.22138554269680086,3.7602169220170557e-13,3.3831407568880796e-07,0.19866155952875028,0.19866155952874326,3.370235447283756e-13,3.0964168717479e-07,0.19052689276588147,0.1905268927659056,3.123746002143596e-13,3.0578850243918024e-07,0.18026039522498674,0.18026039522497608,2.395406980140842e-13,2.5124177495202686e-07,0.145792932976424,0.14579293297644805,2.283510839146766e-13,2.3647229697465952e-07,0.13526175305476226,0.1352617530547854,1.6469924862980492e-13,1.6347761161183844e-07,0.09567098523641901,0.0956709852363534,1.1272625723467841e-13,1.248773308312502e-07,0.08353471285838499,0.08353471285840486,7.266408951854303e-14,3.5656144118163926e-08,2.454055066329998e-09,2.569498048292482e-09,4.507910917456019e-21,1.4353500717045168e-09
4,0.3234057875667705,0.3234057875667672,1.042138094287292e-12,6.816196128616541e-07,0.312328573892051,0.31232857389204105,9.802873599934765e-13,6.346774884898559e-07,0.29903030211687703,0.29903030211687986,9.35139510558635e-13,5.855427324526153e-07,0.2892538253397176,0.2892538253397428,8.237247568672478e-13,5.688255286640464e-07,0.27051934098585406,0.2705193409858137,7.564141119306437e-13,5.609930913822244e-07,0.25255726467928685,0.2525572646792882,6.179198446799765e-13,5.012449453222254e-07,0.23264656414285168,0.2326465641428636,5.841017971521225e-13,4.816094610655263e-07,0.22138554269678315,0.22138554269680072,5.012690454516385e-13,3.907857837619872e-07,0.19866155952875297,0.19866155952874312,4.50283220742539e-13,3.5747451407885194e-07,0.19052689276587362,0.19052689276590548,4.1637848755976463e-13,3.530248797332762e-07,0.18026039522499018,0.180260395224976,3.202993546465913e-13,2.9034305631636486e-07,0.14579293297641638,0.14579293297644796,3.0534460300525245e-13,2.7340595969050816e-07,0.13526175305475494,0.13526175305478527,2.1992545444674776e-13,1.8905634236516458e-07,0.09567098523644073,0.09567098523635333,1.500536292829386e-13,1.442824253153681e-07,0.08353471285837913,0.08353471285840477,9.5216963941529e-14,4.3089679795684186e-08,3.3578390475975037e-09,3.697183549286409e-09,5.0325703450784406e-21,2.526615952161154e-09
5,0.3234057875667715,0.3234057875667672,1.3028648488634406e-12,7.622475557136462e-07,0.31232857389205365,0.3123285738920413,1.2259303385079689e-12,7.096208607065151e-07,0.2990303021168765,0.29903030211688003,1.1695199883953788e-12,6.546160498374255e-07,0.28925382533971095,0.2892538253397429,1.030117097495875e-12,6.362777642688893e-07,0.27051934098586394,0.2705193409858138,9.456112200113732e-13,6.272680385834861e-07,0.25255726467928674,0.2525572646792883,7.731939078905431e-13,5.605143327110203e-07,0.23264656414284873,0.2326465641428637,7.298455922087255e-13,5.385446579436042e-07,0.22138554269677913,0.2213855426968008,6.265754193527521e-13,4.370803621608217e-07,0.19866155952875614,0.19866155952874318,5.639846339117803e-13,3.996763720040213e-07,0.19052689276586615,0.19052689276590554,5.203846990783169e-13,3.946244444469234e-07,0.18026039522499385,0.1802603952249761,4.014094824594677e-13,3.2482630674162734e-07,0.145792932976409,0.14579293297644802,3.8281846833811056e-13,3.0609036662569277e-07,0.1352617530547482,0.1352617530547853,2.7529685493079293e-13,2.117325935773424e-07,0.09567098523646246,0.09567098523635338,1.8714485257536355e-13,1.6143800228927517e-07,0.08353471285837392,0.08353471285840482,1.1635695487856711e-13,5.0216193077703854e-08,2.4484669647792176e-09,1.4697946149813987e-09,1.0522455153149967e-20,1.97693874392154e-09
6,0.3234057875667722,0.3234057875667668,1.5636929615640494e-12,8.351999252181325e-07,0.3123285738920557,0.31232857389204083,1.471712779508406e-12,7.774008524713453e-07,0.29903030211687537,0.2990303021168797,1.404055718026811e-12,7.170261290436077e-07,0.2892538253397037,0.28925382533974253,1.2367467467089407e-12,6.973700429360286e-07,0.27051934098587327,0.27051934098581354,1.1349560681801598e-12,6.872120326257414e-07,0.25255726467928624,0.25255726467928796,9.28588776709724e-13,6.141014811819816e-07,0.2326465641428454,0.2326465641428634,8.755190180858163e-13,5.900525871398964e-07,0.22138554269677485,0.22138554269680052,7.517553594462537e-13,4.790284528355867e-07,0.1986615595287592,0.19866155952874293,6.781820487248254e-13,4.3779324640104975e-07,0.19052689276585852,0.19052689276590526,6.243454208596124e-13,4.322100590321547e-07,0.18026039522499696,0.1802603952249759,4.830093612511956e-13,3.560671580719465e-07,0.14579293297640175,0.14579293297644785,4.605954272203475e-13,3.3569858031562047e-07,0.13526175305474158,0.1352617530547851,3.3074681683283047e-13,2.3232872953382842e-07,0.09567098523648403,0.09567098523635324,2.2408026601963113e-13,1.7698827598688927e-07,0.08353471285836882,0.08353471285840475,1.3656772644209225e-13,5.750534070694933e-08,2.6494488824306683e-09,1.2496780773011966e-09,9.517303719788449e-21,2.1576723411147067e-09
7,0.3234057875667729,0.3234057875667665,1.8246002036232092e-12,9.023657833018164e-07,0.31232857389205815,0.31232857389204066,1.7176752939794353e-12,8.397630797107515e-07,0.2990303021168744,0.2990303021168795,1.638806310718982e-12,7.744229060604913e-07,0.28925382533969635,0.28925382533974237,1.4435730304536527e-12,7.536348029251333e-07,0.2705193409858826,0.2705193409858134,1.3243238395888176e-12,7.423370836456597e-07,0.2525572646792861,0.2525572646792878,1.084264066127352e-12,6.634147698774259e-07,0.23264656414284215,0.23264656414286325,1.0210295284614573e-12,6.374656941810007e-07,0.2213855426967708,0.22138554269680036,8.768944725863979e-13,5.17622069230431e-07,0.1986615595287625,0.19866155952874281,7.927597318550558e-13,4.728644802912838e-07,0.19052689276585108,0.19052689276590518,7.282081626507701e-13,4.667801493290431e-07,0.18026039522500015,0.18026039522497578,5.650322226421484e-13,3.848105572850454e-07,0.1457929329763949,0.14579293297644777,5.387004156504409e-13,3.6302264844849606e-07,0.1352617530547351,0.13526175305478497,3.863149150434486e-13,2.514458939304104e-07,0.09567098523650534,0.09567098523635316,2.609914601100255e-13,1.9130318630007192e-07,0.08353471285836434,0.08353471285840464,1.555988798577465e-13,6.416612471513155e-08,2.9295434869008994e-09,1.097010198055466e-09,1.3464937662243805e-20,3.2579480860301504e-09
8,0.32340578756677407,0.3234057875667667,2.0855578676731946e-12,9.648889303567537e-07,0.31232857389206087,0.3123285738920408,1.9637352139390026e-12,8.977876463706245e-07,0.2990303021168738,0.2990303021168796,1.873669394965825e-12,8.278517252452824e-07,0.289253825339689,0.2892538253397424,1.6505519389849586e-12,8.060553078473389e-07,0.2705193409858921,0.27051934098581343,1.513657578058303e-12,7.936726418214148e-07,0.252557264679286,0.2525572646792879,1.2404212760651328e-12,7.093294682149858e-07,0.2326465641428391,0.23264656414286333,1.1662098561730095e-12,6.816203630384134e-07,0.22138554269676694,0.22138554269680044,1.0022097077392628e-12,5.535997686153791e-07,0.1986615595287662,0.1986615595287429,9.077652459084483e-13,5.055542513730866e-07,0.19052689276584409,0.19052689276590523,8.319542170361005e-13,4.989237251360648e-07,0.1802603952250036,0.1802603952249758,6.476066524559391e-13,4.116643939910564e-07,0.14579293297638826,0.1457929329764478,6.171705367581812e-13,3.8855459172367615e-07,0.13526175305472932,0.13526175305478508,4.419730221949916e-13,2.692450683048258e-07,0.0956709852365268,0.09567098523635316,2.9770982794739487e-13,2.0457997388413728e-07,0.08353471285836042,0.08353471285840468,1.7321650893421275e-13,7.08121811646253e-08,1.4927298102185972e-09,1.8914876774662073e-09,1.3173968186180106e-20,2.382905859642639e-09
9,0.32340578756677457,0.3234057875667662,2.34665121629576e-12,1.0237093744513772e-06,0.312328573892063,0.31232857389204033,2.2099318052745752e-12,9.522930279985399e-07,0.2990303021168726,0.2990303021168791,2.10872921620204e-12,8.780479900831906e-07,0.2892538253396811,0.28925382533974203,1.8577486933710577e-12,8.553950621637259e-07,0.27051934098590097,0.2705193409858131,1.7030972014324033e-12,8.419182242295513e-07,0.2525572646792857,0.2525572646792875,1.3968884116564773e-12,7.524850151707273e-07,0.2326465641428356,0.23264656414286303,1.3111974852699745e-12,7.231269509571672e-07,0.221385542696763,0.2213855426968001,1.1275939373312062e-12,5.8743932072948e-07,0.19866155952876982,0.1986615595287426,1.0231411967815e-12,5.362719373374218e-07,0.19052689276583692,0.19052689276590498,9.356347210835228e-13,5.291314382863452e-07,0.1802603952250066,0.18026039522497553,7.305763108152198e-13,4.3687707254310154e-07,0.14579293297638155,0.1457929329764476,6.958950535338834e-13,4.1264990557506957e-07,0.1352617530547237,0.13526175305478486,4.978074990233191e-13,2.860787653449624e-07,0.09567098523654795,0.09567098523635306,3.3427380719172733e-13,2.1701044455077603e-07,0.08353471285835676,0.08353471285840465,1.8941348356791433e-13,7.736829639055093e-08,2.272452460724303e-09,2.8656445584282453e-09,8.043253675617753e-21,2.919360602316045e-09
