step,full_r1,parallel_r1,perp_r1,cross_r1,full_r2,parallel_r2,perp_r2,cross_r2,full_r3,parallel_r3,perp_r3,cross_r3,full_r4,parallel_r4,perp_r4,cross_r4,full_r5,parallel_r5,perp_r5,cross_r5
13,0.320665063930822,0.3206650639314923,4.891669709588458e-12,1.5985005639979042e-06,0.31001886035562765,0.31001886035640225,4.4593976524531225e-12,1.5001895895935404e-06,0.3100188603409299,0.3100188603403584,3.912621735663175e-12,1.1799088745697602e-06,0.2981469003935612,0.298146900392499,2.83162439815679e-12,4.49831968219369e-07,3.6788789122989425e-09,2.1606094817182603e-09,4.8995117373286044e-20,1.8946171784182847e-09
14,0.3206650639307732,0.32066506393149236,5.263540910412685e-12,1.6586923154012925e-06,0.31001886035557585,0.3100188603564023,4.803991779342521e-12,1.556896069431046e-06,0.31001886034096365,0.31001886034035864,4.208230891259213e-12,1.2233678070996405e-06,0.2981469003936425,0.2981469003924991,3.0484399814732964e-12,4.6421221101489743e-07,3.0221853209337584e-09,1.8785420643677156e-09,7.578002027520887e-20,1.993707848338375e-09
15,0.32066506393072475,0.32066506393149224,5.634723975935046e-12,1.7167871640829055e-06,0.31001886035552556,0.31001886035640225,5.148876989047523e-12,1.6116393007300518e-06,0.3100188603409953,0.31001886034035847,4.502738750060554e-12,1.265119638810905e-06,0.2981469003937234,0.298146900392499,3.264873688937957e-12,4.778715230992871e-07,2.368723793752467e-09,2.5720464941252543e-09,4.535400945050672e-20,3.087308963504281e-09
16,0.32066506393067673,0.3206650639314924,6.005272961822785e-12,1.772964168160605e-06,0.31001886035547715,0.31001886035640236,5.494089927852508e-12,1.6645861745727427e-06,0.3100188603410252,0.3100188603403586,4.796416489421615e-12,1.3054041472437483e-06,0.2981469003938043,0.2981469003924991,3.4810848453557827e-12,4.908388775335632e-07,3.536427913798727e-09,2.5416123356632413e-09,4.609354484534155e-20,9.426697188063864e-10
17,0.32066506393062916,0.32066506393149247,6.37502516855588e-12,1.827403152433382e-06,0.3100188603554303,0.3100188603564024,5.839602924490574e-12,1.7158935271140086e-06,0.31001886034105325,0.3100188603403586,5.088929817382162e-12,1.3442957212392748e-06,0.2981469003938852,0.29814690039249914,3.696856960653019e-12,5.032575465192538e-07,2.634078549447696e-09,3.0121800147071078e-09,4.627426499672628e-20,1.4418041599766272e-09
18,0.3206650639305818,0.3206650639314926,6.744172226536198e-12,1.8802743498541637e-06,0.3100188603553853,0.3100188603564025,6.185411244315799e-12,1.7657283266385006e-06,0.31001886034107917,0.3100188603403587,5.380518199018617e-12,1.3819044634104144e-06,0.2981469003939658,0.29814690039249925,3.912288728920607e-12,5.151679063899229e-07,1.6660669322568574e-09,1.1637385560377326e-09,5.194420719879352e-20,2.312990600290303e-09
19,0.3206650639305349,0.3206650639314924,7.112636671689036e-12,1.9317067380873737e-06,0.3100188603553419,0.3100188603564025,6.5315456404793574e-12,1.814209857731325e-06,0.31001886034110265,0.3100188603403585,5.671087616721201e-12,1.4183405081091614e-06,0.2981469003940463,0.29814690039249914,4.1273649667464705e-12,5.265716109214886e-07,3.047551329709515e-09,2.668665039719527e-09,7.194051309094855e-20,1.4832100160657644e-09
20,0.3206650639304888,0.32066506393149297,7.48028161906927e-12,1.9818040318342103e-06,0.3100188603553008,0.310018860356403,6.878071109076199e-12,1.861421502314972e-06,0.31001886034112464,0.31001886034035897,5.960378916021171e-12,1.4536478263001523e-06,0.29814690039412695,0.2981469003924996,4.341909422412157e-12,5.375713130595341e-07,2.930961862905281e-09,2.6311052519712836e-09,5.385917646165896e-20,1.2702383321547037e-09
21,0.32066506393044225,0.3206650639314923,7.84735852609981e-12,2.030690644510702e-06,0.3100188603552607,0.3100188603564024,7.224959731507183e-12,1.907481562711011e-06,0.3100188603411433,0.31001886034035836,6.248688004234666e-12,1.4879550737299198e-06,0.29814690039420655,0.298146900392499,4.555929148333746e-12,5.481502342512635e-07,2.0363587760389213e-09,2.947965744595606e-09,5.534071857222319e-20,1.9547606451943906e-09
22,0.32066506393039634,0.32066506393149197,8.21371214967659e-12,2.078441208703303e-06,0.3100188603552228,0.310018860356402,7.572228950494905e-12,1.952473703682344e-06,0.31001886034115994,0.3100188603403581,6.535763868395008e-12,1.521295871358998e-06,0.2981469003942862,0.29814690039249875,4.769411532343167e-12,5.584018942523478e-07,2.3025673389770427e-09,2.2879014425383035e-09,6.456502081247975e-20,1.1807617250241269e-09
23,0.3206650639303505,0.3206650639314914,8.579334208134177e-12,2.125120296527044e-06,0.31001886035518683,0.31001886035640147,7.919848622717944e-12,1.9964380178948376e-06,0.31001886034117393,0.3100188603403575,6.821738900769263e-12,1.5537445044919041e-06,0.29814690039436537,0.2981469003924982,4.982531195145121e-12,5.683622738396038e-07,2.828581756100306e-09,3.263486270036633e-09,4.626726369634018e-20,1.986531734903744e-09
24,0.32066506393030564,0.32066506393149136,8.944082947156727e-12,2.17077979397251e-06,0.3100188603551535,0.3100188603564014,8.267689512473688e-12,2.039453429335784e-06,0.31001886034118575,0.31001886034035747,7.106689966177653e-12,1.5853760195817145e-06,0.2981469003944452,0.29814690039249814,5.195251194698548e-12,5.779558082628588e-07,2.5347635757149222e-09,2.0585442947040422e-09,7.053848014111801e-20,2.3507282535888042e-09
25,0.3206650639302615,0.3206650639314917,9.308190754418908e-12,2.215524008343572e-06,0.31001886035512277,0.31001886035640175,8.615989959206163e-12,2.0815942316619745e-06,0.31001886034119536,0.3100188603403578,7.390308442210452e-12,1.616202605241018e-06,0.29814690039452507,0.2981469003924984,5.4073580562032235e-12,5.873188883402851e-07,3.214423316147021e-09,2.2022812477668377e-09,9.807938500020557e-20,3.536096880948748e-09
26,0.32066506393021693,0.32066506393149097,9.671629462538384e-12,2.2594134404738086e-06,0.3100188603550933,0.3100188603564011,8.96484321591015e-12,2.122884433588506e-06,0.3100188603412014,0.31001886034035714,7.672959871243543e-12,1.646305831362998e-06,0.29814690039460395,0.2981469003924978,5.619056353608199e-12,5.963460817079456e-07,2.4221711546296423e-09,2.2080446302131213e-09,5.759519131992777e-20,2.092084249624973e-09
27,0.3206650639301739,0.3206650639314915,1.0034256909739137e-11,2.302473573263335e-06,0.3100188603550675,0.31001886035640164,9.313977158088689e-12,2.1633939693506254e-06,0.310018860341206,0.3100188603403577,7.953978737213819e-12,1.6756661369851053e-06,0.2981469003946836,0.2981469003924983,5.829824339292506e-12,6.052797510609758e-07,1.9686487809383832e-09,3.110465416412907e-09,8.03974619582969e-20,2.6210869264985208e-09
28,0.320665063930131,0.3206650639314917,1.0396171740306588e-11,2.3447574177151008e-06,0.31001886035504383,0.3100188603564019,9.66344895361197e-12,2.2031589867091767e-06,0.3100188603412074,0.31001886034035786,8.233925140593852e-12,1.7043460258586355e-06,0.29814690039476294,0.29814690039249847,6.040179935678118e-12,6.139807360256346e-07,2.7520787469576656e-09,2.7903365523073197e-09,4.467478352762125e-20,2.220540984154466e-09
29,0.3206650639300879,0.32066506393149125,1.0757194354905045e-11,2.3862963020971194e-06,0.31001886035502196,0.31001886035640147,1.0013199870147192e-11,2.2422259762050333e-06,0.3100188603412054,0.31001886034035736,8.512723635390325e-12,1.7323935834005376e-06,0.2981469003948416,0.2981469003924981,6.250080772915695e-12,6.225509851996507e-07,2.3317952458086765e-09,3.671706300401014e-09,9.422041510795549e-20,1.8011818826162175e-09
30,0.3206650639300456,0.3206650639314912,1.1117707597463369e-11,2.4271754269290717e-06,0.31001886035500287,0.3100188603564013,1.036349750976902e-11,2.280626736182093e-06,0.3100188603412009,0.3100188603403573,8.790000853418618e-12,1.7597840968259293e-06,0.29814690039492014,0.29814690039249797,6.459118910294902e-12,6.309853143270516e-07,3.158835935484812e-09,2.3176807499534343e-09,6.100997998988767e-20,2.8687483936242308e-09
31,0.3206650639300037,0.3206650639314912,1.147741915769161e-11,2.4673821467817154e-06,0.3100188603549865,0.31001886035640125,1.071401694298125e-11,2.318394458858993e-06,0.3100188603411936,0.31001886034035736,9.065891305426044e-12,1.7865680585751247e-06,0.29814690039499847,0.29814690039249797,6.66732561037838e-12,6.393603198291813e-07,2.1992154734408055e-09,2.2905337997932238e-09,6.46027513285135e-20,7.703536212125173e-10
32,0.320665063929962,0.32066506393149086,1.1836374279887067e-11,2.5069645053904523e-06,0.31001886035497284,0.31001886035640097,1.1064938007267729e-11,2.3555442210314672e-06,0.3100188603411829,0.31001886034035697,9.340464206461145e-12,1.8128127015413253e-06,0.29814690039507663,0.2981469003924977,6.874793037552331e-12,6.47627333436964e-07,1.6291539693467612e-09,3.5173028374954816e-09,5.796691323712501e-20,3.250783652592379e-09
33,0.320665063929921,0.3206650639314908,1.2194556394365905e-11,2.5459462894603515e-06,0.31001886035496196,0.31001886035640086,1.1416121542093386e-11,2.3921065724852208e-06,0.31001886034116954,0.31001886034035697,9.613663878593666e-12,1.838486220544083e-06,0.29814690039515473,0.2981469003924976,7.081611396966732e-12,6.558231289522595e-07,1.5120130093808917e-09,2.087954616055639e-09,8.807735861365038e-20,1.9677379195922106e-09
34,0.3206650639298809,0.3206650639314913,1.2551992174377611e-11,2.5843616303058633e-06,0.31001886035495446,0.31001886035640147,1.176761445596649e-11,2.4281174697739906e-06,0.3100188603411536,0.31001886034035747,9.885454733878866e-12,1.8636415396279433e-06,0.2981469003952331,0.29814690039249814,7.28763298416336e-12,6.63977678676631e-07,2.3090750941103997e-09,2.7097167638188163e-09,1.279445898182388e-19,2.6780865805794812e-09
35,0.3206650639298411,0.32066506393149163,1.2908793514485956e-11,2.6222438783703717e-06,0.3100188603549495,0.31001886035640175,1.2119585621691303e-11,2.463595703340951e-06,0.31001886034113446,0.31001886034035775,1.0155816421624828e-11,1.888297700158747e-06,0.2981469003953111,0.2981469003924984,7.49290778338368e-12,6.720759540041539e-07,3.4381707693586602e-09,3.461095058581483e-09,1.187137580859576e-19,5.288269044812418e-10
36,0.32066506392980115,0.32066506393149136,1.3264833110755543e-11,2.659610569831049e-06,0.31001886035494686,0.31001886035640147,1.2471778813781454e-11,2.498567429876161e-06,0.31001886034111154,0.31001886034035747,1.0424900729626672e-11,1.9124645273398864e-06,0.2981469003953883,0.29814690039249814,7.697385048836353e-12,6.801491900264522e-07,2.542650141044874e-09,2.2670574741598354e-09,1.459584726937143e-19,1.2468418427336054e-09
37,0.32066506392976196,0.32066506393149125,1.3620128838162316e-11,2.6964823660556083e-06,0.3100188603549472,0.3100188603564014,1.2824343528251881e-11,2.5330439103610503e-06,0.3100188603410855,0.3100188603403573,1.069255348379138e-11,1.936165916689055e-06,0.2981469003954658,0.29814690039249797,7.901211550998775e-12,6.882040579570121e-07,2.044296184654437e-09,3.5160016593031473e-09,1.0097266613047963e-19,4.2409808349412484e-10
38,0.3206650639297233,0.32066506393149136,1.3974611995577441e-11,2.7328666563819105e-06,0.3100188603549505,0.3100188603564015,1.3177092520731726e-11,2.567052305055293e-06,0.31001886034105675,0.31001886034035747,1.095858841076723e-11,1.9593816826952494e-06,0.2981469003955429,0.2981469003924982,8.104077436702771e-12,6.962973875369875e-07,1.4991008506184887e-09,1.635956789360196e-09,6.879945773723747e-20,1.7248367129330865e-09
39,0.3206650639296848,0.3206650639314911,1.4328397940491597e-11,2.7687986639117094e-06,0.31001886035495635,0.3100188603564012,1.3530101416346394e-11,2.6006067920483993e-06,0.31001886034102405,0.31001886034035714,1.1223422880084523e-11,1.982186332272057e-06,0.2981469003956196,0.2981469003924978,8.306349055038655e-12,7.043365563102126e-07,2.94281024315255e-09,2.423458110784408e-09,1.5463085005454763e-19,1.0072973155425734e-09
40,0.3206650639296467,0.3206650639314907,1.468154545047884e-11,2.804303627751296e-06,0.31001886035496506,0.31001886035640086,1.3883501194844383e-11,2.6337239321919545e-06,0.3100188603409883,0.31001886034035675,1.148666855875821e-11,2.0045585852513734e-06,0.29814690039569597,0.2981469003924975,8.507642899649687e-12,7.12408890625045e-07,3.5837200514887623e-09,3.003799119231013e-09,7.455965036223673e-20,2.325062373106252e-09
41,0.3206650639296094,0.3206650639314908,1.503389857951431e-11,2.8393850381403953e-06,0.310018860354977,0.3100188603564009,1.4236966326613467e-11,2.6664147545163305e-06,0.3100188603409496,0.31001886034035675,1.1748185879075067e-11,2.026507792237566e-06,0.29814690039577235,0.2981469003924976,8.707785321834306e-12,7.205808611678838e-07,2.163389686506789e-09,2.451817240217583e-09,5.933234712513736e-20,2.578518373826708e-09
42,0.32066506392957245,0.3206650639314907,1.538564947493665e-11,2.8740683783887297e-06,0.31001886035499193,0.31001886035640086,1.4590705901207172e-11,2.6987080894016305e-06,0.3100188603409076,0.31001886034035664,1.2008335181318844e-11,2.0480541972196654e-06,0.2981469003958484,0.29814690039249747,8.90709458853627e-12,7.287944043495891e-07,1.8849339341546862e-09,2.775698402735631e-09,1.6742958289868762e-19,1.6346754736797298e-09
43,0.3206650639295357,0.3206650639314903,1.573674947848712e-11,2.9083592133953566e-06,0.31001886035500936,0.3100188603564005,1.4944624175911957e-11,2.730601748985314e-06,0.3100188603408622,0.3100188603403563,1.2266976507474504e-11,2.0692211724400626e-06,0.29814690039592406,0.29814690039249714,9.105487838741407e-12,7.370563417576764e-07,3.1094721668568154e-09,2.2071551754194833e-09,1.610953652724677e-19,2.1654704437855775e-09
44,0.32066506392949984,0.32066506393149036,1.608721649862767e-11,2.942283342018955e-06,0.3100188603550303,0.3100188603564005,1.5298760198306225e-11,2.762119449072724e-06,0.31001886034081383,0.31001886034035636,1.2524068632077777e-11,2.09001256509307e-06,0.29814690039599984,0.29814690039249714,9.302958450577574e-12,7.454172765728346e-07,4.196468953489071e-09,1.9069618427673606e-09,1.8491957588196516e-19,2.8616920348400563e-09
45,0.320665063929465,0.32066506393149097,1.6437044574791716e-11,2.97584079276434e-06,0.3100188603550545,0.3100188603564012,1.565297353174268e-11,2.7932669592390726e-06,0.310018860340763,0.310018860340357,1.2779583208189608e-11,2.1104431349277574e-06,0.2981469003960759,0.29814690039249775,9.499431080868848e-12,7.538734800603015e-07,2.513682600844613e-09,1.2315920572354995e-09,4.483520607937253e-20,1.7787291192720237e-09
46,0.32066506392942995,0.3206650639314911,1.678627009432323e-11,3.009042977848128e-06,0.31001886035508125,0.31001886035640125,1.6007288064690383e-11,2.824051897057937e-06,0.31001886034070825,0.310018860340357,1.303355463139056e-11,2.1305277776151e-06,0.29814690039615127,0.29814690039249786,9.694937976342903e-12,7.623260244009234e-07,3.299728055727612e-09,1.4881445579890472e-09,1.9144951164939085e-19,2.2536059325171572e-09
47,0.32066506392939514,0.32066506393149075,1.7135143366959404e-11,3.0419343466781984e-06,0.3100188603551103,0.3100188603564009,1.6361805743182118e-11,2.854503953189694e-06,0.3100188603406499,0.3100188603403567,1.3286165352670313e-11,2.1502845140767593e-06,0.2981469003962261,0.2981469003924976,9.889523717075367e-12,7.708695980569816e-07,2.7565837283589993e-09,1.8829532729654995e-09,7.292804224955378e-20,1.6016317563378898e-09
48,0.32066506392936134,0.3206650639314911,1.7483313288026926e-11,3.0744910029991907e-06,0.3100188603551431,0.3100188603564013,1.6716308957464295e-11,2.8846024354512224e-06,0.310018860340589,0.3100188603403571,1.3536932066910715e-11,2.1696991100311557e-06,0.29814690039630115,0.29814690039249786,1.0082894608935351e-11,7.795753766487978e-07,2.3929642805248552e-09,1.543393225216842e-09,2.020065492036288e-19,1.6503246450485829e-09
49,0.3206650639293278,0.32066506393149113,1.7830837787148774e-11,3.106716396551329e-06,0.31001886035517845,0.31001886035640136,1.7070549242191506e-11,2.914373103339896e-06,0.3100188603405249,0.3100188603403572,1.3785964874932061e-11,2.188765856182975e-06,0.2981469003963757,0.2981469003924979,1.0275098022263485e-11,7.884151932882697e-07,1.5674611897239413e-09,3.267002066314547e-09,2.457228132079945e-19,3.0821215082339074e-09
50,0.3206650639292947,0.3206650639314912,1.817802856184207e-11,3.1386506756199587e-06,0.3100188603552166,0.31001886035640147,1.7424849874228827e-11,2.943826224340059e-06,0.3100188603404573,0.31001886034035714,1.4033584654793068e-11,2.2075164055214336e-06,0.2981469003964498,0.2981469003924979,1.0466356430609378e-11,7.973058483898232e-07,2.8804264586385075e-09,3.534482895657637e-09,1.6535246765364286e-19,2.649928284297229e-09
51,0.32066506392926214,0.3206650639314913,1.8524835593674376e-11,3.1702833387469614e-06,0.3100188603552576,0.3100188603564015,1.7778895490216413e-11,2.9729772580200696e-06,0.31001886034038706,0.3100188603403573,1.42795858010185e-11,2.2259740714201754e-06,0.29814690039652403,0.2981469003924981,1.0656488587558314e-11,8.063197168841327e-07,1.3900708658422632e-09,2.2431223359519502e-09,1.4034517609387946e-19,2.2325951395086607e-09
52,0.32066506392923017,0.32066506393149147,1.8871269088106973e-11,3.2016375014697305e-06,0.31001886035530146,0.31001886035640164,1.8132793296092825e-11,3.0018298186731567e-06,0.3100188603403136,0.3100188603403574,1.4523864661454109e-11,2.2441123296797033e-06,0.2981469003965977,0.29814690039249825,1.0845400796488702e-11,8.154484670319398e-07,3.0039713492180413e-09,2.09900254852818e-09,1.2859796479029996e-19,1.6715416652188584e-09
53,0.32066506392919847,0.32066506393149147,1.921733454855222e-11,3.2326986516712286e-06,0.3100188603553479,0.3100188603564018,1.8486269607093924e-11,3.0303889373804633e-06,0.3100188603402371,0.3100188603403574,1.47666498056543e-11,2.2619615017140938e-06,0.29814690039667124,0.29814690039249825,1.1033333631718024e-11,8.246584729628039e-07,8.975026689271376e-10,2.971822937867031e-09,1.6215057873780214e-19,1.621282713657225e-09
54,0.32066506392916705,0.3206650639314914,1.956311353788691e-11,3.2634913172823486e-06,0.310018860355397,0.3100188603564017,1.883936144245853e-11,3.0586538939659517e-06,0.31001886034015746,0.3100188603403574,1.5007515388603347e-11,2.279509018208898e-06,0.2981469003967441,0.29814690039249814,1.1219769207822702e-11,8.340917019253126e-07,2.4005520103867537e-09,2.4444245537538564e-09,9.09096357425002e-20,2.207836266757552e-09
55,0.3206650639291364,0.32066506393149147,1.9908847053441712e-11,3.2940392410652957e-06,0.310018860355449,0.3100188603564017,1.9192217582388466e-11,3.0866470195487806e-06,0.3100188603400751,0.31001886034035736,1.5246830354082598e-11,2.2967830573050886e-06,0.2981469003968168,0.29814690039249825,1.1405201747024963e-11,8.435752034442629e-07,8.849040465446497e-10,1.541200494981412e-09,1.402858376582995e-19,2.2682962276127883e-09
56,0.32066506392910576,0.3206650639314912,2.025441041840925e-11,3.3243218179737926e-06,0.31001886035550297,0.31001886035640136,1.9544366576950898e-11,3.1143750072309027e-06,0.31001886033998954,0.3100188603403572,1.5484560641036757e-11,2.313782495361874e-06,0.2981469003968889,0.2981469003924979,1.1589492389386326e-11,8.531604206095436e-07,2.198681015204022e-09,2.1130394772135608e-09,1.7884239605876987e-19,1.2595513091838808e-09
57,0.3206650639290762,0.32066506393149147,2.0599869188564797e-11,3.3543561058109116e-06,0.31001886035556026,0.3100188603564017,1.9896066122273936e-11,3.14181725794331e-06,0.3100188603399018,0.3100188603403574,1.5720376564516003e-11,2.3305328712644313e-06,0.29814690039696123,0.29814690039249825,1.1772255020132123e-11,8.628787715883103e-07,2.0806656660830566e-09,3.798080237045515e-09,1.552475287771801e-19,2.0223196914725235e-09
58,0.32066506392904703,0.3206650639314917,2.0945418445716884e-11,3.384147859836324e-06,0.31001886035562,0.3100188603564019,2.0246984622041383e-11,3.1689986561077717e-06,0.31001886033981096,0.31001886034035764,1.595463174649802e-11,2.347015465715925e-06,0.2981469003970333,0.2981469003924984,1.1953903733299874e-11,8.72688468426336e-07,1.9083899114897784e-09,3.582847532311876e-09,1.0391182998183627e-19,7.479476319393321e-10
59,0.32066506392901817,0.3206650639314916,2.1291094470676955e-11,3.41371345226061e-06,0.3100188603556819,0.31001886035640186,2.0597128911333695e-11,3.1959312230968693e-06,0.31001886033971715,0.31001886034035747,1.6187260155432516e-11,2.363238345354616e-06,0.2981469003971048,0.29814690039249836,1.2134338242641302e-11,8.826229864833871e-07,2.7570647433849017e-09,2.3313451943404757e-09,2.192967393000201e-19,1.6280444462311334e-09
60,0.3206650639289898,0.3206650639314913,2.1637101242591416e-11,3.443050578321397e-06,0.3100188603557458,0.3100188603564016,2.094653674043286e-11,3.222604971871433e-06,0.31001886033962034,0.3100188603403572,1.6418224849801833e-11,2.3792501263396792e-06,0.2981469003971759,0.29814690039249814,1.2313534810394398e-11,8.925706111958517e-07,2.0271031714699525e-09,2.915005972318668e-09,1.2709189418210793e-19,1.1159445306950843e-09
61,0.32066506392896155,0.32066506393149097,2.1983168777198768e-11,3.472145644541676e-06,0.3100188603558123,0.3100188603564013,2.1294572751121993e-11,3.2490207923110074e-06,0.310018860339521,0.3100188603403569,1.6647278231114972e-11,2.3949945813384596e-06,0.2981469003972466,0.29814690039249775,1.2491169893257674e-11,9.027149727634086e-07,3.0822900652378664e-09,2.5496557168278075e-09,1.485654873226428e-19,1.8041527582724415e-09
62,0.3206650639289345,0.3206650639314913,2.232979694952044e-11,3.501027564446578e-06,0.31001886035588155,0.3100188603564017,2.164151004524037e-11,3.275210226717116e-06,0.31001886033941967,0.31001886034035714,1.6874756985844686e-11,2.4105099187595635e-06,0.29814690039731756,0.298146900392498,1.2667574976248899e-11,9.129394485488957e-07,2.041618828447396e-09,1.9286879490344954e-09,2.258251786133206e-19,1.9857257907538217e-09
63,0.3206650639289072,0.3206650639314909,2.2676907212275746e-11,3.529692040164451e-06,0.3100188603559526,0.31001886035640125,2.198713596564742e-11,3.3011678411708592e-06,0.3100188603393151,0.3100188603403567,1.7100514984970136e-11,2.42579987987774e-06,0.29814690039738756,0.29814690039249764,1.2842649746253341e-11,9.232682019474531e-07,1.4558276953136356e-09,2.6851501070649294e-09,1.8689883830341006e-19,1.98998729172118e-09
64,0.3206650639288808,0.3206650639314909,2.302471539165785e-11,3.5581567497937637e-06,0.31001886035602627,0.3100188603564014,2.2331509251437274e-11,3.32689235874908e-06,0.3100188603392085,0.31001886034035664,1.732457109952004e-11,2.440871147270159e-06,0.2981469003974576,0.2981469003924977,1.3016258629788371e-11,9.336709941082441e-07,3.1700138377401194e-09,1.6886201702559721e-09,2.1636030399163934e-19,1.9537537645688246e-09
