tau,f
2096,0.06595559383486824
2097,0.06612260938270388
2098,0.06628920308179499
2099,0.06645537979719658
2100,0.06662114461707584
2101,0.06678650285484022
2102,0.06695146005082903
2103,0.06711602197353951
2104,0.06728019462036168
2105,0.06744398421779853
2106,0.06760739722115205
2107,0.06777044031365953
2108,0.06793312040506673
2109,0.0680954446296302
2110,0.06825742034354293
2111,0.06841905512178283
2112,0.06858035675438647
2113,0.06874133324215455
2114,0.06890199279179988
2115,0.06906234381055154
2116,0.06922239490023292
2117,0.06938215485083532
2118,0.06954163263361127
2119,0.06970083739371538
2120,0.06985977844242358
2121,0.07001846524896446
2122,0.07017690743199821
2123,0.07033511475078215
2124,0.07049309709606287
2125,0.07065086448073699
2126,0.07080842703032392
2127,0.0709657949732959
2128,0.07112297863130933
2129,0.0712799884093847
2130,0.07143683478607964
2131,0.07159352830370157
2132,0.07175007955860499
2133,0.07190649919161718
2134,0.07206279787863583
2135,0.07221898632143949
2136,0.07237507523875111
2137,0.07253107535759172
2138,0.07268699740495874
2139,0.0728428520998628
2140,0.07299865014575065
2141,0.07315440222334205
2142,0.07331011898390176
2143,0.07346581104296761
2144,0.07362148897454893
2145,0.07377716330580804
2146,0.07393284451223177
2147,0.0740885430132973
2148,0.07424426916863204
2149,0.07440003327466296
2150,0.07455584556174741
2151,0.07471171619177226
2152,0.07486765525620646
2153,0.07502367277458548
2154,0.07517977869340506
2155,0.07533598288539681
2156,0.07549229514915477
2157,0.07564872520908075
2158,0.07580528271561064
2159,0.07596197724568461
2160,0.07611881830341939
2161,0.07627581532094047
2162,0.07643297765932965
2163,0.07659031460964276
2164,0.07674783539395186
2165,0.07690554916636438
2166,0.0770634650139735
2167,0.0772215919576926
2168,0.07737993895292888
2169,0.07753851489005091
2170,0.07769732859460698
2171,0.07785638882725289
2172,0.0780157042833494
2173,0.07817528359219204
2174,0.0783351353158388
2175,0.07849526794750387
2176,0.07865568990948858
2177,0.07881640955062376
2178,0.07897743514320209
2179,0.07913877487938085
2180,0.07930043686704101
2181,0.07946242912509059
2182,0.07962475957820518
2183,0.07978743605100126
2184,0.07995046626164277
2185,0.08011385781488371
2186,0.08027761819455366
2187,0.08044175475549695
2188,0.08060627471497923
2189,0.08077118514357713
2190,0.08093649295557194
2191,0.08110220489886912
2192,0.0812683275444683
2193,0.08143486727551202
2194,0.08160183027594145
2195,0.08176922251879125
2196,0.08193704975415639
2197,0.0821053174968653
2198,0.08227403101389405
2199,0.08244319531156037
2200,0.08261281512253234
2201,0.08278289489269147
2202,0.08295343876788817
2203,0.0831244505806274
2204,0.08329593383672447
2205,0.08346789170196832
2206,0.0836403269888313
2207,0.08381324214326326
2208,0.08398663923160715
2209,0.08416051992767333
2210,0.08433488550000834
2211,0.08450973679939476
2212,0.08468507424661546
2213,0.08486089782051703
2214,0.0850372070464058
2215,0.0852140009848073
2216,0.08539127822062241
2217,0.08556903685270802
2218,0.08574727448391482
2219,0.08592598821160753
2220,0.08610517461869767
2221,0.0862848297652139
2222,0.08646494918043693
2223,0.08664552785562245
2224,0.08682656023733772
2225,0.0870080402214327
2226,0.08718996114766912
2227,0.08737231579502844
2228,0.08755509637771756
2229,0.08773829454189282
2230,0.08792190136311838
2231,0.08810590734457723
2232,0.08829030241605032
2233,0.08847507593367676
2234,0.08866021668051008
2235,0.08884571286788122
2236,0.08903155213757892
2237,0.08921772156485652
2238,0.08940420766227249
2239,0.08959099638437008
2240,0.08977807313320116
2241,0.08996542276469464
2242,0.09015302959587213
2243,0.09034087741290744
2244,0.0905289494800274
2245,0.09071722854924792
2246,0.09090569687093801
2247,0.09109433620520142
2248,0.09128312783406416
2249,0.09147205257445318
2250,0.0916610907919504
2251,0.09185022241530204
2252,0.09203942695166308
2253,0.09222868350255282
2254,0.09241797078049642
2255,0.0926072671263239
2256,0.092796550527097
2257,0.0929857986346313
2258,0.09317498878458047
2259,0.09336409801604457
2260,0.09355310309166663
2261,0.09374198051817592
2262,0.09393070656733801
2263,0.09411925729726711
2264,0.0943076085740587
2265,0.09449573609369409
2266,0.09468361540417358
2267,0.0948712219278279
2268,0.09505853098376207
2269,0.09524551781038132
2270,0.09543215758795068
2271,0.09561842546113944
2272,0.09580429656149968
2273,0.09598974602983128
2274,0.09617474903838326
2275,0.09635928081284428
2276,0.09654331665407358
2277,0.09672683195952608
2278,0.09690980224432687
2279,0.09709220316194836
2280,0.09727401052444966
2281,0.09745520032223483
2282,0.09763574874329091
2283,0.09781563219186788
2284,0.09799482730656436
2285,0.0981733109777854
2286,0.09835106036454062
2287,0.09852805291055425
2288,0.09870426635965927
2289,0.09887967877045248
2290,0.09905426853018869
2291,0.09922801436789526
2292,0.09940089536669092
2293,0.09957289097529673
2294,0.09974398101872704
2295,0.09991414570815522
2296,0.10008336564994837
2297,0.10025162185386992
2298,0.10041889574045099
2299,0.10058516914753592
2300,0.10075042433600744
2301,0.10091464399470224
2302,0.10107781124452866
2303,0.10123990964180281
2304,0.10140092318081835
2305,0.10156083629567289
2306,0.10171963386137026
2307,0.10187730119422496
2308,0.10203382405159478
2309,0.10218918863096907
2310,0.10234338156844386
2311,0.10249638993661413
2312,0.10264820124191743
2313,0.10279880342146207
2314,0.10294818483937554
2315,0.10309633428270876
2316,0.1032432409569341
2317,0.10338889448107282
2318,0.10353328488249129
2319,0.10367640259140251
2320,0.10381823843511143
2321,0.10395878363204139
2322,0.10409802978557954
2323,0.10423596887777736
2324,0.10437259326294329
2325,0.10450789566116253
2326,0.1046418691517785
2327,0.10477450716687042
2328,0.10490580348475877
2329,0.10503575222357008
2330,0.1051643478348921
2331,0.10529158509754698
2332,0.10541745911151079
2333,0.1055419652920048
2334,0.10566509936378397
2335,0.10578685735564457
2336,0.10590723559517397
2337,0.106026230703761
2338,0.1061438395918877
2339,0.1062600594547175
2340,0.10637488776799706
2341,0.10648832228428576
2342,0.10660036102952511
2343,0.10671100229996065
2344,0.10682024465942583
2345,0.10692808693699724
2346,0.10703452822502899
2347,0.10713956787757228
2348,0.10724320550918598
2349,0.10734544099414216
2350,0.10744627446603013
2351,0.10754570631776011
2352,0.10764373720196807
2353,0.10774036803182178
2354,0.10783559998222675
2355,0.1079294344914287
2356,0.10802187326301187
2357,0.10811291826828628
2358,0.10820257174905949
2359,0.1082908362207875
2360,0.10837771447609518
2361,0.10846320958865928
2362,0.10854732491744327
2363,0.10863006411127298
2364,0.10871143111374156
2365,0.10879143016842907
2366,0.10887006582442273
2367,0.10894734294212172
2368,0.1090232666993084
2369,0.10909784259746792
2370,0.10917107646833525
2371,0.10924297448064874
2372,0.10931354314708648
2373,0.10938278933136182
2374,0.10945072025545083
2375,0.10951734350692655
2376,0.10958266704636893
2377,0.10964669921482305
2378,0.109709448741272
2379,0.10977092475009449
2380,0.10983113676847042
2381,0.10989009473370359
2382,0.10994780900042223
2383,0.11000429034762307
2384,0.11005954998552038
2385,0.11011359956216307
2386,0.11016645116977922
2387,0.11021811735081154
2388,0.11026861110360198
2389,0.11031794588768785
2390,0.1103661356286689
2391,0.11041319472260638
2392,0.11045913803991478
2393,0.11050398092870917
2394,0.11054773921756805
2395,0.11059042921767702
2396,0.11063206772431555
2397,0.11067267201765345
2398,0.11071225986282274
2399,0.11075084950923407
2400,0.1107884596891056
2401,0.11082510961517839
2402,0.11086081897759055
2403,0.1108956079398853
2404,0.11092949713413328
2405,0.110962507655147
2406,0.11099466105377254
2407,0.11102597932924266
2408,0.11105648492058093
2409,0.11108620069704755
2410,0.11111514994762126
2411,0.11114335636951475
2412,0.11117084405572367
2413,0.11119763748161318
2414,0.11122376149054812
2415,0.1112492412785776
2416,0.11127410237818591
2417,0.11129837064112692
2418,0.11132207222036136
2419,0.11134523355111958
2420,0.11136788133111562
2421,0.11139004249994133
2422,0.11141174421767326
2423,0.11143301384272644
2424,0.11145387890899355
2425,0.11147436710230951
2426,0.11149450623628548
2427,0.1115143242275576
2428,0.11153384907049879
2429,0.1115531088114449
2430,0.11157213152248677
2431,0.11159094527488402
2432,0.11160957811215638
2433,0.11162805802291141
2434,0.11164641291346693
2435,0.11166467058033122
2436,0.1116828586826005
2437,0.11170100471433841
2438,0.11171913597700005
2439,0.1117372795519649
2440,0.11175546227324246
2441,0.11177371070041552
2442,0.1117920510918844
2443,0.11181050937847535
2444,0.11182911113747838
2445,0.11184788156717353
2446,0.1118668454619092
2447,0.11188602718779064
2448,0.11190545065903819
2449,0.11192513931507178
2450,0.1119451160983751
2451,0.11196540343319437
2452,0.11198602320511995
2453,0.11200699674160133
2454,0.11202834479343776
2455,0.11205008751729101
2456,0.11207224445925666
2457,0.1120948345395329
2458,0.11211787603821984
2459,0.11214138658227929
2460,0.11216538313368328
2461,0.11218988197877304
2462,0.1122148987188511
2463,0.11224044826202058
2464,0.11226654481628626
2465,0.1122932018839266
2466,0.11232043225714128
2467,0.11234824801497843
2468,0.112376660521538
2469,0.11240568042544719
2470,0.11243531766059986
2471,0.1124655814481464
2472,0.11249648029971962
2473,0.11252802202187802
2474,0.11256021372174295
2475,0.11259306181380702
2476,0.1126265720278825
2477,0.11266074941816141
2478,0.11269559837335125
2479,0.11273112262785251
2480,0.11276732527393554
2481,0.11280420877487933
2482,0.11284177497902573
2483,0.11288002513470574
2484,0.11291895990598914
2485,0.11295857938920967
2486,0.11299888313021428
2487,0.11303987014228542
2488,0.11308153892468238
2489,0.11312388748174829
2490,0.11316691334252778
2491,0.11321061358083868
2492,0.11325498483574226
2493,0.11330002333235491
2494,0.11334572490294477
2495,0.11339208500825491
2496,0.1134390987589973
2497,0.11348676093745946
2498,0.11353506601916807
2499,0.11358400819455206
2500,0.1136335813905509
2501,0.11368377929211143
2502,0.11373459536352024
2503,0.11378602286951761
2504,0.11383805489614103
2505,0.1138906843712467
2506,0.11394390408465982
2507,0.11399770670790466
2508,0.11405208481346815
2509,0.11410703089355066
2510,0.11416253737826143
2511,0.11421859665321646
2512,0.1142752010764991
2513,0.11433234299494553
2514,0.1143900147597203
2515,0.11444820874114747
2516,0.11450691734276787
2517,0.11456613301459276
2518,0.11462584826552927
2519,0.11468605567495312
2520,0.11474674790340963
2521,0.11480791770242439
2522,0.11486955792340864
2523,0.11493166152564889
2524,0.11499422158337069
2525,0.11505723129187147
2526,0.11512068397271967
2527,0.11518457307802105
2528,0.11524889219375514
2529,0.11531363504218942
2530,0.11537879548338131
2531,0.11544436751577947
2532,0.1155103452759432
2533,0.1155767230373971
2534,0.11564349520864403
2535,0.11571065633036183
2536,0.11577820107181105
2537,0.11584612422648488
2538,0.11591442070703467
2539,0.11598308553950575
2540,0.11605211385692375
2541,0.11612150089226846
2542,0.11619124197088072
2543,0.11626133250234408
2544,0.11633176797188698
2545,0.11640254393135353
2546,0.11647365598979013
2547,0.1165450998036964
2548,0.11661687106699163
2549,0.11668896550074621
2550,0.1167613788427277
2551,0.11683410683681397
2552,0.116907145222322
2553,0.1169804897233032
2554,0.11705413603785399
2555,0.11712807982749009
2556,0.1172023167066318
2557,0.11727684223224608
2558,0.11735165189368944
2559,0.11742674110279545
2560,0.1175021051842462
2561,0.11757773936626759
2562,0.11765363877168468
2563,0.11772979840937177
2564,0.11780621316612847
2565,0.11788287779901244
2566,0.11795978692815426
2567,0.11803693503008006
2568,0.11811431643156284
2569,0.11819192530402148
2570,0.1182697556584839
2571,0.11834780134112835
2572,0.11842605602941286
2573,0.11850451322880245
2574,0.11858316627009877
2575,0.11866200830737667
2576,0.11874103231652784
2577,0.11882023109441144
2578,0.11889959725860612
2579,0.11897912324776098
2580,0.11905880132253517
2581,0.11913862356711956
2582,0.1192185818913262
2583,0.1192986680332374
2584,0.11937887356239685
2585,0.11945918988352959
2586,0.11953960824077417
2587,0.11962011972240949
2588,0.11970071526605883
2589,0.11978138566435094
2590,0.11986212157102022
2591,0.11994291350742488
2592,0.12002375186946296
2593,0.12010462693486491
2594,0.12018552887084327
2595,0.12026644774207643
2596,0.12034737351900605
2597,0.12042829608642762
2598,0.12050920525235198
2599,0.12059009075711707
2600,0.12067094228272933
2601,0.12075174946241402
2602,0.12083250189035331
2603,0.12091318913159303
2604,0.12099380073209703
2605,0.12107432622893022
2606,0.1211547551605502
2607,0.12123507707718918
2608,0.12131528155130622
2609,0.12139535818809238
2610,0.12147529663600946
2611,0.12155508659734439
2612,0.12163471783876313
2613,0.12171418020184331
2614,0.12179346361357221
2615,0.12187255809678971
2616,0.12195145378056178
2617,0.122030140910467
2618,0.12210860985878026
2619,0.1221868511345374
2620,0.12226485539346603
2621,0.1223426134477661
2622,0.12242011627572606
2623,0.12249735503116005
2624,0.1225743210526512
2625,0.1226510058725883
2626,0.1227274012259809
2627,0.122803499059042
2628,0.12287929153752372
2629,0.12295477105479566
2630,0.12302993023965417
2631,0.12310476196385133
2632,0.12317925934933414
2633,0.12325341577518446
2634,0.12332722488425071
2635,0.12340068058946342
2636,0.12347377707982769
2637,0.12354650882608587
2638,0.12361887058604493
2639,0.12369085740956365
2640,0.12376246464319608
2641,0.12383368793448708
2642,0.12390452323591923
2643,0.12397496680850796
2644,0.12404501522504624
2645,0.12411466537299708
2646,0.12418391445703589
2647,0.12425276000124488
2648,0.12432119985096106
2649,0.1243892321742819
2650,0.124456855463232
2651,0.12452406853459537
2652,0.12459087053041965
2653,0.12465726091819546
2654,0.12472323949071934
2655,0.12478880636564621
2656,0.12485396198473638
2657,0.12491870711280785
2658,0.12498304283639708
2659,0.1250469705621393
2660,0.12511049201487368
2661,0.12517360923548168
2662,0.1252363245784668
2663,0.12529864070928137
2664,0.12536056060141038
2665,0.12542208753321613
2666,0.12548322508455353
2667,0.12554397713316084
2668,0.12560434785083205
2669,0.12566434169937704
2670,0.12572396342637532
2671,0.12578321806072668
2672,0.12584211090800504
2673,0.12590064754561808
2674,0.1259588338177764
2675,0.12601667583027604
2676,0.12607417994509576
2677,0.126131352774812
2678,0.12618820117683285
2679,0.12624473224745256
2680,0.12630095331572777
2681,0.12635687193717554
2682,0.1264124958872945
2683,0.12646783315490848
2684,0.12652289193533395
2685,0.1265776806233706
2686,0.1266322078061148
2687,0.1266864822555977
2688,0.12674051292124686
2689,0.12679430892217305
2690,0.12684787953928223
2691,0.12690123420721588
2692,0.12695438250611935
2693,0.12700733415324214
2694,0.12706009899437337
2695,0.12711268699511494
2696,0.12716510823199878
2697,0.1272173728834517
2698,0.12726949122061607
2699,0.12732147359803264
2700,0.12737333044419435
2701,0.12742507225197997
2702,0.12747670956897872
2703,0.12752825298771803
2704,0.12757971313580602
2705,0.12763110066600342
2706,0.12768242624624068
2707,0.12773370054959488
2708,0.12778493424424683
2709,0.1278361379834322
2710,0.127887322395413
2711,0.1279384980734816
2712,0.12798967556602836
2713,0.12804086536668627
2714,0.1280920779045825
2715,0.1281433235347176
2716,0.1281946125284977
2717,0.1282459550644446
2718,0.12829736121911042
2719,0.1283488409582201
2720,0.1284004041280705
2721,0.1284520604472102
2722,0.12850381949842637
2723,0.12855569072106376
2724,0.12860768340370154
2725,0.12865980667721263
2726,0.1287120695082281
2727,0.12876448069303068
2728,0.12881704885189876
2729,0.1288697824239217
2730,0.12892268966230563
2731,0.12897577863018775
2732,0.12902905719697558
2733,0.12908253303522407
2734,0.12913621361806668
2735,0.129190106217207
2736,0.1292442179014815
2737,0.12929855553600098
2738,0.12935312578187097
2739,0.12940793509649712
2740,0.129462989734471
2741,0.12951829574903617
2742,0.12957385899412557
2743,0.1296296851269656
2744,0.1296857796112318
2745,0.12974214772074655
2746,0.1297987945436998
2747,0.12985572498737596
2748,0.12991294378336546
2749,0.12997045549323757
2750,0.13002826451464866
2751,0.1300863750878583
2752,0.1301447913026225
2753,0.1302035171054327
2754,0.13026255630706643
2755,0.13032191259041254
2756,0.13038158951853643
2757,0.13044159054294335
2758,0.1305019190120023
2759,0.13056257817948805
2760,0.13062357121319926
2761,0.13068490120361065
2762,0.13074657117251595
2763,0.13080858408161697
2764,0.1308709428410163
2765,0.13093365031756965
2766,0.13099670934305413
2767,0.13106012272210982
2768,0.13112389323991352
2769,0.13118802366954058
2770,0.13125251677897837
2771,0.13131737533774848
2772,0.13138260212310357
2773,0.1314481999257599
2774,0.13151417155513312
2775,0.13158051984404465
2776,0.13164724765286712
2777,0.13171435787308244
2778,0.13178185343022544
2779,0.13184973728618918
2780,0.13191801244087273
2781,0.13198668193315044
2782,0.13205574884114915
2783,0.13212521628181872
2784,0.1321950874097864
2785,0.13226536541548636
2786,0.1323360535225612
2787,0.1324071549845321
2788,0.13247867308073896
2789,0.13255061111155442
2790,0.13262297239287807
2791,0.13269576024992008
2792,0.13276897801028634
2793,0.13284262899637952
2794,0.13291671651713433
2795,0.13299124385910518
2796,0.13306621427693013
2797,0.13314163098319554
2798,0.13321749713772785
2799,0.13329381583634234
2800,0.1333705900990814
2801,0.1334478228579734
2802,0.13352551694435033
2803,0.13360367507575985
2804,0.13368229984251057
2805,0.13376139369389364
2806,0.13384095892411854
2807,0.13392099765801097
2808,0.13400151183651451
2809,0.13408250320204257
2810,0.13416397328372803
2811,0.13424592338261704
2812,0.13432835455685582
2813,0.1344112676069197
2814,0.13449466306093108
2815,0.1345785411601198
2816,0.13466290184447152
2817,0.1347477447386152
2818,0.13483306913799956
2819,0.13491887399540578
2820,0.13500515790784662
2821,0.13509191910389787
2822,0.13517915543151024
2823,0.13526686434634763
2824,0.13535504290069553
2825,0.1354436877329844
2826,0.13553279505796947
2827,0.1356223606576066
2828,0.13571237987266505
2829,0.13580284759511166
2830,0.13589375826130323
2831,0.13598510584601817
2832,0.13607688385735858
2833,0.13616908533255062
2834,0.13626170283466787
2835,0.13635472845030125
2836,0.13644815378819367
2837,0.1365419699788586
2838,0.1366361676751937
2839,0.1367307370541025
2840,0.13682566781913097
2841,0.13692094920412273
2842,0.13701656997789496
2843,0.13711251844993244
2844,0.1372087824770939
2845,0.13730534947132278
2846,0.13740220640834852
2847,0.13749933983736493
2848,0.13759673589166477
2849,0.13769438030020997
2850,0.13779225840011172
2851,0.13789035514999154
2852,0.13798865514419306
2853,0.13808714262780902
2854,0.1381858015124871
2855,0.13828461539297449
2856,0.13838356756435954
2857,0.13848264103996416
2858,0.13858181856984153
2859,0.1386810826598304
2860,0.13878041559111293
2861,0.13887979944022658
2862,0.13897921609947325
2863,0.13907864729767286
2864,0.1391780746212029
2865,0.1392774795352688
2866,0.13937684340534606
2867,0.1394761475187366
2868,0.13957537310618123
2869,0.13967450136346948
2870,0.13977351347298952
2871,0.13987239062516063
2872,0.13997111403969145
2873,0.14006966498660872
2874,0.1401680248070013
2875,0.14026617493342744
2876,0.140364096909933
2877,0.1404617724116311
2878,0.14055918326379535
2879,0.14065631146042187
2880,0.14075313918221455
2881,0.14084964881395548
2882,0.1409458229612205
2883,0.14104164446640458
2884,0.14113709642402433
2885,0.14123216219526855
2886,0.14132682542176933
2887,0.1414210700385699
2888,0.14151488028627074
2889,0.14160824072233374
2890,0.14170113623153366
2891,0.1417935520355441
2892,0.1418854737016521
2893,0.14197688715059698
2894,0.14206777866353215
2895,0.14215813488811427
2896,0.14224794284372339
2897,0.1423371899258252
2898,0.1424258639094855
2899,0.1425139529520534
2900,0.1426014455950306
2901,0.1426883307651468
2902,0.14277459777466606
2903,0.14286023632094827
2904,0.1429452364852952
2905,0.1430295887311105
2906,0.14311328390140673
2907,0.14319631321569343
2908,0.14327866826628255
2909,0.14336034101404732
2910,0.14344132378367536
2911,0.14352160925845395
2912,0.14360119047462955
2913,0.143680060815382
2914,0.14375821400445632
2915,0.14383564409949245
2916,0.14391234548509835
2917,0.1439883128657047
2918,0.14406354125824666
2919,0.144138025984711
2920,0.1442117626645914
2921,0.14428474720729037
2922,0.1443569758045064
2923,0.1444284449226446
2924,0.14449915129528504
2925,0.1445690919157455
2926,0.1446382640297686
2927,0.14470666512836652
2928,0.14477429294085015
2929,0.1448411454280707
2930,0.14490722077589796
2931,0.1449725173889574
2932,0.14503703388464573
2933,0.14510076908744401
2934,0.14516372202354094
2935,0.14522589191578292
2936,0.14528727817895662
2937,0.14534788041541605
2938,0.1454076984110569
2939,0.1454667321316427
2940,0.1455249817194824
2941,0.14558244749045973
2942,0.1456391299314066
2943,0.1456950296978202
2944,0.14575014761191024
2945,0.14580448466097026
2946,0.14585804199605876
2947,0.14591082093097812
2948,0.14596282294153526
2949,0.1460140496650673
2950,0.1460645029002148
2951,0.14611418460692296
2952,0.14616309690665022
2953,0.1462112420827636
2954,0.14625862258109804
2955,0.14630524101065784
2956,0.14635110014443717
2957,0.14639620292033456
2958,0.14644055244214038
2959,0.1464841519805708
2960,0.1465270049743273
2961,0.14656911503115583
2962,0.14661048592888443
2963,0.14665112161641608
2964,0.14669102621465355
2965,0.14673020401733805
2966,0.14676865949177686
2967,0.14680639727944428
2968,0.14684342219643456
2969,0.14687973923375047
2970,0.1469153535574107
2971,0.14695027050836015
2972,0.14698449560217036
2973,0.14701803452851617
2974,0.14705089315041764
2975,0.14708307750323746
2976,0.1471145937934246
2977,0.14714544839699747
2978,0.14717564785776094
2979,0.14720519888525263
2980,0.14723410835241557
2981,0.14726238329299604
2982,0.14729003089866727
2983,0.14731705851587837
2984,0.14734347364243466
2985,0.14736928392381032
2986,0.14739449714920086
2987,0.14741912124732237
2988,0.1474431642819645
2989,0.14746663444730762
2990,0.14748954006301432
2991,0.1475118895691063
2992,0.14753369152064097
2993,0.14755495458219928
2994,0.14757568752220165
2995,0.14759589920706517
2996,0.14761559859522017
2997,0.1476347947310026
2998,0.14765349673843914
2999,0.14767171381494407
3000,0.1476894552249464
3001,0.1477067302934657
3002,0.14772354839965687
3003,0.1477399189703426
3004,0.14775585147355352
3005,0.14777135541209666
3006,0.14778644031716995
3007,0.14780111574204452
3008,0.14781539125583285
3009,0.14782927643736168
3010,0.14784278086916983
3011,0.14785591413164728
3012,0.14786868579733414
3013,0.1478811054253962
3014,0.14789318255629375
3015,0.147904926706658
3016,0.14791634736439097
3017,0.14792745398400095
3018,0.14793825598218766
3019,0.14794876273368662
3020,0.14795898356738546
3021,0.14796892776271833
3022,0.14797860454634915
3023,0.14798802308914744
3024,0.1479971925034644
3025,0.14800612184071074
3026,0.14801482008924063
3027,0.14802329617254104
3028,0.1480315589477274
3029,0.14803961720434214
3030,0.14804747966345397
3031,0.14805515497705293
3032,0.148062651727734
3033,0.14806997842866268
3034,0.14807714352381285
3035,0.14808415538846675
3036,0.14809102232996568
3037,0.14809775258869773
3038,0.14810435433930924
3039,0.148110835692124
3040,0.14811720469475456
3041,0.1481234693338876
3042,0.14812963753722533
3043,0.14813571717556376
3044,0.14814171606498855
3045,0.148147641969167
3046,0.14815350260171534
3047,0.14815930562861968
3048,0.14816505867068955
3049,0.14817076930602055
3050,0.14817644507244412
3051,0.14818209346994252
3052,0.1481877219630062
3053,0.1481933379829112
3054,0.1481989489298953
3055,0.14820456217521058
3056,0.14821018506303207
3057,0.14821582491220162
3058,0.14822148901778773
3059,0.14822718465244147
3060,0.14823291906753194
3061,0.14823869949404278
3062,0.1482445331432154
3063,0.14825042720692266
3064,0.14825638885776107
3065,0.1482624252488484
3066,0.1482685435133163
3067,0.1482747507634902
3068,0.1482810540897456
3069,0.1482874605590396
3070,0.14829397721310836
3071,0.1483006110663323
3072,0.14830736910326522
3073,0.14831425827582922
3074,0.14832128550017923
3075,0.1483284576532399
3076,0.14833578156892221
3077,0.148343264034028
3078,0.14835091178385154
3079,0.14835873149749038
3080,0.14836672979287874
3081,0.1483749132215585
3082,0.14838328826320377
3083,0.14839186131991822
3084,0.14840063871032466
3085,0.1484096266634672
3086,0.14841883131254904
3087,0.14842825868853096
3088,0.14843791471361206
3089,0.14844780519462258
3090,0.14845793581635292
3091,0.1484683121348479
3092,0.1484789395706943
3093,0.14848982340233122
3094,0.14850096875941132
3095,0.14851238061624522
3096,0.14852406378535585
3097,0.14853602291117618
3098,0.14854826246391706
3099,0.14856078673363715
3100,0.14857359982454268
3101,0.1485867056495466
3102,0.14860010792511508
3103,0.14861381016642708
3104,0.14862781568287592
3105,0.14864212757393447
3106,0.14865674872541132
3107,0.14867168180611687
3108,0.14868692926496307
3109,0.14870249332851454
3110,0.1487183759990089
3111,0.14873457905286233
3112,0.1487511040396736
3113,0.1487679522817394
3114,0.14878512487408893
3115,0.1488026226850472
3116,0.14882044635733116
3117,0.1488385963096819
3118,0.14885707273903404
3119,0.14887587562322083
3120,0.1488950047242109
3121,0.14891445959187077
3122,0.14893423956824484
3123,0.14895434379234176
3124,0.1489747712054155
3125,0.1489955205567246
3126,0.14901659040975376
3127,0.1490379791488783
3128,0.14905968498645036
3129,0.149081705970284
3130,0.1491040399915145
3131,0.14912668479280639
3132,0.14914963797688144
3133,0.14917289701533767
3134,0.14919645925773023
3135,0.14922032194088133
3136,0.14924448219838674
3137,0.14926893707028735
3138,0.14929368351286978
3139,0.14931871840856284
3140,0.1493440385758952
3141,0.1493696407794784
3142,0.14939552173998114
3143,0.14942167814405896
3144,0.14944810665420574
3145,0.1494748039184916
3146,0.14950176658015413
3147,0.14952899128701
3148,0.14955647470065334
3149,0.14958421350541184
3150,0.14961220441702763
3151,0.14964044419103575
3152,0.14966892963081127
3153,0.149697657595259
3154,0.14972662500612052
3155,0.14975582885487523
3156,0.14978526620921284
3157,0.14981493421905823
3158,0.14984483012212987
3159,0.14987495124901398
3160,0.1499052950277416
3161,0.14993585898785497
3162,0.14996664076395128
3163,0.14999763809869632
3164,0.1500288488453008
3165,0.15006027096945354
3166,0.15009190255070884
3167,0.15012374178332805
3168,0.15015578697657467
3169,0.150188036554467
3170,0.15022048905499294
3171,0.15025314312879362
3172,0.15028599753732447
3173,0.15031905115050403
3174,0.1503523029438634
3175,0.15038575199520954
3176,0.15041939748081806
3177,0.150453238671174
3178,0.15048727492627698
3179,0.15052150569053424
3180,0.15055593048725965
3181,0.1505905489128052
3182,0.15062536063034637
3183,0.1506603653633482
3184,0.15069556288873884
3185,0.15073095302981668
3186,0.15076653564892076
3187,0.15080231063989227
3188,0.15083827792035803
3189,0.15087443742386614
3190,0.15091078909190314
3191,0.15094733286582568
3192,0.15098406867873762
3193,0.15102099644734335
3194,0.1510581160638094
3195,0.15109542738766615
3196,0.15113293023778052
3197,0.1511706243844303
3198,0.15120850954151197
3199,0.15124658535891014
3200,0.15128485141506004
3201,0.15132330720973045
3202,0.15136195215705525
3203,0.15140078557884065
3204,0.1514398066981736
3205,0.15147901463335703
3206,0.1515184083921944
3207,0.15155798686664626
3208,0.15159774882787963
3209,0.15163769292173013
3210,0.1516778176645935
3211,0.151718121439764
3212,0.151758602494233
3213,0.15179925893596313
3214,0.15184008873164548
3215,0.15188108970495248
3216,0.15192225953529234
3217,0.15196359575707113
3218,0.1520050957594659
3219,0.15204675678671206
3220,0.1520885759389027
3221,0.15213055017330068
3222,0.15217267630615802
3223,0.15221495101503713
3224,0.15225737084162716
3225,0.15229993219504523
3226,0.15234263135561335
3227,0.15238546447909537
3228,0.1524284276013825
3229,0.15247151664361017
3230,0.15251472741768746
3231,0.15255805563222286
3232,0.15260149689882338
3233,0.1526450467387467
3234,0.15268870058988296
3235,0.15273245381404219
3236,0.15277630170452294
3237,0.15282023949393392
3238,0.15286426236224615
3239,0.15290836544504244
3240,0.1529525438419412
3241,0.15299679262516305
3242,0.1530411068482118
3243,0.15308548155464197
3244,0.15312991178688137
3245,0.15317439259508103
3246,0.15321891904596274
3247,0.15326348623163563
3248,0.15330808927835177
3249,0.153352723355175
3250,0.1533973836825326
3251,0.15344206554062587
3252,0.15348676427766997
3253,0.15353147531794156
3254,0.15357619416960655
3255,0.15362091643230708
3256,0.1536656378044845
3257,0.1537103540904174
3258,0.1537550612069559
3259,0.1537997551899337
3260,0.1538444322002402
3261,0.15388908852953898
3262,0.15393372060561752
3263,0.1539783249973568
