step,treat_Hperp,treat_Hperp_frac,treat_PR_M,treat_amp_std
0,3.228941922386725e-33,1.965918019459601e-33,1.0000000000000002,2.5696669785706156e-17
5,8.668407350826395e-30,5.277697345020453e-30,0.9999999999999999,4.39918681265069e-16
10,1.8515809804083543e-29,1.1273217361502901e-29,1.0,6.021379149940294e-16
25,2.4250886948763808e-29,1.4764977750114638e-29,0.9999999999999993,6.040767317912035e-16
50,4.572116488823548e-29,2.783700174391071e-29,0.9999999999999999,9.504005176332837e-16
75,7.795257305831116e-29,4.746086232647332e-29,0.9999999999999994,1.3129422505831151e-15
100,1.4566669061905619e-28,8.868811480863462e-29,1.0000000000000002,1.778222236546862e-15
125,1.7126489596363382e-28,1.0427339765433313e-28,0.9999999999999997,2.037794790020084e-15
150,2.440575827758255e-28,1.4859270042556014e-28,0.9999999999999999,2.320088169629078e-15
200,3.8106050086863274e-28,2.320059397687151e-28,0.9999999999999998,3.0544917737685405e-15
250,5.520012956784896e-28,3.360820107712678e-28,1.0000000000000002,3.73722041675512e-15
300,4.86096362251479e-28,2.9595626701070035e-28,1.0,3.2799050205003593e-15
350,5.737748721682785e-28,3.4933869590164338e-28,0.9999999999999998,3.656722788336696e-15
400,7.599179009155698e-28,4.626705374792014e-28,0.9999999999999999,4.13112097091623e-15
450,8.76116023867031e-28,5.334169272342752e-28,1.0000000000000002,4.780685685492562e-15
500,9.738980026151477e-28,5.929507803105918e-28,1.0000000000000002,4.881499356014985e-15
