candidate,fit_valid,case_count,loglog_slope,inverse_power_alpha,loglog_intercept,log_rmse,min_value,max_value,scattering_protocol,inverse_square_match
max_f_native_mean,True,7,1.0000000000000104,-1.0000000000000104,-5.45329923639949,1.4262307636984606e-14,7.47376780486225e-05,0.0044842606829176195,pass_through,False
rms_f_native_mean,True,7,1.0000000000000002,-1.0000000000000002,-5.453299236399671,6.713997766802521e-16,7.473767804861161e-05,0.004484260682916699,pass_through,False
max_A_meridian_lune,True,7,1.9999999999999993,-1.9999999999999993,-1.7456418720467648,1.7604250661042806e-15,5.316576934207785e-05,0.19139676963148028,pass_through,False
max_K_area_times_f,True,7,3.0000000000000027,-3.0000000000000027,-7.198941108446366,7.017653408996305e-15,3.973486152295172e-09,0.0008582730088957625,pass_through,False
max_f_native_mean,True,7,1.0000000000000104,-1.0000000000000104,-5.45329923639949,1.4262307636984606e-14,7.47376780486225e-05,0.0044842606829176195,fermionic_reflection_pi,False
rms_f_native_mean,True,7,1.0000000000000002,-1.0000000000000002,-5.453299236399671,6.713997766802521e-16,7.473767804861161e-05,0.004484260682916699,fermionic_reflection_pi,False
max_A_meridian_lune,True,7,1.9999999999999993,-1.9999999999999993,-1.7456418720467648,1.7604250661042806e-15,5.316576934207785e-05,0.19139676963148028,fermionic_reflection_pi,False
max_K_area_times_f,True,7,3.0000000000000027,-3.0000000000000027,-7.198941108446366,7.017653408996305e-15,3.973486152295172e-09,0.0008582730088957625,fermionic_reflection_pi,False
