t,H,Q2_re,Q2_im,generator_norm
0,np.float64(1510.464415960153),np.float64(-76.18732539916255),np.float64(130.90525493520545),np.float64(35.03796751069851)
1,np.float64(1510.4644159601473),np.float64(-76.18732539916178),np.float64(130.90525493520366),np.float64(34.64377179789835)
2,np.float64(1510.464415960143),np.float64(-76.18732539916192),np.float64(130.90525493520343),np.float64(35.039815691804144)
3,np.float64(1510.4644159601453),np.float64(-76.18732539916238),np.float64(130.905254935203),np.float64(36.04760702352764)
4,np.float64(1510.464415960142),np.float64(-76.1873253991625),np.float64(130.9052549352031),np.float64(36.5124007757935)
5,np.float64(1510.4644159601405),np.float64(-76.18732539916229),np.float64(130.90525493520192),np.float64(36.61034039646681)
6,np.float64(1510.4644159601448),np.float64(-76.18732539916296),np.float64(130.90525493520215),np.float64(36.78047575781923)
7,np.float64(1510.464415960142),np.float64(-76.18732539916351),np.float64(130.90525493520158),np.float64(36.979187700463804)
8,np.float64(1510.464415960143),np.float64(-76.18732539916365),np.float64(130.90525493520153),np.float64(37.13018001384788)
9,np.float64(1510.4644159601457),np.float64(-76.18732539916343),np.float64(130.90525493520255),np.float64(37.141960271509724)
10,np.float64(1510.4644159601462),np.float64(-76.18732539916388),np.float64(130.90525493520164),np.float64(37.077839281600866)
11,np.float64(1510.4644159601503),np.float64(-76.18732539916346),np.float64(130.90525493520306),np.float64(36.949910926304845)
12,np.float64(1510.4644159601467),np.float64(-76.18732539916371),np.float64(130.9052549352026),np.float64(36.978908491308154)
13,np.float64(1510.464415960149),np.float64(-76.1873253991631),np.float64(130.90525493520283),np.float64(37.29003259575249)
14,np.float64(1510.4644159601467),np.float64(-76.18732539916273),np.float64(130.90525493520212),np.float64(37.64029076330359)
15,np.float64(1510.4644159601462),np.float64(-76.18732539916303),np.float64(130.90525493520144),np.float64(37.829850863941296)
16,np.float64(1510.4644159601437),np.float64(-76.18732539916401),np.float64(130.90525493520065),np.float64(37.90601783400043)
17,np.float64(1510.4644159601398),np.float64(-76.18732539916451),np.float64(130.90525493520005),np.float64(37.902114386693064)
18,np.float64(1510.4644159601403),np.float64(-76.18732539916343),np.float64(130.9052549352012),np.float64(37.88638620170815)
19,np.float64(1510.4644159601412),np.float64(-76.18732539916421),np.float64(130.90525493520124),np.float64(37.89715220836564)
20,np.float64(1510.464415960136),np.float64(-76.1873253991642),np.float64(130.90525493520062),np.float64(37.94933887943386)
21,np.float64(1510.464415960134),np.float64(-76.1873253991642),np.float64(130.90525493520107),np.float64(38.028495369764684)
22,np.float64(1510.4644159601341),np.float64(-76.18732539916445),np.float64(130.90525493520173),np.float64(38.11399651914499)
23,np.float64(1510.464415960134),np.float64(-76.1873253991643),np.float64(130.90525493520124),np.float64(38.17719775314836)
24,np.float64(1510.4644159601348),np.float64(-76.18732539916464),np.float64(130.90525493520124),np.float64(38.21125132314366)
25,np.float64(1510.4644159601394),np.float64(-76.18732539916446),np.float64(130.90525493520056),np.float64(38.21262364774551)
26,np.float64(1510.4644159601348),np.float64(-76.18732539916407),np.float64(130.9052549352002),np.float64(38.18461719612863)
27,np.float64(1510.4644159601319),np.float64(-76.18732539916473),np.float64(130.90525493519985),np.float64(38.14737285736393)
28,np.float64(1510.4644159601298),np.float64(-76.18732539916527),np.float64(130.9052549351991),np.float64(38.11319586829937)
29,np.float64(1510.4644159601294),np.float64(-76.18732539916572),np.float64(130.90525493519903),np.float64(38.11224140820756)
30,np.float64(1510.4644159601266),np.float64(-76.18732539916518),np.float64(130.90525493519985),np.float64(38.1329387778728)
31,np.float64(1510.4644159601228),np.float64(-76.18732539916496),np.float64(130.90525493520016),np.float64(38.18126893411163)
32,np.float64(1510.4644159601291),np.float64(-76.18732539916462),np.float64(130.9052549352003),np.float64(38.23471089595077)
33,np.float64(1510.464415960126),np.float64(-76.18732539916496),np.float64(130.90525493520113),np.float64(38.301018815278866)
34,np.float64(1510.4644159601235),np.float64(-76.18732539916437),np.float64(130.90525493520101),np.float64(38.367230731908116)
35,np.float64(1510.4644159601285),np.float64(-76.18732539916431),np.float64(130.90525493520173),np.float64(38.43107873712718)
36,np.float64(1510.4644159601244),np.float64(-76.18732539916334),np.float64(130.90525493520153),np.float64(38.48268348054135)
37,np.float64(1510.4644159601248),np.float64(-76.18732539916428),np.float64(130.90525493520096),np.float64(38.51937685383352)
38,np.float64(1510.4644159601255),np.float64(-76.18732539916428),np.float64(130.9052549352009),np.float64(38.539292385028475)
39,np.float64(1510.464415960129),np.float64(-76.18732539916418),np.float64(130.9052549352004),np.float64(38.54300824209208)
40,np.float64(1510.4644159601341),np.float64(-76.18732539916432),np.float64(130.9052549352005),np.float64(38.536383311664586)
41,np.float64(1510.4644159601319),np.float64(-76.18732539916479),np.float64(130.90525493520016),np.float64(38.52442699840459)
42,np.float64(1510.4644159601346),np.float64(-76.18732539916476),np.float64(130.90525493520005),np.float64(38.51737322448764)
43,np.float64(1510.4644159601364),np.float64(-76.187325399165),np.float64(130.90525493520022),np.float64(38.51882841246002)
