t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(216.7716002927632),np.float64(-28.57111933419363),np.float64(38.19263752515434),np.float64(26.2392450537915),np.float64(4.440892098500626e-16)
1,np.float64(216.77160029276345),np.float64(-28.57111933419339),np.float64(38.192637525154694),np.float64(30.056126707260773),np.float64(8.881784197001252e-16)
2,np.float64(216.7716002927637),np.float64(-28.5711193341935),np.float64(38.19263752515468),np.float64(34.9614776112695),np.float64(8.881784197001252e-16)
3,np.float64(216.77160029276357),np.float64(-28.571119334193526),np.float64(38.19263752515471),np.float64(47.90989656261225),np.float64(1.7763568394002505e-15)
4,np.float64(216.77160029276337),np.float64(-28.571119334193465),np.float64(38.19263752515472),np.float64(56.21866684929205),np.float64(1.7763568394002505e-15)
5,np.float64(216.77160029276337),np.float64(-28.571119334193526),np.float64(38.19263752515469),np.float64(85.61998336613665),np.float64(7.105427357601002e-15)
6,np.float64(216.77160029276322),np.float64(-28.5711193341935),np.float64(38.19263752515465),np.float64(93.54358557897679),np.float64(3.552713678800501e-15)
7,np.float64(216.77160029276357),np.float64(-28.57111933419359),np.float64(38.19263752515445),np.float64(98.05728036632672),np.float64(7.105427357601002e-15)
8,np.float64(216.77160029276402),np.float64(-28.57111933419376),np.float64(38.19263752515461),np.float64(99.23500777408867),np.float64(7.105427357601002e-15)
9,np.float64(216.77160029276465),np.float64(-28.571119334193924),np.float64(38.19263752515464),np.float64(100.18516384305974),np.float64(7.105427357601002e-15)
10,np.float64(216.77160029276445),np.float64(-28.571119334194044),np.float64(38.19263752515471),np.float64(101.1691931387191),np.float64(7.105427357601002e-15)
11,np.float64(216.77160029276462),np.float64(-28.571119334194016),np.float64(38.19263752515471),np.float64(101.89667077206097),np.float64(3.552713678800501e-15)
12,np.float64(216.77160029276422),np.float64(-28.571119334193483),np.float64(38.192637525154666),np.float64(102.2938214687616),np.float64(3.552713678800501e-15)
13,np.float64(216.7716002927646),np.float64(-28.571119334193778),np.float64(38.19263752515483),np.float64(102.56056490907088),np.float64(3.552713678800501e-15)
14,np.float64(216.77160029276507),np.float64(-28.57111933419398),np.float64(38.19263752515458),np.float64(102.76934095842654),np.float64(7.105427357601002e-15)
15,np.float64(216.77160029276456),np.float64(-28.571119334192893),np.float64(38.19263752515474),np.float64(102.92500273205626),np.float64(7.105427357601002e-15)
16,np.float64(216.77160029276402),np.float64(-28.571119334193067),np.float64(38.19263752515417),np.float64(103.02788825197335),np.float64(7.105427357601002e-15)
17,np.float64(216.77160029276405),np.float64(-28.571119334193288),np.float64(38.19263752515374),np.float64(103.12860038229933),np.float64(7.105427357601002e-15)
18,np.float64(216.77160029276428),np.float64(-28.571119334193295),np.float64(38.19263752515408),np.float64(103.24326144577832),np.float64(3.552713678800501e-15)
19,np.float64(216.77160029276473),np.float64(-28.571119334193035),np.float64(38.1926375251546),np.float64(103.34656623497587),np.float64(7.105427357601002e-15)
20,np.float64(216.7716002927651),np.float64(-28.57111933419272),np.float64(38.19263752515522),np.float64(103.42419973428498),np.float64(3.552713678800501e-15)
21,np.float64(216.771600292765),np.float64(-28.57111933419266),np.float64(38.19263752515501),np.float64(103.47766917172164),np.float64(7.105427357601002e-15)
22,np.float64(216.77160029276536),np.float64(-28.5711193341921),np.float64(38.19263752515569),np.float64(103.5133423610199),np.float64(3.552713678800501e-15)
23,np.float64(216.77160029276527),np.float64(-28.571119334192108),np.float64(38.19263752515573),np.float64(103.53745621510382),np.float64(8.881784197001252e-16)
24,np.float64(216.77160029276519),np.float64(-28.57111933419234),np.float64(38.192637525155504),np.float64(103.5551045510842),np.float64(3.552713678800501e-15)
25,np.float64(216.77160029276484),np.float64(-28.57111933419229),np.float64(38.192637525155476),np.float64(103.57028951698732),np.float64(3.552713678800501e-15)
26,np.float64(216.77160029276487),np.float64(-28.57111933419244),np.float64(38.192637525155675),np.float64(103.58616782691311),np.float64(8.881784197001252e-16)
27,np.float64(216.77160029276467),np.float64(-28.571119334192502),np.float64(38.19263752515574),np.float64(103.60532620879181),np.float64(1.7763568394002505e-15)
28,np.float64(216.77160029276487),np.float64(-28.57111933419278),np.float64(38.192637525155526),np.float64(103.63004291974485),np.float64(3.552713678800501e-15)
