step,takagi_r1,takagi_r2,takagi_r3,takagi_r4,takagi_r5,takagi_r6,takagi_r7,takagi_r8,takagi_r9,takagi_r10,takagi_r11,takagi_r12,takagi_r13,takagi_r14,takagi_r15,takagi_r16
0,0.3234057875667666,0.3123285738920406,0.29903030211687937,0.2892538253397423,0.2705193409858133,0.25255726467928774,0.23264656414286325,0.22138554269680036,0.1986615595287428,0.19052689276590518,0.18026039522497572,0.14579293297644771,0.13526175305478505,0.09567098523635317,0.08353471285840458,3.5497719061553512e-09
1,0.32340578756676763,0.31232857389204327,0.299030302116879,0.28925382533973665,0.2705193409858238,0.2525572646792876,0.2326465641428605,0.22138554269679606,0.19866155952874506,0.19052689276589713,0.1802603952249795,0.14579293297643958,0.13526175305477714,0.09567098523637511,0.08353471285839763,1.742697987587739e-09
2,0.3234057875667687,0.312328573892046,0.2990303021168785,0.28925382533973065,0.2705193409858342,0.25255726467928746,0.23264656414285767,0.22138554269679167,0.19866155952874756,0.19052689276588924,0.18026039522498313,0.14579293297643164,0.13526175305476976,0.09567098523639708,0.083534712858391,2.241770520879919e-09
3,0.32340578756676985,0.31232857389204866,0.299030302116878,0.28925382533972444,0.2705193409858444,0.25255726467928735,0.2326465641428548,0.2213855426967875,0.19866155952875028,0.19052689276588147,0.18026039522498674,0.145792932976424,0.13526175305476226,0.09567098523641901,0.08353471285838499,2.454055066329998e-09
4,0.3234057875667705,0.312328573892051,0.29903030211687703,0.2892538253397176,0.27051934098585406,0.25255726467928685,0.23264656414285168,0.22138554269678315,0.19866155952875297,0.19052689276587362,0.18026039522499018,0.14579293297641638,0.13526175305475494,0.09567098523644073,0.08353471285837913,3.3578390475975037e-09
5,0.3234057875667715,0.31232857389205365,0.2990303021168765,0.28925382533971095,0.27051934098586394,0.25255726467928674,0.23264656414284873,0.22138554269677913,0.19866155952875614,0.19052689276586615,0.18026039522499385,0.145792932976409,0.1352617530547482,0.09567098523646246,0.08353471285837392,2.4484669647792176e-09
6,0.3234057875667722,0.3123285738920557,0.29903030211687537,0.2892538253397037,0.27051934098587327,0.25255726467928624,0.2326465641428454,0.22138554269677485,0.1986615595287592,0.19052689276585852,0.18026039522499696,0.14579293297640175,0.13526175305474158,0.09567098523648403,0.08353471285836882,2.6494488824306683e-09
7,0.3234057875667729,0.31232857389205815,0.2990303021168744,0.28925382533969635,0.2705193409858826,0.2525572646792861,0.23264656414284215,0.2213855426967708,0.1986615595287625,0.19052689276585108,0.18026039522500015,0.1457929329763949,0.1352617530547351,0.09567098523650534,0.08353471285836434,2.9295434869008994e-09
8,0.32340578756677407,0.31232857389206087,0.2990303021168738,0.289253825339689,0.2705193409858921,0.252557264679286,0.2326465641428391,0.22138554269676694,0.1986615595287662,0.19052689276584409,0.1802603952250036,0.14579293297638826,0.13526175305472932,0.0956709852365268,0.08353471285836042,1.4927298102185972e-09
9,0.32340578756677457,0.312328573892063,0.2990303021168726,0.2892538253396811,0.27051934098590097,0.2525572646792857,0.2326465641428356,0.221385542696763,0.19866155952876982,0.19052689276583692,0.1802603952250066,0.14579293297638155,0.1352617530547237,0.09567098523654795,0.08353471285835676,2.272452460724303e-09
10,0.32340578756677535,0.31232857389206536,0.2990303021168715,0.2892538253396731,0.2705193409859098,0.25255726467928563,0.23264656414283208,0.22138554269675922,0.19866155952877368,0.19052689276583004,0.18026039522500967,0.14579293297637522,0.13526175305471844,0.09567098523656897,0.08353471285835373,1.9748381987220233e-09
11,0.3234057875667755,0.31232857389206703,0.29903030211686965,0.2892538253396643,0.27051934098591796,0.25255726467928497,0.23264656414282814,0.22138554269675503,0.19866155952877732,0.19052689276582285,0.18026039522501217,0.14579293297636886,0.13526175305471322,0.09567098523658975,0.08353471285835067,3.2801029622404743e-09
12,0.3234057875667761,0.3123285738920692,0.2990303021168685,0.2892538253396559,0.2705193409859262,0.25255726467928474,0.2326465641428246,0.22138554269675123,0.19866155952878162,0.19052689276581605,0.18026039522501494,0.14579293297636303,0.13526175305470856,0.09567098523661047,0.08353471285834808,2.1254134941035004e-09
13,0.3234057875667773,0.31232857389207186,0.2990303021168676,0.2892538253396477,0.2705193409859349,0.2525572646792851,0.23264656414282134,0.22138554269674804,0.1986615595287863,0.19052689276580986,0.180260395225018,0.14579293297635748,0.1352617530547044,0.09567098523663119,0.08353471285834627,2.1007564292789158e-09
14,0.3234057875667783,0.31232857389207425,0.2990303021168666,0.28925382533963917,0.2705193409859432,0.2525572646792852,0.23264656414281792,0.22138554269674493,0.1986615595287911,0.19052689276580384,0.1802603952250209,0.14579293297635218,0.13526175305470048,0.09567098523665163,0.08353471285834482,2.7942233307921566e-09
15,0.3234057875667793,0.31232857389207663,0.29903030211686554,0.28925382533963034,0.2705193409859513,0.2525572646792854,0.2326465641428144,0.22138554269674174,0.19866155952879602,0.19052689276579785,0.18026039522502363,0.14579293297634713,0.13526175305469681,0.09567098523667189,0.0835347128583436,2.787643574640935e-09
16,0.3234057875667806,0.31232857389207924,0.29903030211686465,0.28925382533962163,0.27051934098595937,0.25255726467928596,0.23264656414281107,0.2213855426967388,0.19866155952880127,0.1905268927657923,0.18026039522502643,0.14579293297634227,0.13526175305469368,0.095670985236692,0.08353471285834292,3.587170054345423e-09
17,0.3234057875667815,0.3123285738920816,0.2990303021168634,0.28925382533961264,0.2705193409859672,0.25255726467928624,0.2326465641428075,0.22138554269673588,0.19866155952880657,0.1905268927657868,0.18026039522502899,0.1457929329763376,0.13526175305469063,0.09567098523671179,0.08353471285834274,2.2845065662685397e-09
