step,H_total,H_parallel,H_perp,A_perp,f,abs_ztz,full_simplex_rank,perp_simplex_rank,R_full_takagi,R_parallel_takagi,R_perp_takagi,R_cross_takagi,r1_full,r1_parallel,r1_perp,r1_cross,Bcross_fro
22,3.6350618310695566,3.6350618310695575,6.530148587748577e-22,2.5554155411104037e-11,1.7964339786284156e-22,1.15848049595535e-14,15,0,0.8827639750652809,0.8827639750652788,1.3318630820435234e-11,4.052618877460363e-06,0.323405787566788,0.32340578756676325,5.7489302649389295e-12,1.607199461675407e-06,5.2196524448194895e-12
23,3.6350618310695446,3.635061831069545,7.141271600425798e-22,2.6723157748338422e-11,1.9645529931260127e-22,9.770682106195885e-15,15,0,0.882763975065281,0.8827639750652773,1.3927565365124273e-11,4.145206895630406e-06,0.3234057875667889,0.3234057875667627,6.011412264580611e-12,1.6439421938304166e-06,5.460158922357727e-12
24,3.6350618310695353,3.6350618310695357,7.780003483168282e-22,2.7892657605843662e-11,2.1402671659313126e-22,1.1330021790324646e-14,15,0,0.8827639750652816,0.8827639750652762,1.4536892726602445e-11,4.235897223978804e-06,0.3234057875667899,0.32340578756676225,6.2738959763177745e-12,1.679918291022672e-06,5.700959819137846e-12
25,3.635061831069517,3.635061831069517,8.446616089545178e-22,2.9063062621728595e-11,2.323651283549142e-22,1.3406402734145562e-14,15,0,0.8827639750652815,0.8827639750652739,1.5146690374242022e-11,4.32484970055652e-06,0.32340578756679067,0.3234057875667614,6.53656809441919e-12,1.7152155367266574e-06,5.942154849937707e-12
26,3.6350618310695113,3.6350618310695104,9.141141816980324e-22,3.0234321254131574e-11,2.51471425846168e-22,1.433007762583031e-14,15,0,0.8827639750652826,0.882763975065273,1.575684859350589e-11,4.412173657363028e-06,0.32340578756679195,0.3234057875667611,6.7993543471629504e-12,1.7498698327936324e-06,6.183754117407597e-12
27,3.6350618310695055,3.635061831069506,9.863578238452163e-22,3.1406334135731545e-11,2.713455422998983e-22,1.559320613921028e-14,15,0,0.8827639750652841,0.8827639750652725,1.6367250060554057e-11,4.497961850841368e-06,0.3234057875667933,0.32340578756676097,7.062218684590617e-12,1.7839146862517673e-06,6.425729675368955e-12
28,3.635061831069505,3.635061831069505,1.0613944426198537e-21,3.257904913621411e-11,2.9198800239047684e-22,1.7388220185671582e-14,15,0,0.8827639750652864,0.8827639750652724,1.6977845575771217e-11,4.582298604596004e-06,0.3234057875667949,0.32340578756676086,7.325195644455792e-12,1.81738122920297e-06,6.668079124478662e-12
29,3.6350618310694838,3.6350618310694847,1.1392403345308185e-21,3.3752634482819535e-11,3.1340328926279604e-22,1.673090350844796e-14,15,0,0.882763975065286,0.8827639750652699,1.758866792637421e-11,4.665249512380731e-06,0.3234057875667955,0.32340578756676,7.588337175390854e-12,1.8503138993686779e-06,6.910824546652309e-12
30,3.635061831069491,3.6350618310694918,1.2199148671147998e-21,3.492727969817861e-11,3.355967308968393e-22,1.8060926493311448e-14,15,0,0.8827639750652896,0.8827639750652707,1.8199783449821793e-11,4.746938959586564e-06,0.3234057875667975,0.3234057875667603,7.85167578963307e-12,1.8827418122243302e-06,7.1540604225977e-12
31,3.6350618310694895,3.6350618310694904,1.3033926271484009e-21,3.6102529373278e-11,3.5856133615337244e-22,1.8712615794532657e-14,15,0,0.882763975065292,0.8827639750652706,1.8810984692534437e-11,4.827391554883171e-06,0.3234057875667992,0.3234057875667603,8.11506652077378e-12,1.9146804296686047e-06,7.39767392728579e-12
32,3.6350618310694918,3.635061831069492,1.3897122837466642e-21,3.727884498943958e-11,3.823077428473312e-22,2.0059428990400907e-14,15,0,0.8827639750652951,0.8827639750652707,1.9422420247717678e-11,4.906698890575599e-06,0.32340578756680105,0.32340578756676025,8.378574267842538e-12,1.9461589424334166e-06,7.641756275894212e-12
33,3.635061831069476,3.635061831069477,1.4788660141211507e-21,3.845602701945627e-11,4.0683379894147543e-22,2.0055247266557954e-14,15,0,0.8827639750652961,0.8827639750652689,2.0033965606685153e-11,4.984904699248189e-06,0.3234057875668021,0.3234057875667596,8.642277317573355e-12,1.9772141501400084e-06,7.886297648771015e-12
34,3.635061831069476,3.635061831069477,1.570868656349304e-21,3.963418545081132e-11,4.321435863684159e-22,2.5403649749398924e-14,15,0,0.8827639750652991,0.8827639750652689,2.0645675637641884e-11,5.0620636032745e-06,0.32340578756680377,0.3234057875667596,8.90609377027016e-12,2.0078564795447155e-06,8.131307140152381e-12
35,3.6350618310694696,3.6350618310694696,1.6656902771554652e-21,4.0812869014018916e-11,4.582288705293916e-22,2.2987653827698416e-14,15,0,0.8827639750653015,0.8827639750652682,2.12573386385209e-11,5.138193751548071e-06,0.32340578756680527,0.32340578756675925,9.170013756541662e-12,2.038090217298125e-06,8.376686631601575e-12
36,3.6350618310694713,3.6350618310694722,1.7634002885190476e-21,4.199285997070273e-11,4.851087465547285e-22,1.9474072187941513e-14,15,0,0.8827639750653049,0.8827639750652684,2.186929968004145e-11,5.213394305445931e-06,0.32340578756680705,0.32340578756675936,9.434096462699941e-12,2.0679529683146266e-06,8.622592065683608e-12
37,3.635061831069472,3.6350618310694727,1.8639606812266602e-21,4.317361093569381e-11,5.127727581674351e-22,2.324691428734079e-14,15,0,0.8827639750653083,0.8827639750652685,2.2481264976573356e-11,5.287683138734002e-06,0.32340578756680893,0.3234057875667594,9.698312827425546e-12,2.097458424351076e-06,8.868980691549305e-12
38,3.635061831069465,3.635061831069466,1.9673927338763778e-21,4.435530107976247e-11,5.412267590775903e-22,2.5169766173798423e-14,15,0,0.8827639750653111,0.8827639750652676,2.30932870415898e-11,5.361108330080227e-06,0.32340578756681043,0.3234057875667591,9.962697068964198e-12,2.1266314117007235e-06,9.115879485743989e-12
39,3.635061831069459,3.635061831069459,2.073716172021896e-21,4.553807387255082e-11,5.704761757551164e-22,2.3610518218433847e-14,15,0,0.8827639750653138,0.8827639750652668,2.3705473451701492e-11,5.433702258096705e-06,0.3234057875668119,0.3234057875667589,1.0227237508219693e-11,2.1554700871160414e-06,9.363279854295134e-12
40,3.6350618310694633,3.6350618310694633,2.182911241197576e-21,4.67216356862383e-11,6.005155737764566e-22,1.963086544582557e-14,15,0,0.8827639750653182,0.8827639750652675,2.431761838456266e-11,5.50548669081691e-06,0.3234057875668141,0.32340578756675903,1.049189928620918e-11,2.1839916711404433e-06,9.61112538665949e-12
41,3.635061831069455,3.6350618310694554,2.2950047880337025e-21,4.7906208241038053e-11,6.313523386089143e-22,2.34738175989517e-14,15,0,0.882763975065321,0.8827639750652664,2.4929809883049006e-11,5.576497419359051e-06,0.32340578756681565,0.3234057875667587,1.0756752959086946e-11,2.212213442180083e-06,9.859494389445181e-12
42,3.635061831069456,3.6350618310694562,2.409968652902624e-21,4.9091431562978725e-11,6.629787235816007e-22,2.636171912415892e-14,15,0,0.8827639750653249,0.8827639750652665,2.5541939249745348e-11,5.646770142488063e-06,0.3234057875668176,0.3234057875667587,1.1021680503617082e-11,2.240132313989289e-06,1.0108329841244477e-11
43,3.635061831069443,3.635061831069444,2.5278590178824434e-21,5.027781834847693e-11,6.954101842990499e-22,2.5677387907755933e-14,15,0,0.8827639750653274,0.8827639750652648,2.61541216039078e-11,5.716354210343662e-06,0.323405787566819,0.32340578756675814,1.1286774409102712e-11,2.267787023798741e-06,1.0357727158565883e-11
44,3.6350618310694376,3.635061831069439,2.6486763325352758e-21,5.146529250412627e-11,7.286468444351147e-22,2.868511883846662e-14,15,0,0.882763975065331,0.8827639750652645,2.6766402974891527e-11,5.7852587034023865e-06,0.3234057875668207,0.3234057875667579,1.155211577222395e-11,2.2951789089961127e-06,1.060770650606722e-11
45,3.6350618310694314,3.6350618310694323,2.7724056412604873e-21,5.265363844275614e-11,7.626845897267305e-22,2.81334524675885e-14,15,0,0.8827639750653343,0.8827639750652636,2.737863319261674e-11,5.853522271906581e-06,0.32340578756682237,0.3234057875667576,1.1817504485687698e-11,2.322305524630524e-06,1.08581860686443e-11
46,3.635061831069425,3.635061831069426,2.899087553256713e-21,5.3843175549522644e-11,7.975345917028898e-22,2.8139335726052624e-14,15,0,0.882763975065338,0.8827639750652628,2.7990926525741492e-11,5.9211519663097225e-06,0.32340578756682414,0.3234057875667573,1.2083157969249395e-11,2.349192159785988e-06,1.1109234756601055e-11
47,3.6350618310694323,3.6350618310694314,3.0286789080253142e-21,5.5033434456022405e-11,8.33184976975833e-22,3.068459225039759e-14,15,0,0.8827639750653431,0.8827639750652636,2.8603099932321946e-11,5.988172139671305e-06,0.3234057875668263,0.3234057875667576,1.2348913009272726e-11,2.3758318849249056e-06,1.136077587896308e-11
48,3.635061831069431,3.6350618310694305,3.1612397361290075e-21,5.622490316691535e-11,8.696522598623789e-22,2.8618999996459686e-14,15,0,0.8827639750653475,0.8827639750652633,2.921530166465203e-11,6.054615619748134e-06,0.3234057875668283,0.3234057875667575,1.2614881533687791e-11,2.402244690920743e-06,1.1612922519170563e-11
49,3.635061831069432,3.6350618310694323,3.2967323904227543e-21,5.741717853066932e-11,9.069260836899873e-22,3.1239566186181357e-14,15,0,0.8827639750653524,0.8827639750652636,2.982735622351951e-11,6.120493327526106e-06,0.3234057875668304,0.3234057875667576,1.2881035870300762e-11,2.428439367136658e-06,1.1865597350241128e-11
50,3.635061831069416,3.6350618310694163,3.4352198141887295e-21,5.861074828210889e-11,9.450237640601854e-22,3.188529794426858e-14,15,0,0.8827639750653551,0.8827639750652617,3.043944213670537e-11,6.185838597050998e-06,0.3234057875668318,0.3234057875667569,1.3147395743032992e-11,2.4544261941670824e-06,1.2118897307540379e-11
51,3.6350618310694087,3.635061831069409,3.576662943290931e-21,5.980520832913242e-11,9.839345544883627e-22,3.227887527156981e-14,15,0,0.8827639750653592,0.8827639750652607,3.105142369172317e-11,6.2506621224495904e-06,0.32340578756683347,0.32340578756675664,1.341391518654748e-11,2.480209643022311e-06,1.2372758463788176e-11
52,3.635061831069409,3.6350618310694096,3.721061384976039e-21,6.10005031534662e-11,1.0236583469286765e-21,3.520615341127487e-14,15,0,0.8827639750653641,0.8827639750652608,3.166330681573365e-11,6.314970826458442e-06,0.3234057875668357,0.3234057875667566,1.3680571311796324e-11,2.50577861030012e-06,1.262716453732243e-11
53,3.635061831069401,3.635061831069403,3.8684881436706035e-21,6.219717150860321e-11,1.0642152247882206e-21,3.353370076555677e-14,15,0,0.8827639750653681,0.8827639750652599,3.227521948524759e-11,6.378820277156275e-06,0.32340578756683735,0.32340578756675636,1.3947457388633141e-11,2.531166652790519e-06,1.2882250903206316e-11
54,3.635061831069396,3.6350618310693967,4.0188772639858e-21,6.339461541791858e-11,1.1055870438394962e-21,3.3647431347864816e-14,15,0,0.8827639750653725,0.8827639750652592,3.2886952540932507e-11,6.4421761378829176e-06,0.32340578756683913,0.323405787566756,1.4214490021424631e-11,2.5563625005448007e-06,1.3137882802763514e-11
55,3.6350618310693807,3.6350618310693803,4.1722748507840886e-21,6.4593148636555e-11,1.1477864874602883e-21,3.10089813572016e-14,15,0,0.8827639750653758,0.8827639750652573,3.349857494806721e-11,6.505074380763892e-06,0.32340578756684074,0.3234057875667553,1.4481718540761362e-11,2.581375333744887e-06,1.3394091248013414e-11
56,3.635061831069381,3.6350618310693807,4.32869415207136e-21,6.579281231313463e-11,1.190817200156929e-21,3.008582771596734e-14,15,0,0.8827639750653812,0.8827639750652573,3.4110144383708366e-11,6.56753769524861e-06,0.32340578756684285,0.32340578756675536,1.4749224442333426e-11,2.6062149022800483e-06,1.3650950185293635e-11
57,3.635061831069382,3.6350618310693834,4.488124794608403e-21,6.699346829809906e-11,1.2346763282670387e-21,2.901571976860335e-14,15,0,0.8827639750653867,0.8827639750652575,3.472158546939342e-11,6.629569208075793e-06,0.3234057875668451,0.3234057875667554,1.5016886979242632e-11,2.630883058767987e-06,1.3908413444827068e-11
58,3.635061831069379,3.63506183106938,4.650569185867367e-21,6.819508183049102e-11,1.2793645340825582e-21,2.9555143194405316e-14,15,0,0.8827639750653916,0.8827639750652573,3.5332894548968727e-11,6.691180748709942e-06,0.3234057875668471,0.3234057875667553,1.528480579179541e-11,2.655384099444925e-06,1.4166474536924078e-11
59,3.6350618310693834,3.6350618310693825,4.816074674656808e-21,6.93979443114622e-11,1.32489484318895e-21,2.988464879852613e-14,15,0,0.8827639750653976,0.8827639750652576,3.594411622613846e-11,6.752398360548864e-06,0.32340578756684946,0.3234057875667554,1.555295770218986e-11,2.679733572031234e-06,1.4425203746223658e-11
60,3.635061831069385,3.6350618310693865,4.9846043367580525e-21,7.060173040909162e-11,1.371257097789627e-21,3.009042440782667e-14,15,0,0.8827639750654034,0.8827639750652579,3.655517286139078e-11,6.813224248664942e-06,0.3234057875668518,0.3234057875667556,1.5821342562176436e-11,2.7039276417528038e-06,1.4684543068370966e-11
61,3.6350618310693794,3.635061831069379,5.156196504162157e-21,7.1806660583557e-11,1.4184618429572306e-21,3.032111169738773e-14,15,0,0.8827639750654084,0.8827639750652571,3.7166124342548304e-11,6.873677452656046e-06,0.3234057875668536,0.32340578756675525,1.6089916297663844e-11,2.7279674285560356e-06,1.49445347932673e-11
62,3.6350618310693754,3.6350618310693754,5.330818040466943e-21,7.301245127008778e-11,1.4664999629177432e-21,3.075085116063646e-14,15,0,0.8827639750654135,0.8827639750652565,3.7776865377820694e-11,6.933757819141207e-06,0.32340578756685573,0.3234057875667552,1.635873866883531e-11,2.7518585781316096e-06,1.520512562919944e-11
63,3.635061831069372,3.6350618310693736,5.508515008629352e-21,7.421937084501156e-11,1.5153841295208018e-21,3.263731817027722e-14,15,0,0.8827639750654189,0.8827639750652564,3.8387493515143635e-11,6.993481644404858e-06,0.3234057875668577,0.32340578756675503,1.662781336739231e-11,2.775612227086523e-06,1.5466394042480088e-11
64,3.6350618310693674,3.6350618310693674,5.6892869661559305e-21,7.542736218479293e-11,1.5651142210371284e-21,3.351733204935687e-14,15,0,0.8827639750654243,0.8827639750652557,3.8997970264651466e-11,7.052866184320911e-06,0.3234057875668597,0.32340578756675475,1.6897152314066244e-11,2.7992307088155502e-06,1.572831200068918e-11
65,3.6350618310693728,3.6350618310693736,5.873130843589858e-21,7.663635458181618e-11,1.6156893930637994e-21,3.542938141167811e-14,15,0,0.8827639750654308,0.8827639750652564,3.9608250726646164e-11,7.111912932154717e-06,0.32340578756686217,0.32340578756675503,1.716676718069719e-11,2.8227095475282996e-06,1.599086996684133e-11
66,3.635061831069363,3.635061831069363,6.060080039462024e-21,7.784651591087442e-11,1.6671188334860506e-21,3.6874459996545474e-14,15,0,0.8827639750654356,0.8827639750652551,4.021844398007983e-11,7.1706314839598285e-06,0.32340578756686394,0.3234057875667545,1.743664391574466e-11,2.8460597476786864e-06,1.6254097523259597e-11
67,3.635061831069362,3.6350618310693634,6.250128871215046e-21,7.90577565531368e-11,1.719400979040949e-21,3.7475765363963907e-14,15,0,0.8827639750654416,0.8827639750652552,4.082842076807168e-11,7.229036354148233e-06,0.3234057875668663,0.32340578756675464,1.7706860464453277e-11,2.8692880643749807e-06,1.6518021663587574e-11
68,3.635061831069363,3.635061831069364,6.4432683157874165e-21,8.026997144503925e-11,1.772533347497953e-21,3.915934574042998e-14,15,0,0.8827639750654478,0.8827639750652553,4.1438248380246557e-11,7.287124329309932e-06,0.3234057875668685,0.32340578756675464,1.797728634831844e-11,2.892384001186334e-06,1.678257227327697e-11
69,3.635061831069356,3.6350618310693568,6.639539658028832e-21,8.14833704385676e-11,1.8265272962566427e-21,4.035817460838154e-14,15,0,0.882763975065453,0.8827639750652543,4.204794618783294e-11,7.344928132431934e-06,0.32340578756687033,0.32340578756675425,1.824803303680745e-11,2.91536600363672e-06,1.7047861952863082e-11
70,3.6350618310693505,3.635061831069352,6.838872831620348e-21,8.269747778270114e-11,1.881363550178873e-21,3.829652175635633e-14,15,0,0.8827639750654586,0.8827639750652536,4.26573282749874e-11,7.4024195155652855e-06,0.3234057875668724,0.323405787566754,1.8518979711192914e-11,2.9382207235774516e-06,1.7313711677186384e-11
71,3.6350618310693585,3.6350618310693585,7.04133644095955e-21,8.391267151604428e-11,1.937060982230428e-21,3.891860496204928e-14,15,0,0.8827639750654658,0.8827639750652546,4.3266583639887976e-11,7.4596373480481564e-06,0.32340578756687505,0.32340578756675437,1.8790240119055414e-11,2.9609553704856e-06,1.758027112039232e-11
72,3.6350618310693643,3.635061831069365,7.24694106682402e-21,8.512896726041036e-11,1.993622503167191e-21,3.7669087256537603e-14,15,0,0.8827639750654728,0.8827639750652554,4.387565851602291e-11,7.5165712263822285e-06,0.32340578756687755,0.32340578756675464,1.9061833186400483e-11,2.983581622079303e-06,1.784749209271574e-11
73,3.635061831069365,3.6350618310693656,7.455668555560592e-21,8.634621332496633e-11,2.051043118946694e-21,4.0062460362820614e-14,15,0,0.8827639750654791,0.8827639750652553,4.4484483739952854e-11,7.573235533418923e-06,0.3234057875668799,0.3234057875667546,1.9333765848923e-11,3.0060952426328634e-06,1.8115412295339483e-11
74,3.6350618310693643,3.635061831069365,7.667543312800746e-21,8.756450943619078e-11,2.1093295435211634e-21,4.289069917121582e-14,15,0,0.8827639750654855,0.8827639750652554,4.509313654504388e-11,7.62963498668585e-06,0.32340578756688215,0.3234057875667546,1.960603453826318e-11,3.0285055394111783e-06,1.8384022674621618e-11
75,3.6350618310693674,3.6350618310693665,7.88260887634203e-21,8.878405755732293e-11,2.1684937540727096e-21,4.128732135768892e-14,15,0,0.8827639750654923,0.8827639750652555,4.570172885476532e-11,7.685785246687984e-06,0.32340578756688443,0.32340578756675464,1.9878635887969544e-11,3.050815487477528e-06,1.8653361600307408e-11
76,3.6350618310693648,3.635061831069364,8.100803221277607e-21,9.000446222981173e-11,2.22851868764348e-21,4.433330072027467e-14,15,0,0.8827639750654984,0.8827639750652552,4.631002702913291e-11,7.741680418898304e-06,0.3234057875668866,0.32340578756675453,2.015159885197548e-11,3.073019635847472e-06,1.8923363975440676e-11
77,3.635061831069368,3.635061831069369,8.322182274218923e-21,9.122599560552312e-11,2.289419729559508e-21,4.36759735057823e-14,15,0,0.8827639750655054,0.8827639750652557,4.691820629667703e-11,7.797331705421797e-06,0.32340578756688904,0.32340578756675475,2.042490534654167e-11,3.0951261082744976e-06,1.9194061594108283e-11
78,3.635061831069361,3.635061831069362,8.546731373884384e-21,9.244853364918443e-11,2.351192846524459e-21,4.3483421157372296e-14,15,0,0.8827639750655111,0.882763975065255,4.7526226261247776e-11,7.852742822372373e-06,0.32340578756689087,0.3234057875667545,2.0698575222812334e-11,3.117133247018604e-06,1.946547057188177e-11
79,3.63506183106935,3.6350618310693505,8.77445002014994e-21,9.367203435470984e-11,2.413837900954962e-21,4.531615184547338e-14,15,0,0.8827639750655163,0.8827639750652536,4.8134006201949495e-11,7.907916196559658e-06,0.3234057875668927,0.323405787566754,2.0972562700096883e-11,3.139041721883471e-06,1.97375382497217e-11
80,3.635061831069352,3.635061831069353,9.005358730521545e-21,9.489656859192299e-11,2.477360537185794e-21,4.898689257397631e-14,15,0,0.8827639750655232,0.8827639750652538,4.8741656564356675e-11,7.962874932261777e-06,0.323405787566895,0.32340578756675403,2.124694222214713e-11,3.160857639442837e-06,2.001035775191688e-11
81,3.6350618310693563,3.635061831069356,9.239417124335233e-21,9.612188681218878e-11,2.54174964655751e-21,4.895498968759489e-14,15,0,0.8827639750655302,0.8827639750652542,4.934903941889375e-11,8.017592714660016e-06,0.3234057875668974,0.3234057875667542,2.1521675236669955e-11,3.1825736309846445e-06,2.028378631482024e-11
82,3.635061831069354,3.635061831069355,9.476688986551178e-21,9.734828702422646e-11,2.607022776215982e-21,4.673532086743135e-14,15,0,0.8827639750655367,0.8827639750652542,4.995627927464041e-11,8.072097844085427e-06,0.32340578756689964,0.32340578756675414,2.179675416144926e-11,3.2042007855234786e-06,2.0557922372213692e-11
83,3.6350618310693563,3.635061831069356,9.71720096984764e-21,9.857586403297534e-11,2.673187258272592e-21,4.5641090385764905e-14,15,0,0.8827639750655438,0.8827639750652544,5.056346578825505e-11,8.126399026277474e-06,0.3234057875669019,0.32340578756675425,2.2072292545362636e-11,3.225746118586784e-06,2.0832824814035645e-11
84,3.6350618310693608,3.6350618310693608,9.960906519678667e-21,9.98043411865369e-11,2.740230285642314e-21,4.718031553679181e-14,15,0,0.8827639750655509,0.8827639750652548,5.1170436940053713e-11,8.18049006050927e-06,0.3234057875669043,0.32340578756675453,2.2348229836472653e-11,3.247197208433698e-06,2.1108420465219257e-11
