step,edge_index,i,j,a,b,a2,b2,ab,r2,theta,z2_re,z2_im,z2_phase_pi,a2n,b2n,abn,z2n_re,z2n_im
5000,0,1,2,-0.1592836064122156,-0.07014923127559,0.0253712672716816,0.0049209146485562,0.0111736225446205,0.0302921819202378,-2.7267468639391392,0.0204503526231254,0.0223472450892411,0.2640990321750488,0.8375516606392555,0.16244833936074454,0.36886159518128186,0.6751033212785109,0.737723190362567
5000,1,1,3,-0.1493777217399716,-0.0893223274106054,0.0223137037522244,0.0079784781740473,0.013342765769108,0.0302921819262718,-2.602672408031378,0.014335225578177,0.0266855315382161,0.3430872840516794,0.7366159296987509,0.26338407030124583,0.4404689566959219,0.47323185939750173,0.8809379133918469
5000,2,1,4,0.0568318630297571,-0.1645062955737572,0.003229860655433,0.0270623212834003,-0.0093491992575805,0.0302921819388334,-1.2381635175961108,-0.0238324606279673,-0.018698398515161,-0.7882393767258798,0.10662357244370185,0.8933764275562948,-0.30863406526669473,-0.786752855112593,-0.6172681305333895
5000,3,1,5,0.1565294805669374,0.0760966729217728,0.0245014782865552,0.0057907036297632,0.0119113726853172,0.0302921819163185,0.4525056521368266,0.0187107746567919,0.0238227453706344,0.2880740452583905,0.8088383449643873,0.1911616550356093,0.3932160686946259,0.6176766899287748,0.7864321373892518
5000,4,1,6,0.1229761075909647,-0.1231627334004894,0.0151231230382245,0.01516905889868,-0.0151460735538559,0.0302921819369045,-0.7861563768228874,-4.593586045549945e-05,-0.0302921471077118,-0.5004826936583091,0.4992417868651526,0.5007582131348475,-0.499999425112513,-0.0015164262696949042,-0.999998850225026
5000,5,1,7,0.0151598419007775,-0.1733850082538617,0.0002298208064565,0.0300623610871917,-0.0026284893130935,0.0302921818936482,-1.4835835570333864,-0.0298325402807351,-0.0052569786261871,-0.9444786263668812,0.007586802669526088,0.992413197330474,-0.08677121120960433,-0.9848263946609446,-0.17354242241921197
5000,6,1,8,-0.1593216755514795,-0.0700627264819569,0.0253833963005309,0.0049087856420855,0.0111625109768104,0.0302921819426164,-2.7272898858053805,0.0204746106584453,0.0223250219536208,0.2637533337181718,0.8379520613145532,0.16204793868544676,0.36849478185348145,0.6759041226291032,0.7369895637069629
5000,7,1,9,-0.0195421966420879,0.1729459004316902,0.000381897449598,0.0299102844761281,-0.003379742794679,0.0302921819257261,1.6833150727244477,-0.02952838702653,-0.0067594855893581,-0.9283683415792436,0.01260712914422542,0.9873928708557745,-0.11157145440912268,-0.9747857417115459,-0.22314290881824866
5000,8,1,10,0.1567519042993471,0.0756374406633286,0.0245711595014716,0.0057210224300985,0.0118563128603056,0.0302921819315702,0.4495738983155313,0.0188501370713731,0.0237126257206112,0.2862076328080397,0.8111386481494682,0.18886135185052846,0.3913984435683411,0.6222772962989398,0.7827968871366822
5000,9,1,11,0.1082210922132015,-0.1363098570432704,0.0117118047998182,0.0185803771271568,-0.014751601608648,0.0302921819269751,-0.8997648455434656,-0.0068685723273385,-0.0295032032172961,-0.572808091154233,0.38662796981913256,0.6133720301808643,-0.4869771891707722,-0.2267440603617284,-0.9739543783415477
