t,H,Q2_re,Q2_im,generator_norm
0,np.float64(115.02943725152292),np.float64(45.058974105176155),np.float64(-5.4957036583964545),np.float64(10.062873578006963)
1,np.float64(115.02943725152278),np.float64(45.05897410517605),np.float64(-5.495703658396601),np.float64(10.143236198525596)
2,np.float64(115.02943725152298),np.float64(45.058974105176056),np.float64(-5.495703658396652),np.float64(10.297520426000121)
3,np.float64(115.02943725152305),np.float64(45.05897410517603),np.float64(-5.495703658396602),np.float64(10.528594402267961)
4,np.float64(115.02943725152332),np.float64(45.058974105176105),np.float64(-5.495703658396597),np.float64(10.544934425079735)
5,np.float64(115.02943725152345),np.float64(45.05897410517612),np.float64(-5.495703658396541),np.float64(10.374321818475318)
6,np.float64(115.02943725152323),np.float64(45.05897410517608),np.float64(-5.49570365839668),np.float64(10.43510693080804)
7,np.float64(115.02943725152345),np.float64(45.05897410517606),np.float64(-5.495703658396708),np.float64(10.512280789424086)
8,np.float64(115.0294372515234),np.float64(45.058974105176056),np.float64(-5.495703658396822),np.float64(10.32570526997963)
9,np.float64(115.02943725152342),np.float64(45.05897410517605),np.float64(-5.495703658396717),np.float64(10.307793501632212)
10,np.float64(115.02943725152358),np.float64(45.05897410517616),np.float64(-5.495703658396611),np.float64(10.59162880769337)
11,np.float64(115.02943725152366),np.float64(45.05897410517619),np.float64(-5.495703658396642),np.float64(10.422872831193219)
12,np.float64(115.02943725152346),np.float64(45.05897410517612),np.float64(-5.495703658396591),np.float64(10.297998390022476)
13,np.float64(115.02943725152372),np.float64(45.05897410517615),np.float64(-5.495703658396698),np.float64(10.436590034683851)
14,np.float64(115.0294372515241),np.float64(45.058974105176205),np.float64(-5.495703658396716),np.float64(10.310680497327276)
15,np.float64(115.02943725152376),np.float64(45.05897410517608),np.float64(-5.495703658396814),np.float64(10.549913773291607)
16,np.float64(115.02943725152375),np.float64(45.05897410517605),np.float64(-5.495703658396968),np.float64(10.176000124293484)
17,np.float64(115.02943725152414),np.float64(45.05897410517623),np.float64(-5.495703658396877),np.float64(10.412850714314125)
18,np.float64(115.02943725152417),np.float64(45.058974105176176),np.float64(-5.495703658396899),np.float64(10.229414796301668)
19,np.float64(115.02943725152387),np.float64(45.0589741051761),np.float64(-5.495703658396828),np.float64(10.396067166295303)
20,np.float64(115.02943725152377),np.float64(45.05897410517608),np.float64(-5.495703658396821),np.float64(10.183174393416754)
21,np.float64(115.02943725152346),np.float64(45.05897410517602),np.float64(-5.495703658396875),np.float64(10.004924491194092)
