case_id,mode,state_family,harmonic_packet_A,harmonic_packet_B,N_A,N_B,pair_kind,sweep_region,R,T,Delta_F,L_gap_min,L_gap_min_collision,N_eff_gap_at_L_gap_min,N_eff_gap_min,N_eff_gap_min_collision,max_B_to_A_transfer,B_to_A_transfer_collision,A_to_B_transfer_at_B_to_A_max,joint_score_min,joint_score_min_collision,tail_from_collision,tail_L_gap_min,tail_L_gap_max,tail_N_eff_gap_min,tail_N_eff_gap_max,joint_R_score
"alternating_packet_1|A=1|B=1,2,3,4,5",alternating_packet_1,explicit_packet,1,"1,2,3,4,5",1,5,one_side_high_harmonic,control,0.0,1.0,0.0,0.0005371093750000022,0,1.9999999999999996,1.9999999999999996,0,0.9999999999999998,1,0.9999999999999998,2.0,1,232,0.0005371093750000022,0.0005371093750000023,1.9999999999999996,2.0,2.0
"alternating_packet_1|A=1|B=1,2,3,4,5",alternating_packet_1,explicit_packet,1,"1,2,3,4,5",1,5,one_side_high_harmonic,control,0.5,0.4999999999999999,1.5707963267948968,2.710505431213761e-19,1,0.0,0.0,1,1.0,2,0.9999999999999998,0.2090189372262659,1,232,2.7972416050126014e-17,0.0005371093750000031,1.0436096431476471e-13,2.0,5.04646829375069e-16
"alternating_packet_1|A=1|B=1,2,3,4,5",alternating_packet_1,explicit_packet,1,"1,2,3,4,5",1,5,one_side_high_harmonic,coarse,0.6,0.4,1.7721542475852274,1.8221000649324575e-05,242,0.06784838059966947,0.06784838059966947,242,0.999999999999923,39,0.9999999999999921,0.2664900214311814,242,232,1.8221000649324575e-05,0.000537099262697569,0.06784838059966947,1.999962345462944,0.06784838059974505
"alternating_packet_1|A=1|B=1,2,3,4,5",alternating_packet_1,explicit_packet,1,"1,2,3,4,5",1,5,one_side_high_harmonic,coarse,0.61,0.39,1.792610797291691,2.5104780452826683e-06,85,0.009348107339523182,0.009348107339523182,85,0.9999999994639888,170,0.9999999999451108,0.21979547500783406,85,232,7.531214752423167e-06,0.0005307934493457274,0.028043505114477618,1.9764817895637217,0.009348107875535448
"alternating_packet_1|A=1|B=1,2,3,4,5",alternating_packet_1,explicit_packet,1,"1,2,3,4,5",1,5,one_side_high_harmonic,coarse,0.62,0.37999999999999984,1.81316217783386,3.5665420104599916e-06,162,0.013280505522588193,0.013280505522588193,162,0.99999999562176,149,0.9999999995516323,0.22026941798861666,162,232,2.5953841232204827e-05,0.0005362216005432622,0.09664266698828161,1.9966942507501844,0.013280509900826848
"alternating_packet_1|A=1|B=1,2,3,4,5",alternating_packet_1,explicit_packet,1,"1,2,3,4,5",1,5,one_side_high_harmonic,coarse,0.63,0.36999999999999994,1.8338185297033656,5.939680307957265e-07,215,0.002211720958305019,0.002211720958305019,215,0.9999999998941929,209,0.9999999999891651,0.21089263520619544,215,232,1.635429103868019e-05,0.0005369658727256835,0.06089743281312532,1.999465649713092,0.002211721064113871
"alternating_packet_1|A=1|B=1,2,3,4,5",alternating_packet_1,explicit_packet,1,"1,2,3,4,5",1,5,one_side_high_harmonic,coarse,0.64,0.36,1.8545904360032246,6.681964381592513e-07,238,0.002488120555181439,0.002488120555181439,238,0.9999999915752001,227,0.9999999991372052,0.2118872956662334,238,232,6.681964381592513e-07,0.0005369897990583966,0.002488120555181439,1.999554742675626,0.002488128979981615
"alternating_packet_1|A=1|B=1,2,3,4,5",alternating_packet_1,explicit_packet,1,"1,2,3,4,5",1,5,one_side_high_harmonic,coarse,0.65,0.34999999999999987,1.8754889808102944,1.536681683927412e-06,232,0.005722043797604437,0.005722043797604437,232,0.999999999912357,67,0.9999999999910253,0.2138664198430205,232,232,1.536681683927412e-06,0.0005333603404415552,0.005722043797604437,1.986039958589647,0.0057220438852482475
"alternating_packet_1|A=1|B=1,2,3,4,5",alternating_packet_1,explicit_packet,1,"1,2,3,4,5",1,5,one_side_high_harmonic,coarse,0.66,0.3400000000000001,1.8965258140895267,3.373240964687531e-06,82,0.012560722719414885,0.012560722719414885,82,0.9999999982528164,164,0.9999999998210793,0.2234988876188936,82,232,1.0119190691911862e-05,0.0005292740967416511,0.03768018643097548,1.9708242729580012,0.012560724466600188
"alternating_packet_1|A=1|B=1,2,3,4,5",alternating_packet_1,explicit_packet,1,"1,2,3,4,5",1,5,one_side_high_harmonic,coarse,0.67,0.32999999999999996,1.9177132243220585,6.51764712008944e-07,163,0.0024269347821692655,0.0024269347821692655,163,0.9999999987764429,249,0.9999999998747023,0.2118167597631465,163,232,4.216311689728743e-06,0.0005370739177527396,0.015700011528295477,1.9998679701047448,0.0024269360057275154
"alternating_packet_1|A=1|B=1,2,3,4,5",alternating_packet_1,explicit_packet,1,"1,2,3,4,5",1,5,one_side_high_harmonic,fine,0.68,0.32,1.9390642202315367,3.867303411676001e-06,64,0.014400431612930031,0.014400431612930031,64,0.9999999969815585,128,0.999999999690891,0.22561962715142875,64,232,2.7612555807043394e-05,0.0005368866231955192,0.10281911689604684,1.9991705532807706,0.014400434631372347
"alternating_packet_1|A=1|B=1,2,3,4,5",alternating_packet_1,explicit_packet,1,"1,2,3,4,5",1,5,one_side_high_harmonic,fine,0.681,0.31899999999999995,1.9412088415790294,7.864560208268559e-07,229,0.0029284762375529905,0.0029284762375529905,229,0.9999999997601302,123,0.9999999999754368,0.2114998420223498,229,232,3.963193824514031e-05,0.0005370465785872348,0.147574926410996,1.9997661689939221,0.0029284764774220994
"alternating_packet_1|A=1|B=1,2,3,4,5",alternating_packet_1,explicit_packet,1,"1,2,3,4,5",1,5,one_side_high_harmonic,fine,0.682,0.3179999999999999,1.943355250540569,1.4608681212516456e-07,156,0.0005439741658763708,0.0005439741658763708,156,0.9999999993257388,97,0.9999999999309533,0.20964604479929158,156,232,5.1712628555106274e-06,0.0005366648339853697,0.019255902414702764,1.998344690912793,0.000543974840137875
"alternating_packet_1|A=1|B=1,2,3,4,5",alternating_packet_1,explicit_packet,1,"1,2,3,4,5",1,5,one_side_high_harmonic,fine,0.683,0.3169999999999999,1.9455034615072684,1.2746597797503667e-06,109,0.004746369507144355,0.004746369507144355,109,0.9999999999643775,218,0.9999999999963523,0.2130398789290566,109,232,2.8106561272190148e-05,0.0005370060569144662,0.10465861360989814,1.9996152810196846,0.0047463695427662645
"alternating_packet_1|A=1|B=1,2,3,4,5",alternating_packet_1,explicit_packet,1,"1,2,3,4,5",1,5,one_side_high_harmonic,fine,0.684,0.31599999999999995,1.9476534889640587,1.798725736632911e-06,25,0.0066978005611360025,0.0066978005611360025,25,0.9999999998587438,50,0.9999999999855352,0.21674023497601158,25,232,1.6045695336260968e-05,0.0005368082143658245,0.05974833463393581,1.9988785873112893,0.006697800702391673
"alternating_packet_1|A=1|B=1,2,3,4,5",alternating_packet_1,explicit_packet,1,"1,2,3,4,5",1,5,one_side_high_harmonic,fine,0.685,0.315,1.9498053474908474,1.0880417555828676e-05,228,0.0405147184624326,0.0405147184624326,228,0.9999999999757188,29,0.9999999999975135,0.25064252517160607,199,232,4.787967838643884e-05,0.0005367897317139879,0.1782865115189558,1.9988097646368104,0.040514718486713036
"alternating_packet_1|A=1|B=1,2,3,4,5",alternating_packet_1,explicit_packet,1,"1,2,3,4,5",1,5,one_side_high_harmonic,fine,0.686,0.31399999999999983,1.9519590517636924,9.946247621597966e-07,136,0.0037036209325496117,0.0037036209325496117,136,0.999999999255769,103,0.9999999999237882,0.21215651137746994,136,232,4.455639918977451e-06,0.0005367246887191175,0.016591182825572037,1.9985675681759132,0.003703621676781503
"alternating_packet_1|A=1|B=1,2,3,4,5",alternating_packet_1,explicit_packet,1,"1,2,3,4,5",1,5,one_side_high_harmonic,fine,0.686671465671,0.313328534329,1.9534062333965672,8.365443834665179e-07,78,0.0031149870860742723,0.0031149870860742723,78,0.9999999999933914,156,0.9999999999993232,0.21260995601410695,78,232,2.509625033290464e-06,0.0005365649381827721,0.009344931033053783,1.9979727152696702,0.0031149870926815773
"alternating_packet_1|A=1|B=1,2,3,4,5",alternating_packet_1,explicit_packet,1,"1,2,3,4,5",1,5,one_side_high_harmonic,fine,0.687,0.31299999999999983,1.9541146165559913,2.7804517412721805e-06,168,0.010353391211136653,0.010353391211136653,168,0.9999999999949674,209,0.9999999999994846,0.2209543438858792,168,232,5.906207314823424e-06,0.0005369204138702345,0.021992568328651263,1.9992963774658934,0.010353391216169516
"alternating_packet_1|A=1|B=1,2,3,4,5",alternating_packet_1,explicit_packet,1,"1,2,3,4,5",1,5,one_side_high_harmonic,fine,0.688,0.312,1.956272056739689,3.7109378191537996e-07,163,0.0013818183006608642,0.0013818183006608642,163,0.9999999920575269,220,0.9999999991866035,0.21018957139960565,163,232,5.63042797343054e-05,0.0005323005381820309,0.2096566634470145,1.9820936403578173,0.0013818262431332785
"alternating_packet_1|A=1|B=1,2,3,4,5",alternating_packet_1,explicit_packet,1,"1,2,3,4,5",1,5,one_side_high_harmonic,fine,0.689,0.3110000000000001,1.958431387286502,6.417089725467063e-06,235,0.02389490865046473,0.02389490865046473,235,0.999999999995871,77,0.9999999999995771,0.22926080736686996,235,232,6.417089725467063e-06,0.0005368308846978457,0.02389490865046473,1.9989630033839758,0.023894908654594572
"alternating_packet_1|A=1|B=1,2,3,4,5",alternating_packet_1,explicit_packet,1,"1,2,3,4,5",1,5,one_side_high_harmonic,fine,0.69,0.31000000000000005,1.960592623269157,2.676133194000872e-06,137,0.009964946875110847,0.009964946875110847,137,0.9999999946785765,141,0.9999999994550381,0.22050655453251877,137,232,2.582001953445605e-05,0.0005361524466516152,0.09614436364830037,1.9964367468045567,0.009964952196536914
"alternating_packet_1|A=1|B=1,2,3,4,5",alternating_packet_1,explicit_packet,1,"1,2,3,4,5",1,5,one_side_high_harmonic,fine,0.691,0.309,1.96275577986265,1.589043568750578e-06,4,0.005917020415999952,0.005917020415999952,4,0.9999999999139618,8,0.9999999999911897,0.21584015462250802,4,232,9.327834255162029e-05,0.0005292213142993236,0.34733462826494277,1.9706277303363917,0.005917020502039218
