abs_delta_theta_over_pi,count
6.510780148786104e-05,1
9.774448996737934e-05,1
9.915681032297315e-05,1
0.0002110081980534203,1
0.00025326875106342864,1
0.0002731158886015671,1
0.0003739448300958609,1
0.0003912370701101188,1
0.0004486507182569513,1
0.0004903938804331627,1
0.0005103452092433274,1
0.0005849530281491398,1
0.0005955630853709908,1
0.0006352789353515684,1
0.000638791858242289,1
0.0006919790708158433,1
0.0007213534072966064,1
0.0008453895494135998,1
0.0009840113319377756,1
0.0010269695739643263,1
0.0010438221858967305,1
0.0010952982373924672,1
0.001110627806024212,1
0.0011850374325482944,1
0.0011941312779200524,1
0.0012116904224914067,1
0.0012713447107854346,1
0.0012827819225156736,1
0.0013000854625659641,1
0.0013638965570876406,1
0.0014976036857886493,2
0.0015953481757560286,1
0.0016192902672893439,1
0.0016625817808955533,1
0.001665761432206615,1
0.001755442891711717,1
0.0017617385912185265,1
0.001807253507862539,1
0.0018279118075340613,1
0.0019269994861590843,1
0.0019388773208082529,1
0.0021544499919209426,1
0.002195922859610239,1
0.0022039566838557845,1
0.002295079669933212,1
0.002405393793079304,1
0.0024077187429843005,1
0.0024247233310296357,1
0.0024548886275736785,1
0.002460950727438035,1
0.0024770725724574225,1
0.0025199964290615394,1
0.002522562571530146,1
0.002598195937373707,1
0.0026411585938754417,1
0.00268631674004326,1
0.0026924325722945293,1
0.002733297087774039,1
0.002780385608304323,1
0.0027890711199991176,1
0.0028347147178525278,1
0.002933871528175501,1
0.0029525430874064763,1
0.00297607516457921,1
0.003030523034579629,1
0.0030690106593985614,1
0.0031515038031186275,1
0.003325108598285549,1
0.0033625120011719772,1
0.0035040421464218193,1
0.0035240236043682202,1
0.0037173084197118147,1
0.0037342529940217646,1
0.003736456831267909,1
0.0038361472617273297,1
0.003861684291816854,1
0.003957661450828765,1
0.003960841102139898,1
0.004114982551495673,1
0.004134800180418492,1
0.004142834004664108,1
0.004202028662593781,1
0.004233956990741465,1
0.004352078172249946,2
0.004369413153781962,1
0.004415246383544777,1
0.00450345045121321,1
0.004528126332543173,1
0.004533887092467352,1
0.0045462797216385105,1
0.004596453309071055,1
0.004625194060851584,1
0.004687118862166664,1
0.004886043271514158,1
0.00490781003694579,1
0.004964543897590906,1
0.005194464913078351,1
0.005504487155413243,1
0.005522368207773086,1
0.005529961386836738,1
0.0056234228830354515,1
0.005896538771637019,1
0.005951632222842591,1
0.006338756864274205,1
0.0064379136745972496,1
0.0064762691201472235,1
0.006504035242848242,1
0.006506379539710862,1
0.0065257172341018615,1
0.006539705882525238,1
0.006690598860219325,1
0.006699806582901436,1
0.006744628245292566,1
0.006800762602522097,1
0.006829150744707369,1
0.006843187256469152,1
0.007062260028866803,1
0.0071152380099249795,1
0.0071416584750625,1
0.007227444849268257,1
0.0073155287799302315,1
0.007353532465712408,1
0.007367789470951252,1
0.007369937690670139,1
0.007413627784196806,1
0.007564540663765758,1
0.007576622518142152,1
0.007769588377592251,1
0.007836940376455008,1
0.007927762000852602,1
0.007935236230793606,1
0.007938485493861619,1
0.008100495455492802,1
0.008197410268690085,2
0.008237404616290698,1
0.008295154758657464,1
0.008300275442473274,1
0.008302512417778558,1
0.008353629041635922,1
0.008398019932440654,1
0.008572540052826627,1
0.008702804670096207,1
0.00886783880184351,1
0.008911773332790095,1
0.008956073421159566,1
0.00898127880008387,1
0.008982887740979974,1
0.008993663476184256,1
0.009015300598061042,1
0.00904973017285165,1
0.009169070675908523,1
0.009177458301688415,1
0.009392239155195966,1
0.009411260488158999,1
0.009480110407427453,2
0.009498430990058399,1
0.009502791187695403,1
0.009547052268141875,1
0.009551403131784276,1
0.00957684188545479,1
0.009695711563064632,1
0.009762411329837555,1
0.009793456053032012,1
0.009895623618229302,1
0.009925134535668307,1
0.009959045445525163,1
0.010066701227183776,1
0.010159008810669327,1
0.010272756539080883,1
0.010359959561823243,1
0.01037378525392526,1
0.010393488447476682,1
0.01045508267405573,1
0.010640699785597533,1
0.010651024516341007,1
